skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_elever_tcv139,skolverket_andel_natt_malen_alla_amnen_tcv139,skolverket_and_beh_yrk_tcv139,skolverket_gnm_meritvarde_tcv139,year
Växjö,Ringsbergsskolan,Kommunal,Växjö,65161034,20,"75,0",~100,"222,4",2018
Växjö,Teleborg Centrum,Kommunal,Växjö,72833305,172,"75,6","82,6","222,8",2018
Ydre,Ydreskolan 2,Kommunal,Ydre,61662490,45,"66,7","71,1","203,9",2018
Ystad,Kunskapsskolan Ystad,Enskild,Kunskapsskolan i Sverige Aktiebolag,58980145,85,"88,2","88,2","249,1",2018
Ystad,Norreportskolan,Kommunal,Ystad,89680009,155,"81,3","87,7","236,2",2018
Ystad,Änga/Västervångskolan,Kommunal,Ystad,48813389,121,"91,7","93,4","248,2",2018
Åmål,Kristinebergskolan 1,Kommunal,Åmål,57530972,53,"71,7","79,2","224,8",2018
Åmål,Kristinebergskolan 2,Kommunal,Åmål,60891289,108,"63,9","77,8","219,2",2018
Ånge,Kordelia Friskola AB,Enskild,Kordelia friskola AB,65951625,15,"93,3",~100,"232,3",2018
Ånge,Fränstaskolan,Kommunal,Ånge,17514337,46,"50,0","63,0","188,1",2018
Ånge,Minervaskolan,Kommunal,Ånge,43954518,62,"61,3","62,9","195,5",2018
Åre,Duveds skola F-9,Kommunal,Åre,53536862,46,"80,4","87,0","229,7",2018
Åre,Hallens Kyrkskola F-9,Kommunal,Åre,47003034,13,"84,6",~100,"243,8",2018
Åre,Mörsils skola F-9,Kommunal,Åre,99830430,74,"60,8","77,0","206,9",2018
Årjäng,Nordmarkens skola H,Kommunal,Årjäng,55304171,122,"78,7","85,2","219,0",2018
Åsele,Åsele Centralskola åk 1 - 9,Kommunal,Åsele,43833784,29,"89,7",~100,"228,4",2018
Åstorp,Björnekullaskolan,Kommunal,Åstorp,97128428,135,"68,9","83,0","204,4",2018
Åstorp,Hyllinge skola,Kommunal,Åstorp,11662899,50,"72,0",~100,"232,0",2018
Åtvidaberg,Alléskolan  7-9,Kommunal,Åtvidaberg,56528690,119,"78,2","89,1","225,4",2018
Älmhult,Thoren Framtid i Älmhult,Enskild,Thoren Framtid AB,84756527,27,"88,9",~100,"233,5",2018
Älmhult,Linnéskolan 1,Kommunal,Älmhult,53191534,69,"62,3","72,5","201,0",2018
Älmhult,Linnéskolan 2,Kommunal,Älmhult,66184918,71,"70,4","81,7","218,9",2018
Älmhult,The Intern. School of Älmhult,Kommunal,Älmhult,64505955,18,.,.,.,2018
Älvdalen,Strandskolan,Kommunal,Älvdalen,81918902,21,"61,9","76,2","185,8",2018
Älvdalen,Älvdalsskolan,Kommunal,Älvdalen,88076955,67,"68,7","83,6","208,0",2018
Älvkarleby,Älvboda friskola,Enskild,Friskolan i Skutskär Ekonomisk Förening,74070812,50,"50,0","70,0","182,3",2018
Älvkarleby,Rotskärsskolan 6-9,Kommunal,Älvkarleby,96982474,67,"70,1","80,6","213,5",2018
Älvsbyn,Vidselskolan,Kommunal,Älvsbyn,86476920,13,"84,6",~100,"200,6",2018
Älvsbyn,Älvåkraskolan,Kommunal,Älvsbyn,32970785,66,"83,3","87,9","217,6",2018
Ängelholm,Kungsgårdsskolan Ro 1,Kommunal,Ängelholm,51900988,130,"79,2","88,5","224,4",2018
Ängelholm,Magnarps skola Ro 1,Kommunal,Ängelholm,49455969,34,"91,2",~100,"250,2",2018
Ängelholm,Nyhemsskolan Ro 1,Kommunal,Ängelholm,49730992,123,"84,6","90,2","226,7",2018
Ängelholm,Strövelstorps skola Ro 1,Kommunal,Ängelholm,34909954,43,"72,1","79,1","216,8",2018
Ängelholm,Söndrebalgs skola,Kommunal,Ängelholm,53600648,34,"88,2","100,0","231,8",2018
Ängelholm,Toftaskolan,Kommunal,Ängelholm,51497405,78,"87,2","89,7","245,0",2018
Öckerö,Betelskolan,Enskild,Betelförsamlingens Skolstiftelse,65677988,17,"88,2","100,0","233,7",2018
Öckerö,Brattebergsskolan,Kommunal,Öckerö,85862849,69,"87,0","92,8","244,5",2018
Öckerö,Hedens skola 7-9,Kommunal,Öckerö,92940771,76,"77,6","85,5","217,8",2018
Ödeshög,Lysingskolan,Kommunal,Ödeshög,34255565,58,"58,6","62,1","195,7",2018
Örebro,Alsalam,Enskild,Al-Risalah Skandinaviska Stiftelse,99730324,18,"61,1",~100,"204,0",2018
Örebro,Viktoriaskolan,Enskild,Brickebergskyrkans Skolstiftelse,19742982,23,"78,3",~100,"230,6",2018
Örebro,Internationella Engelska Skolan Örebro,Enskild,Internationella Engelska Skolan i Sverige AB,23908629,123,"89,4",~100,"286,7",2018
Örebro,JENSEN grundskola Örebro,Enskild,Jensen Education College AB,94248837,52,"94,2",~100,"248,8",2018
Örebro,Kunskapsskolan Örebro,Enskild,Kunskapsskolan i Sverige Aktiebolag,76018506,112,"85,7","91,1","242,3",2018
Örebro,Magelungens grundskola Örebro,Enskild,Magelungen Utveckling AB,27319904,..,.,.,..,2018
Örebro,Karl Johans skola,Enskild,Pysslingen Förskolor och Skolor AB,28067210,89,"89,9",~100,"257,8",2018
Örebro,Grenadjärskolan,Enskild,Stiftelsen Grenadjärskolan,36409468,18,"66,7","66,7","218,6",2018
Örebro,Hannaskolan,Enskild,Stiftelsen Hannaskolan,13390547,27,"81,5",~100,"247,7",2018
Örebro,Johannaskolan Örebro Waldorfskola,Enskild,Stiftelsen Johannaskolan Örebro Waldorfskola,11909268,21,"85,7","100,0","221,8",2018
Örebro,Adolfsbergsskolan 7-9,Kommunal,Örebro,47684564,142,"85,2","88,7","227,9",2018
Örebro,Almby skola 7-9,Kommunal,Örebro,22049573,99,"71,7","79,8","212,3",2018
Örebro,Engelbrektsskolan,Kommunal,Örebro,82807694,179,"69,8","77,1","210,8",2018
Örebro,Gumaeliusskolan,Kommunal,Örebro,74902204,183,"71,6","77,0","212,0",2018
Örebro,Lillåns skola 7-9,Kommunal,Örebro,84774734,129,"75,2","81,4","231,0",2018
Örebro,Mellringeskolan 7-9,Kommunal,Örebro,26290434,112,"72,3","75,9","217,6",2018
Örebro,Navet,Kommunal,Örebro,12248380,53,"56,6","67,9","193,8",2018
Örebro,Odenskolan,Kommunal,Örebro,66382532,72,"63,9","72,2","199,5",2018
Örebro,Olaus Petriskolan 7-9,Kommunal,Örebro,94395043,77,"39,0","59,7","180,9",2018
Örebro,Vivallaskolan 7-9,Kommunal,Örebro,57981090,74,"24,3","55,4","151,0",2018
Örebro,Västra Engelbrektsskolan,Kommunal,Örebro,57966953,47,"31,9","51,1","169,5",2018
Örkelljunga,Solängskolan,Enskild,Kristna Skolföreningen i Örkelljunga,10757780,13,"84,6",~100,"256,0",2018
Örkelljunga,Kungsskolan,Kommunal,Örkelljunga,45558673,115,"69,6","77,4","212,7",2018
Örnsköldsvik,Broskolan Ö-viks Kristna skola,Enskild,Broskolan AB,32866578,18,"72,2",~100,"221,5",2018
Örnsköldsvik,Bäckagårdsskolan,Enskild,Impius Vård och Utbildning AB,50936464,..,.,..,..,2018
Örnsköldsvik,Alneskolan 5-9,Kommunal,Örnsköldsvik,38278821,39,"97,4","100,0","234,2",2018
Örnsköldsvik,Bjästaskolan 7-9,Kommunal,Örnsköldsvik,56331671,75,"81,3","84,0","228,2",2018
Örnsköldsvik,Björnaskolan,Kommunal,Örnsköldsvik,24396451,30,"70,0","73,3","204,6",2018
Örnsköldsvik,Bredbynskolan,Kommunal,Örnsköldsvik,51597705,47,"80,9","87,2","227,0",2018
Örnsköldsvik,Geneskolan,Kommunal,Örnsköldsvik,87606101,122,"80,3","84,4","222,9",2018
Örnsköldsvik,Husumskolan,Kommunal,Örnsköldsvik,33732345,41,"82,9","87,8","218,4",2018
Örnsköldsvik,Höglandskolan 4-9,Kommunal,Örnsköldsvik,32227381,48,"91,7",~100,"242,4",2018
Örnsköldsvik,Själevadskolan 7-9,Kommunal,Örnsköldsvik,49933363,69,"84,1","87,0","224,2",2018
Örnsköldsvik,Sörlidenskolan 7-9,Kommunal,Örnsköldsvik,46859731,45,"44,4","46,7","181,9",2018
Örnsköldsvik,Ängetskolan 4-9,Kommunal,Örnsköldsvik,82726493,57,"87,7",~100,"236,9",2018
Östersund,Friggaskolan,Enskild,Pysslingen Förskolor och Skolor AB,58922041,43,"100,0","100,0","253,5",2018
Östersund,"Prolympia, Östersund",Enskild,Ulno AB,16858929,67,"83,6",~100,"231,5",2018
Östersund,Östersunds Waldorfskola,Enskild,Vidarskolan AB (svb),58288551,..,..,..,..,2018
Östersund,Kastalskolan,Kommunal,Östersund,34895088,64,"76,6","85,9","221,6",2018
Östersund,Lugnviksskolan,Kommunal,Östersund,69758750,28,"60,7","71,4","226,2",2018
Östersund,Parkskolan 2,Kommunal,Östersund,68826164,80,"60,0","71,3","201,9",2018
Östersund,Storsjöskolan,Kommunal,Östersund,95233985,75,"88,0","92,0","238,3",2018
Östersund,Torvallaskolan,Kommunal,Östersund,56710032,68,"61,8","73,5","222,0",2018
Östersund,Treälvsskolan 7-9,Kommunal,Östersund,76664723,43,"83,7",~100,"223,8",2018
Östersund,Vallaskolan 7-9,Kommunal,Östersund,85145566,58,"94,8",~100,"255,0",2018
Östersund,Östbergsskolan 6-9,Kommunal,Östersund,74981470,75,"70,7","80,0","211,8",2018
Österåker,Helleborusskolan Österåker,Enskild,Helleborusskolan Täby AB,59457803,..,..,..,..,2018
Österåker,Fredsborgskolan,Enskild,Lära i Österåker AB,43869172,76,"100,0","100,0","285,2",2018
Österåker,Ljusterö skola,Kommunal,Österåker,53319802,11,..,..,..,2018
Österåker,Röllingbyskolan,Kommunal,Österåker,12407147,54,"88,9",~100,"232,1",2018
Österåker,Skärgårdsstadsskolan,Kommunal,Österåker,73272488,49,"95,9",~100,"263,2",2018
Österåker,Solskiftesskolan,Kommunal,Österåker,82624830,83,"68,7","78,3","218,3",2018
Österåker,Söraskolan,Kommunal,Österåker,88712672,79,"83,5",~100,"239,4",2018
Österåker,Tråsättraskolan,Kommunal,Österåker,51305351,101,"86,1","93,1","256,1",2018
Österåker,Akers friskola F-9,Enskild,Österåkers Friskola AB,10715898,25,"100,0","100,0","265,6",2018
Östhammar,Frösåkersskolan,Kommunal,Östhammar,98029852,76,"72,4","85,5","218,6",2018
Östhammar,Olandsskolan F-9,Kommunal,Östhammar,90876801,57,"57,9","73,7","211,7",2018
Östhammar,Vallonskolan,Kommunal,Östhammar,31047050,59,"49,2","54,2","178,8",2018
Östhammar,Österbyskolan,Kommunal,Östhammar,57548666,20,"85,0",~100,"217,4",2018
Östra Göinge,Färe Montessoriskola,Enskild,Skolföreningen Växthuset Ekonomisk Förening,26599013,25,"56,0","64,0","184,2",2018
Östra Göinge,Göingeskolan,Kommunal,Östra Göinge,84902434,92,"63,0","68,5","191,9",2018
Östra Göinge,Snapphaneskolan,Kommunal,Östra Göinge,81683738,62,"51,6","64,5","174,6",2018
Överkalix,Strandskolan,Kommunal,Överkalix,50308658,40,"70,0","82,5","207,7",2018
Överkalix,Överkalix Friskola,Enskild,Överkalix Kultur- och Miljöskola,13342436,..,..,..,..,2018
Övertorneå,Svanstein skola Diamanten,Kommunal,Övertorneå,90707437,..,..,..,..,2018
Övertorneå,Svarträvens skola 4-9,Kommunal,Övertorneå,18991431,36,"50,0","61,1","186,9",2018
