skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_elever_tcv139,skolverket_andel_natt_malen_alla_amnen_tcv139,skolverket_and_beh_yrk_tcv139,skolverket_gnm_meritvarde_tcv139,year
Karlskrona,Lyckeby kunskapscentrum F-9,Kommunal,Karlskrona,55709634,107,"67,3","74,8","198,0",2018
Karlskrona,Nättraby kunskapscentrum 7-9,Kommunal,Karlskrona,26209081,80,"88,8","92,5","235,1",2018
Karlskrona,Rosenholmskolan Sport College 7-9,Kommunal,Karlskrona,89523926,54,"96,3",~100,"253,0",2018
Karlskrona,Rödebyskolan F-9,Kommunal,Karlskrona,32421136,104,"62,5","75,0","194,3",2018
Karlskrona,Sunnadalskolan F-9,Kommunal,Karlskrona,21608206,41,..,..,"108,6",2018
Karlskrona,Wämöskolan 7-9,Kommunal,Karlskrona,63323984,85,"72,9","81,2","219,7",2018
Karlskrona,Karlskrona Montessorifriskola,Enskild,Karlskrona Montessorifriskola AB,67509465,22,"90,9",~100,"264,9",2018
Karlskrona,Ekekullen skola,Enskild,Skolveckohemmet Riggen AB,70122435,..,.,.,..,2018
Karlskrona,Musikugglan,Enskild,Tant Grön AB,93919365,51,"98,0","100,0","265,0",2018
Karlstad,Internationella Engelska Skolan Karlstad,Enskild,Internationella Engelska Skolan i Sverige AB,93730568,114,"93,0",~100,"268,3",2018
Karlstad,Frödingskolan,Kommunal,Karlstad,22049068,39,"59,0","66,7","181,2",2018
Karlstad,Hultsbergsskolan 7-9,Kommunal,Karlstad,99406709,57,"80,7","91,2","234,1",2018
Karlstad,Ilandaskolan,Kommunal,Karlstad,27418903,119,"90,8","93,3","235,8",2018
Karlstad,Mariebergsskolan,Kommunal,Karlstad,81424988,92,"69,6","77,2","211,0",2018
Karlstad,Norrstrandsskolan Terra Ignis,Kommunal,Karlstad,83999935,76,"72,4","80,3","218,4",2018
Karlstad,Norrstrandsskolan Ventus Aqua,Kommunal,Karlstad,57635312,79,"82,3","92,4","226,9",2018
Karlstad,Nyeds skola,Kommunal,Karlstad,41081474,38,"60,5","78,9","210,8",2018
Karlstad,Rudsskolan,Kommunal,Karlstad,23345056,150,"84,7","94,0","240,1",2018
Karlstad,Vålbergsskolan 4-9,Kommunal,Karlstad,80659104,48,"58,3","72,9","196,3",2018
Karlstad,Thoren Framtid Karlstad,Enskild,Thorengruppen AB,85092070,25,"92,0","100,0","227,7",2018
Katrineholm,Järvenskolan Södra,Kommunal,Katrineholm,99117726,195,"73,3","80,0","206,7",2018
Katrineholm,Järvenskolan Tallås,Kommunal,Katrineholm,99013754,159,"76,1","83,6","210,8",2018
Katrineholm,Kunskapsskolan Katrineholm,Enskild,Kunskapsskolan i Sverige Aktiebolag,16603772,71,"80,3","87,3","245,5",2018
Kil,Sannerudsskolan 8-9,Kommunal,Kil,83291761,102,"61,8","78,4","200,8",2018
Kinda,Värgårdsskolan 7-9,Kommunal,Kinda,75296593,103,"72,8","83,5","213,4",2018
Kiruna,Högalidskolan 7-9,Kommunal,Kiruna,80693905,106,"73,6","83,0","222,1",2018
Kiruna,Karesuando skola,Kommunal,Kiruna,79467784,14,"92,9",~100,"250,9",2018
Kiruna,Nya Raketskolan 6-9,Kommunal,Kiruna,43351950,71,"45,1","60,6","175,5",2018
Kiruna,Triangelskolan,Kommunal,Kiruna,14938538,20,"100,0","100,0","244,8",2018
Kiruna,Vittangi skola,Kommunal,Kiruna,76314428,22,"86,4",~100,"236,1",2018
Kiruna,Friluftsskolan Vargen,Enskild,Vargen i Kiruna AB,73281949,22,"95,5","100,0","260,9",2018
Klippan,Ljungbyhedsskolan,Kommunal,Klippan,75091646,35,"65,7","68,6","202,6",2018
Klippan,Snyggatorpsskolan 1,Kommunal,Klippan,10822811,120,"61,7","67,5","190,3",2018
Klippan,Klippans friskola,Enskild,Klippans friskola Ekonomisk förening,39391255,22,"68,2","77,3","219,5",2018
Knivsta,Alsike skola,Kommunal,Knivsta,49742321,75,"88,0","90,7","255,2",2018
Knivsta,Thunmanskolan,Kommunal,Knivsta,92364234,125,"72,0","84,8","214,4",2018
Knivsta,Margarethaskolan,Enskild,Knivsta Friskola Ekonomisk Förening,51867275,19,"89,5",~100,"254,1",2018
Kramfors,Gudmundråskolan,Kommunal,Kramfors,11159060,80,"71,3","77,5","209,4",2018
Kramfors,Högakustenskolan,Kommunal,Kramfors,75515918,52,"80,8","86,5","226,6",2018
Kramfors,Ytterlännässkolan,Kommunal,Kramfors,30403490,45,"68,9","75,6","200,3",2018
Kristianstad,Antonskolan Blekedamm,Enskild,Anton Utbildning AB,14555807,22,"86,4",~100,"235,7",2018
Kristianstad,Antonskolan Österäng,Enskild,Anton Utbildning AB,57538739,24,"62,5","75,0","203,7",2018
Kristianstad,Axonaskolan i Tollarp,Enskild,Axona Dendron AB,81452013,13,"84,6",~100,"242,1",2018
Kristianstad,Degebergaskolan MH,Kommunal,Kristianstad,58419840,40,"75,0","77,5","222,6",2018
Kristianstad,Fjälkinge skola MH,Kommunal,Kristianstad,13867770,49,"65,3","87,8","217,0",2018
Kristianstad,Fröknegårdskolan H2,Kommunal,Kristianstad,97438636,102,"55,9","73,5","208,8",2018
Kristianstad,Norretullskolan,Kommunal,Kristianstad,59782586,58,"36,2","48,3","163,3",2018
Kristianstad,Nosabyskolan Bild o form,Kommunal,Kristianstad,97295152,29,"75,9",~100,"253,9",2018
Kristianstad,Nosabyskolan H,Kommunal,Kristianstad,98284563,111,"73,0","82,0","223,3",2018
Kristianstad,Rönnowskolan MH,Kommunal,Kristianstad,13756290,62,"87,1","88,7","229,9",2018
Kristianstad,Slättängsskolan H,Kommunal,Kristianstad,63356940,93,"68,8","76,3","204,6",2018
Kristianstad,Spängerskolan MH,Kommunal,Kristianstad,63749463,30,"86,7",~100,"239,7",2018
Kristianstad,Sånnaskolan H,Kommunal,Kristianstad,85853304,75,"81,3","88,0","229,7",2018
Kristianstad,Tollarps skola MH,Kommunal,Kristianstad,45430802,48,"56,3","77,1","196,5",2018
Kristianstad,Väskolan MH,Kommunal,Kristianstad,75922665,50,"80,0","88,0","217,2",2018
Kristianstad,Öllsjöskolan MH,Kommunal,Kristianstad,46211392,32,"84,4",~100,"225,9",2018
Kristianstad,Önnestads skola MH,Kommunal,Kristianstad,18636287,40,"70,0","82,5","213,5",2018
Kristianstad,Lejonskolan,Enskild,Lejonskolan AB,26843745,13,..,..,"160,5",2018
Kristianstad,Kristianstads Montessoriskola,Enskild,Pysslingen Förskolor och Skolor AB,72491525,32,"100,0","100,0","255,9",2018
Kristinehamn,Djurgårdsskolan F-9,Kommunal,Kristinehamn,55509192,86,"74,4","89,5","213,4",2018
Kristinehamn,Stenstalidskolan F-9,Kommunal,Kristinehamn,14885908,93,"67,7","75,3","197,9",2018
Kristinehamn,Södermalmsskolan F-9,Kommunal,Kristinehamn,27777261,71,"64,8","73,2","208,3",2018
Krokom,Cederbergsskolan 4-9,Kommunal,Krokom,64778601,17,"70,6","70,6","199,1",2018
Krokom,Nyhedens skola,Kommunal,Krokom,40025257,87,"83,9","87,4","210,0",2018
Krokom,Ås skola 4-9,Kommunal,Krokom,54952732,50,"94,0",~100,"238,5",2018
Krokom,Änge skola 4-9,Kommunal,Krokom,25036714,41,"68,3","78,0","202,0",2018
Kumla,Kumlaby skola 7-9,Kommunal,Kumla,75692870,79,"68,4","92,4","212,2",2018
Kumla,Skogstorpsskolan 7-9,Kommunal,Kumla,44243725,120,"68,3","74,2","219,7",2018
Kumla,Vialundskolan,Kommunal,Kumla,99992013,52,"73,1","82,7","221,5",2018
Kungsbacka,KMS Kullaviks Montessoriskola,Enskild,Kullaviks Montessoriskola Ekonomisk förening,10902849,23,"95,7","100,0","272,3",2018
Kungsbacka,Frillesåsskolan 4-9,Kommunal,Kungsbacka,10927868,53,"86,8","86,8","240,8",2018
Kungsbacka,Fullriggaren Malevik 4-9,Kommunal,Kungsbacka,33170625,48,"97,9",~100,"279,0",2018
Kungsbacka,Hedeskolan 4-9,Kommunal,Kungsbacka,11231816,48,"87,5",~100,"231,3",2018
Kungsbacka,Hålabäcksskolan 6-9,Kommunal,Kungsbacka,99688470,69,"73,9","81,2","221,8",2018
Kungsbacka,Kapareskolan A-D,Kommunal,Kungsbacka,28803215,74,"87,8",~100,"241,6",2018
Kungsbacka,Kapareskolan E-H,Kommunal,Kungsbacka,84111198,68,"85,3","89,7","238,0",2018
Kungsbacka,Kollaskolan 6-9,Kommunal,Kungsbacka,47579620,66,"84,8","92,4","240,9",2018
Kungsbacka,Kullaviksskolan 7-9,Kommunal,Kungsbacka,75835202,88,"90,9","94,3","263,5",2018
Kungsbacka,Smedingeskolan A,Kommunal,Kungsbacka,68861484,52,"69,2","84,6","205,4",2018
Kungsbacka,Smedingeskolan B,Kommunal,Kungsbacka,29293076,45,"80,0","84,4","205,0",2018
Kungsbacka,Särö skola 4-9,Kommunal,Kungsbacka,72090315,69,"82,6","82,6","247,4",2018
Kungsbacka,Toråsskolan 4-9,Kommunal,Kungsbacka,14101582,68,"94,1",~100,"247,9",2018
Kungsbacka,Varlaskolan norra,Kommunal,Kungsbacka,37101902,93,"95,7",~100,"249,8",2018
Kungsbacka,Varlaskolan södra,Kommunal,Kungsbacka,70143574,85,"81,2","89,4","237,3",2018
Kungsbacka,Åsa Gårdsskola 4-9,Kommunal,Kungsbacka,16824824,31,"83,9",~100,"230,2",2018
Kungsbacka,Åsaskolan 6-9,Kommunal,Kungsbacka,18035112,58,"86,2",~100,"239,8",2018
Kungsbacka,Älvsåkersskolan 4-9,Kommunal,Kungsbacka,74587667,39,"82,1","87,2","224,6",2018
Kungsbacka,Nova Montessoriskola,Enskild,Montenova Montessoriskola Ekonomisk Förening,47832100,28,"89,3",~100,"260,6",2018
Kungsbacka,Onsala Montessoriskola,Enskild,Montessoriskolan i Onsala Ekonomisk Förening,90784555,18,"94,4","100,0","257,6",2018
Kungsbacka,Vittra Forsgläntan,Enskild,Vittraskolorna AB,42568760,42,"90,5","100,0","245,1",2018
Kungsör,Kung Karl 79,Kommunal,Kungsör,46834580,98,"60,2","72,4","182,9",2018
Kungälv,"Fredkullaskolan ,waldorfskola,",Enskild,Föreningen För Waldorfpedagogik i Kungälv,38353942,19,"84,2",~100,"250,9",2018
Kungälv,Munkegärdeskolan,Kommunal,Kungälv,51596946,108,"70,4","81,5","223,1",2018
Kungälv,Thorildskolan,Kommunal,Kungälv,73505986,130,"84,6","93,1","250,3",2018
Kungälv,Ytterbyskolan 1,Kommunal,Kungälv,63621283,139,"82,0","95,7","238,7",2018
Kungälv,Friskolan i Kärna,Enskild,Mona Hurtig Skol AB,25790317,35,"88,6",~100,"235,4",2018
Kungälv,Montessoriskolan Älvkullen,Enskild,Stiftelsen Montessori För Alla Barn,49323438,15,"93,3","100,0","244,3",2018
Kungälv,Tobiasskolan,Enskild,Stiftelsen Tobiasgården,31356056,..,.,.,..,2018
Kungälv,Strandskolan,Enskild,"Strandskolan, Montessoriföreningen i Kungälv",21917957,27,"92,6","100,0","256,9",2018
Kävlinge,Björkenässkolan,Enskild,AcadeMedia fria grundskolor AB,19504051,48,"87,5",~100,"250,5",2018
Kävlinge,Barsebäcks Montessoriskola,Enskild,Barsebäcks Montessori Ekonomisk Förening,22957852,24,"95,8",~100,"257,1",2018
Kävlinge,Korsbackaskolan,Kommunal,Kävlinge,46107605,152,"86,2","94,1","237,7",2018
Kävlinge,Tolvåkerskolan,Kommunal,Kävlinge,13578112,168,"94,0","95,2","255,2",2018
Köping,Karlbergsskolan,Kommunal,Köping,31319179,129,"70,5","89,1","217,5",2018
Köping,Malmaskolan 3-9,Kommunal,Köping,49665496,63,"65,1","79,4","199,1",2018
Köping,Scheeleskolan,Kommunal,Köping,24379201,107,"62,6","81,3","200,0",2018
Laholm,Lagaholmsskolan,Kommunal,Laholm,50150550,112,"77,7","85,7","243,0",2018
Laholm,Veingeskolan 7-9,Kommunal,Laholm,95134514,105,"68,6","77,1","215,6",2018
Laholm,Våxtorpsskolan,Kommunal,Laholm,35795213,78,"67,9","89,7","211,3",2018
Landskrona,Kunskapsskolan Landskrona,Enskild,Kunskapsskolan i Sverige Aktiebolag,60956248,65,"87,7",~100,"249,1",2018
Landskrona,Asmundtorps skola,Kommunal,Landskrona,70803452,53,"75,5","84,9","218,0",2018
Landskrona,Glumslövs skola,Kommunal,Landskrona,30917121,52,"90,4","90,4","248,0",2018
Landskrona,Sandåkerskolan,Kommunal,Landskrona,77747055,80,"72,5","81,3","224,4",2018
Landskrona,Seminarieskolan,Kommunal,Landskrona,41641029,76,"53,9","82,9","212,3",2018
Landskrona,Västervångskolan,Kommunal,Landskrona,29541747,120,"69,2","76,7","224,4",2018
Landskrona,Säbyholms Montessoriskola,Enskild,Landskrona Montessoriförening Ek.Förening,42908219,26,"88,5",~100,"261,8",2018
Landskrona,Landskrona School of Sports AB,Enskild,Landskrona School of Sports AB,70072964,34,"82,4","82,4","222,3",2018
Landskrona,PeterSvenskolan Landskrona,Enskild,Pysslingen Förskolor och Skolor AB,94830241,15,"73,3",~100,"218,7",2018
Laxå,Centralskolan,Kommunal,Laxå,24748604,71,"46,5","57,7","174,0",2018
Lekeberg,Lekebergsskolan 7-9,Kommunal,Lekeberg,97648883,94,"74,5","83,0","214,9",2018
Leksand,Sammilsdalskolan F-9,Kommunal,Leksand,61834375,80,"78,8","85,0","225,5",2018
Leksand,Åkerö skola F-9,Kommunal,Leksand,69345097,68,"66,2","72,1","214,2",2018
Leksand,Banérskolan,Enskild,Stiftelsen Segerbaneret,89749001,..,..,..,..,2018
Lerum,Alléskolan skolenhet Ask,Kommunal,Lerum,51403955,51,"76,5","78,4","212,7",2018
Lerum,Alléskolan skolenhet Bok,Kommunal,Lerum,57470446,78,"75,6","84,6","238,4",2018
Lerum,Lekstorpsskolan,Kommunal,Lerum,10867785,25,"52,0","72,0","166,1",2018
Lerum,Ljungviksskolan skolenhet B,Kommunal,Lerum,31733366,49,"89,8",~100,"235,1",2018
Lerum,Rydsbergsskolan grundskola,Kommunal,Lerum,24103764,96,"92,7",~100,"258,4",2018
Lerum,Röselidsskolan skolenhet B,Kommunal,Lerum,38539206,41,"68,3","85,4","192,3",2018
Lerum,Stenkulan 4-9,Kommunal,Lerum,49419497,60,"80,0","86,7","232,3",2018
Lerum,Torpskolan skolenhet 1,Kommunal,Lerum,21176313,82,"89,0",~100,"250,2",2018
Lerum,Torpskolan skolenhet 2,Kommunal,Lerum,20361674,54,"87,0","90,7","242,4",2018
Lerum,Montessoriskolan Floda säteri,Enskild,Montessoriskolan Floda Säteri,82651095,28,"96,4","100,0","270,6",2018
Lessebo,Bikupan,Kommunal,Lessebo,74218950,113,"54,0","60,2","181,0",2018
Lidingö,Futuraskolan International Kottla,Enskild,Futuraskolan AB,36276828,78,"92,3",~100,"282,8",2018
Lidingö,Bodals skola,Kommunal,Lidingö,98780182,27,"74,1",~100,"227,2",2018
Lidingö,Högsätra skola,Kommunal,Lidingö,49631077,77,"84,4","88,3","257,6",2018
Lidingö,Källängens skola,Kommunal,Lidingö,69329486,148,"95,9","96,6","269,8",2018
Lidingö,Käppala skola,Kommunal,Lidingö,20137688,76,"85,5","90,8","255,1",2018
Lidingö,Torsviks skola,Kommunal,Lidingö,45104329,135,"94,8","96,3","266,9",2018
Lidingö,Christinaskolan,Enskild,Lidingö Skola AB,46097781,51,"98,0",~100,"276,1",2018
Lidingö,Vittra Lidingö,Enskild,Vittraskolorna AB,46585145,11,"90,9","100,0","286,1",2018
Lidköping,Broholmskolan,Enskild,Broholmskolans ekonomiska förening,98083121,36,"91,7",~100,"243,4",2018
Lidköping,Dalängskolan,Kommunal,Lidköping,37707717,142,"73,2","85,2","210,3",2018
Lidköping,Fredriksdalskolan,Kommunal,Lidköping,25486432,116,"64,7","80,2","199,4",2018
Lidköping,Rudenschöldskolan,Kommunal,Lidköping,52152242,123,"73,2","87,0","224,2",2018
Lilla Edet,Fuxernaskolan 7-9,Kommunal,Lilla Edet,22512947,103,"67,0","80,6","197,8",2018
Lilla Edet,"Nya Skolan, Lilla Edet",Enskild,Nya Skolan Trollhättan Aktiebolag,74771085,14,"71,4",~100,"204,1",2018
Lindesberg,Fröviskolan,Kommunal,Lindesberg,58663719,73,"74,0","76,7","222,5",2018
Lindesberg,Stadsskogsskolan,Kommunal,Lindesberg,16882306,140,"62,9","70,7","204,5",2018
Lindesberg,Storåskolan,Kommunal,Lindesberg,88486410,35,"65,7","71,4","188,9",2018
Linköping,Pandionskolan,Enskild,Frösunda Omsorg i Stockholm AB,16928929,..,.,..,..,2018
Linköping,Internationella Engelska Skolan Linköping,Enskild,Internationella Engelska Skolan i Sverige AB,82086591,121,"88,4",~100,"276,9",2018
Linköping,Kunskapsskolan Linköping,Enskild,Kunskapsskolan i Sverige Aktiebolag,67505597,56,"87,5","89,3","242,2",2018
Linköping,Arenaskolan,Kommunal,Linköping,46165416,130,"81,5","88,5","230,2",2018
Linköping,Berzeliusskolan 4,Kommunal,Linköping,59327275,211,"89,6","94,3","245,2",2018
Linköping,Berzeliusskolan 6,Kommunal,Linköping,39169577,..,..,..,..,2018
Linköping,Ekholmsskolan,Kommunal,Linköping,96360048,116,"82,8","87,9","229,4",2018
Linköping,Elsa Brändströms skola,Kommunal,Linköping,95720059,110,"61,8","79,1","210,5",2018
Linköping,Folkungaskolan grundskola 7-9,Kommunal,Linköping,65857121,107,"90,7",~100,"271,7",2018
Linköping,Linghemsskolan,Kommunal,Linköping,93274980,63,"68,3","85,7","213,2",2018
Linköping,Ljungsbro skola 7-9,Kommunal,Linköping,85992138,101,"57,4","68,3","196,0",2018
Linköping,Malmslättsskolan - Tokarp,Kommunal,Linköping,68326694,110,"69,1","81,8","219,8",2018
Linköping,Skäggetorpskolan,Kommunal,Linköping,46577157,78,"34,6","39,7","156,8",2018
Linköping,Slussenskolan,Kommunal,Linköping,77844194,..,.,..,..,2018
Linköping,Stångåskolan,Kommunal,Linköping,25519969,..,.,..,..,2018
Linköping,Tinnerbäcksskolan,Kommunal,Linköping,24877681,..,.,.,..,2018
Linköping,Tornhagsskolan 6-9,Kommunal,Linköping,75688028,99,"74,7","81,8","224,0",2018
Linköping,Ånestadsskolan,Kommunal,Linköping,59548402,113,"51,3","69,9","208,9",2018
Linköping,Nya Munken,Enskild,Nya Munken Aktiebolag,76521863,179,"86,6","93,3","243,7",2018
Linköping,Dar Al Uloum skola,Enskild,Stiftelsen Dar Al Uloum i Linköping,80769468,..,..,..,..,2018
Linköping,Björkö friskola,Enskild,Stiftelsen Waldorfpedagogik i Vreta Kloster,78992223,22,"81,8",~100,"236,6",2018
Linköping,Thea Privata Grundskola Linköping,Enskild,Theducation AB,31658010,77,"81,8","92,2","235,8",2018
Linköping,Vittra Lambohov,Enskild,Vittraskolorna AB,26255239,19,"84,2",~100,"281,6",2018
Ljungby,Astradskolan 2,Kommunal,Ljungby,90628474,119,"66,4","73,1","215,7",2018
Ljungby,Kungshögsskolan 2,Kommunal,Ljungby,87262274,50,"72,0","80,0","218,4",2018
Ljungby,Kungshögsskolan 3,Kommunal,Ljungby,96958960,74,"77,0","85,1","228,3",2018
Ljungby,Åbyskolan 2,Kommunal,Ljungby,75853223,67,"61,2","74,6","197,0",2018
Ljungby,Thoren Framtid i Ljungby,Enskild,Thoren Framtid AB,59021648,18,"88,9",~100,"230,1",2018
Ljusdal,Friskolan Vintergatan,Enskild,Friskolan Vintergatan Ekonomisk Förening,62270371,35,"77,1",~100,"238,3",2018
Ljusdal,Färila skola,Kommunal,Ljusdal,36425969,34,"61,8","67,6","217,6",2018
Ljusdal,Los skola,Kommunal,Ljusdal,87366152,..,..,..,..,2018
Ljusdal,Stenhamreskolan,Kommunal,Ljusdal,38870809,99,"64,6","71,7","225,5",2018
Ljusdal,Öjeskolan,Kommunal,Ljusdal,47378558,43,"79,1",~100,"216,4",2018
Ljusnarsberg,Kyrkbacksskolan,Kommunal,Ljusnarsberg,82038420,44,"52,3","77,3","179,4",2018
Lomma,Bjärehovskolan,Kommunal,Lomma,41254600,96,"89,6","90,6","260,8",2018
Lomma,Karstorpskolan Södra,Kommunal,Lomma,92463760,70,"77,1","84,3","231,9",2018
Lomma,Pilängskolan,Kommunal,Lomma,15610637,70,"94,3",~100,"269,6",2018
Lomma,Rutsborgskolan,Kommunal,Lomma,19570704,60,"96,7",~100,"273,5",2018
Lomma,Montessoriskolan i Bjärred,Enskild,Montessori-Bjerred Ekonomisk Förening,52025747,17,"94,1","100,0","264,9",2018
Ludvika,Fredriksbergs skola,Kommunal,Ludvika,88233361,..,..,..,..,2018
Ludvika,Kyrkskolan 7-9,Kommunal,Ludvika,28230949,161,"60,2","75,8","202,4",2018
Ludvika,Lorensbergaskolan 7-9,Kommunal,Ludvika,47736072,132,"73,5","88,6","219,2",2018
Luleå,Bergskolan,Kommunal,Luleå,72942852,94,"86,2","92,6","251,3",2018
Luleå,Björkskataskolan,Kommunal,Luleå,89477984,106,"88,7","95,3","235,6",2018
Luleå,Hertsöskolan 7-9,Kommunal,Luleå,15579589,70,"70,0","81,4","216,7",2018
Luleå,Kråkbergsskolan,Kommunal,Luleå,46323920,55,"76,4","81,8","237,4",2018
Luleå,Montessoriskolan,Kommunal,Luleå,35085794,31,"64,5","77,4","216,2",2018
Luleå,Residensskolan 7-9,Kommunal,Luleå,73462793,77,"85,7","89,6","237,2",2018
Luleå,Råneskolan 7-9,Kommunal,Luleå,22462490,44,"72,7","81,8","200,1",2018
Luleå,Stadsöskolan 7-9,Kommunal,Luleå,95536453,78,"83,3","88,5","239,1",2018
Luleå,Tunaskolan 7-9,Kommunal,Luleå,43539193,44,"59,1","77,3","203,4",2018
Luleå,Örnässkolan 7-9,Kommunal,Luleå,20104143,46,"71,7","78,3","214,8",2018
Luleå,Norrskenet Luleå,Enskild,Norrskenets Friskola Luleå AB,55520065,26,"76,9",~100,"221,3",2018
Luleå,Nya Läroverket,Enskild,Nya läroverket Luleå AB,82183259,44,"97,7",~100,"255,1",2018
Luleå,Nya Läroverket Bergnäset,Enskild,Nya läroverket Luleå AB,52734580,40,"82,5","87,5","220,4",2018
Lund,Freinetskolan i Lund,Enskild,"Freinetskolan i Lund,Ideell Förening",60492534,19,"84,2",~100,"258,9",2018
Lund,Lunds Montessorigrundskola,Enskild,Föreningen Lunds Montessorigrundskola,70044059,22,"95,5","100,0","256,1",2018
Lund,Internationella Engelska Skolan Lund,Enskild,Internationella Engelska Skolan i Sverige AB,63826797,119,"93,3","94,1","271,8",2018
Lund,Kunskapsskolan Lund,Enskild,Kunskapsskolan i Sverige Aktiebolag,52037312,101,"89,1","92,1","268,4",2018
Lund,Fågelskolan 4-9,Kommunal,Lund,64936034,72,"68,1","73,6","220,7",2018
Lund,Fäladsgården,Kommunal,Lund,54391347,121,"73,6","85,1","248,8",2018
Lund,Genarps skola,Kommunal,Lund,83803124,55,"81,8","81,8","253,1",2018
Lund,Gunnesboskolan 7-9,Kommunal,Lund,85762828,63,"79,4","82,5","237,3",2018
Lund,ISLK/Int. School of Lund,Kommunal,Lund,70615815,35,.,.,.,2018
Lund,Järnåkraskolan 4-9,Kommunal,Lund,39307298,117,"92,3",~100,"258,5",2018
Lund,Killebäckskolan 7-9,Kommunal,Lund,42754004,110,"83,6","90,0","254,6",2018
Lund,Lerbäckskolan 7-9,Kommunal,Lund,90340546,93,"91,4","91,4","259,5",2018
Lund,Nyvångskolan 7-9,Kommunal,Lund,70811599,96,"87,5","94,8","253,3",2018
Lund,Svaleboskolan 7-9,Kommunal,Lund,27508103,76,"80,3","92,1","242,1",2018
Lund,Svaneskolan,Kommunal,Lund,67020135,140,"86,4","92,1","258,2",2018
Lund,Tunaskolan 7-9,Kommunal,Lund,76684064,96,"88,5","91,7","264,5",2018
Lund,Vikingaskolan,Kommunal,Lund,68201054,31,"71,0","80,6","222,4",2018
Lund,Östratornskolan,Kommunal,Lund,58622330,69,"87,0","92,8","262,9",2018
Lund,Maria Montessori-skolan,Enskild,Pysslingen Förskolor och Skolor AB,40248457,24,"91,7",~100,"276,3",2018
Lund,Stiftelsen BMSL,Enskild,Stiftelsen Bmsl,75154610,30,"100,0","100,0","288,8",2018
Lund,Lunds Waldorfskola,Enskild,Stiftelsen Rudolf Steinerskolan i Lund,96533068,13,"84,6",~100,"249,2",2018
Lund,Sankt Thomas Skola,Enskild,Stiftelsen s:t Thomas Skola,28753548,19,"94,7",~100,"290,4",2018
Lycksele,Finnbacksskolan,Kommunal,Lycksele,35637430,132,"76,5","82,6","214,4",2018
Lysekil,Gullmarsskolan 7-9,Kommunal,Lysekil,12247315,145,"71,0","82,8","215,1",2018
Malmö,Videdals privatskolor,Enskild,Aktiebolaget Videdals Privatskolor,31996111,16,"100,0","100,0","281,6",2018
Malmö,Videdals Privatskolor 2,Enskild,Aktiebolaget Videdals Privatskolor,83404058,14,"100,0","100,0","257,5",2018
Malmö,Bellevueskolan,Enskild,Bellevueskolan Aktiebolag,69244685,..,..,..,..,2018
Malmö,Bladins grundskola,Enskild,"Bladins Skola, Stiftelsen",57534630,55,"94,5",~100,"281,2",2018
Malmö,Boukefs Privatskola,Enskild,Boukefs Privatskola AB,62868982,12,"83,3",~100,"214,8",2018
Malmö,Europaportens grundskola,Enskild,Europaportens Skolor AB,24339301,25,"84,0",~100,"288,0",2018
Malmö,Backaskolan,Enskild,Föreningen Backaskolan,55040455,28,"82,1",~100,"251,3",2018
Malmö,Kastanjeskolan,Enskild,Föreningen Kastanjeskolan,19024032,23,"87,0",~100,"246,5",2018
Malmö,Malmö Montessoriskola,Enskild,"Hemgårdar i Malmö, Föreningen",13299659,32,"100,0","100,0","285,6",2018
Malmö,Kilowattskolan i Malmö,Enskild,Kilowatt AB,61317595,24,..,"70,8","183,4",2018
Malmö,Mariaskolan,Enskild,Kristna Skolföreningen i Malmö,67272295,22,"81,8","100,0","272,5",2018
Malmö,Al-Salamahskolan,Enskild,Kulturella Föreningen F Välgörande Ändamål,75399786,22,"63,6",~100,"235,5",2018
Malmö,Augustenborgsskolan,Kommunal,Malmö,89876778,89,"38,2","59,6","202,1",2018
Malmö,Bergaskolan,Kommunal,Malmö,40035084,144,"93,1",~100,"256,2",2018
Malmö,Bäckagårdsskolan,Kommunal,Malmö,12636945,56,"91,1",~100,"263,3",2018
Malmö,Dammfriskolan,Kommunal,Malmö,48874671,83,"63,9","73,5","213,6",2018
Malmö,Gottorpskolan,Kommunal,Malmö,56363473,110,"79,1","81,8","234,7",2018
Malmö,Hermodsdalsskolan,Kommunal,Malmö,56666435,48,"64,6","75,0","213,2",2018
Malmö,Höjaskolan,Kommunal,Malmö,99835038,55,"61,8","72,7","219,9",2018
Malmö,Johannesskolan,Kommunal,Malmö,82797662,73,"46,6","58,9","212,1",2018
Malmö,Kirsebergsskolan,Kommunal,Malmö,25054799,60,"55,0","68,3","178,4",2018
Malmö,Kommunikationsskolan,Kommunal,Malmö,51220608,..,..,..,..,2018
Malmö,Kroksbäcksskolan,Kommunal,Malmö,98745015,54,"37,0","63,0","208,8",2018
Malmö,Kryddgårdsskolan,Kommunal,Malmö,66836744,16,"75,0",~100,"253,9",2018
Malmö,Lindeborgsskolan,Kommunal,Malmö,22509001,95,"72,6","77,9","234,8",2018
Malmö,Lindängeskolan,Kommunal,Malmö,75875503,69,"71,0","82,6","234,3",2018
Malmö,Linnéskolan,Kommunal,Malmö,63951601,90,"83,3","87,8","242,7",2018
Malmö,Malmö Idrottsgrundskola,Kommunal,Malmö,71454628,87,"85,1","86,2","247,0",2018
Malmö,Malmö International School,Kommunal,Malmö,56446897,37,"51,4","56,8","269,9",2018
Malmö,Mottagningsskolan Mosaik,Kommunal,Malmö,58937869,58,.,.,"31,9",2018
