skolverket_skolnamn,school_unit,skolverket_kommunnamn,skolverket_kommun,huvudman,skolverket_huvudman_namn,skolverket_huvudman_kod,skolverket_helttj_larare_o_adm_tcv17,skolverket_helttj_adm_tcv17,skolverket_helttj_larare_tcv17,skolverket_helttj_andel_kvi_tcv17,skolverket_helttj_andel_ped_tcv17,skolverket_helttj_andel_specped_tcv17,skolverket_elever_per_helttj_tcv17,skolverket_helttj_syv_tcv17,skolverket_elever_per_syvhelttj_tcv17,skolverket_helttj_andel_tillsv_tcv17,year
Carlsund utbildningscentrum 2,22220001,Motala,0583,2120002817,Motala,Kommunal,"11,3","0,5","10,8","69,8","75,6",.,"10,8","0,3","468,0","89,9",2016
Carlsund utbildningscentrum IM,15644006,Motala,0583,2120002817,Motala,Kommunal,"15,2","1,0","14,2","75,6","91,9","12,7","11,9",.,.,"86,3",2016
LBS Ljud & Bildskolan Motala,76204099,Motala,0583,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"2,2","0,4","1,8",.,"11,1",.,"14,4",.,.,"11,1",2016
Platengymnasiet 1,31822012,Motala,0583,2120002817,Motala,Kommunal,"26,0","1,0","25,0","61,4","98,0",.,"13,1",.,.,"94,0",2016
Platengymnasiet 2,83161201,Motala,0583,2120002817,Motala,Kommunal,"23,9",.,"23,9","40,6","79,1",.,"12,7",.,.,"83,7",2016
Platengymnasiet IM,77681909,Motala,0583,2120002817,Motala,Kommunal,"7,3","0,3","7,1","50,4","50,4",.,"7,7","0,3","216,0","56,0",2016
Lärlingsgymnasiet i Håby,15100079,Munkedal,1430,5567628176,Lärlingsgymnasiet i Sverige AB,Enskild,"6,1","0,8","5,3","39,6","39,6",.,"9,1","0,4","120,0","54,7",2016
Processtekniska Gymnasiet,55421481,Munkedal,1430,2120001330,Munkedal,Kommunal,"2,9","0,2","2,7","68,5","100,0",.,"10,4","0,3","112,0","100,0",2016
Ungdomsgymnasiet,58583587,Munkedal,1430,2120001330,Munkedal,Kommunal,"5,8","0,3","5,5","59,1","76,4","9,1","14,9","0,3","273,3","90,9",2016
Krokslättsgymnasiet Skolenhet 1,76470241,Mölndal,1481,2120001363,Mölndal,Kommunal,"28,0","1,0","27,0","83,5","92,2","3,7","14,8","1,2","333,3","92,2",2016
Krokslättsgymnasiet Skolenhet 2,99356671,Mölndal,1481,2120001363,Mölndal,Kommunal,"14,2","1,0","13,2","65,7","92,4","6,5","1,5","0,7","28,6","100,0",2016
Mönsteråsgymnasiet,16702464,Mönsterås,0861,2120000720,Mönsterås,Kommunal,"28,4","1,0","27,4","49,8","88,7","7,3","8,7","1,0","238,0","85,9",2016
Magelungens Gymnasium Danvikstull,71353314,Nacka,0182,5564891447,Magelungen Utveckling AB,Enskild,"13,3","0,8","12,6","56,2","80,1","10,0","6,3","0,9","92,9","69,7",2016
MediaGymnasiet i Nacka Strand,29449669,Nacka,0182,5566765995,MediaGymnasiet Nacka Strand AB,Enskild,"31,4","1,0","30,4","42,7","55,0",.,"15,3",.,.,"56,3",2016
Nacka Enskilda Gymnasium,62855448,Nacka,0182,5567841977,Nacka Enskilda Gymnasium AB,Enskild,"7,3","0,0","7,3","29,5","56,2",.,"22,2","0,2","810,0","52,1",2016
"Nacka gymnasium, Natur & Teknik",36252055,Nacka,0182,2120000167,Nacka,Kommunal,"51,4","1,0","50,4","41,3","86,1","2,0","18,9","1,5","635,3","94,0",2016
"Nacka gymnasium, Samhälle",91812793,Nacka,0182,2120000167,Nacka,Kommunal,"66,7","1,0","65,7","63,8","91,6","1,5","17,9","2,5","470,4","92,1",2016
Nya DesignGymnasiet,14355031,Nacka,0182,5569320681,Nya Designgymnasiet i Nacka AB,Enskild,"14,2","1,0","13,2","85,1","85,1",.,"13,3","0,7","269,2","82,3",2016
Praktiska Nacka,72891848,Nacka,0182,5562575786,Praktiska Sverige AB,Enskild,"29,1","1,0","28,1","75,1","50,9","7,1","11,0","0,2","1 540,0","79,4",2016
Rytmus Stockholm,46611859,Nacka,0182,5564648979,Rytmus AB,Enskild,"54,9","2,3","52,6","51,4","94,3","1,9","12,0","0,3","2 103,3","83,9",2016
Sjölins gymnasium Nacka,58907711,Nacka,0182,5563758399,Sjölins Gymnasium AB,Enskild,"18,8","1,0","17,8","54,4","90,4",.,"19,8","0,2","1 760,0","80,8",2016
"YBC, Young Business Creatives",68285560,Nacka,0182,2120000167,Nacka,Kommunal,"28,2","2,0","26,2","51,4","86,8","1,9","16,7","0,9","508,1","82,0",2016
IV-programmet i Nora,71728074,Nora,1884,2120002007,Nora,Kommunal,"3,1","0,3","2,8","82,1","71,4",.,"17,1",.,.,"71,4",2016
Gymnasieutbildn. i Nordanstig RO9,16374064,Nordanstig,2132,2220003111,Nordanstig,Kommunal,"8,0",.,"8,0","62,5","68,8",.,"8,9","1,0","71,0","68,8",2016
Nordmalings gymnasieskola,47070220,Nordmaling,2401,2120002536,Nordmaling,Kommunal,"5,4","0,2","5,2","75,2","80,8",.,"2,9",.,.,"98,5",2016
De Geergymnasiet 1,58544422,Norrköping,0581,2120000456,Norrköping,Kommunal,"27,7","1,0","26,7","55,1","87,8",.,"12,6","0,8","421,3","86,3",2016
De Geergymnasiet 2,40549870,Norrköping,0581,2120000456,Norrköping,Kommunal,"5,5",.,"5,5","88,2","100,0",.,"6,9",.,.,"100,0",2016
De Geergymnasiet 3,65150019,Norrköping,0581,2120000456,Norrköping,Kommunal,"29,7","1,0","28,7","60,0","80,3",.,"10,8","1,0","309,0","79,2",2016
De Geergymnasiet 4,31796890,Norrköping,0581,2120000456,Norrköping,Kommunal,"8,7",.,"8,7","34,5","54,0","11,5","7,9",.,.,"100,0",2016
Ebersteinska gymnasiet 1,83805032,Norrköping,0581,2120000456,Norrköping,Kommunal,"19,3","1,0","18,3","9,3","46,5",.,"7,6","0,4","400,0","56,4",2016
Ebersteinska gymnasiet 2,48862305,Norrköping,0581,2120000456,Norrköping,Kommunal,"28,4","1,0","27,4","17,0","56,4",.,"11,4","0,4","894,3","46,9",2016
Ebersteinska gymnasiet 3,32887559,Norrköping,0581,2120000456,Norrköping,Kommunal,"25,1","1,0","24,1","5,8","77,2",.,"8,6","0,3","690,0","77,8",2016
Ebersteinska gymnasiet 5,71541108,Norrköping,0581,2120000456,Norrköping,Kommunal,"15,0","1,0","14,0","73,6","78,6",.,"12,0","0,4","480,0","100,0",2016
Ebersteinska gymnasiet 6,62956050,Norrköping,0581,2120000456,Norrköping,Kommunal,"10,7","1,0","9,7","77,8","91,7",.,"13,9","0,5","270,0","89,7",2016
Eberstienska gymnasiet 4,53832505,Norrköping,0581,2120000456,Norrköping,Kommunal,"13,5","1,0","12,5","52,0","85,2",.,"15,9","0,5","398,0","85,2",2016
Film & Musikgymnasiet,47537928,Norrköping,0581,8220049426,Föreningen Q,Enskild,"12,6","0,5","12,2","19,6","53,4",.,"10,8",.,.,"83,1",2016
Fria Läroverken Norrköping,69471748,Norrköping,0581,5569172041,Fria Läroverken i Sverige AB,Enskild,"25,3","1,0","24,3","37,2","80,2","4,1","19,1","0,8","578,8","76,1",2016
Hagagymnasiet skolenhet grön,76485705,Norrköping,0581,2120000456,Norrköping,Kommunal,"20,4","1,0","19,4","66,1","94,9",.,"18,6",.,.,"86,0",2016
Hagagymnasiet skolenhet gul,31771188,Norrköping,0581,2120000456,Norrköping,Kommunal,"13,0","1,0","12,0","58,3","91,7",.,"8,3",.,.,"100,0",2016
Hagagymnasiet skolenhet röd,93239262,Norrköping,0581,2120000456,Norrköping,Kommunal,"30,1","1,0","29,1","65,3","89,1","3,4","11,5",.,.,"92,5",2016
Kungsgårdgymnasiet 3,14278480,Norrköping,0581,2120000456,Norrköping,Kommunal,"4,8",.,"4,8","100,0","100,0",.,"16,5",.,.,"100,0",2016
Kungsgårdsgymnasiet 1,99976753,Norrköping,0581,2120000456,Norrköping,Kommunal,"29,1","1,0","28,1","66,1","82,2",.,"13,7",.,.,"82,0",2016
Kungsgårdsgymnasiet 2,58037626,Norrköping,0581,2120000456,Norrköping,Kommunal,"25,5","0,5","25,0","75,2","75,2",.,"16,4","0,5","820,0","81,2",2016
Kunskapsgymnasiet Norrköping,75575321,Norrköping,0581,5565661815,Kunskapsskolan i Sverige Aktiebolag,Enskild,"30,5","1,0","29,5","54,1","85,8",.,"14,8","0,9","484,4","85,8",2016
Plusgymnasiet i Norrköping,28023078,Norrköping,0581,5565789129,Plusgymnasiet AB,Enskild,"18,0","1,0","17,0","59,3","65,2",.,"17,3","0,4","735,0","48,3",2016
Realgymnasiet Norrköping,43284031,Norrköping,0581,5565715892,Lärande i Sverige AB,Enskild,"23,1","0,7","22,4","37,5","40,7",.,"12,2","0,1","2 730,0","76,3",2016
Rytmus Norrköping,61490754,Norrköping,0581,5564648979,Rytmus AB,Enskild,"2,3","0,3","2,1","61,7","37,8",.,"6,7",.,.,"21,1",2016
Carl Wahren Gymnasium,13963517,Norrtälje,0188,5568027378,Roslagen Education AB,Enskild,"19,0","0,8","18,2","56,0","39,6",.,"8,0","1,0","145,0","56,0",2016
"Ekebyholmsskolan, gy",24194577,Norrtälje,0188,5562512425,Ekebyholmsskolan Aktiebolag,Enskild,"4,2","0,5","3,7","67,8","75,1","2,1","9,4",.,.,"85,0",2016
Norrtelje Teknik- och Naturbruksgymnasium,26267406,Norrtälje,0188,5567916761,Norrtelje teknikgymnasium AB,Enskild,"11,3","1,0","10,3","39,8","58,3",.,"9,4","0,4","242,5","41,7",2016
Roden gymnasiet Enhet 1,31255918,Norrtälje,0188,2120000217,Norrtälje,Kommunal,"38,0","1,0","37,0","10,3","47,6","2,7","8,4","1,8","173,3","85,3",2016
Rodengymnasiet Enhet 2,51955293,Norrtälje,0188,2120000217,Norrtälje,Kommunal,"25,3","1,0","24,3","72,0","91,8",.,"13,9","0,9","375,6","100,0",2016
Rodengymnasiet Enhet 3,57690933,Norrtälje,0188,2120000217,Norrtälje,Kommunal,"27,4","0,9","26,5","59,6","92,5",.,"17,4","1,6","287,5","86,8",2016
Norsjö gymnasium,25985417,Norsjö,2417,2120002858,Norsjö,Kommunal,"5,9","0,3","5,6","59,9","56,3",.,"5,8","0,2","160,0","70,9",2016
Åkrahällskolan Akra01,35035671,Nybro,0881,2120000753,Nybro,Kommunal,"27,4","1,0","26,4","60,3","76,5","2,5","11,1","1,1","269,7","96,2",2016
Åkrahällskolan Akra02,12130801,Nybro,0881,2120000753,Nybro,Kommunal,"5,7","0,2","5,5","63,6","72,3","11,7","5,3","0,3","87,9","97,3",2016
Åkrahällskolan Akra03,51736304,Nybro,0881,2120000753,Nybro,Kommunal,"25,4","1,0","24,5","36,8","73,6","4,0","7,4","0,3","548,5","99,6",2016
Praktiska Nykvarn,53180719,Nykvarn,0140,5562575786,Praktiska Sverige AB,Enskild,"18,4","1,0","17,4","34,4","34,0","2,5","15,2","0,2","1 472,2","65,6",2016
Elteknikbranschens gymnasium,27489137,Nyköping,0480,5567106637,Elteknikbranschens Gymnasium i Nyköping AB,Enskild,"6,9","1,0","5,9","26,6","43,6",.,"14,1","0,1","1 660,0","100,0",2016
Framtidsgymnasiet Nyköping,15609112,Nyköping,0480,5565304481,Framtidsgymnasiet Öst AB,Enskild,"10,0","1,0","9,0","22,2","66,7",.,"10,3","0,1","1 860,0","66,7",2016
LBS Ljud & Bildskolan Nyköping,44285075,Nyköping,0480,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"11,8",.,"11,8","58,3","49,8",.,"10,4",.,.,"58,3",2016
Nyköping Strand Utbildn.center,60424371,Nyköping,0480,5564710795,Nyköping Strand Utbildningscentrum AB,Enskild,"16,4","1,0","15,4","73,3","64,8",.,"10,9",.,.,"87,3",2016
Nyköpings Enskilda Gymnasium,95785055,Nyköping,0480,5564418449,Erastos AB,Enskild,"28,4","1,0","27,4","64,1","84,3","1,3","17,3","0,8","592,5","69,7",2016
Nyköpings gymnasium Gripen1,68655578,Nyköping,0480,2120002940,Nyköping,Kommunal,"29,4","1,0","28,4","45,5","71,5","4,9","13,2","0,8","467,5","91,4",2016
Nyköpings gymnasium Gripen2,99946034,Nyköping,0480,2120002940,Nyköping,Kommunal,"26,0","0,8","25,2","64,0","73,0","4,0","15,9","2,0","200,0","85,7",2016
Nyköpings gymnasium Skavsta,17062663,Nyköping,0480,2120002940,Nyköping,Kommunal,"23,0","1,0","22,0","17,7","43,5",.,"8,3","0,2","915,0","79,8",2016
Nyköpings gymnasium Tessin,68741484,Nyköping,0480,2120002940,Nyköping,Kommunal,"49,8","1,0","48,8","56,4","84,5","1,2","12,3",.,.,"85,7",2016
Realgymnasiet Nyköping,56267421,Nyköping,0480,5565715892,Lärande i Sverige AB,Enskild,"6,8","1,0","5,8","41,4","69,0","3,4","11,6","1,0","67,0","65,5",2016
Nynäshamns gymnasium,37054246,Nynäshamn,0192,2120000233,Nynäshamn,Kommunal,"29,6","0,8","28,8","36,1","80,0","6,9","14,4","1,8","231,1","86,8",2016
Brinellgymnasiet 1,96383883,Nässjö,0682,2120000548,Nässjö,Kommunal,"36,3",.,"36,3","56,3","75,2","2,8","10,9",.,.,"74,5",2016
Brinellgymnasiet 2,39199869,Nässjö,0682,2120000548,Nässjö,Kommunal,"35,0","1,0","34,0","30,0","75,0","3,0","9,2",.,.,"84,9",2016
Brinellgymnasiet 3,62216381,Nässjö,0682,2120000548,Nässjö,Kommunal,"21,7","1,0","20,7","42,0","71,2","4,8","8,4","0,5","346,0","77,7",2016
Brinellgymnasiet 4,31179045,Nässjö,0682,2120000548,Nässjö,Kommunal,"32,1",.,"32,1","47,7","82,8","3,1","10,1",.,.,"84,9",2016
Vuxenutbildningen/IM,88064376,Ockelbo,2101,2120002288,Ockelbo,Kommunal,"0,2","0,2",.,.,.,.,.,.,.,.,2016
Klaragymnasiet med internat,15763669,Olofström,1060,2220000711,Olofström,Kommunal,"16,0","1,0","15,0","54,7","78,0","13,3","2,9",.,.,"93,3",2016
Nordenbergsskolan 1,59655752,Olofström,1060,2120000811,Olofström,Kommunal,"21,8","1,0","20,8","67,1","66,8","4,1","11,1","0,7","353,8","71,9",2016
Nordenbergsskolan 2,88750078,Olofström,1060,2120000811,Olofström,Kommunal,"16,9","1,0","15,9","26,2","53,4","7,2","10,2","0,7","249,2","60,4",2016
Nordenbergsskolan 3,50108759,Olofström,1060,2120000811,Olofström,Kommunal,"8,6","0,8","7,8","54,0","84,9","22,0","13,9","0,5","218,0","84,7",2016
Gymnasieutbildningen i Orust,41878314,Orust,1421,2120001314,Orust,Kommunal,"6,2","0,3","5,9","69,5","100,0","3,4","3,2","0,8","23,8","83,1",2016
Ekbackeskolan gymnasium,41555549,Osby,1273,2120000902,Osby,Kommunal,"42,5","1,7","40,8","53,4","69,6","2,5","8,8","1,5","240,0","85,3",2016
Naturbruksgymnasiet Osby,32003298,Osby,1273,2120000902,Osby,Kommunal,"16,1","1,0","15,1","9,9","41,9",.,"6,1","0,6","153,3","83,5",2016
Elajo Technical Edu. Center,22383788,Oskarshamn,0882,5562216027,Elajo Technical Education Center AB,Enskild,"6,5","1,0","5,5","20,9","52,7",.,"14,7",.,.,"95,5",2016
Oscarsgymnasiet A,85459854,Oskarshamn,0882,2120000761,Oskarshamn,Kommunal,"30,2","1,0","29,2","32,8","84,7",.,"10,9",.,.,"80,3",2016
Oscarsgymnasiet B,81876614,Oskarshamn,0882,2120000761,Oskarshamn,Kommunal,"26,3","1,0","25,3","42,0","74,4",.,"10,1","1,0","256,0","80,6",2016
Oscarsgymnasiet C,44963095,Oskarshamn,0882,2120000761,Oskarshamn,Kommunal,"5,0","0,4","4,6","56,5","58,6",.,"41,1","0,5","376,0","51,0",2016
Oscarsgymnasiet D,18711877,Oskarshamn,0882,2120000761,Oskarshamn,Kommunal,"25,4","1,0","24,4","55,6","83,4","4,1","7,2","1,0","176,0","80,1",2016
Voxnadalens gymnasium,67071618,Ovanåker,2121,2120002304,Ovanåker,Kommunal,"32,0","0,8","31,2","59,8","76,2","3,2","10,1","0,5","628,0","96,2",2016
Laestadiusskolan,75324351,Pajala,2521,2220000760,Pajala,Kommunal,"23,5","1,0","22,5","48,2","75,3","4,4","7,7","0,5","346,0","72,2",2016
Partille gymnasium/IM,21862642,Partille,1402,2120001272,Partille,Kommunal,"10,9",.,"10,9","79,7","93,1","4,6","14,7",.,.,"99,1",2016
Partille Gymnasium/Nat. Prg.,61229217,Partille,1402,2120001272,Partille,Kommunal,"13,8",.,"13,8","55,8","84,4","5,1","18,0",.,.,"98,9",2016
Perstorp Gymnasium,58929357,Perstorp,1275,5560246513,Perstorp Aktiebolag,Enskild,"10,2","0,9","9,3","66,1","88,4",.,"8,1","0,1","750,0","99,1",2016
Strömbacka Frigg,70376604,Piteå,2581,2120002759,Piteå,Kommunal,"29,9","1,0","28,9","64,7","91,8","6,2","10,0","1,0","288,0","85,6",2016
Strömbacka Hugin,59575030,Piteå,2581,2120002759,Piteå,Kommunal,"22,8","1,0","21,8","57,4","89,4","9,4","18,5","1,0","404,0","88,9",2016
Strömbacka Magne,93503103,Piteå,2581,2120002759,Piteå,Kommunal,"22,9","0,5","22,4","30,2","82,6","4,5","7,6","1,0","177,1","93,8",2016
Strömbacka Mjölner,41697930,Piteå,2581,2120002759,Piteå,Kommunal,"29,9","1,0","28,9","33,1","83,5","2,8","10,2","0,8","393,3","96,5",2016
Strömbacka Munin,28025244,Piteå,2581,2120002759,Piteå,Kommunal,"27,3","1,0","26,3","72,9","87,8",.,"13,2","0,8","462,7","91,6",2016
"Jämtlands Gymn, Bispgården",17184072,Ragunda,2303,2220001636,Ragunda,Kommunal,"8,2","0,5","7,7","48,7","65,6",.,"14,8","0,5","228,0","80,5",2016
Lärcentrum,34838015,Robertsfors,2409,2120002551,Robertsfors,Kommunal,"1,8","0,4","1,5","71,8","93,3","33,6","21,5","0,2","213,3","83,2",2016
Gymnasieskolan Knut Hahn 1,40338843,Ronneby,1081,2120000837,Ronneby,Kommunal,"30,4",.,"30,4","61,8","88,5",.,"8,6","0,9","291,1","94,4",2016
Gymnasieskolan Knut Hahn 2,77440824,Ronneby,1081,2120000837,Ronneby,Kommunal,"25,2",.,"25,2","26,2","80,2",.,"9,8","1,0","248,0","94,1",2016
Gymnasieskolan Knut Hahn 3,13883567,Ronneby,1081,2120000837,Ronneby,Kommunal,"20,6",.,"20,6","70,3","51,8","4,8","14,1",.,.,"58,1",2016
Gymnasieskolan Knut Hahn 4,71069359,Ronneby,1081,2120000837,Ronneby,Kommunal,"6,2","0,9","5,3",.,.,.,"10,0",.,.,"77,4",2016
Naturbruksgymnasiet i Blekinge,86896907,Ronneby,1081,2120000837,Ronneby,Kommunal,"17,9","1,0","16,9","64,1","59,1","5,9","6,2","0,3","420,0","85,8",2016
Sjöarpsskolan gy,56336528,Ronneby,1081,2120000837,Ronneby,Kommunal,"1,3","0,1","1,2","73,9","100,0","13,0","3,5",.,.,"82,6",2016
Stiernhööksgymnasiet,14292382,Rättvik,2031,2120002171,Rättvik,Kommunal,"53,2","1,0","52,2","59,9","92,9","1,9","8,4","2,0","219,0","81,9",2016
ABB Industrigymnasium Sala,51981332,Sala,1981,5566081740,Industritekniska Gymnasiet Bergslagen AB,Enskild,"5,9","0,5","5,4","48,9","81,4",.,"13,2",.,.,"81,4",2016
Kungsängsgymnasiet,87859089,Sala,1981,2120002098,Sala,Kommunal,"34,2","1,0","33,2","38,8","77,1",.,"15,1","1,0","500,0","77,4",2016
Västmanland naturbruksgy. Ösby,54764253,Sala,1981,2120002098,Sala,Kommunal,"21,0","0,9","20,1","56,0","72,6",.,"10,3","0,2","1 035,0","82,6",2016
Rönninge gymnasium,98908403,Salem,0128,2120002874,Salem,Kommunal,"46,1","1,0","45,1","57,5","95,4","1,1","14,2","2,0","320,5","79,9",2016
Bessemerskolan,16493131,Sandviken,2181,2120002346,Sandviken,Kommunal,"97,1","1,0","96,1","40,1","66,1","1,0","8,4","2,0","403,0","90,9",2016
Bessemerskolan_IM,33528519,Sandviken,2181,2120002346,Sandviken,Kommunal,"38,3",.,"38,3","73,9","77,1",.,"8,2","2,0","156,5","86,9",2016
Göranssonska skolan,41119610,Sandviken,2181,5563048791,Sandvik Utbildningsaktiebolag,Enskild,"21,6","1,0","20,6","36,7","62,5",.,"9,3",.,.,"90,3",2016
Arlandagymnasiet 1,83272868,Sigtuna,0191,2120000225,Sigtuna,Kommunal,"17,5","1,0","16,5","55,3","88,5","1,0","16,0","0,8","330,0","93,8",2016
Arlandagymnasiet 2,11526364,Sigtuna,0191,2120000225,Sigtuna,Kommunal,"7,9","0,3","7,6","68,6","75,6","2,2","7,3","0,2","280,0","86,6",2016
Arlandagymnasiet 3,48304166,Sigtuna,0191,2120000225,Sigtuna,Kommunal,"19,2","1,0","18,2","25,3","61,2","0,9","7,5","1,3","103,0","67,9",2016
Arlandagymnasiet 4,66912789,Sigtuna,0191,2120000225,Sigtuna,Kommunal,"8,6","0,8","7,8","38,4","91,1","2,2","15,6","0,3","369,7","100,0",2016
Arlandagymnasiet 5,66494337,Sigtuna,0191,2120000225,Sigtuna,Kommunal,"15,7","1,0","14,7","52,2","71,5","1,1","15,3","2,0","112,5","92,5",2016
Arlandagymnasiet 6,43318533,Sigtuna,0191,2120000225,Sigtuna,Kommunal,"16,0","1,0","15,0","58,3","88,5","1,1","8,7","0,3","382,4","89,9",2016
Praktiska Märsta,24982097,Sigtuna,0191,5562575786,Praktiska Sverige AB,Enskild,"11,7","1,0","10,7","30,0","63,4",.,"9,9",.,.,"66,4",2016
"Sigtunaskolan hum. läroverket, gy",45552626,Sigtuna,0191,8148002879,Sigtuna Skolstiftelse,Enskild,"26,4","0,3","26,1","55,5","79,9","1,9","17,2","0,3","1 796,0","82,4",2016
"Sigtunaskolan hum. läroverket, int gy",50906954,Sigtuna,0191,8148002879,Sigtuna Skolstiftelse,Enskild,"16,2","0,3","15,9","51,2","51,5","3,1",.,"0,3",.,"67,2",2016
Sveriges Ridgymnasium Sigtuna,97104132,Sigtuna,0191,5566814504,Sveriges Ridgymnasium AB,Enskild,"5,5","1,0","4,5","84,1","35,4",.,"9,1",.,.,"86,7",2016
Nova Academy,16748680,Simrishamn,1291,2120000969,Simrishamn,Kommunal,"14,5","1,0","13,5","53,3","79,3",.,"13,4","0,3","603,3","94,1",2016
Österlengymnasiet,68597767,Simrishamn,1291,2120000969,Simrishamn,Kommunal,"20,1","0,8","19,3","60,2","79,5","2,6","10,9","1,0","210,0","68,4",2016
"Malenagymnasiet, Rektorsområde 1",27964873,Sjöbo,1265,2120001090,Sjöbo,Kommunal,"28,4","1,0","27,4","26,1","50,6","0,4","6,3","0,5","342,0","90,5",2016
"Malenagymnasiet, Rektorsområde 2",76532989,Sjöbo,1265,2120001090,Sjöbo,Kommunal,"0,6","0,6",.,.,.,.,.,.,.,.,2016
Katedralskolan Skara Ro B,30706655,Skara,1495,2120001702,Skara,Kommunal,"24,4","1,0","23,4","43,0","82,3","2,9","14,1","0,4","825,0","92,1",2016
Katedralskolan Skara Ro C,65674821,Skara,1495,2120001702,Skara,Kommunal,"25,6","0,7","24,9","59,7","84,9","2,7","9,7","0,5","480,0","100,0",2016
Katedralskolan Skara Ro D,92332557,Skara,1495,2120001702,Skara,Kommunal,"34,9","1,6","33,3","37,0","53,1","2,0","9,2","0,5","616,0","71,5",2016
Anderstorpsgymnasiet,78690637,Skellefteå,2482,2120002643,Skellefteå,Kommunal,"82,2","4,0","78,2","54,0","96,2","2,6","16,2","2,0","634,5","100,0",2016
Baldergymnasiet,38048202,Skellefteå,2482,2120002643,Skellefteå,Kommunal,"100,7","4,5","96,2","58,2","93,9","2,9","11,1","4,0","268,0","97,9",2016
Guldstadsgymnasiet i Skellefteå,90990441,Skellefteå,2482,5569173635,Honesta Skolutveckling AB,Enskild,"9,6","1,0","8,6","47,0","69,2",.,"12,4","0,2","535,0","69,2",2016
Naturbruksgymnasiet i Burträsk,86319615,Skellefteå,2482,2120002643,Skellefteå,Kommunal,"7,6","1,0","6,6","27,5","35,1","12,2","8,2","0,3","216,0","65,6",2016
Praktiska Skellefteå,87303004,Skellefteå,2482,5562575786,Praktiska Sverige AB,Enskild,"16,2","1,8","14,5","41,9","36,7",.,"10,7","0,4","387,5","47,1",2016
Yrkesgymnasiet Skellefteå,97835550,Skellefteå,2482,5566139290,Thorengruppen AB,Enskild,"11,0","1,0","10,0","65,0","50,0",.,"11,8","0,5","236,0","50,0",2016
Nils Holgerssongy i Skurup,22446331,Skurup,1264,2120001082,Skurup,Kommunal,"24,3","0,3","24,1","42,6","75,1","4,2","7,1","1,0","171,0","83,4",2016
IT-Gymnasiet Skövde,26671095,Skövde,1496,5565970471,IT Gymnasiet Sverige AB,Enskild,"18,5","1,0","17,5","37,2","50,4",.,"11,6","0,5","406,0","75,1",2016
Kavelbro enhet 876,42911621,Skövde,1496,2120001710,Skövde,Kommunal,"24,0","1,0","23,0","21,2","57,4","1,4","11,3","0,2","1 305,0","68,7",2016
Kavelbro enhet 877,40575001,Skövde,1496,2120001710,Skövde,Kommunal,"22,3","1,0","21,3","56,5","80,5","1,6","17,9","0,2","2 533,3","79,1",2016
Kavelbro enhet 878,43998440,Skövde,1496,2120001710,Skövde,Kommunal,"31,3","1,0","30,3","69,3","86,1",.,"7,9","2,0","120,0","86,1",2016
Lichron Teknikgymnasium Skövde,75027822,Skövde,1496,5567560635,Lichron Teknik AB,Enskild,"11,4","0,9","10,5","29,5","25,7",.,"10,2",.,.,"99,0",2016
Plusgymnasiet i Skövde,26508763,Skövde,1496,5565789129,Plusgymnasiet AB,Enskild,"19,4","1,0","18,4","64,1","56,5",.,"12,4","0,2","1 145,0","60,9",2016
Praktiska Skövde,14504503,Skövde,1496,5562575786,Praktiska Sverige AB,Enskild,"14,8","1,0","13,8","53,4","52,3","3,1","12,1",.,.,"53,7",2016
Volvogymnasiet Skövde,21850904,Skövde,1496,5560743089,Volvo Personvagnar Aktiebolag,Enskild,"8,7","0,8","7,9","41,4","54,6",.,"18,3","0,1","1 440,0","100,0",2016
Västerhöjd enhet 871,65320354,Skövde,1496,2120001710,Skövde,Kommunal,"29,1",.,"29,1","37,3","98,7","6,6","13,7","0,6","663,3","98,0",2016
Västerhöjd enhet 872,77544055,Skövde,1496,2120001710,Skövde,Kommunal,"21,5",.,"21,5","60,5","89,5","4,6","14,0","1,0","289,4","88,6",2016
Västerhöjd enhet 873,49112879,Skövde,1496,2120001710,Skövde,Kommunal,"19,3",.,"19,3","57,8","95,1","1,9","11,2","0,5","480,0","94,3",2016
Västerhöjd enhet 874,30279258,Skövde,1496,2120001710,Skövde,Kommunal,"23,5",.,"23,5","58,9","92,5","2,1","14,9","0,6","581,7","95,9",2016
Västerhöjd enhet 875,16198647,Skövde,1496,2120001710,Skövde,Kommunal,"18,0","1,0","17,0","49,6","84,8","2,8","4,7","0,3","266,7","90,6",2016
VBU Smeden,12496135,Smedjebacken,2061,2220000802,Smedjebacken,Kommunal,"8,1","0,5","7,6","42,1","57,9","6,6","11,2","0,5","170,0","89,5",2016
VBU Stegelbacken,29220606,Smedjebacken,2061,2220000802,Smedjebacken,Kommunal,"23,7","0,5","23,2","46,6","55,6","10,8","10,9","0,5","506,0","67,7",2016
Sollefteå gymnasium,76903284,Sollefteå,2283,2120002437,Sollefteå,Kommunal,"74,5","1,0","73,5","45,2","69,0","2,7","8,9","1,8","365,6","84,0",2016
Consensum Gymnasium Sollentuna,68649663,Sollentuna,0163,5566023684,Consensum Lund AB,Enskild,"11,7",.,"11,7","65,6","91,5",.,"12,8",.,.,"91,1",2016
Häggviks Gymnasium Gymnasieskola,43623146,Sollentuna,0163,5564715729,Utvecklingspedagogik Sverige Aktiebolag,Enskild,"6,7",.,"6,7","69,2","65,0","9,0","3,0",.,.,"88,3",2016
