skolverket_skolnamn,school_unit,skolverket_kommunnamn,skolverket_kommun,huvudman,skolverket_huvudman_namn,skolverket_huvudman_kod,skolverket_helttj_larare_o_adm_tcv17,skolverket_helttj_adm_tcv17,skolverket_helttj_larare_tcv17,skolverket_helttj_andel_kvi_tcv17,skolverket_helttj_andel_ped_tcv17,skolverket_helttj_andel_specped_tcv17,skolverket_elever_per_helttj_tcv17,skolverket_helttj_syv_tcv17,skolverket_elever_per_syvhelttj_tcv17,skolverket_helttj_andel_tillsv_tcv17,year
Praktiska Södertälje,29159460,Södertälje,0181,5562575786,Praktiska Sverige AB,Enskild,"17,5","1,0","16,5","47,4","46,4","2,6","13,4","0,6","362,3","56,0",2016
S:ta Ragnhildgymnasiet,32057701,Södertälje,0181,5564065687,S:ta Ragnhildgymnasiet AB,Enskild,"14,3","1,0","13,3","34,6","81,2",.,"13,5","0,5","358,0","100,0",2016
Torekällgymnasiet,43601850,Södertälje,0181,2120000159,Södertälje,Kommunal,"22,6","1,0","21,6","38,3","71,7","4,6","9,7","0,4","483,7","91,2",2016
Täljegymnasiet,30615080,Södertälje,0181,2120000159,Södertälje,Kommunal,"41,7","1,0","40,7","50,9","88,5","3,9","13,1","1,0","535,0","80,7",2016
Vackstanäsgymnasiet,89630851,Södertälje,0181,8156000690,Vackstanäsgymnasiet,Enskild,"15,9","0,9","15,0","60,0","88,6","3,3","12,7","0,4","475,0","92,0",2016
Wendela Hebbe gymnasiet,25178582,Södertälje,0181,2120000159,Södertälje,Kommunal,"33,9","1,0","32,9","61,4","83,4","6,1","14,8","1,3","389,6","88,4",2016
Örjanskolan gym,70543431,Södertälje,0181,8156005103,Föreningen Örjanskolan,Enskild,"7,7","0,3","7,5","42,3","30,9",.,"6,0",.,.,"76,5",2016
Furulundsskolan 1,23476801,Sölvesborg,1083,2220001222,Sölvesborg,Kommunal,"22,3","1,0","21,3","45,3","87,1",.,"11,6","1,0","246,0","90,2",2016
Furulundsskolan 2,86351879,Sölvesborg,1083,2220001222,Sölvesborg,Kommunal,"21,6","0,9","20,7","40,2","73,2",.,"10,2","0,7","326,2","88,0",2016
Furulundsskolan 3,56041144,Sölvesborg,1083,2220001222,Sölvesborg,Kommunal,"25,8","0,8","25,0","58,8","75,1","4,0","8,3","0,2","1 035,0","71,8",2016
Tanums Gymnasium,14586562,Tanum,1435,2120001348,Tanum,Kommunal,"8,3","0,5","7,8","29,8","57,5",.,"7,5",.,.,"87,2",2016
"Fågelviksgymnasiet, enhet 1",74322969,Tibro,1472,2120001660,Tibro,Kommunal,"30,8","0,4","30,4","34,1","60,4","4,9","10,3","0,4","894,3","65,5",2016
Rudbecksgymnasiet 1,90260899,Tidaholm,1498,2120001736,Tidaholm,Kommunal,"26,4","0,9","25,5","53,4","86,6","4,6","7,2",.,.,"90,6",2016
Rudbecksgymnasiet 2,69302313,Tidaholm,1498,2120001736,Tidaholm,Kommunal,"14,1","0,8","13,3","64,7","92,5","3,6","14,4","0,4","477,5","100,0",2016
Högbergsskolan,31057219,Tierp,0360,2120000266,Tierp,Kommunal,"54,7","0,6","54,1","36,3","63,4","1,8","11,8","2,0","320,0","86,9",2016
Timrå Gymnasium,27079521,Timrå,2262,2120002395,Timrå,Kommunal,"37,2","1,0","36,2","56,2","79,2","2,8","13,2","2,0","238,5","92,2",2016
AMB Education,33572033,Tingsryd,0763,5568792997,Academy of Music and Business Education Tingsryd AB,Enskild,"18,2","1,0","17,2","42,3","57,7","1,2","10,4","0,2","895,0","86,6",2016
Wasaskolan,64579522,Tingsryd,0763,2120000621,Tingsryd,Kommunal,"22,3","1,0","21,3","41,8","85,8","1,4","14,2","0,7","431,4","90,2",2016
Bollerups lantbruksinstitut,65234368,Tomelilla,1270,8388001177,Bollerups Lantbruksinstitut,Enskild,"28,7","1,0","27,7","51,9","54,1","7,8","8,0","0,5","442,0","84,4",2016
Stjerneskolan,34381901,Torsby,1737,2120001777,Torsby,Kommunal,"61,8","0,7","61,1","44,5","61,0","4,1","8,5","0,4","1 300,0","77,1",2016
Mjölnergymnasiet 1,98714145,Torsås,0834,8324016453,Torsås,Kommunal,"1,3","0,0","1,3","42,7","57,3",.,"0,8",.,.,"75,6",2016
Torsås korrespondensgymnasium,55150847,Torsås,0834,2120000696,Torsås,Kommunal,"36,8","1,0","35,8","70,8","83,9","2,8","17,2","1,7","361,8","83,4",2016
Tranemo gymnasieskola 1,96414537,Tranemo,1452,2120001462,Tranemo,Kommunal,"10,8",.,"10,8","40,8","67,5",.,"19,4",.,.,"93,8",2016
Tranemo gymnasieskola 2,53069733,Tranemo,1452,2120001462,Tranemo,Kommunal,"24,4","0,5","23,9","48,3","96,5","4,2","8,0","0,6","318,3","96,5",2016
Holavedsgymnasiet AAF,76342612,Tranås,0687,2120000597,Tranås,Kommunal,"19,3","1,0","18,3","61,9","64,6","5,8","12,6","0,5","462,0","77,5",2016
Holavedsgymnasiet ASB,99394620,Tranås,0687,2120000597,Tranås,Kommunal,"15,7","0,9","14,8","43,0","80,6","1,4","11,4","0,5","338,0","91,9",2016
Holavedsgymnasiet CAX,95368476,Tranås,0687,2120000597,Tranås,Kommunal,"32,2","1,0","31,2","41,4","66,4","0,8","8,8","0,2","1 370,0","83,0",2016
Holavedsgymnasiet TYM,14853321,Tranås,0687,2120000597,Tranås,Kommunal,"20,9","1,0","19,9","56,6","91,4","3,8","10,0","0,3","660,0","88,8",2016
Söderslättsgymnasiet Ro 1,76448076,Trelleborg,1287,2120001199,Trelleborg,Kommunal,"24,6","0,9","23,7","32,4","65,4","1,6","13,5","1,2","265,8","94,7",2016
Söderslättsgymnasiet Ro 2,31537066,Trelleborg,1287,2120001199,Trelleborg,Kommunal,"11,2","0,5","10,7","41,1","56,9",.,"12,4","0,4","332,5","88,1",2016
Söderslättsgymnasiet Ro 3,86488203,Trelleborg,1287,2120001199,Trelleborg,Kommunal,"31,3","1,0","30,3","65,9","93,7",.,"15,3","1,0","462,0","76,4",2016
Söderslättsgymnasiet Ro 4,97509989,Trelleborg,1287,2120001199,Trelleborg,Kommunal,"33,0","1,0","32,0","62,4","87,4","11,3","5,7","1,8","103,4","71,9",2016
Drottning Blankas Gymnasieskola Trollhättan,25156286,Trollhättan,1488,5565668794,Drottning Blankas Gymnasieskola AB,Enskild,"11,6","1,0","10,6","83,0","37,8",.,"12,2",.,.,"72,0",2016
Folkuniversitetets gymnasium i Trollhättan,28081446,Trollhättan,1488,8572006313,Folkuniversitetet Stiftelsen Kursver Ksamheten Vid Göteborgs Universitet,Enskild,"20,0","1,3","18,7","54,5","81,8",.,"14,0","0,2","1 305,0","71,1",2016
LBS Ljud & Bildskolan Trollhättan,21400668,Trollhättan,1488,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"12,9","1,0","11,9","36,3","61,2",.,"13,5","0,1","1 600,0","57,8",2016
Magnus Åbergsgymnasiet 1,92949043,Trollhättan,1488,2220002998,Trollhättan,Kommunal,"32,5","1,0","31,5","50,8","88,3","3,2","8,8",.,.,"88,3",2016
Magnus Åbergsgymnasiet 2,92818240,Trollhättan,1488,2220002998,Trollhättan,Kommunal,"18,6","1,0","17,6","80,7","88,6","5,7","25,8","1,0","454,0","60,2",2016
Magnus Åbergsgymnasiet 4,92608619,Trollhättan,1488,2220002998,Trollhättan,Kommunal,"35,7","1,0","34,7","22,1","88,5","0,9","6,2","1,0","214,0","93,4",2016
Nils Ericsonsgymnasiet 1,84329061,Trollhättan,1488,2220002998,Trollhättan,Kommunal,"36,4",.,"36,4","52,5","91,7",.,"18,3",.,.,"100,0",2016
Nils Ericsonsgymnasiet 2,84225089,Trollhättan,1488,2220002998,Trollhättan,Kommunal,"19,1","1,0","18,1","66,5","100,0","5,5","5,3","1,0","96,0","94,5",2016
Praktiska Trollhättan,71969230,Trollhättan,1488,5562575786,Praktiska Sverige AB,Enskild,"10,8","1,0","9,8","65,1","71,8",.,"13,3",.,.,"71,8",2016
Trosa Gymnasium,20862637,Trosa,0488,2120002957,Trosa,Kommunal,"0,1","0,1",.,.,.,.,.,"0,1","30,0",.,2016
Tyresö Gymnasium 1,91048178,Tyresö,0138,2120000092,Tyresö,Kommunal,"47,7","0,9","46,8","48,9","65,1","2,1","11,4","1,6","328,4","85,6",2016
Mimers Gymnasium Täby,82718660,Täby,0160,5567797831,Adinova AB,Enskild,"18,5","1,0","17,5","60,7","78,3","5,7","4,2","0,1","1 460,0","68,1",2016
Praktiska Täby,76942525,Täby,0160,5562575786,Praktiska Sverige AB,Enskild,"11,6","1,0","10,6","75,8","41,7",.,"10,5",.,.,"55,0",2016
Sparre Gymnasium,12399380,Täby,0160,5567875413,Upplevelse Utbildning i Täby AB,Enskild,"4,6","0,5","4,1","24,5","100,0",.,"15,9",.,.,"65,2",2016
Tibble Fristående Gymnasium,31486865,Täby,0160,5566978556,Tibble Fristående Gymnasium TFG AB,Enskild,"60,2","1,0","59,2","56,4","91,4",.,"18,4","0,6","1 813,3","88,2",2016
Täby Enskilda gymnasium,97265732,Täby,0160,5565680112,Täby Enskilda Gymnasium AB,Enskild,"49,5","1,0","48,5","57,1","90,8",.,"16,0","0,5","1 550,0","96,1",2016
Täby Yrkesgymnasium,10373112,Täby,0160,5562629179,Utbildningscentret för yrkestrafik i Sverige AB,Enskild,"12,4","0,7","11,7","34,5","45,4",.,"6,8","0,1","1 600,0","85,9",2016
Åva gymnasium,61720981,Täby,0160,2120000118,Täby,Kommunal,"87,3","1,0","86,3","50,0","86,7",.,"13,1","4,6","247,9","90,3",2016
Gymn.utb. Töreboda Kanalskolan,57446690,Töreboda,1473,2120001678,Töreboda,Kommunal,"6,0","0,6","5,4","48,3","67,9",.,"18,3",.,.,"94,0",2016
Thoren Innovation School Uddevalla,82931004,Uddevalla,1485,5568902653,Thoren Innovation School AB,Enskild,"8,4","1,0","7,4","45,9","29,7",.,"15,4","0,2","570,0","32,4",2016
"Uddevalla gymnasieskola, Agneberg BF",83584125,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"7,0","0,3","6,8","78,4","100,0","1,0","11,2","0,1","950,0","98,8",2016
"Uddevalla gymnasieskola, Agneberg EK",95024660,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"18,5","0,3","18,1","73,4","94,5","3,1","14,9","0,2","1 285,7","92,6",2016
"Uddevalla gymnasieskola, Agneberg EKSPINT",32263814,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"4,7","0,2","4,5","52,4","100,0",.,"15,1","0,1","971,4","98,4",2016
"Uddevalla gymnasieskola, Agneberg HA",12075195,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"6,8","0,3","6,5","78,7","98,3","5,7","10,9","0,1","591,7","94,1",2016
"Uddevalla gymnasieskola, Agneberg HT",35557948,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"5,4","0,3","5,1","80,7","76,5","0,2","9,7","0,3","158,1","75,5",2016
"Uddevalla gymnasieskola, Agneberg RL",62300682,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"6,2","0,4","5,8","89,9","77,6","1,7","10,8","0,2","344,4","87,3",2016
"Uddevalla gymnasieskola, Agneberg SA",47393891,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"18,0","0,6","17,5","75,9","90,2","1,4","13,8","0,2","1 205,0","96,2",2016
"Uddevalla gymnasieskola, Agneberg SASPINT",48414975,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"7,2","0,3","6,9","59,9","90,6","2,3","9,7","0,2","418,8","99,1",2016
"Uddevalla gymnasieskola, Margaretegärde GLU",65265211,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"15,6","0,8","14,8","42,6","89,9",.,"10,9","0,4","405,0","89,2",2016
"Uddevalla gymnasieskola, Margaretegärde IM",67785826,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"44,3","1,0","43,3","48,0","65,4","4,6","7,5","0,9","364,0","57,5",2016
"Uddevalla gymnasieskola, Sinclair ES",11533776,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"29,8","0,5","29,3","42,5","95,3","2,7","9,7","0,6","491,4","92,2",2016
"Uddevalla gymnasieskola, Sinclair SAAK",47108751,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"3,1","0,3","2,8","30,2","94,5","7,3","8,7","0,1","200,0","92,0",2016
"Uddevalla gymnasieskola, Östabo 1 VO",97191332,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"12,3","0,4","11,9","84,6","75,0","1,4","12,9","0,2","805,3","71,5",2016
"Uddevalla gymnasieskola, Östrabo 1 IN",71938440,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"3,8","0,1","3,7","10,8","100,0","2,2","9,2","0,1","425,0","100,0",2016
"Uddevalla gymnasieskola, Östrabo 1 TE",28829503,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"22,2","0,9","21,4","36,8","84,4","2,0","11,8",.,.,"89,7",2016
"Uddevalla gymnasieskola, Östrabo Y BA",22811839,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"21,4","0,8","20,6","14,0","83,9",.,"10,1","0,3","653,1","80,8",2016
"Uddevalla gymnasieskola, Östrabo Y EE",33205596,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"5,2","0,4","4,8","30,7","78,9",.,"15,4","0,1","730,0","78,9",2016
"Uddevalla gymnasieskola, Östrabo Y ES",99622695,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"2,5","0,0","2,5","78,0","100,0",.,"9,8","0,0","2 400,0","100,0",2016
"Uddevalla gymnasieskola, Östrabo Y FT",19930101,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"25,8","1,0","24,8","19,3","91,9",.,"8,5","0,3","706,7","96,9",2016
"Uddevalla Gymnasieskola, Östrabo Y GLU",60727136,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"4,0",.,"4,0","65,1","85,6",.,"7,1",.,.,"85,6",2016
"Uddevalla gymnasieskola, Östrabo Y HV",45132264,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"7,7","0,6","7,1","87,1","78,2",.,"11,7","0,2","461,1","80,9",2016
"Uddevalla gymnasieskola, Östrabo Y VF",61647360,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"4,2","0,2","4,0","17,5","19,5",.,"11,5","0,1","511,1","48,4",2016
"Uddevalla gymnasieskola,Östrabo 1 NA",98651664,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"19,6","0,6","19,0","55,7","91,3","1,7","13,4","0,3","769,7","88,0",2016
Tingsholmsgymnasiets introduktionsprogram gymnasiesärskola,69504751,Ulricehamn,1491,2120001579,Ulricehamn,Kommunal,"14,7",.,"14,7","76,8","80,4","1,7","9,1",.,.,"88,1",2016
Tingsholmsgymnasiets nationella program,33657492,Ulricehamn,1491,2120001579,Ulricehamn,Kommunal,"49,4","1,0","48,4","49,0","68,7","3,6","9,0","1,5","291,3","88,9",2016
Dragonskolan BA,61622991,Umeå,2480,2120002627,Umeå,Kommunal,"17,9","0,8","17,1","23,2","75,0","4,4","12,2","0,4","522,5","91,2",2016
Dragonskolan BF,66644568,Umeå,2480,2120002627,Umeå,Kommunal,"15,2","0,5","14,7","78,6","89,4","10,0","9,8","0,5","286,0","77,6",2016
Dragonskolan EE,93659517,Umeå,2480,2120002627,Umeå,Kommunal,"15,6","0,5","15,1","28,7","78,5","2,5","11,6","0,4","440,0","91,4",2016
Dragonskolan EK,79309485,Umeå,2480,2120002627,Umeå,Kommunal,"18,0","0,5","17,5","61,3","89,2","2,7","17,6","0,4","772,5","89,7",2016
Dragonskolan GL,61175914,Umeå,2480,2120002627,Umeå,Kommunal,"8,3","0,4","7,9","39,9","56,1","18,2","8,7","2,0","34,5","69,4",2016
Dragonskolan HV,73316818,Umeå,2480,2120002627,Umeå,Kommunal,"9,0","0,4","8,6","93,3","83,1","2,3","11,3","0,4","277,1","83,7",2016
Dragonskolan IC,37078868,Umeå,2480,2120002627,Umeå,Kommunal,"2,9","0,3","2,6","65,8","92,3","6,5","10,8","0,2","186,7","95,0",2016
Dragonskolan IN,27859889,Umeå,2480,2120002627,Umeå,Kommunal,"5,7","0,2","5,5","18,1","41,0","3,4","7,1","0,2","195,0","100,0",2016
Dragonskolan NA,16130958,Umeå,2480,2120002627,Umeå,Kommunal,"17,7","0,7","17,0","65,9","97,2","2,2","13,4","0,5","454,0","95,4",2016
Dragonskolan RH,29161632,Umeå,2480,2120002627,Umeå,Kommunal,"5,6","0,5","5,1","71,0","100,0","36,1","2,4","0,5","24,0","93,5",2016
Dragonskolan SA,82195565,Umeå,2480,2120002627,Umeå,Kommunal,"19,3","1,0","18,3","81,8","98,4","6,5","14,8","0,5","542,0","92,4",2016
Dragonskolan TE,33596572,Umeå,2480,2120002627,Umeå,Kommunal,"19,4","0,4","19,0","43,1","92,7","2,5","13,3","0,4","632,5","89,4",2016
Dragonskolan VF,45541222,Umeå,2480,2120002627,Umeå,Kommunal,"3,3","0,3","3,1","19,4","62,1","5,2","10,7","0,1","330,0","100,0",2016
Dragonskolans Elitidrottsgymnasium,77713695,Umeå,2480,2120002627,Umeå,Kommunal,"31,9","1,0","30,9","37,1","67,3","2,4","9,0","0,6","461,7","82,4",2016
Forslundagymnasiet GY,63451147,Umeå,2480,2120002627,Umeå,Kommunal,"13,1","0,7","12,4","51,2","83,9","8,1","7,1","0,5","176,0","96,0",2016
Midgårdsskolan ESBIL,51131594,Umeå,2480,2120002627,Umeå,Kommunal,"4,9","0,2","4,7","64,5","95,7","3,2","12,8","0,2","400,0","95,7",2016
Midgårdsskolan ESDAN,89680395,Umeå,2480,2120002627,Umeå,Kommunal,"3,3","0,2","3,1","68,6","90,3","4,9","12,3","0,2","253,3","90,3",2016
Midgårdsskolan ESEST,53696633,Umeå,2480,2120002627,Umeå,Kommunal,"4,6","0,2","4,4","70,9","90,8","3,4","12,4","0,2","360,0","94,3",2016
Midgårdsskolan ESFILVE,45580855,Umeå,2480,2120002627,Umeå,Kommunal,"1,7","0,2","1,5","26,2","36,2","6,7","6,7","0,1","100,0","89,9",2016
Midgårdsskolan ESMUS,27440210,Umeå,2480,2120002627,Umeå,Kommunal,"21,5","1,0","20,5","28,6","87,5","1,5","7,9","0,3","540,0","92,9",2016
Midgårdsskolan ESTEA,62758285,Umeå,2480,2120002627,Umeå,Kommunal,"3,9","0,2","3,7","78,3","94,6","4,1","15,5","0,2","380,0","94,6",2016
Midgårdsskolan NA,16218090,Umeå,2480,2120002627,Umeå,Kommunal,"8,0","0,5","7,5","90,8","100,0","4,0","13,0","0,3","392,0","97,3",2016
Midgårdsskolan RL,61197669,Umeå,2480,2120002627,Umeå,Kommunal,"7,4","0,3","7,1","46,5","83,1","9,2","6,4","0,2","225,0","71,8",2016
Midgårdsskolan SA,64667996,Umeå,2480,2120002627,Umeå,Kommunal,"8,5","0,5","8,0","61,0","100,0","3,7","13,4","0,3","360,0","90,7",2016
Midgårdsskolan VO,17812651,Umeå,2480,2120002627,Umeå,Kommunal,"6,0","0,3","5,7","93,7","99,1","7,9","11,1","0,2","315,0","96,5",2016
Minervagymnasium,23544320,Umeå,2480,5565735049,Minervaskolan i Umeå AB,Enskild,"33,8","1,0","32,8","33,6","89,8",.,"16,6",.,.,"84,4",2016
NTI-gymnasiet Umeå,57668673,Umeå,2480,5561203679,Nordens Teknikerinstitut Aktiebolag (Nti),Enskild,"7,0",.,"7,0","57,1","85,7",.,"24,6","0,2","860,0","100,0",2016
Thoren Business School Umeå,69040241,Umeå,2480,5566139290,Thorengruppen AB,Enskild,"6,3","0,9","5,4","42,8","100,0","3,7","13,4",.,.,"97,2",2016
Umeå gymnasieskola SI,46122886,Umeå,2480,2120002627,Umeå,Kommunal,"31,6","0,7","31,0","72,5","91,0","2,3","10,0","2,0","155,5","64,6",2016
"Umeå Waldorfskola, gy",49136871,Umeå,2480,8940012076,Stiftelsen Umeå Waldorfskola R Karlsson Mfl,Enskild,"5,9","0,4","5,5","74,2","69,5",.,"4,5","0,1","500,0","94,6",2016
Västra gymnasiet IM,93669532,Umeå,2480,2120002627,Umeå,Kommunal,"25,2","2,0","23,2","61,3","95,7","4,3","3,1","1,0","71,0","92,8",2016
Yrkesgymnasiet Umeå,91905819,Umeå,2480,5566139290,Thorengruppen AB,Enskild,"8,8","1,0","7,8","24,3","51,4","10,2","15,7","0,4","307,5","50,1",2016
Peabskolan Upplands Väsby,54882637,Upplands Väsby,0114,5564427432,Peabskolan AB,Enskild,"5,2",.,"5,2","34,6","26,9","7,7","13,5",.,.,"84,6",2016
Väsby Nya Gymnasium,20855811,Upplands Väsby,0114,2120000019,Upplands Väsby,Kommunal,"44,8","1,0","43,8","62,3","85,7","2,3","16,2","1,0","710,0","90,9",2016
Väsby Yrkesgymnasium,82372485,Upplands Väsby,0114,5568089246,Energy Maintenance Sweden AB,Enskild,"5,5","0,7","4,9","25,8","54,6",.,"8,2","0,1","800,0","90,7",2016
Upplands-Brogymnasiet,53923398,Upplands-Bro,0139,2120000100,Upplands-Bro,Kommunal,"75,9","1,0","74,9","50,4","80,6",.,"11,7","3,8","229,7","87,3",2016
Bolandgymnasiet,87871635,Uppsala,0380,2120003005,Uppsala,Kommunal,"57,8","1,0","56,8","59,1","74,5","5,3","10,9","2,0","308,5","76,2",2016
Celsiusskolan,47844862,Uppsala,0380,2120003005,Uppsala,Kommunal,"61,0","0,7","60,3","52,0","84,9","2,9","16,1","2,0","485,5","82,5",2016
CULTUS Gymnasieskola,22239675,Uppsala,0380,5566793492,Victum Utveckling AB,Enskild,"6,5","0,8","5,7","66,7","67,5","1,8","13,5",.,.,"63,2",2016
Ekebygymnasiet,37316242,Uppsala,0380,2120003005,Uppsala,Kommunal,"31,3","0,5","30,8","57,4","88,6","2,6","13,1","0,8","528,9","89,9",2016
Fyrisskolan,72984079,Uppsala,0380,2120003005,Uppsala,Kommunal,"44,8","1,0","43,8","56,9","84,9","2,3","13,4","1,3","452,3","94,2",2016
Grafiskt utbildningscenter GUC,17088475,Uppsala,0380,2120003005,Uppsala,Kommunal,"24,2","1,0","23,2","53,7","94,4","4,3","11,8","0,5","550,0","92,4",2016
Grillska Gymnasiet Uppsala,36480690,Uppsala,0380,8020170794,Stadsmissionens Skolstiftelse,Enskild,"21,9","1,0","20,9","41,0","85,0",.,"14,4","1,0","301,0","81,9",2016
Hagströmska gymnasiet Uppsala,24787883,Uppsala,0380,5567550461,Hagströmska Gymnasiet AB,Enskild,"7,1","0,7","6,4","79,5","61,4",.,"11,5","0,1","730,0","19,7",2016
Internationella Gymnasiet,32995170,Uppsala,0380,8176007055,Folkuniversitetet Stiftelsen Kursverksamheten Vid Uppsala Universitet,Enskild,"12,7","1,0","11,7","67,4","95,4",.,"14,7","0,2","860,0","65,1",2016
IT-Gymnasiet Uppsala,52048443,Uppsala,0380,5565970471,IT Gymnasiet Sverige AB,Enskild,"20,3","1,0","19,3","32,9","71,2",.,"16,3","0,5","630,0","67,6",2016
JENSEN Gymnasium Uppsala,61674097,Uppsala,0380,5566358759,Jensen Education College AB,Enskild,"16,7","1,0","15,7","46,3","98,1",.,"18,1","0,4","707,5","89,5",2016
Jällagymnasiet,20173336,Uppsala,0380,2120003005,Uppsala,Kommunal,"27,7","0,4","27,3","61,6","80,8",.,"11,0","2,4","125,4","72,3",2016
Katedralskolan,32550660,Uppsala,0380,2120003005,Uppsala,Kommunal,"67,5","1,0","66,5","59,7","91,0","3,9","18,3","2,0","599,5","86,2",2016
Kunskapsgymnasiet Uppsala,93488613,Uppsala,0380,5565661815,Kunskapsskolan i Sverige Aktiebolag,Enskild,"13,9","0,4","13,4","56,8","96,3","4,5","11,9","0,2","800,0","93,3",2016
Linnégymnasiet,45600034,Uppsala,0380,2120003005,Uppsala,Kommunal,"7,1","0,1","7,0","67,9","95,7",.,"10,6",.,.,"84,2",2016
Linnéskolan,84010916,Uppsala,0380,2120003005,Uppsala,Kommunal,"6,2","0,3","5,9","76,3","100,0","20,3","2,7","0,5","32,0","89,8",2016
Livets Ords Kristna Gymnasium,74560191,Uppsala,0380,5565835146,LOKS AB,Enskild,"10,2","1,0","9,2","57,7","90,1",.,"9,8","0,2","600,0","98,8",2016
Lundellska skolan,59599256,Uppsala,0380,2120003005,Uppsala,Kommunal,"79,0","1,0","78,0","68,4","89,2","1,3","14,7","1,8","635,0","83,8",2016
Praktiska Uppsala,69865450,Uppsala,0380,5562575786,Praktiska Sverige AB,Enskild,"18,7","1,0","17,7","53,7","48,0","4,5","11,7",.,.,"78,0",2016
Realgymnasiet Uppsala,31112935,Uppsala,0380,5565715892,Lärande i Sverige AB,Enskild,"12,5","0,8","11,7","83,8","46,2",.,"12,0","0,2","700,0","63,2",2016
Rosendalsgymnasiet,26957025,Uppsala,0380,2120003005,Uppsala,Kommunal,"49,9","1,0","48,9","54,3","94,4","1,7","18,5","1,8","516,0","90,6",2016
Thoren Business School Uppsala,90509211,Uppsala,0380,5566139290,Thorengruppen AB,Enskild,"18,8","1,0","17,8","46,6","79,5","5,6","19,1","1,0","340,0","78,9",2016
Uven gymnasiet,34672151,Uppsala,0380,2120003005,Uppsala,Kommunal,"17,6","0,2","17,4","58,5","91,4","3,5","8,6","4,5","33,3","92,2",2016
Yrkesgymnasiet Uppsala,49872493,Uppsala,0380,5566139290,Thorengruppen AB,Enskild,"8,1","1,0","7,1","62,7","71,8","14,1","14,4","0,2","510,0","71,8",2016
Yrkesplugget Uppsala,39147056,Uppsala,0380,5566753736,Yrkesplugget i Sverige AB,Enskild,"17,2","1,0","16,2","28,4","53,1",.,"11,9","0,1","2 742,9","90,1",2016
Uppvidinge gymnasieskola,11953769,Uppvidinge,0760,2120000605,Uppvidinge,Kommunal,"12,1","0,5","11,6","75,1","62,2",.,"10,1","0,2","590,0","79,4",2016
Vadstenagymnasiet,28646435,Vadstena,0584,2120002825,Vadstena,Kommunal,"13,9","1,1","12,8","59,5","59,3",.,"9,0","0,4","328,6","75,0",2016
Fenix kunskapscentrum/gymn,80426743,Vaggeryd,0665,2120000522,Vaggeryd,Kommunal,"28,6","1,0","27,6","53,4","87,0","3,6","12,2","0,6","561,7","92,9",2016
Vallentuna gymnasium,85788659,Vallentuna,0115,2120000027,Vallentuna,Kommunal,"33,7","1,0","32,7","52,1","86,2",.,"9,5",.,.,"87,8",2016
Vansbro utbildningscenter gy.,95340745,Vansbro,2021,2220003145,Vansbro,Kommunal,"17,8","1,0","16,8","45,8","75,0","1,2","9,9","1,0","166,0","58,9",2016
Lagmansgymnasiet,59521477,Vara,1470,2120002924,Vara,Kommunal,"33,5","1,0","32,5","32,5","73,6","3,1","10,8",.,.,"75,5",2016
Drottning Blankas Gymn. Varberg,92442684,Varberg,1383,5565668794,Drottning Blankas Gymnasieskola AB,Enskild,"18,8","1,0","17,8","67,9","79,7",.,"12,3",.,.,"74,0",2016
LBS Ljud & Bildskolan Varberg,66095163,Varberg,1383,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"11,6","1,0","10,6","24,6","55,9","3,8","14,8","0,1","3 120,0","67,8",2016
Peder Skrivares skola Enhet 1,54599691,Varberg,1383,2120001249,Varberg,Kommunal,"35,7","1,0","34,7","66,6","95,3","2,9","14,9","1,0","519,0","96,9",2016
Peder Skrivares skola Enhet 2,54004368,Varberg,1383,2120001249,Varberg,Kommunal,"41,6","1,0","40,6","34,6","93,8","2,0","11,7","1,0","475,0","95,2",2016
Peder Skrivares skola Enhet 3,54467211,Varberg,1383,2120001249,Varberg,Kommunal,"34,3",.,"34,3","22,0","80,1","2,9","8,8","1,0","302,0","91,8",2016
Peder Skrivares skola Enhet 4,54361562,Varberg,1383,2120001249,Varberg,Kommunal,"8,0","1,0","7,0","57,1","100,0",.,"25,6",.,.,"100,0",2016
