skolverket_lageskommun_tcv136,skolverket_skolnamn,school_unit,huvudman,skolverket_huvudman_namn,skolverket_tot_elever_tcv136,skolverket_ar1_tcv136,skolverket_ar2_tcv136,skolverket_ar3_tcv136,skolverket_andel_kvi_tcv136,skolverket_andel_utl_tcv136,skolverket_andel_forald_eftergymn_utb_tcv136,year
Kristianstad,"Wendesgymnasiet FT, VF",73567152,Kommunal,Kristianstad,169,61,48,60,10,14,38,2018
Kristianstad,"Österänggymnasiet EE, IN, RL",60209222,Kommunal,Kristianstad,222,81,70,71,23,22,39,2018
Kristianstad,"Österänggymnasiet HT, SA",62104139,Kommunal,Kristianstad,156,6,76,74,71,26,60,2018
Kristianstad,Österänggymnasiet IM,21702982,Kommunal,Kristianstad,166,166,.,.,35,92,10,2018
Kristianstad,"Österänggymnasiet NA, TE",87034307,Kommunal,Kristianstad,494,210,142,142,41,28,74,2018
Kristinehamn,Brogårdsgymnasiet,78872213,Kommunal,Kristinehamn,429,186,118,125,46,34,48,2018
Kristinehamn,Presterudsgymnasiet,84286698,Kommunal,Kristinehamn,186,100,55,31,33,32,20,2018
Kumla,John Norlandergymnasiet,23350817,Kommunal,Kumla,130,56,45,29,35,52,12,2018
Kungsbacka,Aranäsgymnasiet Enhet 1,76860623,Kommunal,Kungsbacka,283,124,90,69,58,17,63,2018
Kungsbacka,Aranäsgymnasiet Enhet 2,58191646,Kommunal,Kungsbacka,371,130,128,113,68,9,68,2018
Kungsbacka,Aranäsgymnasiet Enhet 3,80405898,Kommunal,Kungsbacka,346,193,89,64,31,23,64,2018
Kungsbacka,Aranäsgymnasiet Enhet 4,56021320,Kommunal,Kungsbacka,241,86,79,76,66,16,59,2018
Kungsbacka,Aranäsgymnasiet Enhet 5,41358402,Kommunal,Kungsbacka,92,31,33,28,.,..,37,2018
Kungsbacka,Beda Hallbergs gymnasium,63179610,Kommunal,Kungsbacka,79,25,25,29,49,16,54,2018
Kungsbacka,Elof Lindälvs gymn Enhet 1,87262566,Kommunal,Kungsbacka,217,95,68,54,21,11,29,2018
Kungsbacka,Elof Lindälvs gymn Enhet 2,64160122,Kommunal,Kungsbacka,204,99,51,54,42,24,72,2018
Kungsbacka,Elof Lindälvs gymn Enhet 3,48217580,Kommunal,Kungsbacka,449,149,150,150,45,6,65,2018
Kungsbacka,Elof Lindälvs gymn Enhet 4,41844601,Kommunal,Kungsbacka,229,86,66,77,51,14,37,2018
Kungsbacka,Elof Lindälvs gymn Enhet 5,51620045,Kommunal,Kungsbacka,323,102,111,110,4,11,68,2018
Kungsbacka,Språkintroduktion Kungsbacka,30375335,Kommunal,Kungsbacka,81,81,.,.,27,100,..,2018
Kungsör,Kungsörs Gymnasium,95992977,Kommunal,Kungsör,40,6,14,20,33,100,..,2018
Kungälv,Mimers Hus gymnasium Hugin,57397381,Kommunal,Kungälv,652,230,221,201,60,17,55,2018
Kungälv,Mimers Hus gymnasium Munin,56947954,Kommunal,Kungälv,876,316,292,268,24,26,45,2018
Eskilstuna,Kunskapscompaniets Gymnasium i Eskilstuna,91333138,Enskild,Kunskapscompaniet Gymnasium KCGY AB,160,65,55,40,27,18,26,2018
Trollhättan,Magnus Åbergsgymnasiet 1,92949043,Kommunal,Kunskapsförbundet Väst,549,188,198,163,44,36,41,2018
Trollhättan,Magnus Åbergsgymnasiet 3,92712591,Kommunal,Kunskapsförbundet Väst,219,120,62,37,36,95,13,2018
Trollhättan,Nils Ericsonsgymnasiet 1,84329061,Kommunal,Kunskapsförbundet Väst,778,267,262,249,38,33,61,2018
Trollhättan,Nils Ericsonsgymnasiet 2,84225089,Kommunal,Kunskapsförbundet Väst,112,68,27,17,38,56,22,2018
Vänersborg,Birger Sjöberggymnasiet 1,50133877,Kommunal,Kunskapsförbundet Väst,1 045,415,332,298,40,42,44,2018
Göteborg,Kunskapsgymnasiet Göteborg,12052268,Enskild,Kunskapsskolan i Sverige Aktiebolag,353,126,112,115,54,81,46,2018
Malmö,Kunskapsgymnasiet Malmö,91773491,Enskild,Kunskapsskolan i Sverige Aktiebolag,295,147,85,63,59,97,42,2018
Norrköping,Kunskapsgymnasiet Norrköping,75575321,Enskild,Kunskapsskolan i Sverige Aktiebolag,442,137,134,171,66,14,74,2018
Stockholm,Internationella Kunskapsgymnasiet,49068301,Enskild,Kunskapsskolan i Sverige Aktiebolag,266,98,88,80,55,45,61,2018
Stockholm,Kunskapsgymnasiet Globen,26326048,Enskild,Kunskapsskolan i Sverige Aktiebolag,417,152,138,127,57,45,53,2018
Uppsala,Kunskapsgymnasiet Uppsala,93488613,Enskild,Kunskapsskolan i Sverige Aktiebolag,185,69,63,53,39,48,49,2018
Västerås,Kunskapsgymnasiet Västerås,25379974,Enskild,Kunskapsskolan i Sverige Aktiebolag,257,125,66,66,59,55,57,2018
Kävlinge,"Kävlinge Lärcentrum, gymn.",88192227,Kommunal,Kävlinge,65,65,.,.,42,77,15,2018
Köping,Ullvigymnasiet,72022487,Kommunal,Köping,1 003,464,272,267,40,32,40,2018
Hylte,Labora Gymnasium,43826783,Enskild,Laboraskolan AB,22,10,7,5,45,45,..,2018
Laholm,Osbecksgymnasiet RO1,71512894,Kommunal,Laholm,288,117,74,97,47,16,56,2018
Laholm,Osbecksgymnasiet RO2,70969556,Kommunal,Laholm,136,64,40,32,29,22,35,2018
Laholm,Osbecksgymnasiet RO3,11311971,Kommunal,Laholm,86,24,29,33,37,77,22,2018
Landskrona,Öresundsgymnasiet Landskrona,28248021,Kommunal,Landskrona,486,185,152,149,42,74,28,2018
Falun,Musikkonservatoriet Falun,54481243,Landsting,Landstinget Dalarna,47,11,18,18,49,..,83,2018
Gällivare,Välkommaskolan enhet 1,20666515,Kommunal,Lapplands Kommunalförbund,185,61,53,71,50,14,48,2018
Gällivare,Välkommaskolan enhet 2,37906565,Kommunal,Lapplands Kommunalförbund,184,77,45,62,27,28,34,2018
Gällivare,Välkommaskolan enhet 3,23063954,Kommunal,Lapplands Kommunalförbund,182,63,57,62,46,12,37,2018
Jokkmokk,Bokenskolan,39555838,Kommunal,Lapplands Kommunalförbund,132,58,43,31,40,39,39,2018
Kiruna,Hjalmar Lundbohmsskolan enhet 1,81619482,Kommunal,Lapplands Kommunalförbund,215,77,70,68,48,17,60,2018
Kiruna,Hjalmar Lundbohmsskolan enhet 2,83829189,Kommunal,Lapplands Kommunalförbund,151,56,54,41,34,9,30,2018
Kiruna,Hjalmar Lundbohmsskolan enhet 3,46145886,Kommunal,Lapplands Kommunalförbund,228,82,78,68,42,12,38,2018
Kiruna,Hjalmar Lundbohmsskolan enhet 4,12395564,Kommunal,Lapplands Kommunalförbund,159,58,48,53,59,38,31,2018
Pajala,Laestadiusskolan,75324351,Kommunal,Lapplands Kommunalförbund,143,66,37,40,38,40,32,2018
Lund,Lars-Erik Larssongymnasiet,95700485,Enskild,Lars-Erik Larsson Gymnasiet,176,52,73,51,57,18,88,2018
Lekeberg,Gymnasieutbildning i Lekeberg,24445686,Kommunal,Lekeberg,14,6,8,.,..,79,..,2018
Leksand,Leksands gymnasium,44417214,Kommunal,Leksand,524,173,174,177,46,19,52,2018
Lerum,"Lerums Gymnasium, skolenhet 1",25025681,Kommunal,Lerum,234,86,73,75,57,15,56,2018
Lerum,"Lerums Gymnasium, skolenhet 2",88776535,Kommunal,Lerum,269,92,81,96,35,10,84,2018
Lerum,"Lerums Gymnasium, skolenhet 3",29351272,Kommunal,Lerum,145,128,17,.,23,66,13,2018
Lerum,"Lerums Gymnasium, skolenhet 4",49488344,Kommunal,Lerum,174,56,62,56,61,17,51,2018
Lerum,"Lerums Gymnasium, skolenhet 5",74408578,Kommunal,Lerum,425,175,144,106,24,14,52,2018
Lessebo,Lessebo Gymnasium,75395882,Kommunal,Lessebo,82,36,42,4,38,89,17,2018
Skövde,Lichron Teknikgymnasium Skövde,75027822,Enskild,Lichron Teknik AB,105,36,36,33,13,10,47,2018
Lidingö,Hersby gymnasium,71043974,Kommunal,Lidingö,1 069,446,303,320,39,18,76,2018
Lidköping,"De la Gardiegymnasiet, enhet 1",89807183,Kommunal,Lidköping,348,135,106,107,39,14,75,2018
Lidköping,"De la Gardiegymnasiet, enhet 2",86724994,Kommunal,Lidköping,294,105,95,94,8,5,45,2018
Lidköping,"De la Gardiegymnasiet, enhet 3",61161774,Kommunal,Lidköping,509,148,194,167,63,15,62,2018
Lidköping,"De la Gardiegymnasiet, enhet 4",86158933,Kommunal,Lidköping,255,84,94,77,73,9,46,2018
Lidköping,"De la Gardiegymnasiet, enhet 5",39179525,Kommunal,Lidköping,219,71,91,57,25,79,11,2018
Lidköping,"De la Gardiegymnasiet, enhet 6",14102256,Kommunal,Lidköping,316,138,99,79,66,21,37,2018
Karlstad,Lillerudsgymnasiet,65662401,Enskild,Lillerudsgymnasiet AB,220,88,62,70,85,7,47,2018
Lindesberg,Lindeskolan LS 1,75082280,Kommunal,Lindesberg,74,42,25,7,42,16,14,2018
Lindesberg,Lindeskolan LS 2,75914181,Kommunal,Lindesberg,273,96,86,91,65,21,44,2018
Lindesberg,Lindeskolan LS 3,39302565,Kommunal,Lindesberg,236,92,64,80,13,14,43,2018
Lindesberg,Lindeskolan LS 4,96818167,Kommunal,Lindesberg,323,92,94,137,45,69,29,2018
Linköping,Anders Ljungstedts gymnasium 10,89357497,Kommunal,Linköping,61,27,18,16,..,44,36,2018
Linköping,Anders Ljungstedts gymnasium 3,36072799,Kommunal,Linköping,153,64,47,42,87,23,35,2018
Linköping,Anders Ljungstedts gymnasium 4,61432781,Kommunal,Linköping,253,88,83,82,9,19,36,2018
Linköping,Anders Ljungstedts gymnasium 7,78287294,Kommunal,Linköping,122,45,45,32,48,18,39,2018
Linköping,Anders Ljungstedts gymnasium 8,74316305,Kommunal,Linköping,158,66,49,43,6,28,49,2018
Linköping,Anders Ljungstedts gymnasium 9,39096170,Kommunal,Linköping,297,104,104,89,44,75,14,2018
Linköping,Berzeliusskolan 1,79527481,Kommunal,Linköping,476,159,157,160,19,15,80,2018
Linköping,Berzeliusskolan 2,67300857,Kommunal,Linköping,333,129,117,87,51,25,81,2018
Linköping,Berzeliusskolan 3,55047771,Kommunal,Linköping,11,4,4,3,..,.,..,2018
Linköping,Berzeliusskolan 7,67809400,Kommunal,Linköping,38,8,11,19,..,100,..,2018
Linköping,Birgittaskolan 1,99279503,Kommunal,Linköping,331,138,87,106,64,56,40,2018
Linköping,Birgittaskolan 2,63653488,Kommunal,Linköping,74,25,18,31,24,..,66,2018
Linköping,Folkungaskolan 1,24544503,Kommunal,Linköping,271,85,90,96,59,11,72,2018
Linköping,Folkungaskolan 2,25392789,Kommunal,Linköping,452,158,124,170,70,15,70,2018
Linköping,Folkungaskolan 3,64394770,Kommunal,Linköping,41,17,9,15,..,100,..,2018
Linköping,Katedralskolan 1,53821161,Kommunal,Linköping,37,8,21,8,32,100,..,2018
Linköping,Katedralskolan 2,31199511,Kommunal,Linköping,456,183,124,149,73,38,68,2018
Linköping,Katedralskolan 3,12934438,Kommunal,Linköping,763,281,249,233,57,19,81,2018
Borås,LBS Ljud & Bildskolan Borås,69018222,Enskild,Ljud & Bildskolan Lbs AB,197,78,66,53,26,13,54,2018
Göteborg,LBS Ljud & Bildskolan Göteborg,53231578,Enskild,Ljud & Bildskolan Lbs AB,441,191,142,108,18,15,65,2018
Halmstad,LBS Ljud & Bildskolan Halmstad,47264019,Enskild,Ljud & Bildskolan Lbs AB,174,54,39,81,23,19,50,2018
Helsingborg,LBS Ljud & Bildskolan Helsingborg,68240485,Enskild,Ljud & Bildskolan Lbs AB,278,69,103,106,29,18,53,2018
Jönköping,LBS Ljud & Bildskolan Jönköping,18594470,Enskild,Ljud & Bildskolan Lbs AB,244,92,68,84,26,18,55,2018
Kristianstad,LBS Ljud & Bildskolan Kristianstad,43251309,Enskild,Ljud & Bildskolan Lbs AB,150,74,38,38,15,21,59,2018
Kungsbacka,LBS Ljud & Bildskolan Kungsbacka,86888278,Enskild,Ljud & Bildskolan Lbs AB,81,29,26,26,17,14,59,2018
Linköping,LBS Ljud & Bildskolan Linköping,86787111,Enskild,Ljud & Bildskolan Lbs AB,207,70,58,79,26,15,55,2018
Lund,LBS Ljud & Bildskolan Lund,51449748,Enskild,Ljud & Bildskolan Lbs AB,400,137,130,133,25,16,70,2018
Nyköping,LBS Ljud & Bildskolan Nyköping,44285075,Enskild,Ljud & Bildskolan Lbs AB,152,56,52,44,32,18,51,2018
Solna,LBS Ljud & Bildskolan Stockholm Norra,18106851,Enskild,Ljud & Bildskolan Lbs AB,114,114,.,.,12,20,61,2018
Stockholm,LBS Ljud & Bildskolan Stockholm Södra,46256929,Enskild,Ljud & Bildskolan Lbs AB,359,129,121,109,26,22,64,2018
Trollhättan,LBS Ljud & Bildskolan Trollhättan,21400668,Enskild,Ljud & Bildskolan Lbs AB,162,65,49,48,20,12,56,2018
Varberg,LBS Ljud & Bildskolan Varberg,66095163,Enskild,Ljud & Bildskolan Lbs AB,136,44,47,45,23,13,51,2018
Växjö,LBS Ljud & Bildskolan Växjö,17083056,Enskild,Ljud & Bildskolan Lbs AB,74,43,31,.,16,26,61,2018
Örebro,LBS Ljud & Bildskolan Örebro,94207720,Enskild,Ljud & Bildskolan Lbs AB,42,42,.,.,..,..,55,2018
Ljungby,Sunnerbogymnasiet 1,60214465,Kommunal,Ljungby,307,176,68,63,39,52,33,2018
Ljungby,Sunnerbogymnasiet 2,70137084,Kommunal,Ljungby,273,101,85,87,27,26,44,2018
Ljungby,Sunnerbogymnasiet 3,82002016,Kommunal,Ljungby,238,90,76,72,51,31,57,2018
Ljungby,Sunnerbogymnasiet 4,21901328,Kommunal,Ljungby,61,19,24,18,92,31,38,2018
Ljusdal,Slottegymnasiet,23306658,Kommunal,Ljusdal,529,217,163,149,47,29,32,2018
Stockholm,Teknik & Service Gymnasiet,18451445,Enskild,Ludus AB,97,42,31,24,..,43,36,2018
Luleå,"Luleå gymnasieskola, skolenhet A",31740319,Kommunal,Luleå,137,55,46,36,74,20,42,2018
Luleå,"Luleå gymnasieskola, skolenhet B",10129345,Kommunal,Luleå,331,123,92,116,60,19,56,2018
Luleå,"Luleå gymnasieskola, skolenhet C",17944628,Kommunal,Luleå,420,141,145,134,73,14,63,2018
Luleå,"Luleå gymnasieskola, skolenhet D",82826083,Kommunal,Luleå,212,101,67,44,22,15,42,2018
Luleå,"Luleå gymnasieskola, skolenhet E",94468610,Kommunal,Luleå,257,80,53,124,49,53,37,2018
Luleå,"Luleå gymnasieskola, skolenhet F",94090461,Kommunal,Luleå,304,101,104,99,42,9,71,2018
Luleå,"Luleå gymnasieskola, skolenhet G",12954099,Kommunal,Luleå,298,108,98,92,22,8,75,2018
Luleå,"Luleå gymnasieskola, skolenhet H",80931789,Kommunal,Luleå,367,125,127,115,43,18,74,2018
Luleå,"Luleå Gymnasieskola, skolenhet J",84098842,Kommunal,Luleå,110,51,44,15,54,10,49,2018
Lund,Gymnasieskolan Spyken,75939593,Kommunal,Lund,1 175,411,401,363,70,15,85,2018
Lund,Gymnasieskolan Vipan,63035915,Kommunal,Lund,1 193,620,311,262,34,30,35,2018
Lund,Hedda Anderssongymnasiet,20763964,Kommunal,Lund,158,158,.,.,17,32,60,2018
Lund,Katedralskolan,56639389,Kommunal,Lund,1 478,492,509,477,58,20,86,2018
Lund,Polhemskolan,53896162,Kommunal,Lund,2 577,1 021,791,765,45,19,74,2018
Lund,Lunds Fordonstekniska Gymn.,28848709,Enskild,Lunds Fordonstekniska Gymnasium AB,45,23,13,9,..,33,40,2018
Stockholm,"Lycée Francais Saint Louis, gy",59796774,Enskild,Lycée Francais Saint-Louis,126,45,45,36,43,69,79,2018
Lycksele,Tannbergsskolan 1,49168016,Kommunal,Lycksele,241,79,77,85,26,15,54,2018
Lycksele,Tannbergsskolan 2,32042066,Kommunal,Lycksele,127,46,46,35,12,11,28,2018
Lycksele,Tannbergsskolan 3,50821167,Kommunal,Lycksele,94,41,27,26,63,39,21,2018
Lycksele,Tannbergsskolan 4,71929526,Kommunal,Lycksele,111,35,33,43,77,9,54,2018
Lycksele,Tannbergsskolan 6,54461375,Kommunal,Lycksele,90,33,39,18,52,63,20,2018
Lysekil,Gullmarsgymnasiet 1,92814975,Kommunal,Lysekil,242,83,83,76,24,41,29,2018
Lysekil,Gullmarsgymnasiet 2,60873719,Kommunal,Lysekil,350,108,128,114,53,15,57,2018
Borås,Realgymnasiet Borås,88534520,Enskild,Lärande i Sverige AB,133,50,35,48,82,11,40,2018
Eskilstuna,Realgymnasiet Eskilstuna,39936461,Enskild,Lärande i Sverige AB,133,38,50,45,83,10,42,2018
Gävle,Realgymnasiet Gävle,69686851,Enskild,Lärande i Sverige AB,424,152,147,125,64,14,38,2018
Göteborg,Realgymnasiet Göteborg,35236491,Enskild,Lärande i Sverige AB,239,75,86,78,82,8,52,2018
Helsingborg,Realgymnasiet Helsingborg,85544331,Enskild,Lärande i Sverige AB,107,40,31,36,69,..,36,2018
Linköping,Realgymnasiet Linköping,77823650,Enskild,Lärande i Sverige AB,191,90,53,48,40,21,40,2018
Lund,Realgymnasiet i Lund,11185244,Enskild,Lärande i Sverige AB,222,106,62,54,79,8,42,2018
Malmö,Realgymnasiet Malmö,39178171,Enskild,Lärande i Sverige AB,124,35,40,49,77,22,46,2018
Norrköping,Realgymnasiet Norrköping,43284031,Enskild,Lärande i Sverige AB,298,121,96,81,25,19,52,2018
Nyköping,Realgymnasiet Nyköping,56267421,Enskild,Lärande i Sverige AB,78,30,21,27,85,..,32,2018
Stockholm,Realgymnasiet Stockholm,59026584,Enskild,Lärande i Sverige AB,669,266,232,171,84,15,43,2018
Sundsvall,Realgymnasiet i Sundsvall,92489953,Enskild,Lärande i Sverige AB,108,42,32,34,77,..,43,2018
Uppsala,Realgymnasiet Uppsala,31112935,Enskild,Lärande i Sverige AB,157,66,49,42,92,10,44,2018
Västerås,Realgymnasiet  Västerås,25955541,Enskild,Lärande i Sverige AB,200,78,66,56,90,7,39,2018
Ale,Lärlingsgymnasiet i Ale,93221031,Enskild,Lärlingsgymnasiet i Sverige AB,240,89,79,72,24,21,29,2018
Munkedal,Lärlingsgymnasiet i Håby,15100079,Enskild,Lärlingsgymnasiet i Sverige AB,77,22,19,36,25,22,18,2018
Göteborg,Magelungens Gymnasium Göteborg,27268498,Enskild,Magelungen Utveckling AB,61,39,20,2,36,..,57,2018
Jönköping,Magelungens Gymnasium Jönköping,69271071,Enskild,Magelungen Utveckling AB,38,19,10,9,32,..,58,2018
Nacka,Magelungens Gymnasium Danvikstull,71353314,Enskild,Magelungen Utveckling AB,93,44,25,24,68,18,43,2018
Stockholm,Magelungens gymnasium Södermalm,24147242,Enskild,Magelungen Utveckling AB,119,60,45,14,56,29,48,2018
Uppsala,Magelungens Gymnasium Uppsala,45466628,Enskild,Magelungen Utveckling AB,51,29,22,.,45,..,61,2018
Kiruna,Rymdgymnasiet,90006712,Enskild,Malmens Friskola AB,84,30,25,29,44,14,82,2018
Malmö,Agnesfrids gymnasium,28770304,Kommunal,Malmö,226,142,51,33,9,71,18,2018
Malmö,Bellevue gymnasium,86483208,Kommunal,Malmö,168,87,57,24,54,63,26,2018
Malmö,Lärlingscenter Norra Sorgenfri gymnasium,20984584,Kommunal,Malmö,165,79,58,28,52,39,38,2018
Malmö,Malmö Borgarskola Ro 1,30361243,Kommunal,Malmö,1 212,455,382,375,54,54,63,2018
Malmö,Malmö Idrottsgymnasium Ro1,25596917,Kommunal,Malmö,440,161,141,138,34,22,62,2018
Malmö,Malmö Latinskola Ro 1,65722876,Kommunal,Malmö,1 021,381,333,307,68,27,71,2018
Malmö,Norra Sorgenfri gymnasium,64123241,Kommunal,Malmö,372,372,.,.,39,100,8,2018
Malmö,Pauliskolan,65381163,Kommunal,Malmö,881,396,257,228,38,54,53,2018
Malmö,S:t Petri skola,78231062,Kommunal,Malmö,825,282,302,241,64,25,80,2018
Malmö,Universitetsholmens gymnasium,68006362,Kommunal,Malmö,528,213,174,141,35,53,29,2018
Malmö,Valdemarsro gymnasium,70200717,Kommunal,Malmö,8,4,4,.,..,..,..,2018
Malmö,Värnhemsskolan,11608031,Kommunal,Malmö,302,143,70,89,54,65,25,2018
Malå,Malå gymnasieskola,73138140,Kommunal,Malå,31,10,19,2,48,87,..,2018
Mariestad,Vadsbogymnasiet,13006857,Kommunal,Mariestad,726,327,200,199,43,24,48,2018
Mark,Marks Gymnasieskola,16956086,Kommunal,Mark,883,327,285,271,44,24,42,2018
Markaryd,Gymnasieskolan,58187973,Kommunal,Markaryd,323,104,118,101,48,41,36,2018
Stockholm,Kulturama gymnasium,78422467,Enskild,Medborgarskolan Stockholmsregionen,509,186,174,149,73,11,73,2018
Stockholm,Kulturama Gymnasium Natur,37802196,Enskild,Medborgarskolans Friskolor i Stockholm AB,38,19,19,.,74,..,89,2018
Stockholm,Påhlmans gymnasium,16784385,Enskild,Medborgarskolans Friskolor i Stockholm AB,398,127,115,156,50,19,63,2018
Stockholm,Stockholms Tillskärarakademis Gymnasium,80357110,Enskild,Medborgarskolans Friskolor i Stockholm AB,24,.,10,14,88,..,50,2018
Nacka,MediaGymnasiet i Nacka Strand,29449669,Enskild,MediaGymnasiet Nacka Strand AB,405,120,151,134,34,16,63,2018
Linköping,"Mediateknikerutbildningen, MTU",97868185,Enskild,"Mediateknikerutbildningen, MTU AB",146,53,50,43,38,21,55,2018
Helsingborg,Mega Musik gymnasium,95046058,Enskild,Mega Musik Gymnasieskola AB,117,41,34,42,60,15,53,2018
Mellerud,Dahlstiernska gymnasiet,88894245,Kommunal,Mellerud,186,69,62,55,34,46,14,2018
Stockholm,Gymnasieskolan Metapontum,60142020,Enskild,Metapontum AB,27,8,6,13,44,67,70,2018
Falun,"Mikael Elias Gymnasium, Falun",19981611,Enskild,Mikael Elias Gymnasium AB,92,38,30,24,65,51,35,2018
Göteborg,KLARA Teoretiska Gymnasium Göteborg,40690520,Enskild,Mikael Elias Gymnasium AB,592,192,232,168,62,30,78,2018
Karlskrona,"Mikael Elias Gymnasium, Karlskrona",30458073,Enskild,Mikael Elias Gymnasium AB,7,.,.,7,..,..,..,2018
Sollentuna,KLARA Teoretiska Gymnasium Sollentuna,49141105,Enskild,Mikael Elias Gymnasium AB,205,67,74,64,53,80,48,2018
Stockholm,KLARA Teoretiska Gymnasium Stockholm Västra,73812226,Enskild,Mikael Elias Gymnasium AB,344,101,129,114,44,38,65,2018
Sundsvall,KLARA Teoretiska Gymnasium Sundsvall,21382451,Enskild,Mikael Elias Gymnasium AB,283,96,92,95,74,22,63,2018
Umeå,Minervagymnasium,23544320,Enskild,Minervaskolan i Umeå AB,517,161,179,177,61,21,81,2018
Mjölby,Mjölby gymnasium 1,31870541,Kommunal,Mjölby,234,86,77,71,48,27,54,2018
Mjölby,Mjölby gymnasium 2,71160225,Kommunal,Mjölby,134,54,53,27,60,52,17,2018
Mjölby,Mjölby gymnasium 3,80376589,Kommunal,Mjölby,87,55,29,3,32,77,..,2018
Mjölby,Mjölby gymnasium 4,67752682,Kommunal,Mjölby,136,47,45,44,8,7,44,2018
Mjölby,Mjölby gymnasium 5,47884009,Kommunal,Mjölby,149,53,52,44,34,8,25,2018
Mora,"Mora gymnasium, ro 1",44672598,Kommunal,Mora,602,224,173,205,51,10,62,2018
Mora,"Mora gymnasium, ro 2",75340089,Kommunal,Mora,407,145,103,159,28,38,27,2018
Motala,Carlsund utbildningscentrum 1,36670439,Kommunal,Motala,202,80,46,76,48,26,28,2018
Motala,Carlsund utbildningscentrum 2,22220001,Kommunal,Motala,223,92,70,61,37,19,36,2018
Motala,Carlsund utbildningscentrum IM,15644006,Kommunal,Motala,143,62,48,33,42,71,10,2018
Motala,Platengymnasiet 1,31822012,Kommunal,Motala,314,105,100,109,56,27,50,2018
Motala,Platengymnasiet 2,83161201,Kommunal,Motala,315,110,92,113,43,18,74,2018
Motala,Platengymnasiet IM,77681909,Kommunal,Motala,70,6,29,35,23,100,..,2018
Munkedal,Processtekniska Gymnasiet,55421481,Kommunal,Munkedal,37,13,15,9,..,..,43,2018
Munkedal,Ungdomsgymnasiet,58583587,Kommunal,Munkedal,72,27,28,17,21,85,..,2018
Stenungsund,"Munkeröds utb.c., Stenungsund",84230226,Enskild,Munkeröds Utbildningscenter Aktiebolag,14,6,5,3,100,..,..,2018
Stockholm,Lilla Akademiens Musikgymn.,83374651,Enskild,Musikskolan Lilla Akademien AB,120,46,36,38,61,28,81,2018
Värmdö,Mälardalens Ridgymnasium Gustavsberg,88956420,Enskild,Mälardalens Ridgymnasium AB,28,11,10,7,100,..,54,2018
Västerås,Mälardalens Ridgymnasium Västerås,98032567,Enskild,Mälardalens Ridgymnasium Västerås Handelsbolag,44,16,15,13,98,..,55,2018
Södertälje,Mälardalens Tekniska Gymnasium,67628478,Enskild,Mälardalens Tekniska Gymnasium Aktiebolag,217,72,72,73,20,15,79,2018
Mölndal,Krokslättsgymnasiet Skolenhet 1,76470241,Kommunal,Mölndal,123,116,6,1,24,98,..,2018
Mölndal,Krokslättsgymnasiet Skolenhet 2,99356671,Kommunal,Mölndal,157,83,49,25,60,51,33,2018
Mönsterås,Mönsteråsgymnasiet,16702464,Kommunal,Mönsterås,129,46,43,40,45,36,36,2018
Mönsterås,Mönsteråsgymnasiet IM,43762671,Kommunal,Mönsterås,80,19,39,22,30,85,..,2018
Nacka,"Nacka gymnasium, Natur & Teknik",36252055,Kommunal,Nacka,1 048,359,348,341,31,13,77,2018
Nacka,"Nacka gymnasium, Samhälle",91812793,Kommunal,Nacka,1 110,397,350,363,59,18,71,2018
Nacka,"YBC, Young Business Creatives",68285560,Kommunal,Nacka,522,163,184,175,44,17,61,2018
Nacka,Nacka Enskilda Gymnasium,62855448,Enskild,Nacka Enskilda Gymnasium AB,164,56,60,48,27,24,54,2018
Bollnäs,Naturlära i Hälsingland,49379603,Enskild,NaturLära i Hälsingland AB,19,8,8,3,100,..,..,2018
Södertälje,Järna Naturbruksgymnasium,80280597,Enskild,Nibblestiftelsen,26,12,7,7,46,..,46,2018
Nora,IV-programmet i Nora,71728074,Kommunal,Nora,28,6,18,4,..,75,..,2018
Eskilstuna,NTI Gymnasiet Eskilstuna,30341162,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),172,60,59,53,10,27,47,2018
Falun,NTI Gymnasiet Falun,36680097,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),85,18,33,34,19,28,48,2018
Gävle,NTI Gymnasiet Gävle,86547467,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),20,20,.,.,..,..,55,2018
Göteborg,NTI Gymnasiet Kronhus,35006050,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),460,184,144,132,22,35,60,2018
Göteborg,NTI Mediegymnasiet,97382366,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),445,180,131,134,66,25,52,2018
Luleå,NTI Gymnasiet Luleå,90473340,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),181,56,75,50,19,19,56,2018
Lund,NTI Gymnasiet Lund,12613085,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),183,64,52,67,6,27,57,2018
Malmö,NTI Gymnasiet Malmö,52129378,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),247,95,78,74,5,54,45,2018
Sollentuna,NTI Gymnasiet Sollentuna,15870428,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),198,69,66,63,16,43,45,2018
Stockholm,NTI Gymnasiet Stockholm,15390992,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),856,299,278,279,21,16,73,2018
Stockholm,NTI Handelsgymnasiet Stockholm,15278518,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),363,127,123,113,39,25,50,2018
