skolverket_skolnamn,school_unit,skolverket_kommunnamn,skolverket_kommun,huvudman,skolverket_huvudman_namn,skolverket_huvudman_kod,skolverket_helttj_larare_o_adm_tcv17,skolverket_helttj_adm_tcv17,skolverket_helttj_larare_tcv17,skolverket_helttj_andel_kvi_tcv17,skolverket_helttj_andel_ped_tcv17,skolverket_helttj_andel_specped_tcv17,skolverket_elever_per_helttj_tcv17,skolverket_helttj_syv_tcv17,skolverket_elever_per_syvhelttj_tcv17,skolverket_helttj_andel_tillsv_tcv17,year
Nya DesignGymnasiet,14355031,Nacka,0182,5569320681,Nya Designgymnasiet i Nacka AB,Enskild,"15,8","1,8","14,0","72,3","61,6",.,"13,0","0,2","910,0","71,1",2017
Praktiska Nacka,72891848,Nacka,0182,5562575786,Praktiska Sverige AB,Enskild,"28,5","1,0","27,5","67,3","44,0","3,6","10,9","0,5","602,0","69,5",2017
Rytmus Stockholm,46611859,Nacka,0182,5564648979,Rytmus AB,Enskild,"60,0","3,0","57,0","46,9","88,0","1,8","11,5","0,4","1 642,5","76,6",2017
Sjölins gymnasium Nacka,58907711,Nacka,0182,5563758399,Sjölins Gymnasium AB,Enskild,"20,5","1,0","19,5","52,3","88,5",.,"18,8","0,2","1 830,0","82,8",2017
"YBC, Young Business Creatives",68285560,Nacka,0182,2120000167,Nacka,Kommunal,"26,9","2,0","24,9","62,1","98,8",.,"20,5","1,0","511,0","94,8",2017
IV-programmet i Nora,71728074,Nora,1884,2120002007,Nora,Kommunal,"3,3","0,3","3,0","83,3","100,0",.,"10,7","0,3","128,0","100,0",2017
Gymnasieutbildn. i Nordanstig RO9,16374064,Nordanstig,2132,2220003111,Nordanstig,Kommunal,"7,7","0,5","7,2","58,3","61,1",.,"6,3","0,5","90,0","86,1",2017
Nordmalings gymnasieskola,47070220,Nordmaling,2401,2120002536,Nordmaling,Kommunal,"5,3","0,2","5,1","54,9","60,9",.,"8,6",.,.,"80,5",2017
De Geergymnasiet 1,58544422,Norrköping,0581,2120000456,Norrköping,Kommunal,"27,4","1,0","26,4","55,5","99,1",.,"13,1","0,8","433,8","86,2",2017
De Geergymnasiet 2,40549870,Norrköping,0581,2120000456,Norrköping,Kommunal,"4,6",.,"4,6","85,9","100,0",.,"12,2",.,.,"100,0",2017
De Geergymnasiet 3,65150019,Norrköping,0581,2120000456,Norrköping,Kommunal,"28,6",.,"28,6","59,9","83,0",.,"11,2","1,0","319,0","79,1",2017
De Geergymnasiet 4,31796890,Norrköping,0581,2120000456,Norrköping,Kommunal,"9,3",.,"9,3","31,8","49,9",.,"5,9",.,.,"100,0",2017
Ebersteinska gymnasiet 1,83805032,Norrköping,0581,2120000456,Norrköping,Kommunal,"18,6","1,0","17,6","4,6","33,9",.,"7,5",.,.,"65,8",2017
Ebersteinska gymnasiet 2,48862305,Norrköping,0581,2120000456,Norrköping,Kommunal,"29,1","1,0","28,1","17,7","61,9",.,"11,0","0,5","618,0","97,5",2017
Ebersteinska gymnasiet 3,32887559,Norrköping,0581,2120000456,Norrköping,Kommunal,"23,5","1,0","22,5","5,3","68,0",.,"8,5","0,5","384,0","97,3",2017
Ebersteinska gymnasiet 5,71541108,Norrköping,0581,2120000456,Norrköping,Kommunal,"15,4","1,0","14,4","82,6","83,7","6,9","10,7",.,.,"97,2",2017
Ebersteinska gymnasiet 6,62956050,Norrköping,0581,2120000456,Norrköping,Kommunal,"13,8","1,0","12,8","77,7","86,7","7,8","9,5","0,5","244,0","90,6",2017
Eberstienska gymnasiet 4,53832505,Norrköping,0581,2120000456,Norrköping,Kommunal,"18,0","1,0","17,0","57,8","92,0",.,"12,5",.,.,"96,5",2017
Film & Musikgymnasiet,47537928,Norrköping,0581,8220049426,Föreningen Q,Enskild,"13,4","1,0","12,5","29,5","72,9",.,"11,2",.,.,"77,5",2017
Fria Läroverken Norrköping,69471748,Norrköping,0581,5569172041,Fria Läroverken i Sverige AB,Enskild,"26,5",.,"26,5","48,4","85,8",.,"17,8",.,.,"88,8",2017
Hagagymnasiet skolenhet Blå,49750031,Norrköping,0581,2120000456,Norrköping,Kommunal,"19,1","1,0","18,1","71,5","95,0","5,5","12,2",.,.,"94,0",2017
Hagagymnasiet skolenhet grön,76485705,Norrköping,0581,2120000456,Norrköping,Kommunal,"23,7","1,0","22,7","57,8","88,9",.,"8,3","1,0","189,0","85,8",2017
Hagagymnasiet skolenhet gul,31771188,Norrköping,0581,2120000456,Norrköping,Kommunal,"13,6","1,0","12,6","60,4","92,1",.,"7,4","1,0","93,0","100,0",2017
Hagagymnasiet skolenhet röd,93239262,Norrköping,0581,2120000456,Norrköping,Kommunal,"15,6","1,0","14,6","71,9","92,6","6,8","22,1","1,0","323,0","96,4",2017
Kungsgårdsgymnasiet 1,99976753,Norrköping,0581,2120000456,Norrköping,Kommunal,"24,8","1,0","23,8","63,9","81,5",.,"12,0",.,.,"81,5",2017
Kungsgårdsgymnasiet 2,58037626,Norrköping,0581,2120000456,Norrköping,Kommunal,"18,3","0,5","17,8","77,5","77,5",.,"21,2","1,0","376,0","73,0",2017
Kungsgårdsgymnasiet 3,14278480,Norrköping,0581,2120000456,Norrköping,Kommunal,"10,6",.,"10,6","93,9","79,7",.,"14,4",.,.,"85,8",2017
Kunskapsgymnasiet Norrköping,75575321,Norrköping,0581,5565661815,Kunskapsskolan i Sverige Aktiebolag,Enskild,"30,2","1,0","29,2","56,3","85,6",.,"15,0","0,9","486,7","87,0",2017
Norrköpings Lärlingsgymnasium,17204216,Norrköping,0581,2120000456,Norrköping,Kommunal,"3,8",.,"3,8","78,9","26,3",.,"18,2",.,.,"52,6",2017
Plusgymnasiet i Norrköping,28023078,Norrköping,0581,5565789129,Plusgymnasiet AB,Enskild,"16,4","1,0","15,4","53,9","72,7",.,"17,5","0,4","675,0","52,3",2017
Realgymnasiet Norrköping,43284031,Norrköping,0581,5565715892,Lärande i Sverige AB,Enskild,"22,4","1,0","21,4","43,1","49,7",.,"12,8","0,2","1 706,3","78,9",2017
Carl Wahren Gymnasium,13963517,Norrtälje,0188,5568027378,Roslagen Education AB,Enskild,"16,5","0,8","15,7","61,8","57,3",.,"9,0","1,0","142,0","70,1",2017
"Ekebyholmsskolan, gy",24194577,Norrtälje,0188,5562512425,Ekebyholmsskolan Aktiebolag,Enskild,"5,0","0,5","4,5","38,0","45,8",.,"9,8",.,.,"62,9",2017
Norrtelje Teknik- och Naturbruksgymnasium,26267406,Norrtälje,0188,5567916761,Norrtelje teknikgymnasium AB,Enskild,"15,0","1,0","14,0","46,6","59,9",.,"11,0","0,4","385,0","66,7",2017
Rodengymnasiet Enhet 1,31255918,Norrtälje,0188,2120000217,Norrtälje,Kommunal,"39,5",.,"39,5","16,7","52,2","2,5","7,9","1,4","231,1","98,0",2017
Rodengymnasiet Enhet 2,51955293,Norrtälje,0188,2120000217,Norrtälje,Kommunal,"27,8","1,0","26,8","70,9","85,1",.,"13,4","1,0","359,0","100,0",2017
Rodengymnasiet Enhet 3,57690933,Norrtälje,0188,2120000217,Norrtälje,Kommunal,"31,3","1,0","30,3","60,4","91,9",.,"15,1","1,8","254,4","90,9",2017
Norsjö gymnasium,25985417,Norsjö,2417,2120002858,Norsjö,Kommunal,"3,4","0,3","3,0","53,6","59,9",.,"11,5","0,2","233,3","70,4",2017
Åkrahällskolan Akra01,35035671,Nybro,0881,2120000753,Nybro,Kommunal,"22,1","1,0","21,1","56,7","68,0","7,4","7,7","1,1","149,5","100,0",2017
Åkrahällskolan Akra02,12130801,Nybro,0881,2120000753,Nybro,Kommunal,"21,2","0,8","20,4","53,9","81,4","2,7","8,8","0,3","545,5","92,3",2017
Åkrahällskolan Akra03,51736304,Nybro,0881,2120000753,Nybro,Kommunal,"21,0","0,8","20,2","34,9","71,5","2,8","7,1","0,3","433,3","92,6",2017
Praktiska Nykvarn,53180719,Nykvarn,0140,5562575786,Praktiska Sverige AB,Enskild,"18,0","1,0","17,0","38,8","31,8",.,"14,1",.,.,"60,0",2017
Elteknikbranschens gymnasium,27489137,Nyköping,0480,5567106637,Elteknikbranschens Gymnasium i Nyköping AB,Enskild,"6,9","1,0","5,9","14,7","48,6",.,"14,1",.,.,"100,0",2017
Framtidsgymnasiet Nyköping,15609112,Nyköping,0480,5565304481,Framtidsgymnasiet Öst AB,Enskild,"10,0","1,0","9,0","14,4","52,2","3,3","13,7",.,.,"60,0",2017
LBS Ljud & Bildskolan Nyköping,44285075,Nyköping,0480,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"12,5",.,"12,5","58,2","70,3",.,"11,0",.,.,"58,2",2017
Nyköping Strand Utbildn.center,60424371,Nyköping,0480,5564710795,Nyköping Strand Utbildningscentrum AB,Enskild,"13,2","1,0","12,2","79,5","55,7",.,"12,2",.,.,"100,0",2017
Nyköpings Enskilda Gymnasium,95785055,Nyköping,0480,5564418449,Erastos AB,Enskild,"28,5","0,5","28,0","58,2","85,2",.,"18,4","0,8","642,5","93,7",2017
Nyköpings gymnasium Gripen1,68655578,Nyköping,0480,2120002940,Nyköping,Kommunal,"39,3","0,9","38,4","46,1","73,9","5,2","12,2","1,0","468,0","88,2",2017
Nyköpings gymnasium Gripen2,99946034,Nyköping,0480,2120002940,Nyköping,Kommunal,"28,4","0,1","28,3","54,1","62,0","3,5","12,9","1,0","365,0","80,0",2017
Nyköpings gymnasium Skavsta,17062663,Nyköping,0480,2120002940,Nyköping,Kommunal,"21,4","1,0","20,4","10,1","33,2",.,"9,3","0,3","633,3","83,3",2017
Nyköpings gymnasium Tessin,68741484,Nyköping,0480,2120002940,Nyköping,Kommunal,"47,4","1,0","46,4","62,9","81,8",.,"11,4","1,2","440,8","88,1",2017
Realgymnasiet Nyköping,56267421,Nyköping,0480,5565715892,Lärande i Sverige AB,Enskild,"7,2","1,0","6,2","41,9","83,9",.,"11,5","0,1","710,0","83,9",2017
Nynäshamns gymnasium,37054246,Nynäshamn,0192,2120000233,Nynäshamn,Kommunal,"38,0","1,0","37,0","27,4","74,5","2,7","11,6","1,0","430,0","88,4",2017
Brinellgymnasiet 1,96383883,Nässjö,0682,2120000548,Nässjö,Kommunal,"17,2","1,0","16,2","62,5","71,8","4,8","10,5","0,5","342,0","80,2",2017
Brinellgymnasiet 2,39199869,Nässjö,0682,2120000548,Nässjö,Kommunal,"25,1",.,"25,1","40,7","85,9","7,5","9,4","1,0","235,0","86,6",2017
Brinellgymnasiet 3,62216381,Nässjö,0682,2120000548,Nässjö,Kommunal,"24,1","1,0","23,1","19,7","72,1",.,"7,8","0,5","360,0","85,2",2017
Brinellgymnasiet 4,31179045,Nässjö,0682,2120000548,Nässjö,Kommunal,"31,3","1,0","30,3","56,6","78,8","0,4","10,9","1,0","329,0","86,0",2017
Brinellgymnasiet 5,72421673,Nässjö,0682,2120000548,Nässjö,Kommunal,"23,3","1,0","22,3","65,5","91,8","0,1","11,5","0,5","516,0","94,4",2017
Vuxenutbildningen/IM,88064376,Ockelbo,2101,2120002288,Ockelbo,Kommunal,"0,5","0,2","0,3",.,"100,0",.,"3,3",.,.,"100,0",2017
Klaragymnasiet med internat,15763669,Olofström,1060,2220000711,Olofström,Kommunal,"16,8","1,0","15,8","65,2","77,8","6,3","3,2","0,5","100,0","96,8",2017
Nordenbergsskolan 1,59655752,Olofström,1060,2120000811,Olofström,Kommunal,"21,7","1,0","20,7","71,3","75,3",.,"10,7","0,8","294,7","84,8",2017
Nordenbergsskolan 2,88750078,Olofström,1060,2120000811,Olofström,Kommunal,"17,7","0,8","16,9","35,3","50,2","5,9","9,3","0,7","243,1","70,7",2017
Nordenbergsskolan 3,50108759,Olofström,1060,2120000811,Olofström,Kommunal,"10,0","0,7","9,3","54,4","86,2","10,7","10,6","0,5","198,0","91,6",2017
Gymnasieutbildningen i Orust,41878314,Orust,1421,2120001314,Orust,Kommunal,"8,6","0,3","8,3","61,1","75,8",.,"5,8","1,0","48,0","95,2",2017
Ekbackeskolan gymnasium,41555549,Osby,1273,2120000902,Osby,Kommunal,"45,8","2,0","43,8","57,2","70,8","2,3","8,9","1,6","243,1","93,6",2017
Naturbruksgymnasiet Osby,32003298,Osby,1273,2120000902,Osby,Kommunal,"10,5","1,0","9,5","15,8","50,5",.,"5,4","0,3","170,0","61,1",2017
Elajo Technical Edu. Center,22383788,Oskarshamn,0882,5562216027,Elajo Technical Education Center AB,Enskild,"6,4","1,0","5,4","25,2","5,6",.,"14,8","0,5","158,0","77,6",2017
Oscarsgymnasiet A,85459854,Oskarshamn,0882,2120000761,Oskarshamn,Kommunal,"33,0","1,1","31,9","34,5","81,8",.,"10,4","1,0","332,0","87,3",2017
Oscarsgymnasiet B,81876614,Oskarshamn,0882,2120000761,Oskarshamn,Kommunal,"27,2","1,1","26,1","45,5","75,4",.,"10,3","1,0","269,0","83,1",2017
Oscarsgymnasiet C,44963095,Oskarshamn,0882,2120000761,Oskarshamn,Kommunal,"7,6","0,5","7,1","73,6","73,3","14,1","14,2","0,5","202,0","66,4",2017
Oscarsgymnasiet D,18711877,Oskarshamn,0882,2120000761,Oskarshamn,Kommunal,"28,6","1,1","27,5","59,6","86,8","3,6","8,0","1,0","221,0","86,8",2017
Voxnadalens gymnasium,67071618,Ovanåker,2121,2120002304,Ovanåker,Kommunal,"40,5","1,8","38,7","49,8","77,1","2,6","8,5","0,5","658,0","92,8",2017
Laestadiusskolan,75324351,Pajala,2521,2220000760,Pajala,Kommunal,"22,1","1,0","21,1","49,5","77,0","4,7","7,7","0,5","324,0","71,8",2017
Partille gymnasium/IM,21862642,Partille,1402,2120001272,Partille,Kommunal,"13,1",.,"13,1","68,6","90,4",.,"7,0",.,.,"98,5",2017
Partille Gymnasium/Nat. Prg.,61229217,Partille,1402,2120001272,Partille,Kommunal,"14,0",.,"14,0","55,7","82,1",.,"18,9",.,.,"98,9",2017
Perstorp Gymnasium,58929357,Perstorp,1275,5560246513,Perstorp Aktiebolag,Enskild,"9,0","0,9","8,1","56,9","87,6",.,"9,4","0,1","760,0","100,0",2017
Grans naturbruksgymnasium,42517257,Piteå,2581,2120002759,Piteå,Kommunal,"19,0","1,0","18,0","77,2","68,9","10,0","7,8","0,5","280,0","80,0",2017
Strömbacka Frigg,70376604,Piteå,2581,2120002759,Piteå,Kommunal,"23,8","1,0","22,8","69,6","90,3","8,8","9,7","0,8","294,7","89,5",2017
Strömbacka Hugin,59575030,Piteå,2581,2120002759,Piteå,Kommunal,"20,4","1,0","19,4","46,3","86,6","10,3","13,6","0,7","406,2","100,0",2017
Strömbacka Magne,93503103,Piteå,2581,2120002759,Piteå,Kommunal,"22,3","0,5","21,8","26,2","77,7","4,6","7,4","0,3","640,0","83,4",2017
Strömbacka Mimer,18617410,Piteå,2581,2120002759,Piteå,Kommunal,"22,4",.,"22,4","67,3","89,4","7,2","16,2","0,7","558,5","85,2",2017
Strömbacka Mjölner,41697930,Piteå,2581,2120002759,Piteå,Kommunal,"34,2","1,0","33,2","32,7","75,9","2,4","8,6","0,9","316,7","82,5",2017
Strömbacka Munin,28025244,Piteå,2581,2120002759,Piteå,Kommunal,"21,0","1,0","20,0","71,1","81,6","4,5","11,3","0,6","378,3","86,1",2017
"Jämtlands Gymn, Bispgården",17184072,Ragunda,2303,2220001636,Ragunda,Kommunal,"6,1","1,0","5,1","52,0","67,6",.,"17,5",.,.,"76,5",2017
Lärcentrum,34838015,Robertsfors,2409,2120002551,Robertsfors,Kommunal,"4,6","0,6","4,0","87,2","88,2","29,0","7,6","0,2","200,0","98,5",2017
Gymnasieskolan Knut Hahn 1,40338843,Ronneby,1081,2120000837,Ronneby,Kommunal,"29,7",.,"29,7","58,2","89,1","3,4","9,8","0,8","362,5","97,1",2017
Gymnasieskolan Knut Hahn 2,77440824,Ronneby,1081,2120000837,Ronneby,Kommunal,"25,1",.,"25,1","29,6","78,6","4,0","9,7","1,0","244,0","94,8",2017
Gymnasieskolan Knut Hahn 3,13883567,Ronneby,1081,2120000837,Ronneby,Kommunal,"26,3","1,0","25,3","68,0","62,9","4,0","10,8","1,0","273,0","76,3",2017
Gymnasieskolan Knut Hahn 4,71069359,Ronneby,1081,2120000837,Ronneby,Kommunal,"6,8","1,0","5,8",.,.,.,"10,3",.,.,"100,0",2017
Naturbruksgymnasiet i Blekinge,86896907,Ronneby,1081,2120000837,Ronneby,Kommunal,"16,5","1,0","15,5","60,3","64,5","6,5","6,4","0,3","396,0","90,3",2017
Stiernhööksgymnasiet,14292382,Rättvik,2031,2120002171,Rättvik,Kommunal,"51,4","0,6","50,8","61,5","92,7","5,9","7,9","2,0","201,5","83,9",2017
ABB Industrigymnasium Sala,51981332,Sala,1981,5566081740,Industritekniska Gymnasiet Bergslagen AB,Enskild,"4,9","0,8","4,1","53,1","100,0","2,5","9,9","0,1","800,0","87,7",2017
Kungsängsgymnasiet,87859089,Sala,1981,2120002098,Sala,Kommunal,"35,3","1,0","34,3","37,1","75,1",.,"14,0",.,.,"83,6",2017
Västmanland naturbruksgy. Ösby,54764253,Sala,1981,2120002098,Sala,Kommunal,"24,4","0,9","23,5","52,1","69,5",.,"9,0","0,2","1 247,1","82,2",2017
Rönninge gymnasium,98908403,Salem,0128,2120002874,Salem,Kommunal,"42,7","1,0","41,7","59,1","94,2","2,1","13,9","2,0","290,5","91,8",2017
Bessemerskolan,16493131,Sandviken,2181,2120002346,Sandviken,Kommunal,"97,3","0,8","96,5","41,4","64,9","1,0","8,7","2,0","421,0","84,2",2017
Bessemerskolan_IM,33528519,Sandviken,2181,2120002346,Sandviken,Kommunal,"33,3","0,2","33,1","68,9","88,3",.,"8,3","2,0","137,0","83,9",2017
Göranssonska skolan,41119610,Sandviken,2181,5563048791,Sandvik Utbildningsaktiebolag,Enskild,"22,5","1,0","21,5","35,7","57,6",.,"8,7","0,1","1 860,0","93,5",2017
Arlandagymnasiet 1,83272868,Sigtuna,0191,2120000225,Sigtuna,Kommunal,"16,7","1,0","15,7","62,6","87,4",.,"16,2","1,0","255,0","93,8",2017
Arlandagymnasiet 2,11526364,Sigtuna,0191,2120000225,Sigtuna,Kommunal,"7,7","0,4","7,4","71,4","82,5","3,4","7,8","0,4","165,7","88,0",2017
Arlandagymnasiet 3,48304166,Sigtuna,0191,2120000225,Sigtuna,Kommunal,"15,8","1,0","14,8","21,5","58,5","3,4","8,4","0,6","193,8","78,0",2017
Arlandagymnasiet 4,66912789,Sigtuna,0191,2120000225,Sigtuna,Kommunal,"17,2","0,8","16,4","36,5","81,7","3,0","11,5","0,8","233,3","86,8",2017
Arlandagymnasiet 5,66494337,Sigtuna,0191,2120000225,Sigtuna,Kommunal,"21,0","1,0","20,0","64,9","77,8","3,8","9,2","1,5","122,7","88,3",2017
Arlandagymnasiet 6,43318533,Sigtuna,0191,2120000225,Sigtuna,Kommunal,"15,7","1,0","14,7","59,5","90,9",.,"9,4","0,6","250,9","93,3",2017
Praktiska Märsta,24982097,Sigtuna,0191,5562575786,Praktiska Sverige AB,Enskild,"8,8",.,"8,8","60,2","28,4",.,"13,1","0,2","575,0","56,8",2017
"Sigtunaskolan hum. läroverket, gy",45552626,Sigtuna,0191,8148002879,Sigtuna Skolstiftelse,Enskild,"24,8",.,"24,8","55,7","84,1","1,0","12,7","0,3","1 260,0","75,5",2017
"Sigtunaskolan hum. läroverket, int gy*",50906954,Sigtuna,0191,8148002879,Sigtuna Skolstiftelse,Enskild,"18,7","0,2","18,5","53,4",.,.,"8,6","0,3","636,0","66,1",2017
Sveriges Ridgymnasium Sigtuna,97104132,Sigtuna,0191,5566814504,Sveriges Ridgymnasium AB,Enskild,"4,9","0,7","4,3","89,2","48,4",.,"11,3",.,.,"85,9",2017
Nova Academy,16748680,Simrishamn,1291,2120000969,Simrishamn,Kommunal,"15,9","1,0","14,9","48,1","83,5","6,7","13,1","0,2","970,0","89,6",2017
Österlengymnasiet,68597767,Simrishamn,1291,2120000969,Simrishamn,Kommunal,"22,0","1,0","21,0","57,1","82,2",.,"7,9","1,4","118,4","73,1",2017
"Malenagymnasiet, Rektorsområde 1",27964873,Sjöbo,1265,2120001090,Sjöbo,Kommunal,"25,8","1,0","24,8","22,5","57,7","3,0","6,9","0,5","340,0","91,5",2017
"Malenagymnasiet, Rektorsområde 2",76532989,Sjöbo,1265,2120001090,Sjöbo,Kommunal,"0,6","0,3","0,3",.,"100,0","100,0","188,0","0,1","470,0","100,0",2017
Katedralskolan Skara Ro B,30706655,Skara,1495,2120001702,Skara,Kommunal,"20,0","1,0","19,0","35,4","90,9",.,"13,3","0,5","477,4","94,7",2017
Katedralskolan Skara Ro C,65674821,Skara,1495,2120001702,Skara,Kommunal,"23,4","0,7","22,7","53,7","87,5",.,"10,7","0,3","739,4","100,0",2017
Katedralskolan Skara Ro D,92332557,Skara,1495,2120001702,Skara,Kommunal,"32,5","1,0","31,5","41,0","54,8",.,"8,3","0,3","790,9","72,9",2017
Olinsgymnasiet,16555851,Skara,1495,5569998932,Olinsgymnasiet i Skara AB,Enskild,"2,7","0,2","2,5","63,7","70,2",.,"9,7","0,0","2 400,0","81,9",2017
Anderstorpsgymnasiet,78690637,Skellefteå,2482,2120002643,Skellefteå,Kommunal,"114,7","3,9","110,8","57,0","89,9","1,8","10,2","3,0","375,3","97,3",2017
Anderstorpsgymnasiet Hammarängen,24653673,Skellefteå,2482,2120002643,Skellefteå,Kommunal,"6,0",.,"6,0",.,"66,7",.,"10,7",.,.,"100,0",2017
Baldergymnasiet,38048202,Skellefteå,2482,2120002643,Skellefteå,Kommunal,"96,2","4,0","92,2","57,3","94,2","3,0","11,8","3,6","303,3","98,9",2017
Guldstadsgymnasiet i Skellefteå,90990441,Skellefteå,2482,5569173635,Honesta Skolutveckling AB,Enskild,"10,0","1,0","9,0","57,9","69,0",.,"14,5","0,2","655,0","57,9",2017
Naturbruksgymnasiet i Burträsk,86319615,Skellefteå,2482,2120002643,Skellefteå,Kommunal,"13,4","0,4","13,0","30,0","19,2","6,2","5,1","0,3","264,0","90,0",2017
Praktiska Skellefteå,87303004,Skellefteå,2482,5562575786,Praktiska Sverige AB,Enskild,"14,4","1,8","12,6","47,6","41,3","7,9","13,4","0,4","422,5","80,2",2017
Yrkesgymnasiet Skellefteå,97835550,Skellefteå,2482,5566139290,Thorengruppen AB,Enskild,"10,0","1,0","9,0","61,1","66,7",.,"12,3",.,.,"44,4",2017
Nils Holgerssongy i Skurup,22446331,Skurup,1264,2120001082,Skurup,Kommunal,"27,3","0,4","26,9","37,2","76,2","3,7","6,5","1,0","174,0","78,1",2017
IT-Gymnasiet Skövde,26671095,Skövde,1496,5565970471,IT Gymnasiet Sverige AB,Enskild,"17,4","1,0","16,4","39,4","60,7",.,"12,4","0,4","507,5","69,3",2017
Kavelbro enhet 876,42911621,Skövde,1496,2120001710,Skövde,Kommunal,"27,7","1,0","26,7","28,0","58,3","1,2","9,8","0,2","1 300,0","62,3",2017
Kavelbro enhet 877,40575001,Skövde,1496,2120001710,Skövde,Kommunal,"23,6","1,0","22,6","62,4","82,8","1,5","11,2","0,2","1 260,0","83,1",2017
Kavelbro enhet 878,43998440,Skövde,1496,2120001710,Skövde,Kommunal,"27,3","1,0","26,3","72,1","73,3",.,"8,9","1,8","133,1","92,4",2017
Lichron Teknikgymnasium Skövde,75027822,Skövde,1496,5567560635,Lichron Teknik AB,Enskild,"11,2","1,0","10,2","25,5","16,7","2,0","9,9","0,2","673,3","89,2",2017
Plusgymnasiet i Skövde,26508763,Skövde,1496,5565789129,Plusgymnasiet AB,Enskild,"20,4","1,0","19,4","65,9","69,3","5,2","13,4","0,2","1 300,0","85,8",2017
Volvogymnasiet Skövde,21850904,Skövde,1496,5560743089,Volvo Personvagnar Aktiebolag,Enskild,"15,3","0,8","14,5","40,7","73,7","1,4","9,9","0,1","1 440,0","99,4",2017
Västerhöjd enhet 871,65320354,Skövde,1496,2120001710,Skövde,Kommunal,"26,8",.,"26,8","41,4","98,7","7,2","16,1","0,6","718,3","99,3",2017
Västerhöjd enhet 872,77544055,Skövde,1496,2120001710,Skövde,Kommunal,"20,1",.,"20,1","57,6","87,5","6,0","16,6","1,0","319,2","93,5",2017
Västerhöjd enhet 873,49112879,Skövde,1496,2120001710,Skövde,Kommunal,"22,5",.,"22,5","53,8","95,2","1,6","9,1","0,5","455,6","94,7",2017
Västerhöjd enhet 874,30279258,Skövde,1496,2120001710,Skövde,Kommunal,"23,8",.,"23,8","46,6","94,7","0,8","14,5","0,6","576,7","96,9",2017
Västerhöjd enhet 875,16198647,Skövde,1496,2120001710,Skövde,Kommunal,"19,2","1,0","18,2","49,8","86,2","3,7","11,6","0,3","700,0","90,0",2017
VBU Smeden,12496135,Smedjebacken,2061,2220000802,Smedjebacken,Kommunal,"12,7","1,0","11,7","50,4","43,3",.,"8,8","0,5","206,0","88,9",2017
VBU Stegelbacken,29220606,Smedjebacken,2061,2220000802,Smedjebacken,Kommunal,"23,8","1,0","22,8","58,5","58,5","4,4","7,7","0,5","352,0","66,7",2017
Sollefteå gymnasium,76903284,Sollefteå,2283,2120002437,Sollefteå,Kommunal,"83,3","1,0","82,3","47,5","68,6","3,4","8,6","1,8","393,3","82,6",2017
Consensum Gymnasium Sollentuna,68649663,Sollentuna,0163,5566023684,Consensum Lund AB,Enskild,"10,3","0,7","9,6","64,6","76,1","1,1","14,6","0,1","2 000,0","85,3",2017
Häggviks Gymnasium,43623146,Sollentuna,0163,5564715729,Utvecklingspedagogik Sverige Aktiebolag,Enskild,"4,4","0,1","4,3","95,3","95,3","7,1","4,2","0,1","180,0","83,5",2017
"Mikael Elias Gymnasium, Sollentuna",49141105,Sollentuna,0163,5565583282,Mikael Elias Gymnasium AB,Enskild,"12,2","1,0","11,2","55,1","51,8",.,"17,0","0,2","950,0","63,9",2017
NTI-gymnasiet Sollentuna,15870428,Sollentuna,0163,5561203679,Nordens Teknikerinstitut Aktiebolag (Nti),Enskild,"13,9","1,0","12,9","43,3","56,1","6,2","14,8","0,2","955,0","63,9",2017
Rudbeck Ekonomiprogrammet,26646080,Sollentuna,0163,2120000134,Sollentuna,Kommunal,"18,4","1,0","17,4","71,2","94,2",.,"26,6","8,7","53,1","94,2",2017
Rudbeck El- och energi & Teknikprogrammet,26750052,Sollentuna,0163,2120000134,Sollentuna,Kommunal,"22,5","1,0","21,5","40,3","81,4","9,3","16,6",.,.,"95,3",2017
Rudbeck Estetiska & Samhällsvetenskapsprogrammet,18974693,Sollentuna,0163,2120000134,Sollentuna,Kommunal,"27,3","1,0","26,3","53,7","95,2",.,"17,2",.,.,"94,3",2017
Rudbeck Humanistiska programmet & AST-enheten,26996566,Sollentuna,0163,2120000134,Sollentuna,Kommunal,"38,7","1,0","37,7","77,4","97,3",.,"1,8",.,.,"100,0",2017
Rudbeck Introduktionsprogrammen,15832056,Sollentuna,0163,2120000134,Sollentuna,Kommunal,"21,4","1,0","20,4","78,4","91,2",.,"11,1",.,.,"98,7",2017
Rudbeck Naturvetenskapsprogrammet,27704246,Sollentuna,0163,2120000134,Sollentuna,Kommunal,"31,6","1,0","30,6","46,9","87,7",.,"16,1",.,.,"86,9",2017
Yrkesgymnasiet Sollentuna,81997762,Sollentuna,0163,5566139290,Thorengruppen AB,Enskild,"12,1","1,0","11,1","47,5","88,7",.,"18,7",.,.,"70,6",2017
"Ingridskolan, gymnasiet",28967085,Solna,0184,5566222013,Ingridskolan AB,Enskild,"8,2",.,"8,2","57,8","37,1","6,4","5,7","0,3","188,0","71,8",2017
Johan Movingers Gymnasium,69747871,Solna,0184,8024142781,Johan Movingers Gymnasium,Enskild,"8,5","0,7","7,8","32,5","72,5",.,"8,3","0,1","650,0","94,9",2017
Peabskolan Solna,70119254,Solna,0184,5564427432,Peabskolan AB,Enskild,"7,0","1,0","6,0","50,0","83,3",.,"10,0",.,.,"100,0",2017
