skolverket_kommunnamn,skolverket_skolnamn,school_unit,huvudman,skolverket_huvudman_namn,skolverket_helttj_larare_tcv105,skolverket_helttj_larare_leg_tcv105,skolverket_and_helttj_larare_leg_tcv105,skolverket_helttj_forstelarare_tcv105,skolverket_ant_larare_tcv105,skolverket_ant_larare_pedex_tcv105,skolverket_and_larare_pedex_tcv105,skolverket_ant_behoriga_tcv105,skolverket_and_behoriga_tcv105,skolverket_ant_forstelarare_tcv105,year
Kalmar,Naturbruksgymnasiet Kalmar 1,88624631,Enskild,Hushållningssällskapet Kalmar-Kronoberg-Blekinge,"2,9","1,5","52,2",.,5,5,"100,0",3,"60,0",.,2018
Kalmar,Plusgymnasiet Kalmar,37358234,Enskild,Plusgymnasiet AB,"2,5","1,2","49,4","0,9",5,2,"40,0",3,"60,0",1,2018
Kalmar,Praktiska Kalmar,31657916,Enskild,Praktiska Sverige AB,"3,6","1,2","32,4",.,5,4,"80,0",3,"60,0",.,2018
Kalmar,SYAB Transportgymnasium,46241804,Enskild,SYAB Transportgymnasium AB,"2,7","1,0","37,0","1,0",4,3,"75,0",2,"50,0",1,2018
Kalmarsunds gymnasieförbund,"Jenny Nyströmsskolan 1 HT, IM",62439199,Kommunal,Kalmarsunds gymnasieförbund,"1,7","1,7","100,0","1,0",3,2,"66,7",3,"100,0",1,2018
Kalmarsunds gymnasieförbund,"Jenny Nyströmsskolan 2 ES, RL",66132676,Kommunal,Kalmarsunds gymnasieförbund,"3,5","3,5","100,0","4,5",5,5,"100,0",5,"100,0",5,2018
Kalmarsunds gymnasieförbund,"Jenny Nyströmsskolan 3 NA, GYSÄR",57942242,Kommunal,Kalmarsunds gymnasieförbund,"6,6","6,6","100,0","1,0",7,7,"100,0",7,"100,0",1,2018
Kalmarsunds gymnasieförbund,"Jenny Nyströmsskolan 4 BF, VO",80762863,Kommunal,Kalmarsunds gymnasieförbund,"7,9","7,1","89,9","0,5",9,9,"100,0",9,"100,0",1,2018
Kalmarsunds gymnasieförbund,"Lars Kaggskolan 1 NA, HV",77688926,Kommunal,Kalmarsunds gymnasieförbund,"22,5","21,1","93,8","5,0",25,24,"96,0",24,"96,0",5,2018
Kalmarsunds gymnasieförbund,"Lars Kaggskolan 2 TE, VF",14508922,Kommunal,Kalmarsunds gymnasieförbund,"16,0","9,6","60,3","2,0",17,12,"70,6",11,"64,7",2,2018
Kalmarsunds gymnasieförbund,Lars Kaggskolan 3 IM,89409574,Kommunal,Kalmarsunds gymnasieförbund,"3,3","3,2","96,4",.,4,4,"100,0",4,"100,0",.,2018
Kalmarsunds gymnasieförbund,"Lars Kaggskolan 4 BA, EE, FT",69629086,Kommunal,Kalmarsunds gymnasieförbund,"7,0","5,3","75,5",.,13,12,"92,3",6,"46,2",.,2018
Kalmarsunds gymnasieförbund,"Stagneliusskolan 1 SA, SA-A, HA-A, IMIND-A",21008461,Kommunal,Kalmarsunds gymnasieförbund,"21,3","18,7","87,6","3,6",28,28,"100,0",26,"92,9",5,2018
Kalmarsunds gymnasieförbund,"Stagneliusskolan 2 EK, HA",54606928,Kommunal,Kalmarsunds gymnasieförbund,"13,5","12,5","92,8","3,7",24,23,"95,8",23,"95,8",7,2018
Kalmarsunds gymnasieförbund,"Stagneliusskolan 3, SA",53893730,Kommunal,Kalmarsunds gymnasieförbund,"19,9","15,9","80,0","5,5",33,30,"90,9",27,"81,8",7,2018
Karlshamn,Fria Läroverken i Karlshamn,42573391,Enskild,Gymnasieskolor i Syd AB,"5,4","2,0","37,4","1,0",10,6,"60,0",5,"50,0",1,2018
Karlshamn,Vägga gymnasieskola 2,64574972,Kommunal,Karlshamn,"18,2","15,5","85,3","3,7",50,45,"90,0",41,"82,0",10,2018
Karlshamn,Vägga gymnasieskola 3,19741742,Kommunal,Karlshamn,"11,6","9,7","83,7","2,9",40,37,"92,5",35,"87,5",6,2018
Karlshamn,Vägga gymnasieskola 4,29032715,Kommunal,Karlshamn,"17,3","14,9","85,7","2,2",48,44,"91,7",40,"83,3",5,2018
Karlskoga,Karlskoga Idrottsgymnasium,45830583,Enskild,Karlskoga Idrottsgymnasium AB,"4,3","2,7","63,7","0,9",12,6,"50,0",6,"50,0",1,2018
Karlskoga,Möckelngymnasiet Ro 2,48931433,Kommunal,Karlskoga,"20,1","18,3","91,1","3,0",27,26,"96,3",26,"96,3",3,2018
Karlskoga,Möckelngymnasiet Ro 3,97270136,Kommunal,Karlskoga,"6,7","4,6","69,0","1,4",16,16,"100,0",14,"87,5",2,2018
Karlskoga,Möckelngymnasiet Ro 4,19909435,Kommunal,Karlskoga,"10,2","10,1","98,5","2,8",17,17,"100,0",17,"100,0",3,2018
Karlskrona,af Chapmangymnasiet,30530571,Kommunal,Karlskrona,"34,8","29,6","84,8","3,6",42,37,"88,1",36,"85,7",4,2018
Karlskrona,Aspero Idrottsgymn. Karlskrona,78839208,Enskild,Aspero Friskolor AB,"9,2","6,4","69,9","2,0",13,11,"84,6",10,"76,9",2,2018
Karlskrona,Ehrensvärdska gymnasiet,96024712,Kommunal,Karlskrona,"42,7","35,4","82,9",.,47,42,"89,4",41,"87,2",.,2018
Karlskrona,Fischerströmska gymnasiet,36845597,Kommunal,Karlskrona,"2,5","0,6","25,1",.,4,4,"100,0",2,"50,0",.,2018
Karlskrona,"Mikael Elias Gymnasium, Karlskrona",30458073,Enskild,Mikael Elias Gymnasium AB,"1,6","0,8","50,0",.,4,4,"100,0",4,"100,0",.,2018
Karlskrona,Praktiska Karlskrona,40829056,Enskild,Praktiska Sverige AB,"2,3","0,9","38,1",.,4,2,"50,0",2,"50,0",.,2018
Karlskrona,Törnströmska gymnasiet,85800840,Kommunal,Karlskrona,"19,6","16,8","85,6","4,0",22,20,"90,9",19,"86,4",4,2018
Karlstad,Fria Läroverken Karlstad,27115998,Enskild,Fria Läroverken i Sverige AB,"24,1","16,4","67,9","5,3",36,24,"66,7",25,"69,4",6,2018
Karlstad,KLARA Teoretiska Gymnasium Karlstad,79516949,Enskild,Klaragymnasium AB,"19,2","17,2","89,6","4,0",22,22,"100,0",20,"90,9",4,2018
Karlstad,Lillerudsgymnasiet,65662401,Enskild,Lillerudsgymnasiet AB,"8,8","7,5","85,7","2,0",11,10,"90,9",9,"81,8",2,2018
Karlstad,Nobelgymnasiet,39583059,Kommunal,Karlstad,"19,6","17,3","88,6","7,1",28,27,"96,4",25,"89,3",8,2018
Karlstad,NTI Gymnasiet Karlstad,41867682,Enskild,IT Gymnasiet Sverige AB,"4,3","3,3","77,1","0,8",5,4,"80,0",4,"80,0",1,2018
Karlstad,Praktiska Karlstad,38645259,Enskild,Praktiska Sverige AB,"3,6","2,2","60,6","1,0",5,5,"100,0",3,"60,0",1,2018
Karlstad,Sundstagymnasiet,96684210,Kommunal,Karlstad,"50,8","49,5","97,4","8,7",70,66,"94,3",68,"97,1",9,2018
Karlstad,Thoren Business School Karlstad,87207941,Enskild,Thorengruppen AB,"13,0","10,6","81,5","4,0",15,13,"86,7",12,"80,0",4,2018
Karlstad,Tingvallagymnasiet,11673760,Kommunal,Karlstad,"25,4","23,6","93,0","7,4",35,34,"97,1",32,"91,4",8,2018
Karlstad,Älvkullegymnasiet,46574937,Kommunal,Karlstad,"48,8","41,8","85,8","9,8",70,64,"91,4",58,"82,9",11,2018
Katrineholm,Duveholmsgymnasiet 1,23836342,Kommunal,Katrineholm,"13,5","11,3","84,1","0,3",37,35,"94,6",33,"89,2",4,2018
Katrineholm,Duveholmsgymnasiet 3,10193789,Kommunal,Katrineholm,"0,1","0,1","100,0",.,1,1,"100,0",1,"100,0",.,2018
Katrineholm,Katrineholms Tekniska College 1,63791419,Kommunal,Katrineholm,"14,3","11,9","83,0","2,0",37,35,"94,6",33,"89,2",5,2018
Katrineholm,Katrineholms Tekniska College 2,39805497,Kommunal,Katrineholm,"7,4","5,8","78,3","1,0",30,29,"96,7",26,"86,7",5,2018
Katrineholm,Lindengymnasiet,38400227,Kommunal,Katrineholm,"12,4","10,4","83,6","1,8",15,15,"100,0",14,"93,3",2,2018
Kiruna,Rymdgymnasiet,90006712,Enskild,Malmens Friskola AB,"6,5","3,2","48,8","1,0",11,7,"63,6",6,"54,5",1,2018
Klippan,"Flygteknikcenter, Ljungbyhed",43649848,Kommunal,Klippan,"2,7","2,2","83,3",.,5,5,"100,0",4,"80,0",.,2018
Klippan,Segragymnasiet Klippan,75344502,Enskild,Sveriges Naturbruksgymnasium AB,"4,1","2,7","66,5","1,0",6,4,"66,7",4,"66,7",1,2018
Klippan,Tegelbruksskolan,84247499,Kommunal,Klippan,"5,8","4,8","82,6","1,0",7,6,"85,7",6,"85,7",1,2018
Klippan,Åbyskolan 1,27041885,Kommunal,Klippan,"5,3","4,8","90,6","1,0",15,14,"93,3",13,"86,7",2,2018
Klippan,Åbyskolan 2,39149668,Kommunal,Klippan,"14,3","14,0","97,9","1,9",19,19,"100,0",19,"100,0",2,2018
Klippan,Åbyskolan 3,13509408,Kommunal,Klippan,"0,1","0,0","0,0",.,1,0,"0,0",0,"0,0",.,2018
Knivsta,Sjögrenska gymnasiet,97064126,Kommunal,Knivsta,"3,3","2,4","74,4","0,5",9,9,"100,0",8,"88,9",1,2018
Kommunsamverkan cura individutveckling,Klaragymnasiet med internat,15763669,Kommunal,Kommunsamverkan cura individutveckling,"13,5","9,1","67,4",.,15,13,"86,7",12,"80,0",.,2018
Kramfors,Räddningsgymnasiet Sandö,38233622,Kommunal,Kramfors,"6,1","4,9","80,3","1,0",8,8,"100,0",7,"87,5",1,2018
Kramfors,Ådalsskolan 2,48722826,Kommunal,Kramfors,"32,0","22,2","69,4","2,8",40,34,"85,0",28,"70,0",3,2018
Kristianstad,Academy of Retail and Business (ARB),85014247,Enskild,Academy of Retail and Business Education Kristianstad AB,"1,4","0,6","41,7",.,5,4,"80,0",3,"60,0",.,2018
Kristianstad,Christian 4:s Gymnasium ES,73063662,Kommunal,Kristianstad,"12,9","11,8","91,4","3,2",27,25,"92,6",22,"81,5",4,2018
Kristianstad,"Christian 4:s Gymnasium HA, HT",20734425,Kommunal,Kristianstad,"1,4","0,9","66,7",.,9,9,"100,0",8,"88,9",.,2018
Kristianstad,Christian 4:s Gymnasium IM,71073360,Kommunal,Kristianstad,"4,3","1,3","29,2",.,5,4,"80,0",2,"40,0",.,2018
Kristianstad,Drottning Blankas Gymnasieskola Kristianstad,67554405,Enskild,Plusgymnasiet AB,"18,5","17,0","91,6","8,9",23,23,"100,0",23,"100,0",9,2018
Kristianstad,Framtidsgymnasiet Kristianstad,71571158,Enskild,Framtidsgymnasiet i Sverige AB,"8,9","2,6","29,2","1,0",10,5,"50,0",4,"40,0",1,2018
Kristianstad,LBS Ljud & Bildskolan Kristianstad,43251309,Enskild,Ljud & Bildskolan Lbs AB,"6,0","3,6","59,7","2,0",8,4,"50,0",5,"62,5",2,2018
Kristianstad,"Milnergymnasiet BF, HV, VO",97596286,Kommunal,Kristianstad,"9,7","7,5","78,0","0,6",13,12,"92,3",12,"92,3",1,2018
Kristianstad,NTI Gymnasiet Kristianstad,53691739,Enskild,IT Gymnasiet Sverige AB,"3,5","1,5","42,8","2,0",5,4,"80,0",3,"60,0",2,2018
Kristianstad,Praktiska Kristianstad,86473502,Enskild,Praktiska Sverige AB,"3,8","1,3","32,9",.,5,3,"60,0",3,"60,0",.,2018
Kristianstad,Söderportgymnasiet EK,59849681,Kommunal,Kristianstad,"11,5","9,0","78,8","1,2",38,32,"84,2",31,"81,6",2,2018
Kristianstad,"Söderportgymnasiet HA, IB, NA",98239050,Kommunal,Kristianstad,"15,2","12,7","83,9","2,4",38,35,"92,1",34,"89,5",7,2018
Kristianstad,"Söderportgymnasiet HU, SA",73944169,Kommunal,Kristianstad,"17,8","16,1","90,6","1,8",38,36,"94,7",34,"89,5",4,2018
Kristianstad,Söderportgymnasiet RG,94455820,Kommunal,Kristianstad,"3,0","1,9","64,3","1,0",7,7,"100,0",6,"85,7",1,2018
Kristianstad,"Wendesgymnasiet BA, HV",58368956,Kommunal,Kristianstad,"5,8","4,7","81,8","1,7",10,10,"100,0",8,"80,0",2,2018
Kristianstad,"Wendesgymnasiet FT, VF",73567152,Kommunal,Kristianstad,"6,2","5,0","80,6","1,9",12,12,"100,0",10,"83,3",3,2018
Kristianstad,Önnestadsgymnasiet,61547652,Enskild,Hushållningssällskapets Kompetensutveckling i Syd AB (HUSKAB),"8,2","6,5","79,8","2,0",10,8,"80,0",7,"70,0",2,2018
Kristianstad,"Österänggymnasiet EE, IN, RL",60209222,Kommunal,Kristianstad,"6,1","5,6","92,3","2,2",24,24,"100,0",22,"91,7",3,2018
Kristianstad,"Österänggymnasiet HT, SA",62104139,Kommunal,Kristianstad,"10,0","9,5","95,2","1,0",35,34,"97,1",33,"94,3",2,2018
Kristianstad,"Österänggymnasiet NA, TE",87034307,Kommunal,Kristianstad,"24,2","23,6","97,6","3,0",47,47,"100,0",46,"97,9",4,2018
Kristinehamn,Brogårdsgymnasiet,78872213,Kommunal,Kristinehamn,"22,5","18,9","84,2","4,0",26,24,"92,3",22,"84,6",4,2018
Kristinehamn,Presterudsgymnasiet,84286698,Kommunal,Kristinehamn,"5,0","3,6","71,9",.,8,6,"75,0",6,"75,0",.,2018
Krokom,Dille Gård Naturbruksgymnasium,62490359,Enskild,Dille Gård AB,"3,8","2,9","74,6",.,7,6,"85,7",5,"71,4",.,2018
Kumla,John Norlandergymnasiet,23350817,Kommunal,Kumla,"2,6","2,0","76,9",.,4,4,"100,0",4,"100,0",.,2018
Kungsbacka,Aranäsgymnasiet Enhet 1,76860623,Kommunal,Kungsbacka,"14,6","13,1","89,6","1,8",40,37,"92,5",36,"90,0",3,2018
Kungsbacka,Aranäsgymnasiet Enhet 2,58191646,Kommunal,Kungsbacka,"15,8","14,1","89,1","2,3",39,36,"92,3",34,"87,2",3,2018
Kungsbacka,Aranäsgymnasiet Enhet 3,80405898,Kommunal,Kungsbacka,"13,9","10,6","76,6","1,5",44,36,"81,8",36,"81,8",3,2018
Kungsbacka,Aranäsgymnasiet Enhet 4,56021320,Kommunal,Kungsbacka,"18,1","13,8","76,5",.,46,41,"89,1",36,"78,3",.,2018
Kungsbacka,Aranäsgymnasiet Enhet 5,41358402,Kommunal,Kungsbacka,"2,3","2,3","99,6",.,9,8,"88,9",8,"88,9",.,2018
Kungsbacka,Beda Hallbergs gymnasium,63179610,Kommunal,Kungsbacka,"4,5","4,2","92,0",.,18,17,"94,4",17,"94,4",.,2018
Kungsbacka,Drottning Blankas Gymnasieskola Kungsbacka,64569393,Enskild,Drottning Blankas Gymnasieskola AB,"2,6","2,3","90,0","0,3",7,6,"85,7",6,"85,7",1,2018
Kungsbacka,Elof Lindälvs gymn Enhet 1,87262566,Kommunal,Kungsbacka,"6,3","5,7","90,6",.,10,8,"80,0",8,"80,0",.,2018
Kungsbacka,Elof Lindälvs gymn Enhet 2,64160122,Kommunal,Kungsbacka,"11,6","10,4","88,9","1,2",22,20,"90,9",20,"90,9",2,2018
Kungsbacka,Elof Lindälvs gymn Enhet 3,48217580,Kommunal,Kungsbacka,"15,9","15,8","99,3","3,3",28,27,"96,4",27,"96,4",4,2018
Kungsbacka,Elof Lindälvs gymn Enhet 4,41844601,Kommunal,Kungsbacka,"7,5","5,6","74,7","0,9",17,15,"88,2",13,"76,5",2,2018
Kungsbacka,Elof Lindälvs gymn Enhet 5,51620045,Kommunal,Kungsbacka,"10,8","10,7","99,4","0,9",25,23,"92,0",24,"96,0",1,2018
Kungsbacka,LBS Ljud & Bildskolan Kungsbacka,86888278,Enskild,Ljud & Bildskolan Lbs AB,"3,9","2,5","65,5","0,6",10,7,"70,0",7,"70,0",1,2018
Kungsbacka,Praktiska Kungsbacka,23457902,Enskild,Praktiska Sverige AB,"1,4","1,3","89,3",.,2,2,"100,0",2,"100,0",.,2018
Kungsbacka,Sveriges Ridgymnasium Kungsbacka,27597104,Enskild,Sveriges Ridgymnasium AB,"3,6","1,8","48,1","1,0",5,4,"80,0",4,"80,0",1,2018
Kungälv,Mimers Hus gymnasium Hugin,57397381,Kommunal,Kungälv,"29,6","28,5","96,2","3,4",52,46,"88,5",49,"94,2",7,2018
Kungälv,Mimers Hus gymnasium Munin,56947954,Kommunal,Kungälv,"29,8","25,2","84,4","11,2",53,46,"86,8",48,"90,6",16,2018
Kunskapsförbundet väst,Birger Sjöberggymnasiet 1,50133877,Kommunal,Kunskapsförbundet väst,"38,7","31,0","80,0","5,4",49,42,"85,7",41,"83,7",6,2018
Kunskapsförbundet väst,Magnus Åbergsgymnasiet 1,92949043,Kommunal,Kunskapsförbundet väst,"31,0","26,1","84,4","6,0",37,33,"89,2",30,"81,1",6,2018
Kunskapsförbundet väst,Nils Ericsonsgymnasiet 1,84329061,Kommunal,Kunskapsförbundet väst,"35,6","30,7","86,2",.,40,35,"87,5",34,"85,0",.,2018
Köping,Ullvigymnasiet,72022487,Kommunal,Köping,"42,0","37,2","88,6","8,4",64,56,"87,5",54,"84,4",9,2018
Laholm,Osbecksgymnasiet RO1,71512894,Kommunal,Laholm,"19,3","17,0","88,1","6,0",22,18,"81,8",19,"86,4",6,2018
Laholm,Osbecksgymnasiet RO2,70969556,Kommunal,Laholm,"2,8","2,2","77,7","1,0",5,5,"100,0",5,"100,0",1,2018
Landskrona,Öresundsgymnasiet Landskrona,28248021,Kommunal,Landskrona,"20,2","16,1","79,7","3,0",23,18,"78,3",18,"78,3",3,2018
Lapplands kommunalförbund,Bokenskolan,39555838,Kommunal,Lapplands kommunalförbund,"8,9","5,6","62,6","2,8",15,10,"66,7",9,"60,0",3,2018
Lapplands kommunalförbund,Hjalmar Lundbohmsskolan enhet 1,81619482,Kommunal,Lapplands kommunalförbund,"18,2","16,0","88,3","2,0",25,23,"92,0",23,"92,0",2,2018
Lapplands kommunalförbund,Hjalmar Lundbohmsskolan enhet 2,83829189,Kommunal,Lapplands kommunalförbund,"4,6","4,3","93,4",.,7,7,"100,0",7,"100,0",.,2018
Lapplands kommunalförbund,Hjalmar Lundbohmsskolan enhet 3,46145886,Kommunal,Lapplands kommunalförbund,"6,1","6,0","98,2","1,0",7,6,"85,7",6,"85,7",1,2018
Lapplands kommunalförbund,Hjalmar Lundbohmsskolan enhet 4,12395564,Kommunal,Lapplands kommunalförbund,"8,0","7,3","90,6",.,11,11,"100,0",9,"81,8",.,2018
Lapplands kommunalförbund,Laestadiusskolan,75324351,Kommunal,Lapplands kommunalförbund,"7,8","4,9","61,9","2,7",12,11,"91,7",8,"66,7",3,2018
Lapplands kommunalförbund,Välkommaskolan enhet 1,20666515,Kommunal,Lapplands kommunalförbund,"9,1","9,0","98,4","2,0",11,10,"90,9",10,"90,9",2,2018
Lapplands kommunalförbund,Välkommaskolan enhet 2,37906565,Kommunal,Lapplands kommunalförbund,"5,4","2,1","39,0",.,8,5,"62,5",5,"62,5",.,2018
Lapplands kommunalförbund,Välkommaskolan enhet 3,23063954,Kommunal,Lapplands kommunalförbund,"3,6","3,1","86,1","2,0",4,4,"100,0",4,"100,0",2,2018
Leksand,Leksands gymnasium,44417214,Kommunal,Leksand,"26,5","20,7","78,1","9,4",36,34,"94,4",27,"75,0",10,2018
Lerum,"Lerums Gymnasium, skolenhet 1",25025681,Kommunal,Lerum,"11,2","10,2","91,1","3,0",13,13,"100,0",12,"92,3",3,2018
Lerum,"Lerums Gymnasium, skolenhet 2",88776535,Kommunal,Lerum,"14,7","13,2","89,8","2,0",19,17,"89,5",17,"89,5",2,2018
Lerum,"Lerums Gymnasium, skolenhet 4",49488344,Kommunal,Lerum,"11,4","10,2","89,7",.,17,14,"82,4",14,"82,4",.,2018
Lerum,"Lerums Gymnasium, skolenhet 5",74408578,Kommunal,Lerum,"14,3","12,2","85,0","2,2",17,14,"82,4",15,"88,2",3,2018
Lidingö,Hersby gymnasium,71043974,Kommunal,Lidingö,"51,9","45,6","87,9","11,0",62,58,"93,5",57,"91,9",12,2018
Lidingö,Lunagymnasiet,57777751,Enskild,Utvecklingspedagogik Sverige Aktiebolag,"8,4","6,2","73,7","1,0",13,10,"76,9",8,"61,5",1,2018
Lidingö,Stillerska filmgymnasiet,38732602,Enskild,Stillerska AB,"1,8","0,3","14,3","1,0",2,1,"50,0",1,"50,0",1,2018
Lidköping,"De la Gardiegymnasiet, enhet 1",89807183,Kommunal,Lidköping,"18,7","17,3","92,8","1,9",22,20,"90,9",21,"95,5",2,2018
Lidköping,"De la Gardiegymnasiet, enhet 2",86724994,Kommunal,Lidköping,"5,5","5,5","100,0","3,0",6,6,"100,0",6,"100,0",3,2018
Lidköping,"De la Gardiegymnasiet, enhet 3",61161774,Kommunal,Lidköping,"27,0","25,0","92,5","4,9",35,33,"94,3",33,"94,3",5,2018
Lidköping,"De la Gardiegymnasiet, enhet 4",86158933,Kommunal,Lidköping,"15,9","15,6","98,1","4,6",22,22,"100,0",21,"95,5",5,2018
Lidköping,"De la Gardiegymnasiet, enhet 5",39179525,Kommunal,Lidköping,"2,0","1,1","56,4",.,5,4,"80,0",3,"60,0",.,2018
Lidköping,"De la Gardiegymnasiet, enhet 6",14102256,Kommunal,Lidköping,"7,9","7,9","100,0",.,9,8,"88,9",9,"100,0",.,2018
Lindesberg,Lindeskolan LS 1,75082280,Kommunal,Lindesberg,"2,0","1,2","58,1","0,4",23,20,"87,0",17,"73,9",4,2018
Lindesberg,Lindeskolan LS 2,75914181,Kommunal,Lindesberg,"22,4","16,2","72,6","3,9",67,53,"79,1",50,"74,6",8,2018
Lindesberg,Lindeskolan LS 3,39302565,Kommunal,Lindesberg,"11,7","9,1","78,0","2,0",49,37,"75,5",34,"69,4",7,2018
Lindesberg,Lindeskolan LS 4,96818167,Kommunal,Lindesberg,"12,9","9,3","72,3","2,2",51,38,"74,5",35,"68,6",6,2018
Linköping,Anders Ljungstedts gymnasium 10,89357497,Kommunal,Linköping,"1,8","1,6","90,3","0,9",12,11,"91,7",11,"91,7",2,2018
Linköping,Anders Ljungstedts gymnasium 3,36072799,Kommunal,Linköping,"4,5","4,5","100,0","0,1",19,18,"94,7",19,"100,0",1,2018
Linköping,Anders Ljungstedts gymnasium 4,61432781,Kommunal,Linköping,"6,4","5,9","92,2","1,0",20,19,"95,0",20,"100,0",2,2018
Linköping,Anders Ljungstedts gymnasium 7,78287294,Kommunal,Linköping,"7,0","4,7","67,1","1,6",22,20,"90,9",18,"81,8",4,2018
Linköping,Anders Ljungstedts gymnasium 8,74316305,Kommunal,Linköping,"7,9","7,5","95,3","2,3",25,22,"88,0",24,"96,0",5,2018
Linköping,Anders Ljungstedts gymnasium 9,39096170,Kommunal,Linköping,"4,4","4,2","94,3",.,20,20,"100,0",19,"95,0",.,2018
Linköping,Berzeliusskolan 1,79527481,Kommunal,Linköping,"21,5","19,7","91,4","4,7",33,30,"90,9",31,"93,9",6,2018
Linköping,Berzeliusskolan 2,67300857,Kommunal,Linköping,"20,8","20,8","100,0","2,9",27,26,"96,3",27,"100,0",3,2018
Linköping,Birgittaskolan 1,99279503,Kommunal,Linköping,"15,4","14,1","91,4","3,9",21,20,"95,2",19,"90,5",4,2018
Linköping,Birgittaskolan 2,63653488,Kommunal,Linköping,"10,4","10,1","97,1","1,7",15,15,"100,0",15,"100,0",2,2018
Linköping,Drottning Blankas Gymnasieskola Linköping,70412563,Enskild,Drottning Blankas Gymnasieskola AB,"3,0","2,9","96,7",.,5,4,"80,0",4,"80,0",.,2018
Linköping,Folkungaskolan 1,24544503,Kommunal,Linköping,"20,4","16,9","82,7","3,0",37,36,"97,3",33,"89,2",5,2018
Linköping,Folkungaskolan 2,25392789,Kommunal,Linköping,"19,8","18,6","93,6","4,5",37,35,"94,6",34,"91,9",6,2018
Linköping,Framtidsgymnasiet Linköping,72109637,Enskild,Framtidsgymnasiet Öst AB,"3,4","2,0","58,8",.,4,2,"50,0",2,"50,0",.,2018
Linköping,Fria Läroverken Linköping,69240218,Enskild,Fria Läroverken i Sverige AB,"15,4","13,7","88,6","2,0",21,18,"85,7",18,"85,7",2,2018
Linköping,Hagströmska gymnasiet Linköping,14057258,Enskild,Hagströmska Gymnasiet AB,"3,0","1,6","53,3","1,0",3,2,"66,7",2,"66,7",1,2018
Linköping,JENSEN Gymnasium Linköping,38460895,Enskild,Jensen Education College AB,"4,6","2,0","44,0",.,9,4,"44,4",4,"44,4",.,2018
Linköping,Katedralskolan 2,31199511,Kommunal,Linköping,"30,5","29,5","96,5","8,0",38,37,"97,4",37,"97,4",8,2018
Linköping,Katedralskolan 3,12934438,Kommunal,Linköping,"37,1","36,4","98,0","4,0",44,43,"97,7",43,"97,7",5,2018
Linköping,KLARA Teoretiska Gymnasium Linköping,43313366,Enskild,Klaragymnasium AB,"19,0","14,8","78,2","1,5",26,20,"76,9",19,"73,1",2,2018
Linköping,LBS Ljud & Bildskolan Linköping,86787111,Enskild,Ljud & Bildskolan Lbs AB,"6,2","3,4","54,8","1,0",7,5,"71,4",5,"71,4",1,2018
Linköping,"Mediateknikerutbildningen, MTU",97868185,Enskild,"Mediateknikerutbildningen, MTU AB","5,4","2,2","41,1","1,0",7,4,"57,1",4,"57,1",1,2018
Linköping,Praktiska Linköping,81551726,Enskild,Praktiska Sverige AB,"5,6","3,6","64,3","1,0",7,4,"57,1",4,"57,1",1,2018
Linköping,Realgymnasiet Linköping,77823650,Enskild,Lärande i Sverige AB,"6,8","4,5","66,6","1,0",8,6,"75,0",7,"87,5",1,2018
Linköping,Thoren Business School Linköping,37550979,Enskild,Thorengruppen AB,"6,7","4,2","63,0","1,0",9,6,"66,7",5,"55,6",1,2018
Linköping,Vreta Utbildningscentrum,52634142,Landsting,Östergötlands Läns Landsting,"11,2","8,5","75,6","3,9",16,14,"87,5",13,"81,3",4,2018
Linköping,Yrkesgymnasiet Linköping,76195214,Enskild,Thorengruppen AB,"9,2","6,7","72,8","2,0",10,7,"70,0",7,"70,0",2,2018
Ljungby,RyssbyGymnasiet,32705515,Enskild,Ryssbygymnasiet AB,"12,2","9,2","75,5","1,8",15,11,"73,3",12,"80,0",2,2018
Ljungby,Sunnerbogymnasiet 1,60214465,Kommunal,Ljungby,"8,7","5,7","65,3","1,5",25,20,"80,0",20,"80,0",5,2018
Ljungby,Sunnerbogymnasiet 2,70137084,Kommunal,Ljungby,"11,8","10,3","87,7","3,4",45,38,"84,4",34,"75,6",7,2018
Ljungby,Sunnerbogymnasiet 3,82002016,Kommunal,Ljungby,"13,4","11,3","83,9","0,7",45,39,"86,7",35,"77,8",6,2018
Ljungby,Sunnerbogymnasiet 4,21901328,Kommunal,Ljungby,"2,6","2,4","93,7","0,5",19,16,"84,2",16,"84,2",3,2018
Ljusdal,Slottegymnasiet,23306658,Kommunal,Ljusdal,"29,7","21,8","73,4","6,9",42,32,"76,2",29,"69,0",8,2018
Ljusdal,Träutbildningar i Hälsingland,57350392,Enskild,Träutbildningar i Hälsingland AB,"2,7","1,0","36,6",.,4,2,"50,0",1,"25,0",.,2018
Ludvika,ABB Industrigymnasium Ludvika,97535124,Enskild,Industritekniska Gymnasiet Bergslagen AB,"5,6","3,8","68,3","1,0",8,6,"75,0",6,"75,0",1,2018
Luleå,"Luleå gymnasieskola, skolenhet A",31740319,Kommunal,Luleå,"4,4","3,8","87,0","1,7",9,8,"88,9",7,"77,8",2,2018
Luleå,"Luleå gymnasieskola, skolenhet B",10129345,Kommunal,Luleå,"14,4","10,9","75,8","4,5",23,21,"91,3",20,"87,0",5,2018
Luleå,"Luleå gymnasieskola, skolenhet C",17944628,Kommunal,Luleå,"23,5","22,5","95,4","2,3",36,35,"97,2",34,"94,4",3,2018
Luleå,"Luleå gymnasieskola, skolenhet D",82826083,Kommunal,Luleå,"2,9","2,8","94,5","1,0",9,9,"100,0",8,"88,9",1,2018
