skolverket_kommunnamn,skolverket_skolnamn,school_unit,huvudman,skolverket_huvudman_namn,skolverket_helttj_larare_tcv105,skolverket_helttj_larare_leg_tcv105,skolverket_and_helttj_larare_leg_tcv105,skolverket_helttj_forstelarare_tcv105,skolverket_ant_larare_tcv105,skolverket_ant_larare_pedex_tcv105,skolverket_and_larare_pedex_tcv105,skolverket_ant_behoriga_tcv105,skolverket_and_behoriga_tcv105,skolverket_ant_forstelarare_tcv105,year
Simrishamn,Nova Academy,16748680,Kommunal,Simrishamn,"10,3","8,2","79,5","2,0",13,12,"92,3",12,"92,3",2,2018
Simrishamn,Österlengymnasiet,68597767,Kommunal,Simrishamn,"4,1","2,0","50,1","1,4",11,9,"81,8",4,"36,4",2,2018
Sjöbo,Malenagymnasiet,27964873,Kommunal,Sjöbo,"7,0","3,9","55,8","2,8",8,5,"62,5",5,"62,5",3,2018
Skara,Katedralskolan Skara Ro B,30706655,Kommunal,Skara,"6,8","3,5","52,1",.,17,14,"82,4",12,"70,6",.,2018
Skara,Katedralskolan Skara Ro C,65674821,Kommunal,Skara,"16,0","12,7","79,4","2,4",28,26,"92,9",23,"82,1",3,2018
Skara,Katedralskolan Skara Ro D,92332557,Kommunal,Skara,"21,5","12,1","56,3","0,9",35,25,"71,4",23,"65,7",2,2018
Skara,Naturbruksskolan Uddetorp,46332927,Landsting,Västra Götalands Läns Landsting,"4,0","4,0","100,0","2,0",6,6,"100,0",6,"100,0",2,2018
Skara,Olinsgymnasiet,16555851,Enskild,Olinsgymnasiet i Skara AB,"5,3","4,1","77,2","0,3",15,10,"66,7",10,"66,7",1,2018
Skellefteå,Anderstorpsgymnasiet 1,78821574,Kommunal,Skellefteå,"3,5","3,5","100,0","1,0",14,14,"100,0",14,"100,0",4,2018
Skellefteå,Anderstorpsgymnasiet 2,70408763,Kommunal,Skellefteå,"17,2","15,8","92,1","3,6",42,42,"100,0",37,"88,1",8,2018
Skellefteå,Anderstorpsgymnasiet 3,99620228,Kommunal,Skellefteå,"10,5","9,9","94,4","1,2",27,26,"96,3",25,"92,6",2,2018
Skellefteå,Anderstorpsgymnasiet 4,42440084,Kommunal,Skellefteå,"11,2","10,6","94,1","1,3",34,33,"97,1",29,"85,3",3,2018
Skellefteå,Anderstorpsgymnasiet 5,70815774,Kommunal,Skellefteå,"14,3","13,7","95,5","3,9",40,39,"97,5",37,"92,5",9,2018
Skellefteå,Anderstorpsgymnasiet Hammarängen,24653673,Kommunal,Skellefteå,"1,3","1,2","95,3","0,4",11,10,"90,9",10,"90,9",2,2018
Skellefteå,Baldergymnasiet 1,58200871,Kommunal,Skellefteå,"4,5","4,5","99,6","1,3",20,20,"100,0",18,"90,0",5,2018
Skellefteå,Baldergymnasiet 4,83880861,Kommunal,Skellefteå,"15,2","15,0","98,7","2,4",42,42,"100,0",37,"88,1",5,2018
Skellefteå,Baldergymnasiet 5,71099568,Kommunal,Skellefteå,"21,3","20,3","95,1","4,0",49,49,"100,0",45,"91,8",8,2018
Skellefteå,Baldergymnasiet 6,51145165,Kommunal,Skellefteå,"7,4","5,4","73,6","1,5",26,26,"100,0",22,"84,6",4,2018
Skellefteå,Guldstadsgymnasiet i Skellefteå,90990441,Enskild,Honesta Skolutveckling AB,"3,5","3,2","92,8","1,0",7,7,"100,0",5,"71,4",1,2018
Skellefteå,Naturbruksgymnasiet i Burträsk,86319615,Kommunal,Skellefteå,"3,1","1,0","30,3","1,0",5,2,"40,0",2,"40,0",1,2018
Skellefteå,Praktiska Skellefteå,87303004,Enskild,Praktiska Sverige AB,"5,7","2,0","35,1","1,0",7,3,"42,9",3,"42,9",1,2018
Skellefteå,Yrkesgymnasiet Skellefteå,97835550,Enskild,Thorengruppen AB,"4,4","2,7","61,4","1,0",5,4,"80,0",3,"60,0",1,2018
Skurup,Nils Holgerssongy i Skurup,22446331,Kommunal,Skurup,"8,5","6,8","79,4","4,1",11,10,"90,9",9,"81,8",5,2018
Skövde,Drottning Blankas Gymnasieskola Skövde,26508763,Enskild,Plusgymnasiet AB,"11,0","7,3","66,9","2,0",13,11,"84,6",10,"76,9",2,2018
Skövde,Kavelbro enhet 876,42911621,Kommunal,Skövde,"7,1","6,3","87,8","3,5",16,14,"87,5",14,"87,5",4,2018
Skövde,Kavelbro enhet 877,40575001,Kommunal,Skövde,"7,7","6,5","84,5","1,2",16,14,"87,5",14,"87,5",2,2018
Skövde,Lichron Teknikgymnasium Skövde,75027822,Enskild,Lichron Teknik AB,"3,5","0,8","22,9","0,8",6,4,"66,7",1,"16,7",1,2018
Skövde,NTI Gymnasiet Skövde,26671095,Enskild,IT Gymnasiet Sverige AB,"10,1","4,2","41,1","1,0",16,6,"37,5",6,"37,5",1,2018
Skövde,Praktiska Skövde,14504503,Enskild,Praktiska Sverige AB,"5,1","3,3","63,8",.,6,5,"83,3",4,"66,7",.,2018
Skövde,Volvogymnasiet Skövde,21850904,Enskild,Volvo Personvagnar Aktiebolag,"6,7","6,1","91,0",.,26,25,"96,2",24,"92,3",.,2018
Skövde,Västerhöjd enhet 871,65320354,Kommunal,Skövde,"22,2","21,0","94,4","2,4",39,38,"97,4",37,"94,9",3,2018
Skövde,Västerhöjd enhet 872,77544055,Kommunal,Skövde,"14,0","13,7","98,2","2,6",30,29,"96,7",29,"96,7",4,2018
Skövde,Västerhöjd enhet 873,49112879,Kommunal,Skövde,"18,9","16,9","89,5","0,2",33,30,"90,9",29,"87,9",1,2018
Skövde,Västerhöjd enhet 874,30279258,Kommunal,Skövde,"20,7","19,6","94,3","1,7",34,32,"94,1",33,"97,1",2,2018
Skövde,Västerhöjd enhet 875,16198647,Kommunal,Skövde,"15,5","9,8","63,2","0,2",25,22,"88,0",19,"76,0",1,2018
Sollefteå,Sollefteå gymnasium,76903284,Kommunal,Sollefteå,"35,4","26,4","74,5","6,1",44,36,"81,8",34,"77,3",7,2018
Sollentuna,Consensum Gymnasium Sollentuna,68649663,Enskild,Consensum Lund AB,"4,2","2,7","64,3",.,8,6,"75,0",5,"62,5",.,2018
Sollentuna,Häggviks Gymnasium,43623146,Enskild,Utvecklingspedagogik Sverige Aktiebolag,"0,6","0,4","66,1",.,4,4,"100,0",3,"75,0",.,2018
Sollentuna,KLARA Teoretiska Gymnasium Sollentuna,49141105,Enskild,Mikael Elias Gymnasium AB,"7,6","5,3","70,1",.,13,8,"61,5",10,"76,9",.,2018
Sollentuna,NTI Gymnasiet Sollentuna,15870428,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),"5,2","3,8","74,2","1,6",8,7,"87,5",7,"87,5",2,2018
Sollentuna,Rudbeck Ekonomiprogrammet,26646080,Kommunal,Sollentuna,"10,5","9,0","85,7","2,0",12,11,"91,7",11,"91,7",2,2018
Sollentuna,Rudbeck El- och energi & Teknikprogrammet,26750052,Kommunal,Sollentuna,"10,7","6,7","62,5","2,0",16,14,"87,5",11,"68,8",2,2018
Sollentuna,Rudbeck Estetiska & Samhällsvetenskapsprogrammet,18974693,Kommunal,Sollentuna,"21,3","20,6","96,7","2,5",29,29,"100,0",28,"96,6",3,2018
Sollentuna,Rudbeck Humanistiska programmet & AST-enheten,26996566,Kommunal,Sollentuna,"35,6","34,5","96,9","3,7",42,40,"95,2",41,"97,6",4,2018
Sollentuna,Rudbeck Introduktionsprogrammen,15832056,Kommunal,Sollentuna,"5,7","3,6","63,7",.,9,7,"77,8",6,"66,7",.,2018
Sollentuna,Rudbeck Naturvetenskapsprogrammet,27704246,Kommunal,Sollentuna,"29,1","24,9","85,6","3,6",33,29,"87,9",29,"87,9",4,2018
Sollentuna,Yrkesgymnasiet Sollentuna,81997762,Enskild,Thorengruppen AB,"3,8","3,5","91,6","1,0",4,4,"100,0",4,"100,0",1,2018
Solna,"Ingridskolan, gymnasiet",28967085,Enskild,Ingridskolan AB,"5,3","2,3","43,4",.,7,4,"57,1",3,"42,9",.,2018
Solna,Johan Movingers Gymnasium,69747871,Enskild,Johan Movingers Gymnasium,"5,6","2,8","50,1","0,5",9,8,"88,9",7,"77,8",1,2018
Solna,LBS Ljud & Bildskolan Stockholm Norra,18106851,Enskild,Ljud & Bildskolan Lbs AB,"4,6","2,7","58,5",.,5,4,"80,0",3,"60,0",.,2018
Solna,Psykologigymnasiet,31151740,Enskild,Psykologigymnasiet Sverige AB,"4,6","3,2","69,5","1,0",11,9,"81,8",9,"81,8",1,2018
Solna,Solna Gymnasium,79346084,Kommunal,Solna,"31,5","27,6","87,7","11,7",38,31,"81,6",35,"92,1",13,2018
Staffanstorp,Hvilan Utbildning,34222422,Enskild,Hvilan Utbildning AB,"8,3","5,5","66,9",.,15,11,"73,3",9,"60,0",.,2018
Stenungsund,"Munkeröds utb.c., Stenungsund",84230226,Enskild,Munkeröds Utbildningscenter Aktiebolag,"0,2","0,2","100,0",.,1,1,"100,0",1,"100,0",.,2018
Stenungsund,Nösnäsgymnasiet 1,42060237,Kommunal,Stenungsund,"7,7","7,4","96,2","1,9",27,27,"100,0",24,"88,9",2,2018
Stenungsund,Nösnäsgymnasiet 2,89816391,Kommunal,Stenungsund,"13,3","12,0","90,6","4,7",40,38,"95,0",35,"87,5",6,2018
Stenungsund,Nösnäsgymnasiet 3,14448619,Kommunal,Stenungsund,"18,6","16,9","91,1","2,7",44,41,"93,2",38,"86,4",4,2018
Stenungsund,Nösnäsgymnasiet 4,12546590,Kommunal,Stenungsund,"16,5","15,0","90,8","2,0",43,40,"93,0",35,"81,4",2,2018
Stockholm,Anna Whitlocks gymnasium 54040574,54040574,Kommunal,Stockholm,"29,2","29,2","100,0","10,5",35,35,"100,0",35,"100,0",12,2018
Stockholm,Atleticagymnasiet,43565270,Enskild,Atleticagymnasiet AB,"17,4","13,1","75,4","3,8",24,15,"62,5",18,"75,0",4,2018
Stockholm,Bernadottegymnasiet 77176811,77176811,Kommunal,Stockholm,"18,8","14,3","76,1","3,6",21,19,"90,5",17,"81,0",4,2018
Stockholm,Blackebergs gymnasium 52791537,52791537,Kommunal,Stockholm,"21,6","21,1","97,8","1,5",45,42,"93,3",42,"93,3",2,2018
Stockholm,Blackebergs gymnasium 85152591,85152591,Kommunal,Stockholm,"23,4","20,3","86,7","0,5",50,48,"96,0",47,"94,0",4,2018
Stockholm,Blackebergs gymnasium 85819857,85819857,Kommunal,Stockholm,"19,8","18,8","94,9","2,9",45,41,"91,1",42,"93,3",4,2018
Stockholm,Bromma gymnasium 40600798,40600798,Kommunal,Stockholm,"13,7","13,2","96,3",.,20,17,"85,0",20,"100,0",.,2018
Stockholm,Bromma gymnasium 52942981,52942981,Kommunal,Stockholm,"17,7","15,9","90,2",.,26,23,"88,5",24,"92,3",.,2018
Stockholm,Bromma gymnasium 54117171,54117171,Kommunal,Stockholm,"16,8","16,1","95,8",.,22,20,"90,9",21,"95,5",.,2018
Stockholm,Campus Manilla Gymnasium,48120273,Enskild,Campus Manilla Utbildning AB,"13,4","12,1","90,3","1,0",21,19,"90,5",19,"90,5",2,2018
Stockholm,Cybergymnasiet Stockholm,94167577,Enskild,Cybergymnasiet Stockholm AB,"43,7","38,5","88,2","8,6",52,44,"84,6",46,"88,5",10,2018
Stockholm,Dansgymnasiet Stockholm,70404319,Enskild,Vasiliou Education AB,"1,7","1,4","82,0",.,5,4,"80,0",4,"80,0",.,2018
Stockholm,Designgymnasiet Kungsholmen,27023528,Enskild,Hermods Design & Construction College AB,"8,9","7,6","85,4","3,0",11,9,"81,8",9,"81,8",3,2018
Stockholm,Didaktus Liljeholmen,53903798,Enskild,Didaktus Skolor AB,"19,6","14,3","72,8","6,0",23,19,"82,6",17,"73,9",6,2018
Stockholm,Distra Gymnasium,85782695,Enskild,Distra Utbildnings Center AB,"8,1","5,0","62,1",.,9,6,"66,7",7,"77,8",.,2018
Stockholm,Djurgymnasiet Stockholm,98815582,Enskild,Animallogos AB,"9,3","7,7","82,6","2,1",15,14,"93,3",13,"86,7",3,2018
Stockholm,Drottning Blankas Gymnasieskola Stockholm,97770837,Enskild,Drottning Blankas Gymnasieskola AB,"13,9","11,5","83,1","2,6",17,14,"82,4",14,"82,4",3,2018
Stockholm,Elektrikergymnasiet,21312503,Enskild,Stockholms El-utbildning AB,"4,1","2,6","63,7",.,5,4,"80,0",3,"60,0",.,2018
Stockholm,"Enskilda gymnasiet, gy",69650864,Enskild,Enskilda Gymnasiet,"17,9","15,9","89,0","4,2",33,31,"93,9",31,"93,9",6,2018
Stockholm,ESS-gymnasiet 59581397,59581397,Kommunal,Stockholm,"26,8","22,5","84,1","2,0",29,28,"96,6",25,"86,2",2,2018
Stockholm,ESS-gymnasiet 84286715,84286715,Kommunal,Stockholm,"23,7","13,4","56,4",.,24,21,"87,5",15,"62,5",.,2018
Stockholm,Framtidsgymnasiet Stockholm,14926020,Enskild,Framtidsgymnasiet i Göteborg Aktiebolag,"5,2","1,4","26,9","2,0",6,3,"50,0",2,"33,3",2,2018
Stockholm,Franska Skolan/Ecole francaise Gymnasium,41938272,Enskild,Stiftelsen Franska Skolan,"19,5","18,3","93,9","4,6",29,29,"100,0",28,"96,6",5,2018
Stockholm,Globala gymnasiet 29423248,29423248,Kommunal,Stockholm,"18,6","18,2","97,9","3,0",24,24,"100,0",24,"100,0",3,2018
Stockholm,Globala gymnasiet 76054399,76054399,Kommunal,Stockholm,"14,0","12,3","87,9","1,5",15,14,"93,3",14,"93,3",2,2018
Stockholm,Gymnasieskolan Futurum,56942970,Enskild,Sociala Missionen,"4,4","1,3","29,4","0,8",6,4,"66,7",3,"50,0",1,2018
Stockholm,Gymnasieskolan Metapontum,60142020,Enskild,Metapontum AB,"3,0","2,6","88,8","0,9",9,7,"77,8",7,"77,8",2,2018
Stockholm,Hermods Distansgymnasium,70811222,Enskild,Hermods Aktiebolag,"6,2","6,2","99,1",.,20,20,"100,0",20,"100,0",.,2018
Stockholm,International IT College of Sweden Stockholm,35084976,Enskild,Edinit AB,"11,9","8,1","68,0","2,0",15,12,"80,0",13,"86,7",2,2018
Stockholm,International School of the Stockholm Region 25525759,25525759,Kommunal,Stockholm,"17,7","9,3","52,7","0,8",25,15,"60,0",13,"52,0",1,2018
Stockholm,Internationella Engelska Gymnasiet Södermalm,77632411,Enskild,Internationella Engelska Skolan i Sverige AB,"46,3","13,6","29,4","6,2",53,23,"43,4",18,"34,0",7,2018
Stockholm,Internationella Hotell- och Restaurangskolan,56653353,Enskild,Klaragymnasium AB,"4,0","1,6","39,2","2,0",6,4,"66,7",3,"50,0",2,2018
Stockholm,Internationella Kunskapsgymnasiet,49068301,Enskild,Kunskapsskolan i Sverige Aktiebolag,"15,1","5,1","33,7","1,0",16,6,"37,5",6,"37,5",1,2018
Stockholm,JENSEN Gymnasium Internationella,59898194,Enskild,Jensen Education College AB,"10,9","9,7","89,5","2,0",13,10,"76,9",11,"84,6",2,2018
Stockholm,JENSEN Gymnasium Norra,38195284,Enskild,Jensen Education College AB,"20,5","15,2","74,3","3,0",25,18,"72,0",18,"72,0",3,2018
Stockholm,JENSEN Gymnasium Södra,97510495,Enskild,Jensen Education College AB,"22,9","19,0","83,0","3,0",26,22,"84,6",22,"84,6",3,2018
Stockholm,KLARA Teoretiska Gymnasium Stockholm Norra,89461767,Enskild,Klaragymnasium AB,"12,5","8,6","68,4","2,7",16,12,"75,0",13,"81,3",3,2018
Stockholm,KLARA Teoretiska Gymnasium Stockholm Södra,94717858,Enskild,Klaragymnasium AB,"22,3","18,1","81,1","4,0",25,20,"80,0",20,"80,0",4,2018
Stockholm,KLARA Teoretiska Gymnasium Stockholm Västra,73812226,Enskild,Mikael Elias Gymnasium AB,"20,0","17,3","86,4","5,0",23,19,"82,6",19,"82,6",5,2018
Stockholm,KLARA Teoretiska Gymnasium Stockholm Östra,17911161,Enskild,Hermods Gymnasium AB,"14,1","9,0","63,8","5,0",22,17,"77,3",16,"72,7",5,2018
Stockholm,Kulturama gymnasium,78422467,Enskild,Medborgarskolan Stockholmsregionen,"25,1","22,8","90,7","4,6",49,40,"81,6",43,"87,8",6,2018
Stockholm,Kulturama Gymnasium Natur,37802196,Enskild,Medborgarskolans Friskolor i Stockholm AB,"2,9","2,4","84,1","0,2",14,12,"85,7",13,"92,9",1,2018
Stockholm,Kungl. Svenska Balettskolan gy 38683336,38683336,Kommunal,Stockholm,"1,8","1,5","81,7","0,3",6,6,"100,0",4,"66,7",1,2018
Stockholm,Kungsh gy/Sthlms Musikgy 36288955,36288955,Kommunal,Stockholm,"20,7","15,0","72,4","6,0",29,23,"79,3",23,"79,3",7,2018
Stockholm,Kungsh gy/Sthlms Musikgy 74812809,74812809,Kommunal,Stockholm,"14,1","13,9","99,0","1,5",26,25,"96,2",25,"96,2",3,2018
Stockholm,Kungsh gy/Sthlms Musikgy 88839172,88839172,Kommunal,Stockholm,"22,8","22,2","97,2","3,0",35,33,"94,3",33,"94,3",5,2018
Stockholm,Kungsholmens västra gymnasium,69053034,Kommunal,Stockholm,"14,1","10,6","74,7","5,1",16,15,"93,8",13,"81,3",6,2018
Stockholm,Kungsholmens Västra Gymnasium 48412612,48412612,Kommunal,Stockholm,"17,9","17,6","98,3","4,3",25,24,"96,0",25,"100,0",5,2018
Stockholm,Kungsholmens Västra Gymnasium 95618280,95618280,Kommunal,Stockholm,"7,2","4,2","58,3","1,8",8,7,"87,5",5,"62,5",2,2018
Stockholm,Kungstensgymnasiet,75075402,Enskild,Folkuniversitetet Stift Kursverksamheten Vid Stockholms Universitet,"20,0","15,5","77,9","2,0",26,22,"84,6",19,"73,1",2,2018
Stockholm,Kunskapsgymnasiet Globen,26326048,Enskild,Kunskapsskolan i Sverige Aktiebolag,"16,5","12,7","77,1","1,6",26,22,"84,6",22,"84,6",2,2018
Stockholm,Kärrtorps gymnasium 37839488,37839488,Kommunal,Stockholm,"30,0","27,0","90,0","7,9",38,34,"89,5",35,"92,1",8,2018
Stockholm,LBS Ljud & Bildskolan Stockholm Södra,46256929,Enskild,Ljud & Bildskolan Lbs AB,"11,9","10,1","85,3","3,0",14,12,"85,7",12,"85,7",3,2018
Stockholm,Lilla Akademiens Musikgymn.,83374651,Enskild,Musikskolan Lilla Akademien AB,"16,7","7,2","43,2","1,2",57,22,"38,6",18,"31,6",3,2018
Stockholm,Magelungens gymnasium Södermalm,24147242,Enskild,Magelungen Utveckling AB,"15,4","8,2","53,7",.,21,15,"71,4",12,"57,1",.,2018
Stockholm,Midsommarkransens gy 17675502,17675502,Kommunal,Stockholm,"11,3","9,4","83,1","2,0",18,17,"94,4",17,"94,4",2,2018
Stockholm,Midsommarkransens gy 75600007,75600007,Kommunal,Stockholm,"16,0","12,6","78,6","2,8",19,14,"73,7",16,"84,2",3,2018
Stockholm,Nordiska Musikgymnasiet,30762346,Enskild,Nordiska Musikgymnasiet AB,"6,2","3,3","53,2","0,8",15,6,"40,0",6,"40,0",1,2018
Stockholm,Norra Real 82964090,82964090,Kommunal,Stockholm,"26,4","25,1","95,2","3,2",46,44,"95,7",45,"97,8",4,2018
Stockholm,Norra Real 88955893,88955893,Kommunal,Stockholm,"17,6","16,4","93,4","3,8",37,35,"94,6",34,"91,9",7,2018
Stockholm,NTI Gymnasiet Gärdet,92204274,Enskild,IT Gymnasiet Sverige AB,"5,0","3,1","62,6",.,7,5,"71,4",5,"71,4",.,2018
Stockholm,NTI Gymnasiet Stockholm,15390992,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),"26,5","24,2","91,3","4,6",30,28,"93,3",27,"90,0",5,2018
Stockholm,NTI Handelsgymnasiet Stockholm,15278518,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),"9,9","8,6","87,0","3,9",14,13,"92,9",12,"85,7",4,2018
Stockholm,NTI Vetenskapsgymnasiet Stockholm,50644850,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),"5,7","5,4","94,7",.,9,8,"88,9",9,"100,0",.,2018
Stockholm,Odengymnasiet,63943560,Enskild,"Värmdö Tekniska Utbildningar Aktiebolag, Vtu","10,3","6,5","63,1",.,15,10,"66,7",11,"73,3",.,2018
Stockholm,P A Fogelströms gymnasium 24650116,24650116,Kommunal,Stockholm,"16,9","16,6","98,5",.,19,16,"84,2",18,"94,7",.,2018
Stockholm,Plusgymnasiet Stockholm,85516596,Enskild,Plusgymnasiet AB,"11,8","8,0","68,0","3,4",19,16,"84,2",14,"73,7",4,2018
Stockholm,Praktiska Bromma,31998226,Enskild,Praktiska Sverige AB,"2,3","1,3","55,6",.,9,5,"55,6",5,"55,6",.,2018
Stockholm,Praktiska Liljeholmen,38236800,Enskild,Praktiska Sverige AB,"9,8","6,1","62,1","1,0",16,9,"56,3",9,"56,3",1,2018
Stockholm,ProCivitas Privata Gymnasium Stockholm,59359012,Enskild,ProCivitas Privata Gymnasium AB,"8,8","6,6","75,3",.,12,9,"75,0",9,"75,0",.,2018
Stockholm,Påhlmans gymnasium,16784385,Enskild,Medborgarskolans Friskolor i Stockholm AB,"15,0","14,3","95,5","3,3",21,19,"90,5",19,"90,5",4,2018
Stockholm,Realgymnasiet Stockholm,59026584,Enskild,Lärande i Sverige AB,"13,0","10,6","81,2","1,9",17,13,"76,5",13,"76,5",2,2018
Stockholm,REFIS Rörentr. friskola Sthlm,79829846,Enskild,REFIS Rörentreprenörernas Friskola i Stockholm A,"5,0","4,0","80,0","1,0",7,7,"100,0",5,"71,4",1,2018
Stockholm,"RGRH Stockholm, Riksgymnasium  för rörelsehindrade elever 89963319",89963319,Kommunal,Stockholm,"5,3","4,6","87,3","2,5",7,7,"100,0",6,"85,7",3,2018
Stockholm,Sjölins Gymnasium Kungsholmen,87844327,Enskild,Sjölins Gymnasium AB,"5,7","4,2","72,8","0,3",11,7,"63,6",8,"72,7",1,2018
Stockholm,Sjölins gymnasium Södermalm,24339566,Enskild,Sjölins Gymnasium AB,"22,0","18,5","84,1","5,0",28,25,"89,3",23,"82,1",6,2018
Stockholm,Sjömansskolan,20061769,Enskild,Sjömansskolan Stockholm AB,"2,8","2,4","85,7","0,8",4,3,"75,0",3,"75,0",1,2018
Stockholm,Snitz Gymnasium,95154882,Enskild,PPS Power Planning System Aktiebolag,"9,3","8,1","86,6","2,0",11,11,"100,0",9,"81,8",2,2018
Stockholm,Sofiaängens skola gy,25074310,Enskild,Sofiaängen AB,"3,0","2,1","69,8",.,7,6,"85,7",6,"85,7",.,2018
Stockholm,Spånga Gymnasium 52333875,52333875,Kommunal,Stockholm,"17,1","16,3","95,4","2,7",25,24,"96,0",25,"100,0",3,2018
Stockholm,S:t Eriks gymnasium 65666808,65666808,Kommunal,Stockholm,"39,6","35,2","88,8","11,2",49,45,"91,8",44,"89,8",12,2018
Stockholm,Sthlm hotell & restaurangsk 24397215,24397215,Kommunal,Stockholm,"6,6","6,6","100,0","3,8",8,8,"100,0",8,"100,0",4,2018
Stockholm,Sthlm hotell & restaurangsk 30677562,30677562,Kommunal,Stockholm,"8,4","7,2","85,1","1,0",11,11,"100,0",9,"81,8",1,2018
Stockholm,Sthlm Transp&Fordon 85054102,85054102,Kommunal,Stockholm,"3,0","2,8","93,3","1,0",3,2,"66,7",3,"100,0",1,2018
Stockholm,Sthlm Transp&Fordon 87274273,87274273,Kommunal,Stockholm,"1,0","1,0","100,0","0,9",1,1,"100,0",1,"100,0",1,2018
Stockholm,"Stiftelsen KFUM Söder Fryshuset, Fryshusets Gymnasium",24759907,Enskild,Stiftelsen Fryshuset,"42,3","32,7","77,2","5,6",50,39,"78,0",38,"76,0",6,2018
Stockholm,"Stockholm Science & Innovation School 78433202, SSIS",78433202,Kommunal,Stockholm,"13,4","10,2","76,1","2,0",15,13,"86,7",13,"86,7",2,2018
Stockholm,Stockholms byggtekniska gymnasium 41631104,41631104,Kommunal,Stockholm,"5,0","5,0","100,0",.,5,5,"100,0",5,"100,0",.,2018
Stockholm,Stockholms Estetiska Gymnasium,35366805,Enskild,Stockholms Estetiska Gymnasium Ek. För.,"18,0","14,4","80,1","2,9",25,19,"76,0",18,"72,0",3,2018
Stockholm,Stockholms Idrottsgymnasium,31315191,Enskild,Stockholms Idrottsgymnasium AB,"17,1","11,3","65,8","5,0",20,14,"70,0",14,"70,0",5,2018
Stockholm,Stockholms Tillskärarakademis Gymnasium,80357110,Enskild,Medborgarskolans Friskolor i Stockholm AB,"0,5","0,4","76,6",.,8,8,"100,0",7,"87,5",.,2018
Stockholm,Södra Latins gymnasium 42775003,42775003,Kommunal,Stockholm,"21,7","21,0","96,8","4,9",26,24,"92,3",26,"100,0",5,2018
Stockholm,Södra Latins gymnasium 56670842,56670842,Kommunal,Stockholm,"18,4","15,5","84,4",.,21,18,"85,7",20,"95,2",.,2018
Stockholm,Södra Latins gymnasium 89370947,89370947,Kommunal,Stockholm,"31,2","26,4","84,6","5,5",54,41,"75,9",39,"72,2",6,2018
Stockholm,Teknik & Service Gymnasiet,18451445,Enskild,Ludus AB,"4,2","1,9","46,0","0,7",5,4,"80,0",3,"60,0",1,2018
Stockholm,Thoren Business School Stockholm,48555205,Enskild,Thorengruppen AB,"26,0","20,5","78,9","7,0",29,22,"75,9",23,"79,3",7,2018
Stockholm,Thoren Innovation School Stockholm,31313926,Enskild,Thoren Innovation School AB,"6,1","3,5","57,9","1,0",8,5,"62,5",5,"62,5",1,2018
Stockholm,Thorildsplans gymnasium 30312720,30312720,Kommunal,Stockholm,"23,7","22,2","93,9",.,27,25,"92,6",26,"96,3",.,2018
Stockholm,Thorildsplans gymnasium 32116280,32116280,Kommunal,Stockholm,"20,4","18,2","89,2","1,0",24,23,"95,8",23,"95,8",1,2018
Stockholm,Thorildsplans gymnasium 57143976,57143976,Kommunal,Stockholm,"18,2","16,1","88,2","4,8",23,20,"87,0",21,"91,3",5,2018
Stockholm,Thorildsplans gymnasium 93367005,93367005,Kommunal,Stockholm,"16,6","11,9","71,6",.,21,20,"95,2",16,"76,2",.,2018
Stockholm,Viktor Rydberg gy. Jarlaplan,64388538,Enskild,Stiftelsen Viktor Rydbergs Skola,"28,2","25,8","91,5","4,7",35,33,"94,3",33,"94,3",5,2018
Stockholm,Viktor Rydberg gy. Odenplan,52153758,Enskild,Stiftelsen Viktor Rydbergs Skola,"32,1","29,1","90,6","4,5",41,37,"90,2",38,"92,7",5,2018
Stockholm,Yrkesgymnasiet Stockholm,16501673,Enskild,Thorengruppen AB,"4,2","1,0","23,8","1,0",5,2,"40,0",1,"20,0",1,2018
Stockholm,Yrkesplugget,26298615,Enskild,Yrkesplugget i Sverige AB,"6,5","6,0","92,0",.,7,6,"85,7",6,"85,7",.,2018
Stockholm,Östra Reals gymnasium 22116645,22116645,Kommunal,Stockholm,"34,3","30,7","89,4","6,0",38,35,"92,1",34,"89,5",6,2018
Stockholm,Östra Reals gymnasium 99755443,99755443,Kommunal,Stockholm,"22,6","21,2","94,0","4,8",26,25,"96,2",25,"96,2",5,2018
Storfors,Lundsbergs gymnasieskola,30167976,Enskild,Stiftelsen Lundsbergs Skola,"11,3","7,9","70,2",.,19,16,"84,2",13,"68,4",.,2018
Storuman,Luspengymnasiet,50104466,Kommunal,Storuman,"11,8","7,3","62,0","1,2",17,15,"88,2",12,"70,6",2,2018
Storuman,Tärnaby Alpina Gymnasium,28004794,Kommunal,Storuman,"2,9","1,5","51,7",.,8,7,"87,5",6,"75,0",.,2018
Strängnäs,Europaskolan Strängnäs,32071849,Enskild,Europaskolan Utbildning AB,"18,9","13,6","72,1","2,8",26,18,"69,2",17,"65,4",3,2018
Strängnäs,Thomasgymnasiet,79845033,Kommunal,Strängnäs,"17,7","14,9","84,6","3,4",38,28,"73,7",26,"68,4",4,2018
Strömstad,Strömstad Gymnasium,41099519,Kommunal,Strömstad,"21,1","15,4","72,9","2,0",31,28,"90,3",23,"74,2",2,2018
