skolverket_lageskommun_tcv136,skolverket_skolnamn,school_unit,huvudman,skolverket_huvudman_namn,skolverket_tot_elever_tcv136,skolverket_ar1_tcv136,skolverket_ar2_tcv136,skolverket_ar3_tcv136,skolverket_andel_kvi_tcv136,skolverket_andel_utl_tcv136,skolverket_andel_forald_eftergymn_utb_tcv136,year
Kungsbacka,Elof Lindälvs gymn Enhet 2,64160122,Kommunal,Kungsbacka,431,121,157,153,23,7,71,2014
Kungsbacka,Elof Lindälvs gymn Enhet 3,48217580,Kommunal,Kungsbacka,446,173,147,126,51,7,67,2014
Kungsbacka,Elof Lindälvs gymn Enhet 4,41844601,Kommunal,Kungsbacka,246,92,83,71,60,10,33,2014
Kungsbacka,Elof Lindälvs gymn Enhet 5,51620045,Kommunal,Kungsbacka,53,53,.,.,..,49,23,2014
Kungälv,Mimers Hus Gymnasium 1,82193704,Kommunal,Kungälv,195,67,56,72,16,10,32,2014
Kungälv,Mimers Hus Gymnasium 2,66368167,Kommunal,Kungälv,117,33,50,34,15,..,44,2014
Kungälv,Mimers Hus Gymnasium 3,55785999,Kommunal,Kungälv,119,74,22,23,27,40,22,2014
Kungälv,Mimers Hus Gymnasium 4,51624696,Kommunal,Kungälv,492,183,138,171,58,12,59,2014
Kungälv,Mimers Hus Gymnasium 5,78651862,Kommunal,Kungälv,308,94,88,126,66,20,49,2014
Kungälv,Mimers Hus Gymnasium 6,56228505,Kommunal,Kungälv,295,104,98,93,30,13,55,2014
Eskilstuna,Kunskapscompaniets Gymnasium,91333138,Enskild,Kunskapscompaniet Gymnasium KCGY AB,121,40,44,37,21,8,26,2014
Trollhättan,Magnus Åbergsgymnasiet 1,92949043,Kommunal,Kunskapsförbundet Väst,154,32,70,52,..,13,31,2014
Trollhättan,Magnus Åbergsgymnasiet 2,92818240,Kommunal,Kunskapsförbundet Väst,53,30,14,9,..,..,58,2014
Trollhättan,Magnus Åbergsgymnasiet 3,92712591,Kommunal,Kunskapsförbundet Väst,371,117,130,124,58,26,58,2014
Trollhättan,Magnus Åbergsgymnasiet 4,92608619,Kommunal,Kunskapsförbundet Väst,343,113,96,134,62,24,38,2014
Trollhättan,Nils Ericsonsgymnasiet 1,84329061,Kommunal,Kunskapsförbundet Väst,236,122,74,40,43,72,13,2014
Trollhättan,Nils Ericsonsgymnasiet 2,84225089,Kommunal,Kunskapsförbundet Väst,493,173,131,189,40,28,60,2014
Trollhättan,Nils Ericsonsgymnasiet 3,84978047,Kommunal,Kunskapsförbundet Väst,23,.,10,13,..,.,..,2014
Vänersborg,Birger Sjöberggymnasiet 1,50133877,Kommunal,Kunskapsförbundet Väst,325,189,80,56,57,33,25,2014
Vänersborg,Birger Sjöberggymnasiet 2,49868916,Kommunal,Kunskapsförbundet Väst,331,136,104,91,56,18,62,2014
Vänersborg,Birger Sjöberggymnasiet 3,49951088,Kommunal,Kunskapsförbundet Väst,287,93,73,121,25,16,63,2014
Vänersborg,Birger Sjöberggymnasiet 4,49847116,Kommunal,Kunskapsförbundet Väst,58,15,12,31,..,19,29,2014
Västervik,Alpha International College,18281003,Enskild,Kunskapsnavet AB,18,6,.,12,72,..,67,2014
Göteborg,Kunskapsgymnasiet Göteborg,12052268,Enskild,Kunskapsskolan i Sverige AB,351,122,114,115,66,64,49,2014
Malmö,Kunskapsgymnasiet Malmö,91773491,Enskild,Kunskapsskolan i Sverige AB,236,70,96,70,53,93,42,2014
Norrköping,Kunskapsgymnasiet Norrköping,75575321,Enskild,Kunskapsskolan i Sverige AB,398,134,132,132,65,12,72,2014
Stockholm,Internationella Kunskapsgymnasiet,49068301,Enskild,Kunskapsskolan i Sverige AB,174,75,44,55,62,40,56,2014
Stockholm,Kunskapsgymnasiet Globen,26326048,Enskild,Kunskapsskolan i Sverige AB,385,130,108,147,63,27,60,2014
Uppsala,Kunskapsgymnasiet Uppsala,93488613,Enskild,Kunskapsskolan i Sverige AB,108,32,35,41,59,27,57,2014
Västerås,Kunskapsgymnasiet Västerås,25379974,Enskild,Kunskapsskolan i Sverige AB,134,31,47,56,66,28,60,2014
Kävlinge,"Kävlinge Lärcentrum, gymn.",88192227,Kommunal,Kävlinge,31,11,18,2,35,..,..,2014
Köping,Ullvigymnasiet,72022487,Kommunal,Köping,863,377,247,239,44,20,42,2014
Hylte,Labora Gymnasium,43826783,Enskild,Laboraskolan AB,14,3,3,8,71,..,..,2014
Laholm,Osbecksgymnasiet,71517572,Kommunal,Laholm,428,136,159,133,48,17,42,2014
Landskrona,Allvar Gullstrandgymnasiet,47108212,Kommunal,Landskrona,345,118,104,123,39,54,40,2014
Landskrona,Selma Lagerlöfgymnasiet,37132612,Kommunal,Landskrona,286,123,100,63,52,59,19,2014
Falun,Musikkonservatoriet Falun,54481243,Landsting,Landstinget Dalarna,47,9,19,19,66,..,85,2014
Gällivare,"Välkommaskolan, enhet 1",20666515,Kommunal,Lapplands Kommunalförbund,138,39,39,60,18,8,41,2014
Gällivare,"Välkommaskolan, enhet 2",37906565,Kommunal,Lapplands Kommunalförbund,144,50,51,43,52,14,65,2014
Gällivare,"Välkommaskolan, enhet 3",23063954,Kommunal,Lapplands Kommunalförbund,141,47,42,52,87,..,45,2014
Gällivare,"Välkommaskolan, enhet 4",67279303,Kommunal,Lapplands Kommunalförbund,138,48,50,40,29,..,24,2014
Jokkmokk,Bokenskolan,39555838,Kommunal,Lapplands Kommunalförbund,147,59,42,46,49,28,35,2014
Kiruna,Enhet Praktiska,95184549,Kommunal,Lapplands Kommunalförbund,11,.,.,11,..,.,..,2014
Kiruna,Hjalmar Lundbohmsskolan enh. 1,81619482,Kommunal,Lapplands Kommunalförbund,320,117,108,95,61,10,53,2014
Kiruna,Hjalmar Lundbohmsskolan enh. 2,83829189,Kommunal,Lapplands Kommunalförbund,167,65,52,50,41,7,29,2014
Kiruna,Hjalmar Lundbohmsskolan enh. 3,46145886,Kommunal,Lapplands Kommunalförbund,183,65,66,52,31,5,40,2014
Kiruna,Hjalmar Lundbohmsskolan enh. 4,12395564,Kommunal,Lapplands Kommunalförbund,55,31,24,.,29,35,20,2014
Pajala,Laestadiusskolan,75324351,Kommunal,Lapplands Kommunalförbund,141,46,51,44,42,13,43,2014
Lund,Lars-Erik Larssongymnasiet,95700485,Enskild,Lars-Erik Larsson Gymnasiet,131,50,40,41,64,13,88,2014
Kristianstad,Lejongymnasiet,52705247,Enskild,Lejonskolan AB,39,11,21,7,90,26,36,2014
Lekeberg,Gymnasieutbildning i Lekeberg,24445686,Kommunal,Lekeberg,7,2,5,.,..,.,..,2014
Leksand,Leksands gymnasium,44417214,Kommunal,Leksand,539,215,162,162,44,10,47,2014
Lerum,"Lerums Gymnasium, skolenhet 1",25025681,Kommunal,Lerum,413,80,166,167,56,7,62,2014
Lerum,"Lerums Gymnasium, skolenhet 2",88776535,Kommunal,Lerum,331,93,113,125,35,13,78,2014
Lerum,"Lerums Gymnasium, skolenhet 3",29351272,Kommunal,Lerum,205,101,58,46,46,14,56,2014
Lerum,"Lerums Gymnasium, skolenhet 4",49488344,Kommunal,Lerum,79,25,25,29,68,..,39,2014
Lerum,"Lerums Gymnasium, skolenhet 5",74408578,Kommunal,Lerum,262,127,67,68,15,6,46,2014
Lessebo,Lessebo Gymnasium,75395882,Kommunal,Lessebo,57,41,16,.,32,68,..,2014
Gnosjö,Lichron Teknikgymnasium Gnosjö,92479923,Enskild,Lichron Teknik AB,16,.,6,10,.,..,..,2014
Skövde,Lichron Teknikgymnasium Skövde,75027822,Enskild,Lichron Teknik AB,92,34,27,31,14,..,37,2014
Trollhättan,Lichron TeknikgymnasiumTrollhättan,67036156,Enskild,Lichron Teknik AB,86,20,19,47,..,..,51,2014
Värnamo,Lichron Teknikgymnasium Värnamo,60919765,Enskild,Lichron Teknik AB,8,8,.,.,.,.,..,2014
Lidingö,Hersby gymnasium EKSA,71043974,Kommunal,Lidingö,519,174,171,174,45,9,79,2014
Lidingö,Hersby gymnasium NAIM,26734780,Kommunal,Lidingö,372,119,116,137,37,14,84,2014
Lidköping,"De la Gardiegymnasiet, enhet 1",89807183,Kommunal,Lidköping,398,134,145,119,41,12,71,2014
Lidköping,"De la Gardiegymnasiet, enhet 2",86724994,Kommunal,Lidköping,323,94,114,115,7,8,34,2014
Lidköping,"De la Gardiegymnasiet, enhet 3",61161774,Kommunal,Lidköping,536,179,189,168,64,16,54,2014
Lidköping,"De la Gardiegymnasiet, enhet 4",86158933,Kommunal,Lidköping,293,97,101,95,76,6,51,2014
Lidköping,"De la Gardiegymnasiet, enhet 5",39179525,Kommunal,Lidköping,327,126,100,101,61,26,22,2014
Lidköping,"De la Gardiegymnasiet, enhet 6",14102256,Kommunal,Lidköping,63,16,11,36,78,..,44,2014
Lilla Edet,Elfhems gymnasium,70660980,Kommunal,Lilla Edet,27,19,4,4,..,..,..,2014
Karlstad,Lillerudsgymnasiet,65662401,Enskild,Lillerudsgymnasiet AB,230,74,79,77,86,4,41,2014
Lindesberg,Lindeskolan LS 1,75082280,Kommunal,Lindesberg,147,68,21,58,71,14,46,2014
Lindesberg,Lindeskolan LS 2,75914181,Kommunal,Lindesberg,274,102,91,81,33,9,32,2014
Lindesberg,Lindeskolan LS 3,39302565,Kommunal,Lindesberg,167,58,50,59,21,18,53,2014
Lindesberg,Lindeskolan LS 4,96818167,Kommunal,Lindesberg,245,81,92,72,53,51,21,2014
Linköping,Anders Ljungstedts gymnasium 3,18282722,Kommunal,Linköping,236,83,88,65,75,20,29,2014
Linköping,Anders Ljungstedts gymnasium 4,61432781,Kommunal,Linköping,450,144,162,144,10,24,32,2014
Linköping,Anders Ljungstedts gymnasium 7,78287294,Kommunal,Linköping,293,82,82,129,57,13,31,2014
Linköping,Anders Ljungstedts gymnasium 8,74316305,Kommunal,Linköping,270,106,105,59,21,49,17,2014
Linköping,Berzeliusskolan 1,79527481,Kommunal,Linköping,677,247,229,201,31,24,76,2014
Linköping,Birgittaskolan 1,99279503,Kommunal,Linköping,332,136,108,88,68,49,40,2014
Linköping,Birgittaskolan 2,63653488,Kommunal,Linköping,82,22,22,38,29,17,49,2014
Linköping,Folkungaskolan 1,24544503,Kommunal,Linköping,274,92,91,91,62,12,73,2014
Linköping,Folkungaskolan 2,25392789,Kommunal,Linköping,425,159,129,137,73,16,67,2014
Linköping,Katedralskolan 1,53821161,Kommunal,Linköping,533,157,184,192,63,16,66,2014
Linköping,Katedralskolan 2,31199511,Kommunal,Linköping,124,45,36,43,66,49,73,2014
Linköping,Katedralskolan 3,12934438,Kommunal,Linköping,432,155,127,150,50,25,82,2014
Borås,LBS Ljud & Bildskolan Borås,69018222,Enskild,Ljud & Bildskolan LBS AB,242,64,84,94,23,14,46,2014
Göteborg,LBS Ljud & Bildskolan Göteborg,53231578,Enskild,Ljud & Bildskolan LBS AB,91,91,.,.,16,..,62,2014
Halmstad,LBS Ljud & Bildskolan Halmstad,47264019,Enskild,Ljud & Bildskolan LBS AB,193,75,65,53,26,12,47,2014
Helsingborg,LBS Ljud & Bildskolan Helsingborg,68240485,Enskild,Ljud & Bildskolan LBS AB,318,134,90,94,27,10,51,2014
Jönköping,LBS Ljud & Bildskolan Jönköping,18594470,Enskild,Ljud & Bildskolan LBS AB,198,81,71,46,20,13,48,2014
Kristianstad,LBS Ljud & Bildskolan Kristianstad,43251309,Enskild,Ljud & Bildskolan LBS AB,197,72,66,59,27,10,49,2014
Kungsbacka,LBS Ljud & Bildskolan Kungsbacka,86888278,Enskild,Ljud & Bildskolan LBS AB,135,44,55,36,19,10,53,2014
Lund,LBS Ljud & Bildskolan Lund,51449748,Enskild,Ljud & Bildskolan LBS AB,376,127,126,123,30,10,67,2014
Motala,LBS Ljud & Bildskolan Motala,76204099,Enskild,Ljud & Bildskolan LBS AB,111,44,33,34,23,..,37,2014
Nyköping,LBS Ljud & Bildskolan Nyköping,44285075,Enskild,Ljud & Bildskolan LBS AB,183,47,57,79,31,12,40,2014
Stockholm,LBS Ljud & Bildskolan Stockholm,46256929,Enskild,Ljud & Bildskolan LBS AB,63,63,.,.,30,22,73,2014
Trollhättan,LBS Ljud & Bildskolan Trollhättan,21400668,Enskild,Ljud & Bildskolan LBS AB,174,59,67,48,28,12,54,2014
Varberg,LBS Ljud & Bildskolan Varberg,66095163,Enskild,Ljud & Bildskolan LBS AB,136,43,49,44,30,..,48,2014
Ljungby,Sunnerbogymnasiet 1,60214465,Kommunal,Ljungby,77,16,31,30,18,..,26,2014
Ljungby,Sunnerbogymnasiet 2,70137084,Kommunal,Ljungby,317,114,88,115,37,16,46,2014
Ljungby,Sunnerbogymnasiet 3,82002016,Kommunal,Ljungby,252,114,65,73,36,30,43,2014
Ljungby,Sunnerbogymnasiet 4,21901328,Kommunal,Ljungby,176,64,54,58,75,18,49,2014
Ljungby,Ljungby Fria Gymnasium,54839753,Enskild,Ljungby Fria Gymnasium AB,70,14,25,31,74,17,33,2014
Ljusdal,Slottegymnasiet 1,23306658,Kommunal,Ljusdal,388,175,108,105,64,23,29,2014
Ljusdal,Slottegymnasiet 2,92965381,Kommunal,Ljusdal,146,46,48,52,20,..,32,2014
Stockholm,Teknik & Service Gymnasiet,18451445,Enskild,Ludus AB,64,19,25,20,..,27,47,2014
Luleå,"Luleå gymnasieskola, skolenhet A",31740319,Kommunal,Luleå,95,42,28,25,79,35,36,2014
Luleå,"Luleå gymnasieskola, skolenhet B",10129345,Kommunal,Luleå,396,184,113,99,56,15,58,2014
Luleå,"Luleå gymnasieskola, skolenhet C",17944628,Kommunal,Luleå,430,135,136,159,73,7,62,2014
Luleå,"Luleå gymnasieskola, skolenhet D",82826083,Kommunal,Luleå,158,88,33,37,11,15,37,2014
Luleå,"Luleå gymnasieskola, skolenhet E",94468610,Kommunal,Luleå,253,55,85,113,79,7,70,2014
Luleå,"Luleå gymnasieskola, skolenhet F",94090461,Kommunal,Luleå,200,86,67,47,54,25,35,2014
Luleå,"Luleå gymnasieskola, skolenhet G",12954099,Kommunal,Luleå,312,121,105,86,16,5,69,2014
Luleå,"Luleå gymnasieskola, skolenhet H",80931789,Kommunal,Luleå,424,137,133,154,47,13,73,2014
Luleå,Nordiskt FlygTeknikCentrum,84098842,Kommunal,Luleå,73,22,25,26,..,..,49,2014
Lund,Gymnasieskolan Spyken,75939593,Kommunal,Lund,1 043,393,332,318,59,16,81,2014
Lund,Gymnasieskolan Vipan,63035915,Kommunal,Lund,925,354,276,295,38,18,41,2014
Lund,Katedralskolan,56639389,Kommunal,Lund,1 402,462,463,477,57,20,82,2014
Lund,Polhemskolan,53896162,Kommunal,Lund,2 300,816,781,703,47,20,70,2014
Lund,Lunds Fordonstekniska Gymn.,28848709,Enskild,Lunds Fordonstekniska Gymnasium AB,64,22,23,19,..,20,31,2014
Stockholm,"Lycée Francais Saint Louis, gy",59796774,Enskild,Lycée Francais Saint-Louis,91,29,26,36,58,69,70,2014
Lycksele,Tannbergsskolan 1,49168016,Kommunal,Lycksele,196,73,63,60,29,11,56,2014
Lycksele,Tannbergsskolan 2,32042066,Kommunal,Lycksele,185,57,64,64,39,11,34,2014
Lycksele,Tannbergsskolan 3,50821167,Kommunal,Lycksele,131,69,24,38,56,37,19,2014
Lycksele,Tannbergsskolan 4,71929526,Kommunal,Lycksele,107,26,35,46,66,..,61,2014
Lysekil,Gullmarsgymnasiet 1,92814975,Kommunal,Lysekil,147,103,23,21,29,35,16,2014
Lysekil,Gullmarsgymnasiet 2,60873719,Kommunal,Lysekil,186,53,55,78,72,10,40,2014
Lysekil,Gullmarsgymnasiet 3,29706369,Kommunal,Lysekil,270,84,91,95,33,10,53,2014
Borås,Realgymnasiet Borås,88534520,Enskild,Lärande i Sverige AB,73,32,21,20,84,..,42,2014
Eskilstuna,Realgymnasiet Eskilstuna,39936461,Enskild,Lärande i Sverige AB,98,41,31,26,92,..,30,2014
Gävle,Realgymnasiet 2 i Gävle,95815739,Enskild,Lärande i Sverige AB,229,61,52,116,35,17,40,2014
Gävle,Realgymnasiet Gävle,69686851,Enskild,Lärande i Sverige AB,232,91,80,61,94,6,37,2014
Göteborg,Realgymnasiet Göteborg,35236491,Enskild,Lärande i Sverige AB,129,55,40,34,82,10,44,2014
Linköping,Realgymnasiet Linköping,77823650,Enskild,Lärande i Sverige AB,136,58,63,15,31,10,48,2014
Lund,Realgymnasiet 2 i Lund,13002601,Enskild,Lärande i Sverige AB,85,30,21,34,78,25,34,2014
Lund,Realgymnasiet i Lund,11185244,Enskild,Lärande i Sverige AB,71,36,21,14,82,15,44,2014
Malmö,Realgymnasiet Malmö,39178171,Enskild,Lärande i Sverige AB,100,38,38,24,76,14,42,2014
Norrköping,Realgymnasiet Norrköping,43284031,Enskild,Lärande i Sverige AB,268,108,85,75,33,13,44,2014
Nyköping,Realgymnasiet Nyköping,56267421,Enskild,Lärande i Sverige AB,62,23,23,16,92,..,32,2014
Stockholm,Realgymnasiet Stockholm,59026584,Enskild,Lärande i Sverige AB,417,210,122,85,90,16,42,2014
Sundsvall,Realgymnasiet i Sundsvall,92489953,Enskild,Lärande i Sverige AB,66,28,22,16,82,..,35,2014
Uppsala,Realgymnasiet Uppsala,31112935,Enskild,Lärande i Sverige AB,141,58,41,42,96,14,35,2014
Västerås,Realgymnasiet  Västerås,25955541,Enskild,Lärande i Sverige AB,115,59,30,26,97,..,37,2014
Ale,Lärlingsgymnasiet i Ale,93221031,Enskild,Lärlingsgymnasiet i Sverige AB,123,57,37,29,25,11,22,2014
Munkedal,Lärlingsgymnasiet i Håby,15100079,Enskild,Lärlingsgymnasiet i Sverige AB,32,10,13,9,..,..,..,2014
Stockholm,Magelungens gymnasium Södermalm,24147242,Enskild,Magelungen Utveckling AB,134,114,11,9,54,21,50,2014
Kiruna,Rymdgymnasiet,90006712,Enskild,Malmens Friskola AB,85,35,27,23,29,13,64,2014
Malmö,Agnesfridsgymnasiet Ro 1,33169989,Kommunal,Malmö,88,25,36,27,..,55,26,2014
Malmö,Agnesfridsgymnasiet Ro 2,76295948,Kommunal,Malmö,102,70,20,12,..,86,12,2014
Malmö,Bellevue gymnasium,86483208,Kommunal,Malmö,117,55,37,25,47,63,20,2014
Malmö,Byggymnasiet Ro 1,64123241,Kommunal,Malmö,190,113,25,52,13,73,18,2014
Malmö,Malmö Borgarskola Ro 1,30361243,Kommunal,Malmö,410,142,131,137,37,21,62,2014
Malmö,Malmö Borgarskola Ro 2,42123195,Kommunal,Malmö,253,93,81,79,49,69,65,2014
Malmö,Malmö Borgarskola Ro 3,13533663,Kommunal,Malmö,580,186,224,170,56,40,62,2014
Malmö,Malmö Borgarskola Ro 4,24476550,Kommunal,Malmö,325,125,98,102,55,49,76,2014
Malmö,Malmö Latinskola Ro 1,65722876,Kommunal,Malmö,350,147,108,95,70,19,65,2014
Malmö,Malmö Latinskola Ro 2,40610473,Kommunal,Malmö,380,123,111,146,65,19,77,2014
Malmö,Malmö Latinskola Ro 3,15244697,Kommunal,Malmö,178,98,59,21,61,32,51,2014
Malmö,Pauliskolan Ro 1,65381163,Kommunal,Malmö,711,258,225,228,36,60,47,2014
Malmö,Pauliskolan Ro 2,67614811,Kommunal,Malmö,1,.,1,.,.,..,..,2014
Malmö,Pauliskolan Ro 3,58623845,Kommunal,Malmö,10,9,.,1,..,100,..,2014
Malmö,S:t Petri skola,78231062,Kommunal,Malmö,882,349,252,281,57,30,74,2014
Malmö,Universitetsholmens gymnasium Ro 1,68006362,Kommunal,Malmö,253,93,74,86,8,28,39,2014
Malmö,Universitetsholmens gymnasium Ro2,72113341,Kommunal,Malmö,212,101,61,50,79,82,24,2014
Malmö,Valdemarsro gymnasium Ro 1,70200717,Kommunal,Malmö,5,3,1,1,..,..,..,2014
Malmö,Värnhemsskolan Ro 1,11608031,Kommunal,Malmö,150,52,47,51,90,58,24,2014
Malmö,Värnhemsskolan Ro 2,14569013,Kommunal,Malmö,153,61,53,39,50,24,33,2014
Malmö,Värnhemsskolan Ro 3,92313496,Kommunal,Malmö,250,151,40,59,69,77,24,2014
Malmö,Värnhemsskolan Ro 4,88387058,Kommunal,Malmö,257,114,72,71,62,67,19,2014
Malmö,Värnhemsskolan Ro 5,41543853,Kommunal,Malmö,122,47,38,37,39,71,26,2014
Malmö,Värnhemsskolan Ro 6,72677850,Kommunal,Malmö,213,210,3,.,53,88,7,2014
Malung-Sälen,Malung-Sälens gymnasieskola,68381790,Kommunal,Malung-Sälen,323,110,100,113,41,14,44,2014
Malå,Malå gymnasieskola,73138140,Kommunal,Malå,10,4,6,.,.,..,..,2014
Mariestad,Vadsbogymnasiet,13006857,Kommunal,Mariestad,734,304,218,212,41,18,45,2014
Mark,Marks gymnasieskola sekt. väst,64858669,Kommunal,Mark,569,179,202,188,46,14,50,2014
Mark,Marks gymnasieskola sektor syd,86320340,Kommunal,Mark,3,.,1,2,..,.,..,2014
Mark,Marks gymnasieskola sektor öst,26721724,Kommunal,Mark,275,191,52,32,39,25,21,2014
Markaryd,Kunskapscentrum Markaryd gymn.,58187973,Kommunal,Markaryd,223,92,65,66,40,30,31,2014
Stockholm,Kulturama gymnasium,78422467,Enskild,Medborgarskolan Stockholmsregionen,548,177,199,172,68,10,66,2014
Stockholm,Kulturama gymnasium Odenplan,37802196,Enskild,Medborgarskolans Friskolor i Stockholm AB,28,14,14,.,54,..,71,2014
Stockholm,Påhlmans gymnasium,16784385,Enskild,Medborgarskolans Friskolor i Stockholm AB,231,63,59,109,60,16,64,2014
Stockholm,Stockholms Tillskärarakademis Gymnasium,80357110,Enskild,Medborgarskolans Friskolor i Stockholm AB,73,25,21,27,89,26,49,2014
Nacka,MediaGymnasiet i Nacka Strand,29449669,Enskild,MediaGymnasiet Nacka Strand AB,566,183,196,187,47,12,56,2014
Linköping,"Mediateknikerutbildningen, MTU",97868185,Enskild,"Mediateknikerutbildningen, MTU AB",144,40,49,55,49,9,48,2014
Helsingborg,Mega Musik gymnasium,95046058,Enskild,Mega Musik Gymnasieskola AB,115,26,47,42,46,..,47,2014
Mellerud,Dahlstiernska gymnasiet,88894245,Kommunal,Mellerud,157,54,60,43,41,18,22,2014
Stockholm,Gymnasieskolan Metapontum,60142020,Enskild,Metapontum AB,24,11,5,8,..,50,67,2014
Eskilstuna,"Mikael Elias Gymnasium, Eskilstuna",82060950,Enskild,Mikael Elias Gymnasium AB,153,30,69,54,68,58,55,2014
Falun,"Mikael Elias Gymnasium, Falun",19981611,Enskild,Mikael Elias Gymnasium AB,119,35,44,40,77,20,55,2014
Göteborg,"Mikael Elias Gymnasium, Göteborg",40690520,Enskild,Mikael Elias Gymnasium AB,476,163,136,177,64,37,65,2014
Karlskrona,"Mikael Elias Gymnasium, Karlskrona",30458073,Enskild,Mikael Elias Gymnasium AB,196,26,77,93,58,12,71,2014
Lund,"Mikael Elias Gymnasium, Lund",17779637,Enskild,Mikael Elias Gymnasium AB,84,84,.,.,48,19,70,2014
Sollentuna,"Mikael Elias Gymnasium, Sollentuna",49141105,Enskild,Mikael Elias Gymnasium AB,236,68,88,80,65,42,58,2014
Stockholm,"Mikael Elias Gymnasium, Stockholm",73812226,Enskild,Mikael Elias Gymnasium AB,369,133,119,117,49,35,69,2014
Sundsvall,"Mikael Elias Gymnasium, Sundsvall",21382451,Enskild,Mikael Elias Gymnasium AB,227,91,83,53,67,19,60,2014
Örnsköldsvik,"Mikael Elias Gymnasium, Örnsköldsvik",65833454,Enskild,Mikael Elias Gymnasium AB,111,41,40,30,59,..,55,2014
Umeå,Minervagymnasium,23544320,Enskild,Minervaskolan i Umeå AB,519,166,181,172,55,22,73,2014
Mjölby,Mjölby gymnasium 1,31870541,Kommunal,Mjölby,320,107,102,111,49,16,53,2014
Mjölby,Mjölby gymnasium 2,71160225,Kommunal,Mjölby,90,33,32,25,69,21,20,2014
Mjölby,Mjölby gymnasium 3,80376589,Kommunal,Mjölby,146,69,52,25,36,38,8,2014
Mjölby,Mjölby gymnasium 4,67752682,Kommunal,Mjölby,101,38,39,24,13,..,42,2014
Mjölby,Mjölby gymnasium 5,47884009,Kommunal,Mjölby,133,39,44,50,35,..,29,2014
Mora,"S:t Mikaels-skolan, ro 1",44672598,Kommunal,Mora,344,120,116,108,56,11,51,2014
Mora,"S:t Mikaels-skolan, ro 2",75340089,Kommunal,Mora,339,106,108,125,38,5,50,2014
Mora,"S:t Mikaels-skolan, ro 4",29700879,Kommunal,Mora,130,56,42,32,27,48,18,2014
Motala,Carlsund utbildningscentrum 1,36670439,Kommunal,Motala,218,58,71,89,27,10,30,2014
Motala,Carlsund utbildningscentrum 2,22220001,Kommunal,Motala,199,70,54,75,58,18,23,2014
Motala,Carlsund utbildningscentrum IM,15644006,Kommunal,Motala,140,57,64,19,36,53,..,2014
Motala,Platengymnasiet 1,31822012,Kommunal,Motala,305,102,98,105,52,18,53,2014
Motala,Platengymnasiet 2,83161201,Kommunal,Motala,278,94,91,93,41,19,70,2014
Munkedal,Processtekniska Gymnasiet,55421481,Kommunal,Munkedal,24,11,4,9,..,..,..,2014
Munkedal,Ungdomsgymnasiet,58583587,Kommunal,Munkedal,50,23,19,8,34,48,..,2014
Stenungsund,"Munkeröds utb.c., Stenungsund",84230226,Enskild,Munkeröds Utbildningscenter AB,11,6,5,.,100,..,..,2014
Munkfors,Munkfors gymnasieskola,66546423,Kommunal,Munkfors,6,.,6,.,.,..,.,2014
Stockholm,Lilla Akademiens Musikgymn.,83374651,Enskild,Musikskolan Lilla Akademien AB,119,39,45,35,71,25,87,2014
Södertälje,Mälardalens Tekniska Gymnasium,67628478,Enskild,Mälardalens Tekniska Gymnasium AB,206,72,71,63,14,16,65,2014
Mölndal,Fässbergsgymnasiet enhet 2,51760971,Kommunal,Mölndal,143,1,15,127,48,26,55,2014
Mölndal,Fässbergsgymnasiet enhet 3,51111985,Kommunal,Mölndal,18,17,.,1,..,..,..,2014
Mölndal,Krokslättsgymnasiet och Vuxenutbildning Mölndal Enhet 1,76470241,Kommunal,Mölndal,225,155,15,55,55,65,17,2014
Mölndal,Krokslättsgymnasiet och Vuxenutbildning Mölndal Enhet 3,99356671,Kommunal,Mölndal,25,25,.,.,48,..,44,2014
Mönsterås,Mönsteråsgymnasiet,16702464,Kommunal,Mönsterås,238,95,60,83,43,21,42,2014
Nacka,"Nacka gymnasium, Natur & Teknik",36252055,Kommunal,Nacka,835,290,297,248,29,16,71,2014
Nacka,"Nacka gymnasium, Samhälle",91812793,Kommunal,Nacka,1 216,404,431,381,60,18,64,2014
Nacka,"YBC, Young Business Creatives",68285560,Kommunal,Nacka,389,99,140,150,51,18,63,2014
Nacka,Nacka Enskilda Gymnasium,62855448,Enskild,Nacka Enskilda Gymnasium AB,143,59,43,41,27,24,52,2014
Stockholm,Nackademins Näringslivsgymnasium Stockholm,41535558,Enskild,Nackademin AB,32,.,.,32,56,72,53,2014
Oxelösund,Nat. Språkutv.center Oxelösund,36929920,Enskild,Nationellt Språkutvecklingscenter i Oxelösund AB,22,2,6,14,..,..,..,2014
Bollnäs,Naturlära i Hälsingland,49379603,Enskild,Naturlära i Hälsingland AB,10,4,6,.,100,.,..,2014
Södertälje,Järna naturbruksgymnasium,80280597,Enskild,Nibblestiftelsen,36,13,12,11,58,..,56,2014
Nora,IV-programmet i Nora,71728074,Kommunal,Nora,7,7,.,.,..,..,.,2014
Nordanstig,Gymnasieutbildn. i Nordanstig,16374064,Kommunal,Nordanstig,47,27,20,.,38,66,..,2014
Eskilstuna,NTI-gymnasiet Eskilstuna,30341162,Enskild,"Nordens Teknikerinstitut AB ,NTI,",91,27,25,39,12,15,37,2014
Falun,NTI-gymnasiet Falun,36680097,Enskild,"Nordens Teknikerinstitut AB ,NTI,",151,38,52,61,17,7,49,2014
