skolverket_skolnamn,school_unit,skolverket_kommunnamn,skolverket_kommun,huvudman,skolverket_huvudman_namn,skolverket_huvudman_kod,skolverket_helttj_larare_o_adm_tcv17,skolverket_helttj_adm_tcv17,skolverket_helttj_larare_tcv17,skolverket_helttj_andel_kvi_tcv17,skolverket_helttj_andel_ped_tcv17,skolverket_helttj_andel_specped_tcv17,skolverket_elever_per_helttj_tcv17,skolverket_helttj_syv_tcv17,skolverket_elever_per_syvhelttj_tcv17,skolverket_helttj_andel_tillsv_tcv17,year
Thoren Business School Gävle,49616977,Gävle,2180,5566139290,Thorengruppen AB,Enskild,"13,2","1,0","12,2","53,1","86,0",.,"14,0","1,0","170,0","100,0",2015
Vasaskolan,54965510,Gävle,2180,2120002338,Gävle,Kommunal,"77,3","1,0","76,3","55,8","85,1","2,6","12,6","2,0","481,5","90,4",2015
Yrkesgymnasiet Gävle,90267145,Gävle,2180,5566139290,Thorengruppen AB,Enskild,"11,6","1,0","10,6","26,4","49,1",.,"13,7","0,2","725,0","68,0",2015
Angeredsgymnasiet 1,72998905,Göteborg,1480,2120001355,Göteborg,Kommunal,"13,4",.,"13,4","67,2","59,7",.,"14,9",.,.,"67,2",2015
Angeredsgymnasiet 2,84835666,Göteborg,1480,2120001355,Göteborg,Kommunal,"15,3",.,"15,3","49,0","83,7",.,"15,0",.,.,"88,9",2015
Angeredsgymnasiet 3,24685151,Göteborg,1480,2120001355,Göteborg,Kommunal,"27,1","1,0","26,1","71,3","86,6","7,7","17,0",.,.,"88,5",2015
Angeredsgymnasiet 4,25872338,Göteborg,1480,2120001355,Göteborg,Kommunal,"10,3","1,0","9,3","61,6","78,4","10,8","3,2",.,.,"91,9",2015
Aniaragymnasiet,69481650,Göteborg,1480,5566666789,AF Affärseffekt Framtidsskola AB,Enskild,"12,6","1,0","11,6","74,1","100,0","17,2","14,7","0,2","855,0","100,0",2015
Aspero Idrottsgymn. Göteborg,20319353,Göteborg,1480,5566363973,Aspero Friskolor AB,Enskild,"11,4","1,0","10,4","51,4","78,4",.,"17,6","0,1","1 830,0","79,8",2015
Bernadottegymnasiet,92194545,Göteborg,1480,2120001355,Göteborg,Kommunal,"8,1","0,7","7,5","21,4","100,0","4,0","23,6","0,1","1 760,0","100,0",2015
Bräckegymnasiet 1,88153340,Göteborg,1480,2120001355,Göteborg,Kommunal,"19,6",.,"19,6","19,4","89,8","10,2","11,9",.,.,"85,7",2015
Bräckegymnasiet 2,94353434,Göteborg,1480,2120001355,Göteborg,Kommunal,"25,6",.,"25,6","18,0","80,5","7,8","8,0",.,.,"96,1",2015
Bräckegymnasiet 4,84978846,Göteborg,1480,2120001355,Göteborg,Kommunal,"24,2","1,0","23,2","52,5","91,4","13,0","8,3","0,8","254,7","91,4",2015
Burgården Utbildningscentrum 1,59396229,Göteborg,1480,2120001355,Göteborg,Kommunal,"21,8","1,0","20,8","80,7","90,4","2,9","14,6",.,.,"95,2",2015
Burgården Utbildningscentrum 2,95165649,Göteborg,1480,2120001355,Göteborg,Kommunal,"22,5","1,0","21,5","69,0","83,9","9,3","8,7",.,.,"80,9",2015
Burgården Utbildningscentrum 3,64740897,Göteborg,1480,2120001355,Göteborg,Kommunal,"28,7","1,0","27,7","64,2","88,1","9,9","10,3",.,.,"93,5",2015
Burgården Utbildningscentrum 4,78979604,Göteborg,1480,2120001355,Göteborg,Kommunal,"5,5",.,"5,5","63,6","81,8","9,1","22,4",.,.,"81,8",2015
Burgården Utbildningscentrum 5,69626109,Göteborg,1480,2120001355,Göteborg,Kommunal,"21,1","1,0","20,1","65,4","89,3","5,0","14,3",.,.,"75,9",2015
Cybergymnasiet Göteborg,85068812,Göteborg,1480,5565693297,Cybergymnasiet Göteborg AB,Enskild,"18,1","0,0","18,1","53,0","60,8",.,"12,3","0,4","557,5","53,6",2015
Donnergymnasiet,78397312,Göteborg,1480,5565408381,Donnergymnasiet AB,Enskild,"32,9","1,0","31,9","43,3","86,1","3,1","17,7","0,1","5 650,0","94,4",2015
Drottning Blankas Gymn. Göteborg,36444853,Göteborg,1480,5565668794,Drottning Blankas Gymnasieskola AB,Enskild,"20,1","1,8","18,4","52,3","68,4",.,"19,3",.,.,"57,1",2015
Ester Mosessons gymnasium 1,15414001,Göteborg,1480,2120001355,Göteborg,Kommunal,"12,8","1,0","11,8","83,0","85,1",.,"22,9",.,.,"91,5",2015
Ester Mosessons gymnasium 2,38311488,Göteborg,1480,2120001355,Göteborg,Kommunal,"13,8","1,0","12,8","60,8","100,0",.,"14,5",.,.,"100,0",2015
Ester Mosessons gymnasium 3,34848695,Göteborg,1480,2120001355,Göteborg,Kommunal,"19,5","1,0","18,5","52,8","89,2","5,4","6,3","0,5","232,0","93,2",2015
Framtidsgymnasiet i Göteborg,16819383,Göteborg,1480,5564781606,Framtidsgymnasiet i Göteborg Aktiebolag,Enskild,"22,7","1,0","21,7","34,1","43,3",.,"13,6",.,.,"100,0",2015
GTI:s gymnasieskola,89837629,Göteborg,1480,5562358993,Göteborgs Tekniska Institut Aktiebolag,Enskild,"26,1","0,8","25,3","51,5","72,5","0,4","16,2","0,2","2 040,0","57,8",2015
Gymnasieakademin,12994441,Göteborg,1480,5567265979,IEAB International Education AB,Enskild,"9,3","0,5","8,8","36,4","58,0",.,"18,8",.,.,"28,4",2015
Göteborgregionens tekniska gy,53660780,Göteborg,1480,5565706768,Göteborgs Tekniska College Aktiebolag,Enskild,"34,4","0,4","34,0","33,7","58,9",.,"10,2","0,1","3 460,0","92,0",2015
Göteborgs Högre Samskola gy.,88774402,Göteborg,1480,8572059197,Stiftelsen Göteborgs Högre Samskola,Enskild,"36,6","0,5","36,1","48,1","95,6",.,"14,8","0,3","1 668,8","93,4",2015
Hermods Gymnasium Göteborg,75141151,Göteborg,1480,5560440017,Hermods Aktiebolag,Enskild,"22,5","1,0","21,5","50,0","81,6",.,"18,3","0,3","1 313,3","69,5",2015
Hvitfeldtska gymnasiet 1,61701709,Göteborg,1480,2120001355,Göteborg,Kommunal,"25,9","1,0","24,9","48,2","88,7","4,0","19,0",.,.,"86,3",2015
Hvitfeldtska gymnasiet 2,61469192,Göteborg,1480,2120001355,Göteborg,Kommunal,"29,1","1,0","28,1","42,4","93,9","10,7","8,0",.,.,"97,5",2015
Hvitfeldtska gymnasiet 3,84306392,Göteborg,1480,2120001355,Göteborg,Kommunal,"32,7","1,0","31,7","59,0","93,7",.,"17,3",.,.,"96,8",2015
Hvitfeldtska gymnasiet 4,28627819,Göteborg,1480,2120001355,Göteborg,Kommunal,"26,7","1,0","25,7","47,5","94,9",.,"15,7",.,.,"94,9",2015
Hvitfeldtska gymnasiet 5,30086854,Göteborg,1480,2120001355,Göteborg,Kommunal,"18,0","1,0","17,0","54,4","68,8",.,"13,1","0,2","1 480,0","98,2",2015
Hvitfeldtska gymnasiet 6,50235617,Göteborg,1480,2120001355,Göteborg,Kommunal,"13,1","1,0","12,1","91,7","85,1","8,3","17,5",.,.,"85,1",2015
IHGR-gymnasiet,26627862,Göteborg,1480,2120001355,Göteborg,Kommunal,"24,3","1,0","23,3","72,8","65,7","1,7","15,2","0,4","887,5","82,5",2015
Ingrid Segerstedts gymnasium,48847282,Göteborg,1480,8572088824,Stiftelsen Ingrid Segerstedts Gymnasium,Enskild,"16,5","1,0","15,5","50,3","100,0",.,"18,1",.,.,"98,1",2015
International IT College of Sweden Gothenburg,72517762,Göteborg,1480,5563114445,Edinit AB,Enskild,"10,6","1,0","9,6","53,1","77,1","2,1","13,9",.,.,"100,0",2015
IT-Gymnasiet Göteborg,79094701,Göteborg,1480,5565970471,IT Gymnasiet Sverige AB,Enskild,"27,0","1,5","25,5","40,0","74,9",.,"18,3","0,4","1 167,5","85,9",2015
JENSEN Gymnasium Göteborg,38684438,Göteborg,1480,5566358759,Jensen Education College AB,Enskild,"21,3","1,0","20,3","70,9","82,3","3,4","21,8","0,4","1 107,5","51,5",2015
Katrinelundsgymnasiet 1,31251822,Göteborg,1480,2120001355,Göteborg,Kommunal,"20,4","1,0","19,4","65,1","99,2","3,6","20,4","0,2","1 980,0","92,5",2015
Katrinelundsgymnasiet 2,90099336,Göteborg,1480,2120001355,Göteborg,Kommunal,"6,8","1,0","5,8","16,8","83,2","5,2","0,9","0,2","33,3","100,0",2015
Katrinelundsgymnasiet 3,96590873,Göteborg,1480,2120001355,Göteborg,Kommunal,"26,3","1,0","25,3","67,5","93,9","5,9","14,1","0,2","1 785,0","96,0",2015
Katrinelundsgymnasiet 4,35647481,Göteborg,1480,2120001355,Göteborg,Kommunal,"17,2","1,0","16,2","52,7","95,9","6,5","14,5","0,3","936,0","99,0",2015
Katrinelundsgymnasiet 5,39549479,Göteborg,1480,2120001355,Göteborg,Kommunal,"14,1","1,0","13,1","48,9","93,9","3,8","21,4","0,3","1 124,0","100,0",2015
Kitas Ekonomi,73147554,Göteborg,1480,5567097117,Kitas utbildning AB,Enskild,"14,3","0,5","13,8","42,0","87,3",.,"19,1","0,1","5 280,0","77,5",2015
Kitas Frisörgymnasium,65752105,Göteborg,1480,5567385330,Kimuo frisörutbildning AB,Enskild,"2,6","0,1","2,5","61,5","56,3",.,"15,5","0,0","1 300,0","61,5",2015
Kitas Gymnasium,69983740,Göteborg,1480,5567097117,Kitas utbildning AB,Enskild,"15,7","0,3","15,4","47,3","89,7",.,"18,1","0,1","5 580,0","82,9",2015
Kitas Natur,66491596,Göteborg,1480,5567097117,Kitas utbildning AB,Enskild,"11,3","0,3","11,0","29,7","89,5",.,"20,9","0,1","4 580,0","92,2",2015
Kunskapsgymnasiet Göteborg,12052268,Göteborg,1480,5565661815,Kunskapsskolan i Sverige Aktiebolag,Enskild,"22,6","1,0","21,6","48,1","94,7",.,"16,2","0,2","1 750,0","85,4",2015
L M Engströms gymnasium,71597051,Göteborg,1480,8572003666,Peter Isaac Béens Utbildningsstiftelse,Enskild,"29,0","0,7","28,3","49,6","88,7","1,4","19,1",.,.,"86,5",2015
LBS Ljud & Bildskolan Göteborg,53231578,Göteborg,1480,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"12,3","1,0","11,3","44,4","74,7",.,"18,3","1,0","206,0","69,8",2015
Lindholmens tekn gymnasium 1,11274830,Göteborg,1480,2120001355,Göteborg,Kommunal,"21,5","1,0","20,5","22,0","80,5",.,"12,7","0,9","288,9","85,4",2015
Lindholmens tekn gymnasium 2,51321260,Göteborg,1480,2120001355,Göteborg,Kommunal,"23,9","1,0","22,9","16,6","76,0","4,4","9,9",.,.,"86,2",2015
Lindholmens tekn gymnasium 3,96279444,Göteborg,1480,2120001355,Göteborg,Kommunal,"18,3","1,0","17,3","31,8","94,2","13,3","15,3",.,.,"94,2",2015
Lindholmens tekn gymnasium 4,53432700,Göteborg,1480,2120001355,Göteborg,Kommunal,"39,5","2,0","37,5","77,1","100,0","12,8","10,5",.,.,"94,7",2015
Lindholmens tekniska gymnasium 5,96921118,Göteborg,1480,2120001355,Göteborg,Kommunal,"2,9","1,0","1,9","100,0","100,0","54,1",.,.,.,"100,0",2015
"Mikael Elias Gymnasium, Göteborg",40690520,Göteborg,1480,5565583282,Mikael Elias Gymnasium AB,Enskild,"28,9","2,0","26,9","55,7","90,2",.,"18,6",.,.,"90,8",2015
Motorbranschens Tekniska gymn.,61880907,Göteborg,1480,2120001355,Göteborg,Kommunal,"28,4","1,0","27,4","19,2","69,7",.,"11,9","0,3","1 304,0","77,7",2015
Munkebäcksgymnasiet 1,19300363,Göteborg,1480,2120001355,Göteborg,Kommunal,"9,4","0,7","8,7","77,0","65,5","6,9","15,2",.,.,"82,8",2015
Munkebäcksgymnasiet 2,79729526,Göteborg,1480,2120001355,Göteborg,Kommunal,"20,6","1,0","19,6","48,8","94,9",.,"12,2",.,.,"96,4",2015
NTI Mediegymnasiet,97382366,Göteborg,1480,5561203679,Nordens Teknikerinstitut Aktiebolag (Nti),Enskild,"20,2","1,0","19,2","40,4","71,2","5,2","16,2",.,.,"97,4",2015
NTI-gymnasiet Kronhusgatan,35006050,Göteborg,1480,5561203679,Nordens Teknikerinstitut Aktiebolag (Nti),Enskild,"24,8","1,0","23,8","45,1","72,0","4,2","15,1",.,.,"75,4",2015
Peabskolan Göteborg,88886610,Göteborg,1480,5564427432,Peabskolan AB,Enskild,"8,8","1,0","7,8","12,8","66,7",.,"14,4","0,2","746,7","100,0",2015
Plusgymnasiet i Göteborg,10638939,Göteborg,1480,5565789129,Plusgymnasiet AB,Enskild,"23,7","1,0","22,7","50,6","86,5","4,4","13,3","0,3","1 006,7","80,4",2015
Polhemsgymnasiet 1,21505555,Göteborg,1480,2120001355,Göteborg,Kommunal,"20,1","1,0","19,1","46,0","94,8",.,"22,9",.,.,"89,5",2015
Polhemsgymnasiet 2,34336190,Göteborg,1480,2120001355,Göteborg,Kommunal,"19,9","1,0","18,9","65,1","97,6","5,3","24,4",.,.,"97,6",2015
Polhemsgymnasiet 3,21052710,Göteborg,1480,2120001355,Göteborg,Kommunal,"18,3","1,0","17,3","57,8","89,6",.,"10,9",.,.,"89,6",2015
Praktiska Göteborg,88556189,Göteborg,1480,5562575786,Praktiska Sverige AB,Enskild,"16,0","1,0","15,0","29,8","48,2","2,7","15,5",.,.,"62,9",2015
Realgymnasiet Göteborg,35236491,Göteborg,1480,5565715892,Lärande i Sverige AB,Enskild,"12,6","1,0","11,6","48,2","46,6",.,"13,9","1,8","89,4","89,7",2015
Rytmus Göteborg,69739484,Göteborg,1480,5564648979,Rytmus AB,Enskild,"24,3","1,5","22,8","47,9","90,3","2,2","11,0","0,2","1 250,0","77,4",2015
Schillerska gymnasiet 1,92887917,Göteborg,1480,2120001355,Göteborg,Kommunal,"15,2",.,"15,2","53,8","100,0","6,6","23,8",.,.,"100,0",2015
Schillerska gymnasiet 2,88834120,Göteborg,1480,2120001355,Göteborg,Kommunal,"24,5",.,"24,5","54,9","100,0",.,"22,4",.,.,"94,9",2015
Schillerska gymnasiet 3,36748805,Göteborg,1480,2120001355,Göteborg,Kommunal,"12,3","0,8","11,5","73,9","91,3","17,4","8,0",.,.,"91,3",2015
Sigrid Rudebecks gymnasium,19207279,Göteborg,1480,5563571248,Aktiebolaget Sigrid Rudebecks Skola,Enskild,"24,8","1,0","23,8","57,1","95,4",.,"19,4",.,.,"79,2",2015
Sjölins Gymnasium Göteborg,53640774,Göteborg,1480,5563758399,Sjölins Gymnasium AB,Enskild,"24,7","1,0","23,7","53,8","80,4",.,"18,2",.,.,"74,7",2015
SKF Tekniska Gymnasium,58502307,Göteborg,1480,5562408301,Skf Sverige Aktiebolag,Enskild,"11,1","0,5","10,6","32,5","59,9",.,"7,3","0,0","7 700,0","87,7",2015
Thoren Innovation School Göteborg,97177328,Göteborg,1480,5568902653,Thoren Innovation School AB,Enskild,"17,7","1,0","16,7","53,2","94,0",.,"13,9","0,4","641,7","88,0",2015
Älvstrandsgymnasiet,72127035,Hagfors,1783,2120001884,Hagfors,Kommunal,"40,0","1,0","39,0","45,8","60,1",.,"10,2","1,0","398,0","54,2",2015
Alléskolan 1,70969714,Hallsberg,1861,2220001180,Hallsberg,Kommunal,"29,0","1,0","28,0","31,5","83,1","1,4","8,3","0,7","334,3","85,5",2015
Alléskolan 2,85003442,Hallsberg,1861,2220001180,Hallsberg,Kommunal,"12,8","0,5","12,3","77,1","84,6","4,1","9,9","0,3","406,7","76,9",2015
Alléskolan 3,22752398,Hallsberg,1861,2220001180,Hallsberg,Kommunal,"46,4","1,0","45,4","20,8","52,0","2,2","8,1","0,8","462,5","63,5",2015
Alléskolan 4,68734112,Hallsberg,1861,2220001180,Hallsberg,Kommunal,"31,2","1,0","30,2","55,6","97,5","1,3","10,1","0,5","610,0","95,0",2015
Alléskolan 5,71922787,Hallsberg,1861,2220001180,Hallsberg,Kommunal,"17,9","1,0","16,9","50,9","76,9","1,2","5,9","0,4","250,0","89,6",2015
Alléskolan 6,71763475,Hallsberg,1861,2220001180,Hallsberg,Kommunal,"31,0","1,0","30,0","52,0","86,3","5,0","10,2","0,9","361,2","90,0",2015
Ridsportsgymnasiet,50696507,Hallstahammar,1961,5566940408,Ridskolan Strömsholm RS AB,Enskild,"8,8","0,8","8,0","63,6","67,3",.,"10,8","0,1","870,0","81,9",2015
Aspero Idrottsgymn. Halmstad,92507006,Halmstad,1380,5566363973,Aspero Friskolor AB,Enskild,"17,9","1,0","16,9","43,8","81,4",.,"15,7","0,1","2 650,0","78,1",2015
Drottning Blankas Gymn. Halmstad,44653962,Halmstad,1380,5565668794,Drottning Blankas Gymnasieskola AB,Enskild,"13,2","0,9","12,3","68,2","37,6",.,"12,7","0,1","1 550,0","84,9",2015
Kattegattgymnasiet 1,20100577,Halmstad,1380,2120001215,Halmstad,Kommunal,"33,0","1,0","32,0","44,4","89,4",.,"11,8",.,.,"81,2",2015
Kattegattgymnasiet 2,81993306,Halmstad,1380,2120001215,Halmstad,Kommunal,"26,6","1,0","25,6","44,7","87,7",.,"10,5",.,.,"98,6",2015
Kattegattgymnasiet 3,19051089,Halmstad,1380,2120001215,Halmstad,Kommunal,"15,5","1,0","14,5","54,0","93,1",.,"18,1",.,.,"86,2",2015
Kattegattgymnasiet 4,29097621,Halmstad,1380,2120001215,Halmstad,Kommunal,"29,0","1,0","28,0","15,9","53,5",.,"8,2",.,.,"53,5",2015
LBS Ljud & Bildskolan Halmstad,47264019,Halmstad,1380,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"12,9","1,0","11,9","36,3","58,2","2,5","17,0","0,1","2 010,0","63,7",2015
Praktiska Halmstad,87764775,Halmstad,1380,5562575786,Praktiska Sverige AB,Enskild,"13,6","1,0","12,6","57,1","57,1",.,"12,9",.,.,"49,2",2015
Sannarpsgymnasiet 1,35670336,Halmstad,1380,2120001215,Halmstad,Kommunal,"20,4",.,"20,4","74,4","80,7",.,"14,3",.,.,"95,7",2015
Sannarpsgymnasiet 2,50198492,Halmstad,1380,2120001215,Halmstad,Kommunal,"20,6",.,"20,6","52,4","94,7","14,6","14,2",.,.,"82,2",2015
Sannarpsgymnasiet 3,48438396,Halmstad,1380,2120001215,Halmstad,Kommunal,"19,6","0,8","18,9","47,6","100,0",.,"12,3",.,.,"100,0",2015
Sannarpsgymnasiet 4,98052678,Halmstad,1380,2120001215,Halmstad,Kommunal,"5,9","0,3","5,6","59,4","100,0",.,"6,8",.,.,"97,5",2015
Sturegymnasiet 1,20099064,Halmstad,1380,2120001215,Halmstad,Kommunal,"22,8","1,0","21,8","55,4","86,0",.,"9,2",.,.,"93,2",2015
Sturegymnasiet 2,44341171,Halmstad,1380,2120001215,Halmstad,Kommunal,"36,4","1,0","35,4","73,0","97,7","14,1","9,5",.,.,"78,0",2015
Sturegymnasiet 3,77130356,Halmstad,1380,2120001215,Halmstad,Kommunal,"17,1","1,0","16,1","61,0","82,6",.,"14,1",.,.,"88,8",2015
Sturegymnasiet 4,32671805,Halmstad,1380,2120001215,Halmstad,Kommunal,"4,7","0,3","4,4","62,8","100,0",.,"13,3",.,.,"100,0",2015
Fredrika Bremergymnasiet Fredrik,77815944,Haninge,0136,2120000084,Haninge,Kommunal,"45,7","1,0","44,7","27,1","59,7",.,"12,2","1,0","544,0","64,2",2015
Fredrika Bremergymnasiet Fredrika,16313848,Haninge,0136,2120000084,Haninge,Kommunal,"105,0","1,0","104,0","59,5","83,5","1,9","13,7","2,9","490,3","92,7",2015
Fredrika Bremergymnasiet Riksäpplet,79606767,Haninge,0136,2120000084,Haninge,Kommunal,"38,6","0,8","37,9","67,0","86,0","0,5","14,6","1,5","367,3","96,8",2015
Tornedalsskolan,11294673,Haparanda,2583,2120002775,Haparanda,Kommunal,"25,0","0,9","24,1","48,3","76,3","2,9","10,9","1,0","263,0","92,5",2015
CLL/Gymnasieutbildningen,86212202,Heby,0331,2120002049,Heby,Kommunal,"1,0",.,"1,0","50,0","100,0",.,"47,0","0,1","470,0","100,0",2015
Martin Koch-gymnasiet,86327236,Hedemora,2083,2120002254,Hedemora,Kommunal,"31,5","1,0","30,5","49,0","81,2","5,7","10,8","0,9","365,6","83,3",2015
Campeon Frigymnasium,41745951,Helsingborg,1283,5566264056,Campeon Frigymnasium AB,Enskild,"8,3","0,7","7,6","61,6","88,1",.,"27,4","0,1","2 070,0","100,0",2015
Cultura Gymnasium,83137205,Helsingborg,1283,5567127237,Cultura Utbildning AB,Enskild,"12,4","1,0","11,4","45,6","98,2",.,"13,8",.,.,"96,5",2015
Design & Construction College Helsingborg,28398531,Helsingborg,1283,5560440017,Hermods Aktiebolag,Enskild,"24,4","1,0","23,4","44,5","70,2","4,3","13,7",.,.,"73,7",2015
Drottning Blankas Gymn. Helsingborg,66335258,Helsingborg,1283,5565668794,Drottning Blankas Gymnasieskola AB,Enskild,"13,6","1,0","12,6","68,6","67,3","4,0","17,1","0,2","1 070,0","59,0",2015
Filbornaskolan,54172830,Helsingborg,1283,2120001157,Helsingborg,Kommunal,"52,9","1,0","51,9","58,3","87,1","3,9","11,8",.,.,"97,4",2015
G.O. Kompetens Transportgymnasium,86310217,Helsingborg,1283,5566412549,G.O. Kompetens Transportgymnasium AB,Enskild,"12,9","0,9","12,0","14,6","31,0",.,"9,0","0,4","267,5","100,0",2015
Helsingborgs Ridgymnasium,83085136,Helsingborg,1283,5565974671,Humeq Education AB,Enskild,"13,5","1,0","12,5","56,8","48,0",.,"10,7","0,2","670,0","98,4",2015
Helsingborgs Sportgymnasium,75458014,Helsingborg,1283,6111063951,"Krisping, Stefan",Enskild,"8,9","1,0","7,9","65,6","69,4",.,"12,0","0,5","208,9","62,4",2015
International school of Hbg/Gy,61826221,Helsingborg,1283,2120001157,Helsingborg,Kommunal,"14,5","1,0","13,5","65,2","38,4",.,"10,4","0,4","352,5","80,3",2015
IT-Gymnasiet Helsingborg,79033948,Helsingborg,1283,5565970471,IT Gymnasiet Sverige AB,Enskild,"12,3","0,8","11,5","30,1","66,5","3,7","16,3",.,.,"85,1",2015
JENSEN Gymnasium Helsingborg,56330385,Helsingborg,1283,5566358759,Jensen Education College AB,Enskild,"12,4","1,0","11,4","51,9","39,7",.,"17,6","0,2","1 000,0","51,9",2015
Johannes Hedberggymnasiet,20228162,Helsingborg,1283,8450003481,Folkuniversitetet Stiftelsen Kurs- Verksamheten Vid Lunds Universitet,Enskild,"18,3","1,0","17,3","67,6","90,8",.,"16,9","0,2","1 460,0","94,2",2015
LBS Ljud & Bildskolan Helsingborg,68240485,Helsingborg,1283,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"18,0","1,0","17,0","34,6","88,2",.,"19,7","0,6","556,7","52,8",2015
Mega Musik gymnasium,95046058,Helsingborg,1283,5565956553,Mega Musik Gymnasieskola AB,Enskild,"12,9","0,9","12,1","32,8","56,8",.,"9,3",.,.,"98,3",2015
Nicolaiskolan,44392995,Helsingborg,1283,2120001157,Helsingborg,Kommunal,"54,0","1,0","53,0","64,0","89,1","3,8","10,9","1,6","359,4","95,6",2015
Olympiaskolan,53462953,Helsingborg,1283,2120001157,Helsingborg,Kommunal,"37,3","1,0","36,3","67,5","97,8","2,8","18,0","1,6","408,1","97,1",2015
Praktiska Helsingborg,69241230,Helsingborg,1283,5562575786,Praktiska Sverige AB,Enskild,"13,2","1,0","12,2","22,5","43,4",.,"10,8",.,.,"66,0",2015
"ProCivitas Privata Gymnasium, Helsingborg",60730660,Helsingborg,1283,5566157102,ProCivitas Privata Gymnasium AB,Enskild,"21,5","1,0","20,5","30,2","89,8",.,"26,1","0,3","2 140,0","78,1",2015
Realgymnasiet Helsingborg,85544331,Helsingborg,1283,5565715892,Lärande i Sverige AB,Enskild,"2,8","0,4","2,4","90,7","100,0","4,2","13,1","0,3","103,3","100,0",2015
Rönnowska skolan,80327946,Helsingborg,1283,2120001157,Helsingborg,Kommunal,"94,6","1,0","93,6","38,1","66,8","8,0","9,4","2,2","399,5","80,6",2015
Thoren Business School Helsingborg,82592568,Helsingborg,1283,5566139290,Thorengruppen AB,Enskild,"13,5","1,0","12,5","52,4","82,4",.,"21,5",.,.,"74,5",2015
Tycho Braheskolan,78875918,Helsingborg,1283,2120001157,Helsingborg,Kommunal,"34,9","1,0","33,9","66,4","85,8",.,"12,7","1,0","431,0","95,9",2015
Victum Gymnasium,78023197,Helsingborg,1283,5564889482,Victum Gymnasium Aktiebolag,Enskild,"11,5","1,0","10,5","35,2","90,0","6,2","15,9",.,.,"97,6",2015
Kunskapskällan,86385479,Herrljunga,1466,2120001520,Herrljunga,Kommunal,"26,9","1,0","25,9","41,5","92,9","2,9","8,5",.,.,"90,3",2015
Individuella programmet,53494028,Hjo,1497,2120001728,Hjo,Kommunal,"1,7","0,1","1,6","48,4","87,1",.,"11,6",.,.,"100,0",2015
"Björkhagsskolan, gymnasium",40991561,Hofors,2104,2120002296,Hofors,Kommunal,"19,7","0,7","19,0","47,1","89,1","5,3","8,0","0,3","612,0","87,6",2015
Huddingegymnasiet,49862313,Huddinge,0126,2120000068,Huddinge,Kommunal,"33,9","1,0","32,9","64,3","93,9","3,0","14,5","1,0","476,0","93,9",2015
IT-Gymnasiet Södertörn,99838438,Huddinge,0126,5565970471,IT Gymnasiet Sverige AB,Enskild,"17,3","1,0","16,3","29,8","60,2","3,7","17,1","0,2","1 395,0","71,4",2015
Sjödalsgymnasiet,42859669,Huddinge,0126,2120000068,Huddinge,Kommunal,"69,9","1,0","68,9","50,0","88,5",.,"13,2","2,0","455,0","87,8",2015
Sågbäcksgymnasiet,70923626,Huddinge,0126,2120000068,Huddinge,Kommunal,"64,6","1,0","63,6","50,4","85,1","4,7","9,5","3,0","200,3","87,4",2015
Yrkesgymnasiet Huddinge,92905347,Huddinge,0126,5566139290,Thorengruppen AB,Enskild,"13,2","1,0","12,2","42,4","48,6",.,"15,7","0,5","382,0","36,8",2015
Östra gymnasiet,99592025,Huddinge,0126,2120000068,Huddinge,Kommunal,"55,5","1,0","54,5","53,3","83,0",.,"14,2","0,5","1 552,0","79,3",2015
Bromangymnasiet 1,34247736,Hudiksvall,2184,2120002379,Hudiksvall,Kommunal,"36,9","1,0","35,9","85,2","93,0",.,"14,5","1,0","521,0","74,1",2015
Bromangymnasiet 2,47550455,Hudiksvall,2184,2120002379,Hudiksvall,Kommunal,"48,5","1,0","47,5","37,8","77,6","1,1","11,8","1,0","561,0","82,3",2015
Bromangymnasiet 3,30329172,Hudiksvall,2184,2120002379,Hudiksvall,Kommunal,"23,5","0,4","23,1","17,3","84,3","2,6","8,0","0,6","306,7","89,0",2015
Hudikgymnasiet,76877530,Hudiksvall,2184,5566174438,Hudik Friskoleutbildning AB,Enskild,"8,5","0,5","8,0","24,3","80,1",.,"11,2",.,.,"95,0",2015
Hultsfreds gymnasium 1,47046103,Hultsfred,0860,2120000712,Hultsfred,Kommunal,"15,5","1,0","14,5","56,1","90,3","10,4","8,9","0,4","368,6","74,4",2015
Hultsfreds gymnasium 2,56664512,Hultsfred,0860,2120000712,Hultsfred,Kommunal,"25,7","0,6","25,1","51,1","54,9","6,0","10,0","0,4","627,5","65,4",2015
IM Gymnasieenhet,83501757,Hylte,1315,2120001207,Hylte,Kommunal,"7,3","0,5","6,8","50,0","82,4",.,"10,6","0,2","423,5","85,3",2015
Labora Gymnasium,43826783,Hylte,1315,5566657515,Laboraskolan AB,Enskild,"2,4","0,3","2,0","78,8","95,1",.,"5,9",.,.,"100,0",2015
Traineegymnasiet,15938431,Hylte,1315,2120001207,Hylte,Kommunal,"7,1","0,4","6,7","27,8","83,5",.,"3,8","0,1","192,3","100,0",2015
