skolverket_kommunnamn,skolverket_skolnamn,school_unit,huvudman,skolverket_school_subject,skolverket_tot_m_betyg_tcv199,skolverket_fli_m_betyg_tcv199,skolverket_poj_m_betyg_tcv199,skolverket_tot_andel_ae_tcv199,skolverket_fli_andel_ae_tcv199,skolverket_poj_andel_ae_tcv199,skolverket_tot_gbp_tcv199,skolverket_fli_gbp_tcv199,skolverket_poj_gbp_tcv199,year
Söderköping,Söderköpings Waldorfskola,70789823,Enskild,Biologi,11,..,..,..,..,..,"11,1",..,..,2015
Södertälje,Blombackaskolan,34148887,Kommunal,Biologi,83,48,35,~100,"100,0",~100,"14,6","15,8","13,0",2015
Södertälje,Brunnsängskolan,60570294,Kommunal,Biologi,73,36,37,"72,6","83,3","62,2","8,9","10,5","7,3",2015
Södertälje,Hovsjöskolan,82137009,Kommunal,Biologi,56,34,22,"28,6",..,..,"3,3","3,2","3,4",2015
Södertälje,Magelungens grundskola Södertälje,14872951,Enskild,Biologi,..,.,..,.,.,.,..,.,..,2015
Södertälje,Mariaskolan,31528772,Enskild,Biologi,..,..,..,..,..,..,..,..,..,2015
Södertälje,Mikaelgården Läkeped. Institut,73075913,Enskild,Biologi,..,..,..,..,..,..,..,..,..,2015
Södertälje,Örjanskolan grund,10661388,Enskild,Biologi,21,..,..,~100,~100,..,"14,4","14,2",..,2015
Tanum,Tanumskolan,74079446,Kommunal,Biologi,56,35,21,"80,4","80,0",~100,"10,1","10,3","9,8",2015
Tibro,Nyboskolan arbetslag B,24564454,Kommunal,Biologi,65,32,33,~100,~100,~100,"13,8","14,3","13,3",2015
Tidaholm,Forsenskolan 5-9,40717964,Kommunal,Biologi,66,32,34,~100,~100,~100,"12,7","13,9","11,6",2015
Tidaholm,Hökensåsskolan 7-9,42899954,Kommunal,Biologi,74,32,42,~100,"100,0",~100,"11,9","13,0","11,0",2015
Timrå,Arenaskolan,81784662,Kommunal,Biologi,120,58,62,"58,3","72,4","45,2","6,6","8,7","4,8",2015
Tingsryd,Dackeskolan 4-9,56361478,Kommunal,Biologi,91,47,44,"87,9",~100,"84,1","12,8","13,6","11,9",2015
Tingsryd,Idekulla skola,66342347,Enskild,Biologi,22,11,11,"100,0","100,0","100,0","15,3","15,7","15,0",2015
Tjörn,Bleketskolan,16656370,Kommunal,Biologi,64,29,35,~100,"100,0",~100,"14,0","15,2","13,0",2015
Tjörn,Häggvallskolan,23228302,Kommunal,Biologi,75,42,33,"93,3",~100,~100,"11,6","12,6","10,4",2015
Torsås,Torskolan H,99636909,Kommunal,Biologi,54,23,31,"87,0",~100,"83,9","11,9","13,6","10,6",2015
Trelleborg,Liljeborgsskolan 7-9,42096980,Kommunal,Biologi,131,53,78,"80,9","86,8","76,9","9,8","10,8","9,1",2015
Trelleborg,Pilevallskolan F-9,24947938,Kommunal,Biologi,21,..,..,"100,0","100,0",..,"12,9","12,7",..,2015
Trelleborg,Vannhögskolan 6-9,92281801,Kommunal,Biologi,67,30,37,~100,~100,~100,"11,6","11,7","11,5",2015
Trollhättan,Kronan 7-9,63750711,Kommunal,Biologi,53,26,27,"49,1","53,8","44,4","5,9","6,5","5,3",2015
Trollhättan,Lyrfågelskolan 7-9,81052393,Kommunal,Biologi,95,44,51,~100,~100,~100,"13,5","14,0","13,0",2015
Trollhättan,"Nya Skolan, Trollhättan",11588924,Enskild,Biologi,29,12,17,"100,0","100,0","100,0","14,7","15,8","14,0",2015
Trollhättan,Sjuntorpskolan 4-9,39396701,Kommunal,Biologi,39,24,15,"87,2",~100,~100,"10,6","11,3","9,5",2015
Trollhättan,Strömslundsskolan 7-9,96091081,Kommunal,Biologi,63,35,28,"92,1",~100,~100,"12,4","13,4","11,1",2015
Trosa,Tomtaklintskolan,51044218,Kommunal,Biologi,85,43,42,"91,8",~100,"85,7","12,6","14,0","11,3",2015
Tyresö,Nyboda skola,31281674,Kommunal,Biologi,88,47,41,"87,5",~100,"80,5","11,2","12,7","9,5",2015
Tyresö,Strandskolan,87665835,Kommunal,Biologi,62,29,33,~100,"100,0",~100,"14,1","14,8","13,5",2015
Täby,Milstensskolan,23312767,Enskild,Biologi,25,12,13,"100,0","100,0","100,0","16,4","18,1","14,8",2015
Täby,Näsbydalskolan,22807677,Kommunal,Biologi,105,43,62,~100,"100,0",~100,"15,7","16,2","15,3",2015
Täby,Täby Friskola-Enhagen,32231541,Enskild,Biologi,81,55,26,"100,0","100,0","100,0","15,5","15,8","14,8",2015
Töreboda,Töreboda Centralskola,94707451,Kommunal,Biologi,41,19,22,~100,"100,0",~100,"12,8","15,8","10,2",2015
Uddevalla,Norgårdenskolan 7-9,10405686,Kommunal,Biologi,82,51,31,"86,6","90,2","80,6","10,8","11,5","9,8",2015
Uddevalla,Ramnerödsskolan,83416307,Kommunal,Biologi,..,.,..,.,.,.,..,.,..,2015
Uddevalla,Sommarhemsskolan 7-9,45535775,Kommunal,Biologi,63,31,32,"76,2",~100,"65,6","9,6","12,0","7,3",2015
Umeå,Linneaskolan,39117429,Kommunal,Biologi,45,26,19,"88,9",~100,~100,"11,7","12,6","10,5",2015
Umeå,Mariaskolan,23470743,Enskild,Biologi,..,..,..,..,..,..,..,..,..,2015
Umeå,Minervaskolan,75713343,Enskild,Biologi,79,41,38,"100,0","100,0","100,0","16,1","16,4","15,8",2015
Umeå,Obbola skola 6-9,31716818,Kommunal,Biologi,27,11,16,"100,0","100,0","100,0","16,9","18,6","15,6",2015
Umeå,Språkskolan,55815397,Enskild,Biologi,..,..,..,..,..,..,..,..,..,2015
Umeå,Storsjöskolan 2,10954341,Kommunal,Biologi,51,18,33,~100,~100,~100,"12,0","12,6","11,7",2015
Umeå,Västangårds skola 1-9,36171517,Kommunal,Biologi,15,..,..,"100,0",..,"100,0","13,7",..,"12,5",2015
Upplands Väsby,Sandbergska Competens,97762139,Enskild,Biologi,20,..,..,~100,..,..,"11,3","9,8",..,2015
Upplands Väsby,Södervikskolan,49021135,Enskild,Biologi,102,37,65,"85,3",~100,"83,1","11,0","11,9","10,5",2015
Upplands-Bro,Hagnässkolan,16969143,Kommunal,Biologi,41,18,23,"100,0","100,0","100,0","14,5","15,8","13,4",2015
Uppsala,Eriksbergsskolan,18733789,Kommunal,Biologi,85,41,44,"89,4","85,4",~100,"12,6","12,7","12,5",2015
Uppsala,Gluntens Montessoriskola,57484572,Enskild,Biologi,30,20,10,~100,~100,"100,0","14,3","13,0","16,8",2015
Uppsala,Katarinaskolan,71951060,Enskild,Biologi,90,41,49,~100,~100,~100,"14,0","14,0","14,0",2015
Uppsala,Kunskapsskolan Uppsala,73947432,Enskild,Biologi,89,49,40,"94,4",~100,~100,"14,7","15,3","13,9",2015
Uppsala,Kvarngärdesskolan,61003071,Kommunal,Biologi,38,18,20,~100,"100,0",~100,"15,2","16,5","14,0",2015
Uppsala,Raoul Wallenbergskolan Uppsala,56867001,Enskild,Biologi,38,15,23,"73,7",~100,"65,2","9,8","11,0","9,0",2015
Uppsala,Uppsala Musikklasser,89387408,Enskild,Biologi,73,43,30,~100,~100,~100,"14,6","14,9","14,2",2015
Uppsala,Uppsala waldorfskola,69405762,Enskild,Biologi,..,.,..,..,.,..,..,.,..,2015
Uppsala,Vaksalaskolan,28006480,Kommunal,Biologi,101,63,38,"85,1","87,3","81,6","11,4","12,1","10,2",2015
Uppsala,Valsätraskolan,56446888,Kommunal,Biologi,37,23,14,"78,4",~100,~100,"10,1","10,5","9,3",2015
Uppvidinge,Älghultskolan,73077490,Kommunal,Biologi,51,22,29,~100,~100,~100,"13,4","14,3","12,7",2015
Vaggeryd,Hjortsjöskolan 6-9,95197505,Kommunal,Biologi,74,36,38,"89,2",~100,~100,"11,9","12,8","11,0",2015
Valdemarsvik,Vammarskolan 7-9,53620708,Kommunal,Biologi,61,28,33,"91,8",~100,~100,"11,6","13,3","10,2",2015
Vallentuna,"Clavis, resursklass",42652939,Kommunal,Biologi,..,..,.,..,..,.,..,..,.,2015
Vallentuna,Hjälmstaskolan,16855764,Kommunal,Biologi,52,19,33,~100,"100,0",~100,"12,0","14,2","10,8",2015
Vallentuna,Karbyskolan,57370453,Kommunal,Biologi,27,..,..,"74,1",..,"68,4","9,0",..,"7,9",2015
Vallentuna,"Tunaskolan, resursklass",56878797,Kommunal,Biologi,..,..,..,..,..,..,..,..,..,2015
Vallentuna,Vittra Vallentuna,46206050,Enskild,Biologi,33,13,20,~100,~100,~100,"11,7","12,1","11,4",2015
Vara,Alléskolan,45270097,Kommunal,Biologi,112,65,47,"87,5","90,8","83,0","10,8","11,7","9,6",2015
Varberg,Ankarskolan 4-9 och fritidshem,68653982,Kommunal,Biologi,31,15,16,"100,0","100,0","100,0","16,5","17,3","15,8",2015
Varberg,Bläshammar skola F-9 och fritidshem,13220136,Kommunal,Biologi,31,13,18,~100,"100,0",~100,"12,9","14,2","11,9",2015
Varberg,Vidhögeskolan 6-9,70460569,Kommunal,Biologi,54,20,34,"77,8",~100,"67,6","9,3","11,1","8,2",2015
Varberg,"Väröbackaskolan F-3, 7-9 och fritidshem",68613823,Kommunal,Biologi,43,19,24,"88,4",~100,~100,"11,1","10,1","11,9",2015
Vellinge,Framtidskompassen i Vellinge,15068529,Enskild,Biologi,41,20,21,~100,"100,0",~100,"14,4","15,8","13,1",2015
Vellinge,Skanör Falsterbo Montessorisk.,46725455,Enskild,Biologi,21,..,..,"100,0","100,0",..,"18,2","18,4",..,2015
Vellinge,Stora Hammars skola,24181728,Kommunal,Biologi,36,17,19,~100,"100,0",~100,"13,0","14,7","11,4",2015
Vellinge,Södervångskolan,28023150,Kommunal,Biologi,53,34,19,"88,7",~100,~100,"12,5","13,2","11,2",2015
Vimmerby,Astrid Lindgrens skola 7-9,92620495,Kommunal,Biologi,52,28,24,"84,6",~100,"79,2","11,1","12,1","10,0",2015
Vingåker,Vidåkersskolan,53174138,Kommunal,Biologi,55,23,32,"65,5","78,3","56,3","8,0","9,6","6,8",2015
Vänersborg,Dalboskolan,93140467,Kommunal,Biologi,60,25,35,"88,3",~100,"82,9","11,8","13,4","10,7",2015
Vännäs,Hammarskolan 7-9 CD,59355811,Kommunal,Biologi,41,17,24,"100,0","100,0","100,0","16,7","17,6","16,0",2015
Värmdö,Hemmestaskolan,24561769,Kommunal,Biologi,105,46,59,"95,2",~100,~100,"12,5","13,3","11,8",2015
Värmdö,Ösbyskolan,88283203,Kommunal,Biologi,58,35,23,"91,4",~100,~100,"12,8","13,4","12,0",2015
Värnamo,Apladalsskolan,40576389,Kommunal,Biologi,94,43,51,"81,9","86,0","78,4","10,9","12,0","9,9",2015
Värnamo,Bors skola,68702432,Kommunal,Biologi,53,31,22,~100,~100,"100,0","13,3","13,2","13,4",2015
Värnamo,Forshedaskolan,23192281,Kommunal,Biologi,66,33,33,"100,0","100,0","100,0","13,5","13,6","13,3",2015
Värnamo,Gröndalsskolan,41729877,Kommunal,Biologi,106,54,52,"91,5",~100,"88,5","11,2","11,8","10,6",2015
Västervik,Ludvigsborgsskolan,16547623,Kommunal,Biologi,64,32,32,"100,0","100,0","100,0","14,8","14,6","15,1",2015
Västervik,Överumsskolan 7-9,75732352,Kommunal,Biologi,21,..,..,~100,..,~100,"10,8",..,"10,2",2015
Västerås,Bäckbyskolan,25320686,Kommunal,Biologi,48,21,27,"81,3",~100,"77,8","9,3","9,6","9,1",2015
Västerås,Centuriaskolan,83896681,Enskild,Biologi,19,..,..,"73,7",~100,..,"9,6","10,0",..,2015
Västerås,Engelska Skolan i Västerås,46042136,Enskild,Biologi,62,31,31,"91,9",~100,~100,"12,5","12,0","13,1",2015
Västerås,Fryxellska skolan,73093445,Enskild,Biologi,126,76,50,"95,2",~100,~100,"12,1","12,9","10,9",2015
Västerås,Grundskolan Äventyret,57243353,Enskild,Biologi,..,..,..,..,..,..,..,..,..,2015
Västerås,Irstaskolan 7-9,12507517,Kommunal,Biologi,70,35,35,"92,9",~100,~100,"12,8","12,9","12,7",2015
Västerås,Kristiansborgsskolan,65736810,Kommunal,Biologi,104,47,57,"70,2","72,3","68,4","8,7","8,6","8,8",2015
Västerås,Nybyggeskolan 1,14086188,Kommunal,Biologi,116,47,69,"85,3",~100,"81,2","10,8","11,3","10,4",2015
Västerås,Pilträdsskolan,81265119,Enskild,Biologi,..,..,..,..,..,..,..,..,..,2015
Västerås,Rönnbyskolan 6-9,16313755,Kommunal,Biologi,52,23,29,"100,0","100,0","100,0","14,7","16,0","13,6",2015
Västerås,Skiljeboskolan,77449846,Kommunal,Biologi,39,15,24,"51,3","66,7","41,7","5,8","7,3","4,8",2015
Västerås,Viksängsskolan 1,15622675,Kommunal,Biologi,46,18,28,"69,6",~100,"57,1","8,3","11,9","6,0",2015
Västerås,Viksängsskolan 2,96481822,Kommunal,Biologi,107,39,68,"91,6",~100,"88,2","11,9","12,7","11,4",2015
Växjö,Kronoberg Skola,44785862,Enskild,Biologi,55,20,35,"100,0","100,0","100,0","16,0","17,5","15,2",2015
Växjö,Lammhults skola,57569623,Kommunal,Biologi,19,..,..,"100,0",..,"100,0","15,3",..,"13,3",2015
Växjö,Växjö Internationella Grundsk.,47516545,Enskild,Biologi,33,16,17,~100,"100,0",~100,"14,4","15,0","13,8",2015
Ystad,Kunskapsskolan Ystad,58980145,Enskild,Biologi,76,45,31,"92,1",~100,~100,"12,4","12,9","11,5",2015
Ystad,Norreportskolan,89680009,Kommunal,Biologi,140,68,72,"96,4",~100,~100,"14,3","14,9","13,8",2015
Åmål,Kristinebergskolan 1,57530972,Kommunal,Biologi,38,18,20,"86,8",~100,~100,"12,4","14,0","10,9",2015
Åre,Duveds skola 4-9,53536862,Kommunal,Biologi,37,13,24,~100,~100,~100,"12,3","14,0","11,4",2015
Årjäng,Silbodalskolan H,31591948,Kommunal,Biologi,65,28,37,"83,1",~100,"75,7","10,7","12,1","9,6",2015
Åstorp,Björnekullaskolan,97128428,Kommunal,Biologi,89,42,47,"85,4","88,1","83,0","10,7","10,7","10,7",2015
Åstorp,Hyllinge skola,11662899,Kommunal,Biologi,42,18,24,"71,4","61,1","79,2","9,0","8,1","9,8",2015
Åtvidaberg,Alléskolan  7-9,56528690,Kommunal,Biologi,116,63,53,"82,8","90,5","73,6","9,5","10,6","8,1",2015
Älvdalen,Strandskolan,81918902,Kommunal,Biologi,23,..,..,~100,"100,0",..,"12,3","14,6",..,2015
Ängelholm,Kungsgårdsskolan,25522582,Kommunal,Biologi,127,65,62,"89,8",~100,"82,3","12,8","14,4","11,1",2015
Ängelholm,Nyhemsskolan,60842677,Kommunal,Biologi,101,47,54,"86,1",~100,"81,5","12,0","13,6","10,6",2015
Ängelholm,Söndrebalgs skola,53600648,Kommunal,Biologi,25,14,11,"100,0","100,0","100,0","14,1","14,5","13,6",2015
Örebro,Engelbrektsskolan,82807694,Kommunal,Biologi,141,81,60,"90,1","93,8","85,0","12,7","12,8","12,5",2015
Örebro,Engelska Skolan i Örebro,23908629,Enskild,Biologi,110,52,58,~100,"100,0",~100,"16,0","16,4","15,7",2015
Örebro,Grenadjärskolan,36409468,Enskild,Biologi,22,..,..,~100,..,~100,"10,0",..,"9,8",2015
Örebro,Mellringeskolan 7-9,26290434,Kommunal,Biologi,101,47,54,"83,2",~100,"70,4","10,8","13,2","8,6",2015
Örebro,Navet,12248380,Kommunal,Biologi,56,26,30,"87,5","80,8",~100,"11,1","10,6","11,6",2015
Örebro,Viktoriaskolan,19742982,Enskild,Biologi,24,14,10,~100,~100,..,"12,9","13,4","12,3",2015
Örebro,Vivallaskolan 7-9,57981090,Kommunal,Biologi,52,27,25,"48,1","63,0",..,"5,8","7,7","3,7",2015
Örnsköldsvik,Bjästaskolan 7-9,56331671,Kommunal,Biologi,70,27,43,~100,"100,0",~100,"14,0","14,4","13,7",2015
Örnsköldsvik,Björnaskolan,24396451,Kommunal,Biologi,34,19,15,"85,3",~100,~100,"11,1","11,7","10,3",2015
Örnsköldsvik,Bredbynskolan,51597705,Kommunal,Biologi,52,31,21,"84,6",~100,"76,2","12,1","14,2","9,0",2015
Örnsköldsvik,Bäckagårdsskolan,50936464,Enskild,Biologi,..,..,..,..,..,..,..,..,..,2015
Örnsköldsvik,Husumskolan F-9,10120692,Kommunal,Biologi,45,21,24,~100,~100,"100,0","13,4","13,9","13,0",2015
Örnsköldsvik,Sörlidenskolan 4-9,46859731,Kommunal,Biologi,43,21,22,~100,~100,~100,"13,2","12,9","13,5",2015
Örnsköldsvik,Ängetskolan 4-9,82726493,Kommunal,Biologi,48,19,29,~100,"100,0",~100,"14,2","13,9","14,4",2015
Östersund,Parkskolan,19563708,Kommunal,Biologi,62,41,21,"90,3",~100,~100,"12,3","13,3","10,2",2015
Östersund,Storsjöskolan,95233985,Kommunal,Biologi,79,40,39,"89,9","100,0","79,5","12,2","14,3","10,1",2015
Österåker,Skärgårdsstadsskolan,73272488,Kommunal,Biologi,36,19,17,"100,0","100,0","100,0","14,4","14,7","14,0",2015
Österåker,Tråsättraskolan,51305351,Kommunal,Biologi,71,38,33,"88,7","86,8",~100,"12,4","12,6","12,2",2015
Östhammar,Vallonskolan,31047050,Kommunal,Biologi,37,15,22,"75,7",~100,"77,3","9,0","8,8","9,1",2015
Övertorneå,Övertorneå CSK år 4-9,18991431,Kommunal,Biologi,31,15,16,~100,"100,0",~100,"13,9","16,2","11,7",2015
Ale,Aroseniusskolan,48529699,Kommunal,Fysik,90,43,47,"82,2","83,7","80,9","9,6","9,9","9,4",2015
Ale,Da Vinciskolan,61084420,Kommunal,Fysik,110,55,55,"67,3","63,6","70,9","8,2","7,5","8,8",2015
Alingsås,Nolhagaskolan,84581048,Kommunal,Fysik,64,34,30,"92,2",~100,~100,"12,1","13,0","11,0",2015
Alingsås,Sollebrunns skola 6-9,76908037,Kommunal,Fysik,38,21,17,"86,8",~100,~100,"11,6","12,6","10,4",2015
Alingsås,Östlyckeskolan 6-7,63889771,Kommunal,Fysik,..,..,..,..,..,.,..,..,..,2015
Alingsås,Östlyckeskolan 8-9,20234335,Kommunal,Fysik,104,52,52,"90,4",~100,"88,5","12,2","12,5","11,8",2015
Alvesta,Hagaskolan,67183147,Kommunal,Fysik,83,42,41,"88,0",~100,"82,9","12,1","13,3","10,8",2015
Arboga,Stureskolan,13854755,Kommunal,Fysik,55,24,31,"83,6",~100,"83,9","11,0","10,4","11,5",2015
Avesta,Johan Olovsskolan,48240990,Kommunal,Fysik,27,15,12,~100,"100,0",~100,"11,8","12,3","11,0",2015
Avesta,Åvestadalskolan,30454178,Kommunal,Fysik,60,22,38,"78,3","68,2","84,2","9,9","9,0","10,5",2015
Berg,Myrvikens skola,56709330,Kommunal,Fysik,25,..,..,~100,~100,..,"9,9","10,9",..,2015
Bjurholm,Castorskolan,81730469,Kommunal,Fysik,29,17,12,"82,8",~100,~100,"9,7","9,4","10,0",2015
Bjuv,Ekeby skola,47546433,Kommunal,Fysik,17,..,..,~100,..,~100,"12,8",..,"11,3",2015
Boden,Brönjaskolan,60633912,Kommunal,Fysik,54,36,18,~100,~100,"100,0","12,8","12,6","13,1",2015
Boden,Norrskenets Friskola i Boden,40708452,Enskild,Fysik,44,24,20,"100,0","100,0","100,0","14,4","15,2","13,5",2015
Boden,Stureskolan 1,75627171,Kommunal,Fysik,72,41,31,"84,7","85,4","83,9","11,4","11,4","11,4",2015
Boden,Stureskolan 2,89885803,Kommunal,Fysik,58,28,30,"86,2",~100,~100,"11,8","11,9","11,7",2015
Borgholm,Slottsskolan,80852248,Kommunal,Fysik,56,26,30,"83,9",~100,"73,3","10,4","12,4","8,6",2015
Borlänge,Gylle skola 6-9,11406792,Kommunal,Fysik,106,47,59,"83,0","87,2","79,7","10,2","11,0","9,5",2015
Borlänge,Immanuelskolan,24147931,Enskild,Fysik,..,..,..,..,..,..,..,..,..,2015
Borås,Bodaskolan,67454907,Kommunal,Fysik,93,51,42,"66,7","76,5","54,8","8,3","9,7","6,5",2015
Borås,Borås Kristna skola,64720166,Enskild,Fysik,16,..,..,~100,..,"100,0","11,3",..,"11,8",2015
Borås,Engelbrektskolan 7-9,86215855,Kommunal,Fysik,95,48,47,~100,"100,0",~100,"13,9","14,2","13,6",2015
Borås,Engelska Skolan i Borås,58354320,Enskild,Fysik,113,65,48,"100,0","100,0","100,0","14,4","14,6","14,3",2015
Botkyrka,Björkhaga Skola,43238662,Kommunal,Fysik,61,32,29,"90,2",~100,~100,"12,0","12,5","11,4",2015
Botkyrka,Falkbergsskolan,85558618,Kommunal,Fysik,61,30,31,"77,0","83,3","71,0","10,3","11,3","9,4",2015
Botkyrka,Falkbergsskolan 1GR,23477041,Kommunal,Fysik,..,.,..,.,.,.,..,.,..,2015
Botkyrka,Karsby International School,67742754,Kommunal,Fysik,42,19,23,"61,9","63,2","60,9","7,1","7,4","7,0",2015
Botkyrka,Malmsjö skola,86985859,Kommunal,Fysik,47,26,21,"72,3","80,8","61,9","8,1","9,3","6,5",2015
Botkyrka,Trädgårdsstadsskolan,58310322,Kommunal,Fysik,76,34,42,"80,3","82,4","78,6","10,1","10,7","9,6",2015
Botkyrka,Tunaskolan,36350546,Kommunal,Fysik,63,35,28,"87,3","85,7",~100,"12,0","11,4","12,8",2015
Boxholm,Stenbockskolan MH,71843145,Kommunal,Fysik,38,23,15,"86,8",~100,~100,"11,3","11,2","11,5",2015
Bromölla,Dalaskolan Södra,79707757,Kommunal,Fysik,29,12,17,"82,8",..,~100,"10,9","9,8","11,8",2015
Bromölla,Humleskolan,18195751,Kommunal,Fysik,79,40,39,"91,1","87,5",~100,"11,8","11,4","12,2",2015
Burlöv,Stora Dalslundskolan,58712142,Kommunal,Fysik,71,36,35,~100,~100,~100,"13,9","14,2","13,6",2015
Burlöv,Vårboskolan,95748172,Kommunal,Fysik,88,45,43,"79,5","84,4","74,4","10,5","11,3","9,7",2015
Båstad,Strandängsskolan 7-9,16148785,Kommunal,Fysik,62,33,29,"87,1",~100,"79,3","11,7","12,7","10,4",2015
Dals-Ed,Hagaskolan,93081338,Kommunal,Fysik,45,25,20,"80,0",~100,"75,0","10,7","11,6","9,6",2015
Danderyd,Mörbyskolan,97174070,Kommunal,Fysik,123,63,60,"95,1",~100,"91,7","14,1","15,6","12,5",2015
Eda,Gunnarsbyskolan 6-9,95519589,Kommunal,Fysik,35,18,17,"71,4","61,1",~100,"8,1","6,3","10,0",2015
Ekerö,Birkaskolan,27595656,Enskild,Fysik,31,11,20,~100,"100,0",~100,"14,8","16,4","14,0",2015
Ekerö,Träkvista skola,66475520,Kommunal,Fysik,16,..,..,"100,0",..,"100,0","15,8",..,"15,7",2015
Ekerö,Uppgårdskolan,95057356,Kommunal,Fysik,84,39,45,"92,9","100,0","86,7","12,9","13,9","12,0",2015
Eksjö,Broarps skola,30452569,Enskild,Fysik,..,..,.,..,..,.,..,..,.,2015
Eksjö,Prästängsskolan,48457931,Kommunal,Fysik,118,63,55,"94,1",~100,~100,"12,5","12,6","12,5",2015
Enköping,Bergvretenskolan,56521117,Kommunal,Fysik,57,24,33,"82,5",~100,"81,8","10,1","10,5","9,8",2015
Enköping,S:t Iliansskolan,34699165,Kommunal,Fysik,136,72,64,"75,0","80,6","68,8","9,4","10,2","8,5",2015
Eskilstuna,Faktoriet 7-9,64275635,Kommunal,Fysik,72,36,36,"88,9",~100,~100,"11,3","11,9","10,6",2015
Eskilstuna,Skiftingehus F-9,65025285,Kommunal,Fysik,60,28,32,"71,7","64,3","78,1","8,6","7,9","9,2",2015
Eskilstuna,Stålforsskolan 7-9,14327803,Kommunal,Fysik,101,50,51,"73,3","72,0","74,5","8,3","8,3","8,3",2015
Eskilstuna,Årbyskolan F-9,63315515,Kommunal,Fysik,64,29,35,"70,3","65,5","74,3","8,9","8,2","9,6",2015
Eslöv,Ekenässkolan,83526311,Kommunal,Fysik,83,46,37,"86,7","78,3",~100,"11,1","10,2","12,2",2015
Eslöv,Källebergsskolan,26645758,Kommunal,Fysik,50,21,29,~100,"100,0",~100,"12,8","13,1","12,5",2015
Falkenberg,Falkenbergs Montessoriskola,78647439,Kommunal,Fysik,14,..,..,~100,..,..,"11,3",..,..,2015
Falköping,Flobyskolan,19044601,Kommunal,Fysik,42,18,24,~100,"100,0",~100,"12,1","11,3","12,7",2015
Falköping,Karl-Oskarskolan i Falköping,48252217,Enskild,Fysik,17,..,..,"100,0","100,0",..,"12,4","12,7",..,2015
Falköping,Kyrkerörsskolan,78444521,Kommunal,Fysik,80,41,39,"92,5",~100,~100,"13,1","12,8","13,3",2015
Falköping,Stenstorpsskolan,48923792,Kommunal,Fysik,25,..,..,~100,..,~100,"11,6",..,"10,7",2015
Falköping,Vartoftaskolan,93035626,Kommunal,Fysik,16,..,..,~100,..,..,"12,3",..,..,2015
Falun,Bjursåsskolan 7-9,55126250,Kommunal,Fysik,54,30,24,"100,0","100,0","100,0","14,4","15,2","13,3",2015
Falun,Britsarvsskolan,17033155,Kommunal,Fysik,67,26,41,"74,6","73,1","75,6","9,5","9,2","9,6",2015
Falun,Söderbaumska skolan,72625090,Enskild,Fysik,43,23,20,~100,"100,0",~100,"14,5","16,0","12,9",2015
Filipstad,Stålvallaskolan,37648787,Kommunal,Fysik,15,..,..,"100,0","100,0",..,"12,5","13,1",..,2015
Finspång,Nyhemsskolan 7-9,65487720,Kommunal,Fysik,74,37,37,"79,7","83,8","75,7","9,8","10,3","9,4",2015
Gislaved,Nordinskolan,40991541,Kommunal,Fysik,84,53,31,"88,1",~100,"80,6","11,6","12,2","10,6",2015
Gislaved,Åsenskolan,70954223,Kommunal,Fysik,70,34,36,"91,4",~100,~100,"12,0","12,5","11,5",2015
Gnosjö,Bäckaskolan 7-9,43172419,Kommunal,Fysik,61,21,40,~100,~100,~100,"12,5","12,0","12,7",2015
Gotland,Atheneskolan,52229866,Enskild,Fysik,50,32,18,~100,~100,"100,0","14,8","14,1","15,8",2015
Gotland,Fårösundsskolan,68188627,Kommunal,Fysik,22,10,12,~100,"100,0",~100,"10,9","12,3","9,8",2015
Gotland,Romaskolan,60700608,Kommunal,Fysik,36,15,21,"100,0","100,0","100,0","12,9","13,2","12,7",2015
Gotland,Solklintsskolan,10979668,Kommunal,Fysik,19,..,..,~100,..,..,"10,7","9,3",..,2015
Grums,Jättestenskolan,16891307,Kommunal,Fysik,72,42,30,"65,3","61,9","70,0","8,1","7,8","8,4",2015
Gullspång,Gullstensskolan åk 7-9,89624871,Kommunal,Fysik,55,20,35,~100,"100,0",~100,"14,7","15,3","14,4",2015
Gällivare,Sjöparksskolan LMH,24426745,Kommunal,Fysik,28,18,10,~100,~100,"100,0","12,7","12,4","13,3",2015
Gävle,Lillhagsskolan,51387807,Kommunal,Fysik,81,46,35,"88,9","89,1",~100,"11,7","11,5","12,0",2015
Göteborg,Ebba Petterssons Grundskola,88247874,Enskild,Fysik,96,51,45,"93,8",~100,~100,"12,3","12,3","12,3",2015
Göteborg,Fenestra S:t Jörgen,27265374,Enskild,Fysik,65,31,34,"80,0",~100,"70,6","10,5","11,9","9,3",2015
Göteborg,Frölundaskolan 7-9,97820269,Kommunal,Fysik,41,19,22,"75,6",~100,"68,2","9,9","11,4","8,6",2015
Göteborg,Glöstorpsskolan 7-9,85656343,Kommunal,Fysik,60,31,29,"61,7","67,7","55,2","7,3","7,7","6,8",2015
Göteborg,Guldhedsskolan 7-9,98423378,Kommunal,Fysik,59,39,20,"88,1",~100,~100,"12,2","12,9","10,6",2015
Göteborg,Herrgårdsskolan 7-9,63232687,Kommunal,Fysik,33,14,19,"78,8",~100,~100,"11,1","11,8","10,7",2015
Göteborg,Internationella Engelska Skolan Johanneberg,41921747,Enskild,Fysik,80,44,36,"86,3","86,4","86,1","11,8","11,6","12,2",2015
Göteborg,Johannebergsskolan 3-9,69180213,Kommunal,Fysik,..,..,..,..,..,..,..,..,..,2015
