skolverket_kommunnamn,skolverket_skolnamn,school_unit,huvudman,skolverket_huvudman_namn,skolverket_helttj_larare_tcv105,skolverket_helttj_larare_leg_tcv105,skolverket_and_helttj_larare_leg_tcv105,skolverket_helttj_forstelarare_tcv105,skolverket_ant_larare_tcv105,skolverket_ant_larare_pedex_tcv105,skolverket_and_larare_pedex_tcv105,skolverket_ant_behoriga_tcv105,skolverket_and_behoriga_tcv105,skolverket_ant_forstelarare_tcv105,year
Kalmar,Calmare Internationella Skola,88466776,Enskild,CIS Kalmar AB,"13,0","9,3","71,6",.,18,14,"77,8",12,"66,7",.,2017
Kalmar,Fria Läroverken i Kalmar,40634612,Enskild,Gymnasieskolor i Syd AB,"5,7","4,5","79,6","4,0",9,8,"88,9",7,"77,8",4,2017
Kalmar,Naturbruksgymnasiet Kalmar 1,88624631,Enskild,Hushållningssällskapet Kalmar-Kronoberg-Blekinge,"3,4","2,9","86,6",.,5,5,"100,0",4,"80,0",.,2017
Kalmar,Plusgymnasiet Kalmar,37358234,Enskild,Plusgymnasiet AB,"3,8","3,6","94,3","1,0",5,5,"100,0",5,"100,0",1,2017
Kalmar,Praktiska Kalmar,31657916,Enskild,Praktiska Sverige AB,"3,0","1,2","39,0",.,4,3,"75,0",3,"75,0",.,2017
Kalmar,SYAB Transportgymnasium,46241804,Enskild,SYAB Transportgymnasium AB,"3,1","1,8","58,1","1,0",4,4,"100,0",3,"75,0",1,2017
Kalmarsunds Gymnasieförbund,"Jenny Nyströmsskolan 1 HT, IM",62439199,Kommunal,Kalmarsunds Gymnasieförbund,"1,7","1,7","100,0","1,0",3,2,"66,7",3,"100,0",1,2017
Kalmarsunds Gymnasieförbund,"Jenny Nyströmsskolan 2 ES, RL",66132676,Kommunal,Kalmarsunds Gymnasieförbund,"4,2","4,2","100,0","4,5",6,5,"83,3",6,"100,0",5,2017
Kalmarsunds Gymnasieförbund,"Jenny Nyströmsskolan 4 BF, VO",80762863,Kommunal,Kalmarsunds Gymnasieförbund,"8,3","7,5","90,4","0,5",9,9,"100,0",9,"100,0",1,2017
Kalmarsunds Gymnasieförbund,"Lars Kaggskolan 1 NA, HV",77688926,Kommunal,Kalmarsunds Gymnasieförbund,"22,1","19,9","90,3","6,8",24,21,"87,5",22,"91,7",7,2017
Kalmarsunds Gymnasieförbund,"Lars Kaggskolan 2 TE, VF",14508922,Kommunal,Kalmarsunds Gymnasieförbund,"14,3","9,1","63,6","3,0",15,13,"86,7",10,"66,7",3,2017
Kalmarsunds Gymnasieförbund,Lars Kaggskolan 3 IM,89409574,Kommunal,Kalmarsunds Gymnasieförbund,"4,0","3,8","96,2",.,4,4,"100,0",4,"100,0",.,2017
Kalmarsunds Gymnasieförbund,"Lars Kaggskolan 4 BA, EE, FT",69629086,Kommunal,Kalmarsunds Gymnasieförbund,"8,6","6,8","78,5",.,15,13,"86,7",8,"53,3",.,2017
Kalmarsunds Gymnasieförbund,"Stagneliusskolan 1 SA, SA-A, HA-A, IMIND-A",21008461,Kommunal,Kalmarsunds Gymnasieförbund,"21,4","18,5","86,7","3,3",29,27,"93,1",25,"86,2",5,2017
Kalmarsunds Gymnasieförbund,"Stagneliusskolan 2 EK, HA",54606928,Kommunal,Kalmarsunds Gymnasieförbund,"12,0","10,9","91,0","3,2",22,20,"90,9",21,"95,5",4,2017
Kalmarsunds Gymnasieförbund,"Stagneliusskolan 3, SA",53893730,Kommunal,Kalmarsunds Gymnasieförbund,"19,6","15,8","80,4","4,8",31,27,"87,1",25,"80,6",6,2017
Karlshamn,Fria Läroverken i Karlshamn,42573391,Enskild,Gymnasieskolor i Syd AB,"3,5","1,7","47,8","1,5",8,5,"62,5",5,"62,5",2,2017
Karlshamn,Vägga gymnasieskola 2,64574972,Kommunal,Karlshamn,"17,4","15,6","89,4","2,6",42,38,"90,5",37,"88,1",3,2017
Karlshamn,Vägga gymnasieskola 3,19741742,Kommunal,Karlshamn,"11,5","10,6","92,0","2,7",39,36,"92,3",37,"94,9",6,2017
Karlshamn,Vägga gymnasieskola 4,29032715,Kommunal,Karlshamn,"16,6","15,2","91,3","2,6",44,41,"93,2",42,"95,5",6,2017
Karlskoga,Karlskoga Idrottsgymnasium,45830583,Enskild,Karlskoga Idrottsgymnasium AB,"4,1","2,6","62,5","0,5",13,7,"53,8",6,"46,2",1,2017
Karlskoga,Möckelngymnasiet Ro 2,48931433,Kommunal,Karlskoga,"19,6","18,4","94,2","2,0",27,25,"92,6",25,"92,6",2,2017
Karlskoga,Möckelngymnasiet Ro 3,97270136,Kommunal,Karlskoga,"6,7","5,0","74,7","2,0",21,20,"95,2",16,"76,2",2,2017
Karlskoga,Möckelngymnasiet Ro 4,19909435,Kommunal,Karlskoga,"9,3","8,6","92,8","1,8",17,14,"82,4",14,"82,4",2,2017
Karlskrona,af Chapmangymnasiet,30530571,Kommunal,Karlskrona,"35,5","30,7","86,5","4,0",39,37,"94,9",35,"89,7",4,2017
Karlskrona,Aspero Idrottsgymn. Karlskrona,78839208,Enskild,Aspero Friskolor AB,"9,8","5,7","58,5","2,0",15,10,"66,7",9,"60,0",2,2017
Karlskrona,Ehrensvärdska gymnasiet,96024712,Kommunal,Karlskrona,"41,1","33,5","81,6",.,46,40,"87,0",39,"84,8",.,2017
Karlskrona,Fischerströmska gymnasiet,36845597,Kommunal,Karlskrona,"3,8","1,8","46,3","0,3",5,5,"100,0",2,"40,0",1,2017
Karlskrona,"Mikael Elias Gymnasium, Karlskrona",30458073,Enskild,Mikael Elias Gymnasium AB,"3,7","1,1","28,6",.,9,6,"66,7",3,"33,3",.,2017
Karlskrona,Praktiska Karlskrona,40829056,Enskild,Praktiska Sverige AB,"2,5","1,2","48,4",.,5,3,"60,0",3,"60,0",.,2017
Karlskrona,Törnströmska gymnasiet,85800840,Kommunal,Karlskrona,"22,6","17,5","77,6","4,5",26,23,"88,5",21,"80,8",5,2017
Karlstad,AlmaAkademin,68920727,Enskild,Folkuniversitetet Stiftelsen Kursver Ksamheten Vid Göteborgs Universitet,"7,7","6,8","88,0","1,9",14,12,"85,7",12,"85,7",2,2017
Karlstad,Fria Läroverken Karlstad,27115998,Enskild,Fria Läroverken i Sverige AB,"22,6","16,4","72,7","5,5",29,21,"72,4",21,"72,4",6,2017
Karlstad,IT-Gymnasiet Karlstad,41867682,Enskild,IT Gymnasiet Sverige AB,"4,6","3,2","68,8","0,9",8,6,"75,0",5,"62,5",1,2017
Karlstad,Klara Gymnasium Karlstad,79516949,Enskild,Klaragymnasium AB,"17,5","15,0","85,7","3,0",21,19,"90,5",18,"85,7",3,2017
Karlstad,Lillerudsgymnasiet,65662401,Enskild,Lillerudsgymnasiet AB,"8,3","7,5","89,8","2,8",11,11,"100,0",10,"90,9",3,2017
Karlstad,Nobelgymnasiet,39583059,Kommunal,Karlstad,"17,9","17,0","94,5","6,8",22,22,"100,0",21,"95,5",7,2017
Karlstad,Praktiska Karlstad,38645259,Enskild,Praktiska Sverige AB,"3,9","2,5","64,1","1,0",5,5,"100,0",3,"60,0",1,2017
Karlstad,Sundstagymnasiet,96684210,Kommunal,Karlstad,"49,8","48,0","96,4","8,8",75,69,"92,0",69,"92,0",10,2017
Karlstad,Thoren Business School Karlstad,87207941,Enskild,Thorengruppen AB,"11,8","8,5","72,0","3,0",14,12,"85,7",10,"71,4",3,2017
Karlstad,Tingvallagymnasiet,11673760,Kommunal,Karlstad,"23,4","22,5","96,2","7,0",30,29,"96,7",29,"96,7",7,2017
Karlstad,Älvkullegymnasiet,46574937,Kommunal,Karlstad,"47,4","43,4","91,4","7,3",66,61,"92,4",57,"86,4",9,2017
Katrineholm,Duveholmsgymnasiet 1,23836342,Kommunal,Katrineholm,"18,3","13,3","72,7","1,6",42,40,"95,2",36,"85,7",4,2017
Katrineholm,Duveholmsgymnasiet 2,36680378,Kommunal,Katrineholm,"2,3","0,1","5,6","1,0",5,3,"60,0",1,"20,0",1,2017
Katrineholm,Katrineholms Tekniska College 1,63791419,Kommunal,Katrineholm,"13,0","11,7","89,9","2,3",35,34,"97,1",32,"91,4",5,2017
Katrineholm,Katrineholms Tekniska College 2,39805497,Kommunal,Katrineholm,"9,1","7,8","84,9","0,9",31,29,"93,5",28,"90,3",3,2017
Katrineholm,Lindengymnasiet,38400227,Kommunal,Katrineholm,"11,9","10,3","87,1","1,8",18,16,"88,9",14,"77,8",2,2017
Kiruna,Rymdgymnasiet,90006712,Enskild,Malmens Friskola AB,"5,8","2,5","42,5","1,0",8,4,"50,0",4,"50,0",1,2017
Klippan,"Flygteknikcenter, Ljungbyhed",43649848,Kommunal,Klippan,"2,8","2,1","76,4",.,8,8,"100,0",5,"62,5",.,2017
Klippan,Segragymnasiet Klippan,75344502,Enskild,Sveriges Naturbruksgymnasium AB,"3,9","2,7","69,6","1,0",6,4,"66,7",4,"66,7",1,2017
Klippan,Tegelbruksskolan,84247499,Kommunal,Klippan,"6,9","5,5","80,6","1,8",10,8,"80,0",8,"80,0",2,2017
Klippan,Åbyskolan 1,27041885,Kommunal,Klippan,"6,8","6,2","91,0","0,1",20,19,"95,0",17,"85,0",1,2017
Klippan,Åbyskolan 2,39149668,Kommunal,Klippan,"13,8","13,1","95,0","2,2",21,21,"100,0",20,"95,2",3,2017
Klippan,Åbyskolan 3,13509408,Kommunal,Klippan,"0,8","0,0","0,0",.,2,1,"50,0",0,"0,0",.,2017
Knivsta,Sjögrenska gymnasiet,97064126,Kommunal,Knivsta,"3,1","2,3","76,1","2,0",7,7,"100,0",6,"85,7",2,2017
Kommunsamverkan Cura Individutveckling,Klaragymnasiet med internat,15763669,Kommunal,Kommunsamverkan Cura Individutveckling,"13,3","7,6","56,8",.,15,11,"73,3",10,"66,7",.,2017
Kramfors,Räddningsgymnasiet Sandö,38233622,Kommunal,Kramfors,"7,9","6,5","82,2","1,0",12,11,"91,7",10,"83,3",1,2017
Kramfors,Ådalsskolan 1,48156011,Kommunal,Kramfors,"3,0","1,4","45,0","2,0",3,3,"100,0",2,"66,7",2,2017
Kramfors,Ådalsskolan 2,48722826,Kommunal,Kramfors,"29,1","22,8","78,2","0,8",36,33,"91,7",27,"75,0",1,2017
Kristianstad,Christian 4:s Gymnasium ES,73063662,Kommunal,Kristianstad,"14,6","13,0","89,6","2,3",39,37,"94,9",34,"87,2",5,2017
Kristianstad,"Christian 4:s Gymnasium HU, SA",40766349,Kommunal,Kristianstad,"0,9","0,9","100,0","0,2",10,10,"100,0",10,"100,0",2,2017
Kristianstad,Framtidsgymnasiet Kristianstad,71571158,Enskild,Framtidsgymnasiet i Sverige AB,"9,2","2,9","31,5","1,0",11,5,"45,5",3,"27,3",1,2017
Kristianstad,IT-Gymnasiet Kristianstad,53691739,Enskild,IT Gymnasiet Sverige AB,"3,1","1,1","34,2","1,0",5,4,"80,0",2,"40,0",1,2017
Kristianstad,LBS Ljud & Bildskolan Kristianstad,43251309,Enskild,Ljud & Bildskolan Lbs AB,"4,3","2,3","53,4","1,8",8,5,"62,5",4,"50,0",2,2017
Kristianstad,"Milnergymnasiet BF, HV, VO",97596286,Kommunal,Kristianstad,"9,7","8,1","83,7","1,0",11,11,"100,0",11,"100,0",1,2017
Kristianstad,Plusgymnasiet Kristianstad,67554405,Enskild,Plusgymnasiet AB,"19,5","17,5","89,5","6,0",26,26,"100,0",25,"96,2",6,2017
Kristianstad,Praktiska Kristianstad,86473502,Enskild,Praktiska Sverige AB,"4,4","1,8","40,9",.,6,4,"66,7",3,"50,0",.,2017
Kristianstad,"Söderportgymnasiet EK, HU, SA",73944169,Kommunal,Kristianstad,"21,3","20,2","95,0","3,3",37,36,"97,3",36,"97,3",5,2017
Kristianstad,"Söderportgymnasiet HA, IB, NA",98239050,Kommunal,Kristianstad,"14,6","13,0","88,8","2,7",33,31,"93,9",31,"93,9",7,2017
Kristianstad,"Söderportgymnasiet IM, RG",94455820,Kommunal,Kristianstad,"3,1","1,9","59,2","1,0",8,8,"100,0",6,"75,0",1,2017
Kristianstad,"Wendesgymnasiet BA, HV",58368956,Kommunal,Kristianstad,"5,4","4,4","80,7","1,8",10,10,"100,0",8,"80,0",3,2017
Kristianstad,"Wendesgymnasiet FT, VF",73567152,Kommunal,Kristianstad,"6,7","5,3","79,2","1,8",13,12,"92,3",10,"76,9",3,2017
Kristianstad,Önnestadsgymnasiet,61547652,Enskild,Hushållningssällskapets Kompetensutveckling i Syd AB (HUSKAB),"8,2","4,3","52,4","2,0",13,9,"69,2",5,"38,5",2,2017
Kristianstad,"Österänggymnasiet EE, IN, RL",60209222,Kommunal,Kristianstad,"4,1","3,7","88,7","2,1",22,19,"86,4",18,"81,8",3,2017
Kristianstad,"Österänggymnasiet HT, SA",62104139,Kommunal,Kristianstad,"11,0","9,4","86,1","1,3",36,33,"91,7",32,"88,9",3,2017
Kristianstad,"Österänggymnasiet NA, TE",87034307,Kommunal,Kristianstad,"23,6","23,4","99,2","1,2",47,46,"97,9",46,"97,9",2,2017
Kristinehamn,Brogårdsgymnasiet,78872213,Kommunal,Kristinehamn,"22,3","19,1","85,7","3,8",25,24,"96,0",22,"88,0",4,2017
Kristinehamn,Presterudsgymnasiet,84286698,Kommunal,Kristinehamn,"5,9","3,2","54,2",.,8,6,"75,0",4,"50,0",.,2017
Krokom,Dille Gård Naturbruksgymnasium,62490359,Enskild,Dille Gård AB,"2,8","1,6","59,3",.,6,4,"66,7",4,"66,7",.,2017
Kumla,John Norlandergymnasiet,23350817,Kommunal,Kumla,"4,9","2,6","52,0","0,2",8,6,"75,0",5,"62,5",1,2017
Kungsbacka,Aranäsgymnasiet Enhet 1,76860623,Kommunal,Kungsbacka,"12,3","10,5","84,8","2,8",37,31,"83,8",28,"75,7",3,2017
Kungsbacka,Aranäsgymnasiet Enhet 2,58191646,Kommunal,Kungsbacka,"14,9","13,8","92,8",.,37,32,"86,5",34,"91,9",.,2017
Kungsbacka,Aranäsgymnasiet Enhet 3,80405898,Kommunal,Kungsbacka,"11,2","9,1","81,5","2,1",31,24,"77,4",25,"80,6",4,2017
Kungsbacka,Aranäsgymnasiet Enhet 4,56021320,Kommunal,Kungsbacka,"15,3","12,4","81,0",.,45,36,"80,0",35,"77,8",.,2017
Kungsbacka,Aranäsgymnasiet Enhet 5,41358402,Kommunal,Kungsbacka,"3,3","2,9","87,2",.,16,12,"75,0",13,"81,3",.,2017
Kungsbacka,Beda Hallbergs gymnasium,63179610,Kommunal,Kungsbacka,"5,4","5,2","96,7","0,8",13,13,"100,0",13,"100,0",1,2017
Kungsbacka,Drottning Blankas Gymn. Kungsbacka,64569393,Enskild,Drottning Blankas Gymnasieskola AB,"4,0","2,9","71,9","1,0",12,9,"75,0",7,"58,3",1,2017
Kungsbacka,Elof Lindälvs gymn Enhet 1,87262566,Kommunal,Kungsbacka,"4,2","3,9","93,3",.,13,12,"92,3",11,"84,6",.,2017
Kungsbacka,Elof Lindälvs gymn Enhet 2,64160122,Kommunal,Kungsbacka,"10,7","9,8","91,8","1,5",29,25,"86,2",26,"89,7",2,2017
Kungsbacka,Elof Lindälvs gymn Enhet 3,48217580,Kommunal,Kungsbacka,"17,9","17,5","97,3","3,6",36,34,"94,4",34,"94,4",5,2017
Kungsbacka,Elof Lindälvs gymn Enhet 4,41844601,Kommunal,Kungsbacka,"5,2","5,2","99,6","0,6",16,16,"100,0",15,"93,8",2,2017
Kungsbacka,Elof Lindälvs gymn Enhet 5,51620045,Kommunal,Kungsbacka,"10,6","10,4","97,5","0,9",31,28,"90,3",27,"87,1",2,2017
Kungsbacka,LBS Ljud & Bildskolan Kungsbacka,86888278,Enskild,Ljud & Bildskolan Lbs AB,"4,1","3,6","89,2",.,8,7,"87,5",7,"87,5",.,2017
Kungsbacka,Praktiska Kungsbacka,23457902,Enskild,Praktiska Sverige AB,"2,0","1,3","65,8",.,5,4,"80,0",3,"60,0",.,2017
Kungsbacka,Sveriges Ridgymnasium Kungsbacka,27597104,Enskild,Sveriges Ridgymnasium AB,"3,7","1,9","49,9","2,0",5,3,"60,0",3,"60,0",2,2017
Kungälv,Mimers Hus gymnasium Hugin,57397381,Kommunal,Kungälv,"32,8","30,0","91,3","8,4",60,56,"93,3",55,"91,7",11,2017
Kungälv,Mimers Hus gymnasium Munin,56947954,Kommunal,Kungälv,"25,4","23,4","92,2","11,1",46,44,"95,7",44,"95,7",17,2017
Kunskapsförbundet Väst,Birger Sjöberggymnasiet 1,50133877,Kommunal,Kunskapsförbundet Väst,"16,0","12,8","80,1","3,8",19,17,"89,5",15,"78,9",4,2017
Kunskapsförbundet Väst,Birger Sjöberggymnasiet 2,49868916,Kommunal,Kunskapsförbundet Väst,"23,4","14,3","60,9","1,6",32,25,"78,1",22,"68,8",2,2017
Kunskapsförbundet Väst,Birger Sjöberggymnasiet 3,49951088,Kommunal,Kunskapsförbundet Väst,"12,6","1,0","8,0","1,0",14,9,"64,3",3,"21,4",1,2017
Kunskapsförbundet Väst,Magnus Åbergsgymnasiet 1,92949043,Kommunal,Kunskapsförbundet Väst,"17,8","16,0","89,9","4,0",22,21,"95,5",20,"90,9",4,2017
Kunskapsförbundet Väst,Magnus Åbergsgymnasiet 2,92818240,Kommunal,Kunskapsförbundet Väst,"13,0","13,0","100,0",.,13,13,"100,0",13,"100,0",.,2017
Kunskapsförbundet Väst,Nils Ericsonsgymnasiet 1,84329061,Kommunal,Kunskapsförbundet Väst,"30,9","23,6","76,5","3,6",33,30,"90,9",27,"81,8",4,2017
Kunskapsförbundet Väst,Nils Ericsonsgymnasiet 2,84225089,Kommunal,Kunskapsförbundet Väst,"0,7","0,1","20,0",.,1,1,"100,0",1,"100,0",.,2017
Kävlinge,"Kävlinge Lärcentrum, gymn.",88192227,Kommunal,Kävlinge,"1,0","0,5","50,0",.,2,2,"100,0",1,"50,0",.,2017
Köping,Ullvigymnasiet,72022487,Kommunal,Köping,"42,9","40,3","93,9","8,8",60,56,"93,3",56,"93,3",10,2017
Laholm,Osbecksgymnasiet RO1,71512894,Kommunal,Laholm,"18,4","16,6","90,5","5,2",29,22,"75,9",23,"79,3",6,2017
Laholm,Osbecksgymnasiet RO2,70969556,Kommunal,Laholm,"7,0","5,8","82,5","2,9",18,15,"83,3",15,"83,3",5,2017
Landskrona,Öresundsgymnasiet Landskrona,28248021,Kommunal,Landskrona,"22,6","17,9","79,2","4,7",27,22,"81,5",21,"77,8",5,2017
Lapplands Kommunalförbund,Bokenskolan,39555838,Kommunal,Lapplands Kommunalförbund,"9,0","5,1","57,1","1,8",15,10,"66,7",8,"53,3",2,2017
Lapplands Kommunalförbund,Hjalmar Lundbohmsskolan enhet 1,81619482,Kommunal,Lapplands Kommunalförbund,"27,6","24,2","87,6","3,0",36,32,"88,9",32,"88,9",3,2017
Lapplands Kommunalförbund,Hjalmar Lundbohmsskolan enhet 2,83829189,Kommunal,Lapplands Kommunalförbund,"6,9","6,6","95,6",.,9,9,"100,0",9,"100,0",.,2017
Lapplands Kommunalförbund,Hjalmar Lundbohmsskolan enhet 3,46145886,Kommunal,Lapplands Kommunalförbund,"5,5","5,5","100,0","1,0",6,6,"100,0",6,"100,0",1,2017
Lapplands Kommunalförbund,Hjalmar Lundbohmsskolan enhet 4,12395564,Kommunal,Lapplands Kommunalförbund,"1,1","0,6","54,5","0,1",2,2,"100,0",1,"50,0",1,2017
Lapplands Kommunalförbund,Laestadiusskolan,75324351,Kommunal,Lapplands Kommunalförbund,"8,8","5,6","63,3","2,6",14,14,"100,0",11,"78,6",3,2017
Lapplands Kommunalförbund,Välkommaskolan enhet 1,20666515,Kommunal,Lapplands Kommunalförbund,"9,3","8,7","93,0","2,0",11,9,"81,8",9,"81,8",2,2017
Lapplands Kommunalförbund,Välkommaskolan enhet 2,37906565,Kommunal,Lapplands Kommunalförbund,"6,6","4,6","69,5","1,0",8,6,"75,0",6,"75,0",1,2017
Lapplands Kommunalförbund,Välkommaskolan enhet 3,23063954,Kommunal,Lapplands Kommunalförbund,"10,0","7,2","71,9",.,12,10,"83,3",10,"83,3",.,2017
Lapplands Kommunalförbund,Välkommaskolan enhet 4,67279303,Kommunal,Lapplands Kommunalförbund,"1,0","1,0","100,0",.,1,1,"100,0",1,"100,0",.,2017
Leksand,Leksands gymnasium,44417214,Kommunal,Leksand,"25,3","18,9","74,7","8,2",35,31,"88,6",26,"74,3",9,2017
Lerum,"Lerums Gymnasium, skolenhet 1",25025681,Kommunal,Lerum,"11,0","11,0","100,0","3,0",13,13,"100,0",13,"100,0",3,2017
Lerum,"Lerums Gymnasium, skolenhet 2",88776535,Kommunal,Lerum,"17,8","16,0","90,3","1,8",20,19,"95,0",19,"95,0",2,2017
Lerum,"Lerums Gymnasium, skolenhet 3",29351272,Kommunal,Lerum,"0,6","0,6","100,0",.,1,1,"100,0",1,"100,0",.,2017
Lerum,"Lerums Gymnasium, skolenhet 4",49488344,Kommunal,Lerum,"11,2","10,4","92,6",.,14,13,"92,9",12,"85,7",.,2017
Lerum,"Lerums Gymnasium, skolenhet 5",74408578,Kommunal,Lerum,"13,6","9,7","71,6","1,0",19,14,"73,7",13,"68,4",1,2017
Lessebo,Lessebo Gymnasium,75395882,Kommunal,Lessebo,"9,6","0,9","9,0","2,0",12,7,"58,3",2,"16,7",2,2017
Lidingö,Hersby gymnasium,71043974,Kommunal,Lidingö,"51,6","46,5","90,1","12,7",60,55,"91,7",56,"93,3",13,2017
Lidingö,Lunagymnasiet,57777751,Enskild,Utvecklingspedagogik Sverige Aktiebolag,"8,9","6,9","77,4","0,8",14,11,"78,6",8,"57,1",1,2017
Lidingö,Stillerska filmgymnasiet,38732602,Enskild,Stillerska AB,"2,0","0,2","7,5",.,4,1,"25,0",1,"25,0",.,2017
Lidköping,"De la Gardiegymnasiet, enhet 1",89807183,Kommunal,Lidköping,"22,2","21,6","97,5","1,8",26,25,"96,2",26,"100,0",2,2017
Lidköping,"De la Gardiegymnasiet, enhet 2",86724994,Kommunal,Lidköping,"8,1","8,1","100,0","4,0",9,9,"100,0",9,"100,0",4,2017
Lidköping,"De la Gardiegymnasiet, enhet 3",61161774,Kommunal,Lidköping,"24,4","22,8","93,3","4,0",34,30,"88,2",31,"91,2",4,2017
Lidköping,"De la Gardiegymnasiet, enhet 4",86158933,Kommunal,Lidköping,"16,0","15,6","97,3","2,8",23,23,"100,0",22,"95,7",3,2017
Lidköping,"De la Gardiegymnasiet, enhet 5",39179525,Kommunal,Lidköping,"0,8","0,8","100,0",.,3,1,"33,3",3,"100,0",.,2017
Lidköping,"De la Gardiegymnasiet, enhet 6",14102256,Kommunal,Lidköping,"9,1","8,6","94,5",.,10,10,"100,0",10,"100,0",.,2017
Lindesberg,Lindeskolan LS 1,75082280,Kommunal,Lindesberg,"3,5","2,2","63,7",.,31,20,"64,5",18,"58,1",.,2017
Lindesberg,Lindeskolan LS 2,75914181,Kommunal,Lindesberg,"19,7","15,0","76,4","2,6",57,45,"78,9",42,"73,7",4,2017
Lindesberg,Lindeskolan LS 3,39302565,Kommunal,Lindesberg,"12,2","8,5","69,4","1,5",46,33,"71,7",31,"67,4",4,2017
Lindesberg,Lindeskolan LS 4,96818167,Kommunal,Lindesberg,"8,1","5,0","62,0","1,7",34,22,"64,7",20,"58,8",4,2017
Linköping,Anders Ljungstedts gymnasium 3,36072799,Kommunal,Linköping,"3,5","3,5","98,3","0,5",26,25,"96,2",23,"88,5",4,2017
Linköping,Anders Ljungstedts gymnasium 4,61432781,Kommunal,Linköping,"7,7","7,5","97,7","1,9",26,25,"96,2",23,"88,5",4,2017
Linköping,Anders Ljungstedts gymnasium 7,78287294,Kommunal,Linköping,"3,4","3,1","89,5","1,0",23,21,"91,3",19,"82,6",4,2017
Linköping,Anders Ljungstedts gymnasium 8,74316305,Kommunal,Linköping,"4,5","3,7","83,8","1,5",26,24,"92,3",22,"84,6",4,2017
Linköping,Anders Ljungstedts gymnasium 9,39096170,Kommunal,Linköping,"3,3","2,0","60,4",.,4,4,"100,0",3,"75,0",.,2017
Linköping,Berzeliusskolan 1,79527481,Kommunal,Linköping,"21,4","19,4","90,7","5,4",29,27,"93,1",26,"89,7",7,2017
Linköping,Berzeliusskolan 2,67300857,Kommunal,Linköping,"19,2","19,2","100,0","2,4",27,27,"100,0",27,"100,0",3,2017
Linköping,Birgittaskolan 1,99279503,Kommunal,Linköping,"16,6","15,1","90,8","3,7",27,25,"92,6",25,"92,6",4,2017
Linköping,Birgittaskolan 2,63653488,Kommunal,Linköping,"10,8","10,4","96,3","0,9",14,14,"100,0",14,"100,0",1,2017
Linköping,Folkungaskolan 1,24544503,Kommunal,Linköping,"20,9","17,4","83,1","3,1",37,36,"97,3",33,"89,2",5,2017
Linköping,Folkungaskolan 2,25392789,Kommunal,Linköping,"21,3","19,8","93,0","4,4",37,36,"97,3",34,"91,9",6,2017
Linköping,Framtidsgymnasiet Linköping,72109637,Enskild,Framtidsgymnasiet Öst AB,"3,0","1,6","53,3",.,5,4,"80,0",4,"80,0",.,2017
Linköping,Fria Läroverken Linköping,69240218,Enskild,Fria Läroverken i Sverige AB,"15,4","12,8","83,0","4,3",23,17,"73,9",19,"82,6",5,2017
Linköping,Hagströmska gymnasiet Linköping,14057258,Enskild,Hagströmska Gymnasiet AB,"3,4","1,6","47,1",.,4,3,"75,0",2,"50,0",.,2017
Linköping,JENSEN Gymnasium Linköping,38460895,Enskild,Jensen Education College AB,"4,3","0,8","18,3","0,8",9,3,"33,3",3,"33,3",1,2017
Linköping,Katedralskolan 2,31199511,Kommunal,Linköping,"31,9","30,6","95,9","8,0",39,38,"97,4",38,"97,4",8,2017
Linköping,Katedralskolan 3,12934438,Kommunal,Linköping,"38,5","38,5","100,0","4,5",41,41,"100,0",41,"100,0",5,2017
Linköping,"Klara Gymnasium, Linköping",43313366,Enskild,Klaragymnasium AB,"19,1","14,8","77,2","2,9",26,19,"73,1",19,"73,1",3,2017
Linköping,LBS Ljud & Bildskolan Linköping,86787111,Enskild,Ljud & Bildskolan Lbs AB,"6,4","2,4","37,5","1,0",8,6,"75,0",4,"50,0",1,2017
Linköping,"Mediateknikerutbildningen, MTU",97868185,Enskild,"Mediateknikerutbildningen, MTU AB","4,4","2,6","59,8","1,0",6,4,"66,7",4,"66,7",1,2017
Linköping,Praktiska Linköping,81551726,Enskild,Praktiska Sverige AB,"5,1","2,4","47,4","1,0",7,4,"57,1",3,"42,9",1,2017
Linköping,Realgymnasiet Linköping,77823650,Enskild,Lärande i Sverige AB,"6,2","4,5","72,6","2,0",7,5,"71,4",6,"85,7",2,2017
Linköping,Thoren Business School Linköping,37550979,Enskild,Thorengruppen AB,"6,1","3,1","51,0","0,2",10,7,"70,0",5,"50,0",1,2017
Linköping,Vretagymnasiet,52634142,Landsting,Östergötlands Läns Landsting,"10,1","8,5","83,8","4,9",15,15,"100,0",14,"93,3",5,2017
Linköping,Yrkesgymnasiet Linköping,76195214,Enskild,Thorengruppen AB,"11,3","6,0","53,1","2,6",12,8,"66,7",6,"50,0",3,2017
Ljungby,Ljungby Fria Gymnasium,54839753,Enskild,Ljungby Fria Gymnasium AB,"0,1","0,1","100,0",.,1,1,"100,0",1,"100,0",.,2017
Ljungby,RyssbyGymnasiet,32705515,Enskild,Ryssbygymnasiet AB,"9,9","8,5","85,6","2,0",13,11,"84,6",11,"84,6",2,2017
Ljungby,Sunnerbogymnasiet 1,60214465,Kommunal,Ljungby,"9,0","7,2","80,1","0,2",26,22,"84,6",23,"88,5",1,2017
Ljungby,Sunnerbogymnasiet 2,70137084,Kommunal,Ljungby,"10,4","9,7","93,2","2,1",39,35,"89,7",33,"84,6",4,2017
Ljungby,Sunnerbogymnasiet 3,82002016,Kommunal,Ljungby,"12,3","10,2","83,1","1,1",40,34,"85,0",32,"80,0",3,2017
