skolverket_kommunnamn,skolverket_skolnamn,school_unit,huvudman,skolverket_huvudman_namn,skolverket_helttj_larare_tcv105,skolverket_helttj_larare_leg_tcv105,skolverket_and_helttj_larare_leg_tcv105,skolverket_helttj_forstelarare_tcv105,skolverket_ant_larare_tcv105,skolverket_ant_larare_pedex_tcv105,skolverket_and_larare_pedex_tcv105,skolverket_ant_behoriga_tcv105,skolverket_and_behoriga_tcv105,skolverket_ant_forstelarare_tcv105,year
Sala,Kungsängsgymnasiet,87859089,Kommunal,Sala,"19,4","15,6","80,2","3,0",26,20,"76,9",20,"76,9",3,2017
Sala,Västmanland naturbruksgy. Ösby,54764253,Kommunal,Sala,"4,8","4,2","87,8","2,8",10,9,"90,0",8,"80,0",4,2017
Salem,Rönninge gymnasium,98908403,Kommunal,Salem,"27,7","25,9","93,6","4,9",36,35,"97,2",33,"91,7",5,2017
Sandviken,Bessemerskolan,16493131,Kommunal,Sandviken,"48,8","29,2","59,7","6,1",59,45,"76,3",38,"64,4",7,2017
Sandviken,Göranssonska skolan,41119610,Enskild,Sandvik Utbildningsaktiebolag,"7,5","4,8","63,2","0,9",10,7,"70,0",7,"70,0",1,2017
Sigtuna,Arlandagymnasiet 1,83272868,Kommunal,Sigtuna,"12,1","12,0","99,2","2,2",29,28,"96,6",28,"96,6",3,2017
Sigtuna,Arlandagymnasiet 2,11526364,Kommunal,Sigtuna,"2,9","2,7","95,1","2,9",22,20,"90,9",21,"95,5",5,2017
Sigtuna,Arlandagymnasiet 3,48304166,Kommunal,Sigtuna,"3,9","3,5","89,3","0,9",21,19,"90,5",19,"90,5",2,2017
Sigtuna,Arlandagymnasiet 4,66912789,Kommunal,Sigtuna,"9,9","8,9","90,0","2,9",31,29,"93,5",29,"93,5",5,2017
Sigtuna,Arlandagymnasiet 6,43318533,Kommunal,Sigtuna,"6,0","5,4","90,3","1,4",27,25,"92,6",25,"92,6",4,2017
Sigtuna,Praktiska Märsta,24982097,Enskild,Praktiska Sverige AB,"3,3","1,8","53,0",.,4,1,"25,0",3,"75,0",.,2017
Sigtuna,"Sigtunaskolan hum. läroverket, gy",45552626,Enskild,Sigtuna Skolstiftelse,"20,7","14,8","71,7","4,5",31,26,"83,9",23,"74,2",5,2017
Sigtuna,Sveriges Ridgymnasium Sigtuna,97104132,Enskild,Sveriges Ridgymnasium AB,"1,8","1,4","74,7",.,3,3,"100,0",2,"66,7",.,2017
Simrishamn,Nova Academy,16748680,Kommunal,Simrishamn,"8,8","7,3","82,4","1,0",14,11,"78,6",11,"78,6",1,2017
Simrishamn,Österlengymnasiet,68597767,Kommunal,Simrishamn,"4,4","2,7","62,1","0,2",10,10,"100,0",7,"70,0",1,2017
Sjöbo,"Malenagymnasiet, Rektorsområde 1",27964873,Kommunal,Sjöbo,"7,1","3,9","54,8","2,0",9,6,"66,7",6,"66,7",2,2017
Skara,Katedralskolan Skara Ro B,30706655,Kommunal,Skara,"8,1","4,6","56,3",.,18,16,"88,9",14,"77,8",.,2017
Skara,Katedralskolan Skara Ro C,65674821,Kommunal,Skara,"17,5","14,2","81,2","2,4",31,29,"93,5",26,"83,9",3,2017
Skara,Katedralskolan Skara Ro D,92332557,Kommunal,Skara,"22,9","13,4","58,7","0,9",37,27,"73,0",25,"67,6",2,2017
Skara,Naturbruksskolan Uddetorp,46332927,Landsting,Västra Götalands Läns Landsting,"3,6","3,1","86,2","0,3",6,5,"83,3",4,"66,7",1,2017
Skara,Olinsgymnasiet,16555851,Enskild,Olinsgymnasiet i Skara AB,"2,5","1,7","69,2",.,10,5,"50,0",5,"50,0",.,2017
Skellefteå,Anderstorpsgymnasiet,78690637,Kommunal,Skellefteå,"63,1","59,8","94,9","11,5",82,82,"100,0",78,"95,1",13,2017
Skellefteå,Baldergymnasiet,38048202,Kommunal,Skellefteå,"49,8","46,3","92,9","5,3",63,61,"96,8",60,"95,2",6,2017
Skellefteå,Guldstadsgymnasiet i Skellefteå,90990441,Enskild,Honesta Skolutveckling AB,"4,4","3,3","74,0","1,8",8,7,"87,5",5,"62,5",2,2017
Skellefteå,Naturbruksgymnasiet i Burträsk,86319615,Kommunal,Skellefteå,"3,6","1,2","33,3","1,7",6,2,"33,3",2,"33,3",2,2017
Skellefteå,Praktiska Skellefteå,87303004,Enskild,Praktiska Sverige AB,"5,7","2,2","38,6","1,0",7,4,"57,1",3,"42,9",1,2017
Skellefteå,Yrkesgymnasiet Skellefteå,97835550,Enskild,Thorengruppen AB,"6,5","2,7","41,5",.,7,5,"71,4",3,"42,9",.,2017
Skurup,Nils Holgerssongy i Skurup,22446331,Kommunal,Skurup,"9,6","7,9","81,8","1,0",12,11,"91,7",10,"83,3",1,2017
Skövde,IT-Gymnasiet Skövde,26671095,Enskild,IT Gymnasiet Sverige AB,"10,4","7,0","66,9","1,0",16,9,"56,3",9,"56,3",1,2017
Skövde,Kavelbro enhet 876,42911621,Kommunal,Skövde,"6,2","5,5","89,2","3,3",14,12,"85,7",13,"92,9",4,2017
Skövde,Kavelbro enhet 877,40575001,Kommunal,Skövde,"7,9","7,6","95,5","1,4",17,15,"88,2",16,"94,1",2,2017
Skövde,Lichron Teknikgymnasium Skövde,75027822,Enskild,Lichron Teknik AB,"3,2","1,3","40,6",.,6,3,"50,0",2,"33,3",.,2017
Skövde,Plusgymnasiet i Skövde,26508763,Enskild,Plusgymnasiet AB,"10,0","7,0","70,0","3,0",11,10,"90,9",9,"81,8",3,2017
Skövde,Volvogymnasiet Skövde,21850904,Enskild,Volvo Personvagnar Aktiebolag,"6,2","6,2","100,0",.,24,24,"100,0",24,"100,0",.,2017
Skövde,Västerhöjd enhet 871,65320354,Kommunal,Skövde,"20,8","19,2","92,3","2,3",39,38,"97,4",35,"89,7",3,2017
Skövde,Västerhöjd enhet 872,77544055,Kommunal,Skövde,"12,8","11,9","93,3","5,0",24,22,"91,7",21,"87,5",6,2017
Skövde,Västerhöjd enhet 873,49112879,Kommunal,Skövde,"15,6","14,4","91,9","0,5",42,37,"88,1",36,"85,7",1,2017
Skövde,Västerhöjd enhet 874,30279258,Kommunal,Skövde,"19,4","18,6","96,1","2,3",30,29,"96,7",29,"96,7",4,2017
Skövde,Västerhöjd enhet 875,16198647,Kommunal,Skövde,"8,6","7,5","87,4","0,5",16,14,"87,5",12,"75,0",1,2017
Sollefteå,Sollefteå gymnasium,76903284,Kommunal,Sollefteå,"36,9","23,9","64,9","6,7",42,32,"76,2",30,"71,4",7,2017
Sollentuna,Consensum Gymnasium Sollentuna,68649663,Enskild,Consensum Lund AB,"4,7","2,9","62,6","2,0",9,8,"88,9",5,"55,6",2,2017
Sollentuna,Häggviks Gymnasium,43623146,Enskild,Utvecklingspedagogik Sverige Aktiebolag,"3,8","1,7","44,7",.,7,5,"71,4",3,"42,9",.,2017
Sollentuna,"Mikael Elias Gymnasium, Sollentuna",49141105,Enskild,Mikael Elias Gymnasium AB,"9,4","7,7","81,9","0,8",15,7,"46,7",10,"66,7",1,2017
Sollentuna,NTI-gymnasiet Sollentuna,15870428,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),"6,5","3,5","53,9","0,8",10,6,"60,0",6,"60,0",1,2017
Sollentuna,Rudbeck Ekonomiprogrammet,26646080,Kommunal,Sollentuna,"10,7","9,2","86,0","2,4",13,12,"92,3",12,"92,3",3,2017
Sollentuna,Rudbeck El- och energi & Teknikprogrammet,26750052,Kommunal,Sollentuna,"7,7","3,0","38,6","2,0",11,8,"72,7",6,"54,5",2,2017
Sollentuna,Rudbeck Estetiska & Samhällsvetenskapsprogrammet,18974693,Kommunal,Sollentuna,"20,5","19,5","95,1","2,8",26,25,"96,2",24,"92,3",3,2017
Sollentuna,Rudbeck Humanistiska programmet & AST-enheten,26996566,Kommunal,Sollentuna,"35,9","33,9","94,4","3,7",42,41,"97,6",40,"95,2",4,2017
Sollentuna,Rudbeck Introduktionsprogrammen,15832056,Kommunal,Sollentuna,"4,1","2,0","49,4",.,5,3,"60,0",2,"40,0",.,2017
Sollentuna,Rudbeck Naturvetenskapsprogrammet,27704246,Kommunal,Sollentuna,"30,2","26,5","87,6","2,8",32,28,"87,5",28,"87,5",3,2017
Sollentuna,Yrkesgymnasiet Sollentuna,81997762,Enskild,Thorengruppen AB,"4,1","3,5","85,9","1,0",5,4,"80,0",4,"80,0",1,2017
Solna,"Ingridskolan, gymnasiet",28967085,Enskild,Ingridskolan AB,"5,0","1,6","32,1",.,7,3,"42,9",3,"42,9",.,2017
Solna,Johan Movingers Gymnasium,69747871,Enskild,Johan Movingers Gymnasium,"7,5","6,1","81,6","1,0",11,8,"72,7",9,"81,8",1,2017
Solna,Peabskolan Solna,70119254,Enskild,Peabskolan AB,"3,0","2,3","76,7","2,0",3,3,"100,0",3,"100,0",2,2017
Solna,Psykologigymnasiet,31151740,Enskild,Psykologigymnasiet Sverige AB,"5,2","3,7","72,0","1,0",11,8,"72,7",8,"72,7",1,2017
Solna,Solna Gymnasium,79346084,Kommunal,Solna,"28,1","24,6","87,5","10,8",34,28,"82,4",31,"91,2",12,2017
Staffanstorp,Hvilan Utbildning,34222422,Enskild,Hvilan Utbildning AB,"7,8","6,0","76,9",.,9,8,"88,9",7,"77,8",.,2017
Stenungsund,"Munkeröds utb.c., Stenungsund",84230226,Enskild,Munkeröds Utbildningscenter Aktiebolag,"0,4","0,3","70,0",.,1,1,"100,0",1,"100,0",.,2017
Stenungsund,Nösnäsgymnasiet 1,42060237,Kommunal,Stenungsund,"5,6","5,4","97,7","0,9",20,18,"90,0",19,"95,0",1,2017
Stenungsund,Nösnäsgymnasiet 2,89816391,Kommunal,Stenungsund,"13,2","12,5","95,3","4,6",38,35,"92,1",35,"92,1",6,2017
Stenungsund,Nösnäsgymnasiet 3,14448619,Kommunal,Stenungsund,"18,1","17,5","96,6","3,0",43,41,"95,3",39,"90,7",4,2017
Stenungsund,Nösnäsgymnasiet 4,12546590,Kommunal,Stenungsund,"16,0","15,0","93,8","2,0",45,42,"93,3",39,"86,7",2,2017
Stockholm,Atleticagymnasiet,43565270,Enskild,Atleticagymnasiet AB,"15,4","11,1","72,3",.,21,15,"71,4",15,"71,4",.,2017
Stockholm,Bernadottegymnasiet 77176811,77176811,Kommunal,Stockholm,"16,0","11,7","73,1","2,0",17,14,"82,4",14,"82,4",2,2017
Stockholm,Blackebergs gymnasium 52791537,52791537,Kommunal,Stockholm,"20,7","20,7","99,7","1,8",45,43,"95,6",44,"97,8",3,2017
Stockholm,Blackebergs gymnasium 85152591,85152591,Kommunal,Stockholm,"23,2","19,5","83,9","1,4",53,49,"92,5",49,"92,5",6,2017
Stockholm,Blackebergs gymnasium 85819857,85819857,Kommunal,Stockholm,"19,9","18,2","91,6","3,1",44,42,"95,5",40,"90,9",5,2017
Stockholm,Bromma gymnasium 40600798,40600798,Kommunal,Stockholm,"13,0","12,8","98,5",.,21,18,"85,7",20,"95,2",.,2017
Stockholm,Bromma gymnasium 52942981,52942981,Kommunal,Stockholm,"17,0","14,1","83,0",.,26,22,"84,6",23,"88,5",.,2017
Stockholm,Bromma gymnasium 54117171,54117171,Kommunal,Stockholm,"18,4","17,7","96,2",.,24,21,"87,5",23,"95,8",.,2017
Stockholm,Campus Manilla Gymnasium,48120273,Enskild,Campus Manilla Utbildning AB,"13,0","12,7","97,8","1,6",20,19,"95,0",20,"100,0",2,2017
Stockholm,Carlgrenska Waldorfgymnasiet,33233228,Enskild,Stockholms Fria Waldorfgymnasium,"2,8","0,7","26,7",.,11,6,"54,5",5,"45,5",.,2017
Stockholm,Cybergymnasiet Stockholm,94167577,Enskild,Cybergymnasiet Stockholm AB,"43,1","32,8","76,2","9,6",52,40,"76,9",40,"76,9",10,2017
Stockholm,Design & Construction College Stockholm,27023528,Enskild,Hermods Design & Construction College AB,"8,1","6,7","82,6","3,0",11,8,"72,7",9,"81,8",3,2017
Stockholm,Didaktus Liljeholmen,53903798,Enskild,Didaktus Skolor AB,"25,9","19,2","74,2","5,0",29,23,"79,3",23,"79,3",5,2017
Stockholm,Distra Bygg Gymnasium Sthlm,85782695,Enskild,Distra Utbildnings Center AB,"8,4","3,9","46,9","1,0",10,6,"60,0",5,"50,0",1,2017
Stockholm,Djurgymnasiet Stockholm,98815582,Enskild,Animallogos AB,"8,7","7,5","85,5","2,3",14,14,"100,0",13,"92,9",3,2017
Stockholm,Drottning Blankas Gymnasieskola Stockholm,97770837,Enskild,Drottning Blankas Gymnasieskola AB,"12,6","9,0","71,3","3,0",16,12,"75,0",12,"75,0",3,2017
Stockholm,Elektrikergymnasiet,21312503,Enskild,Stockholms El-utbildning AB,"4,1","2,0","49,0",.,5,4,"80,0",2,"40,0",.,2017
Stockholm,"Enskilda gymnasiet, gy",69650864,Enskild,Enskilda Gymnasiet,"16,3","13,4","82,6","2,7",35,31,"88,6",30,"85,7",6,2017
Stockholm,ESS-gymnasiet 59581397,59581397,Kommunal,Stockholm,"21,7","16,7","76,9","1,0",22,22,"100,0",19,"86,4",1,2017
Stockholm,Ess-gymnasiet 76708131,76708131,Kommunal,Stockholm,"1,0","1,0","100,0",.,1,1,"100,0",1,"100,0",.,2017
Stockholm,ESS-gymnasiet 84286715,84286715,Kommunal,Stockholm,"18,0","4,9","27,3","0,3",20,19,"95,0",6,"30,0",1,2017
Stockholm,Framtidsgymnasiet i Stockholm,14926020,Enskild,Framtidsgymnasiet i Göteborg Aktiebolag,"3,7","2,3","63,1",.,5,3,"60,0",3,"60,0",.,2017
Stockholm,Franska Skolan/Ecole francaise Gymnasium,41938272,Enskild,Stiftelsen Franska Skolan,"20,4","18,7","91,7","4,6",32,32,"100,0",29,"90,6",5,2017
Stockholm,Globala gymnasiet 29423248,29423248,Kommunal,Stockholm,"18,1","17,7","97,8","3,9",24,23,"95,8",23,"95,8",4,2017
Stockholm,Globala gymnasiet 76054399,76054399,Kommunal,Stockholm,"12,3","12,1","98,4","0,5",14,14,"100,0",14,"100,0",1,2017
Stockholm,Grillska Gymnasiet Stockholm,33132452,Enskild,Stadsmissionens Skolstiftelse,"20,3","9,8","48,0","3,0",28,15,"53,6",14,"50,0",3,2017
Stockholm,Gymnasieskolan Futurum,56942970,Enskild,Sociala Missionen,"3,9","0,9","21,8","0,8",5,3,"60,0",1,"20,0",1,2017
Stockholm,Gymnasieskolan Metapontum,60142020,Enskild,Metapontum AB,"0,6","0,2","31,3",.,4,1,"25,0",1,"25,0",.,2017
Stockholm,Hermods Distansgymnasium,70811222,Enskild,Hermods Aktiebolag,"5,7","5,6","98,9",.,21,21,"100,0",21,"100,0",.,2017
Stockholm,Hermods Gymnasium Stockholm,17911161,Enskild,Hermods Gymnasium AB,"22,2","16,7","75,3","6,0",28,19,"67,9",21,"75,0",6,2017
Stockholm,International IT College of Sweden Stockholm,35084976,Enskild,Edinit AB,"11,9","8,3","69,8","2,0",14,10,"71,4",12,"85,7",2,2017
Stockholm,International School of the Stockholm Region 25525759,25525759,Kommunal,Stockholm,"16,9","9,8","57,9","0,8",27,17,"63,0",15,"55,6",1,2017
Stockholm,Internationella Kunskapsgymnasiet,49068301,Enskild,Kunskapsskolan i Sverige Aktiebolag,"16,4","7,4","45,3","2,0",18,9,"50,0",9,"50,0",2,2017
Stockholm,IT-Gymnasiet Stockholm,92204274,Enskild,IT Gymnasiet Sverige AB,"1,8","0,6","34,3",.,4,2,"50,0",1,"25,0",.,2017
Stockholm,JENSEN Gymnasium Internationella,59898194,Enskild,Jensen Education College AB,"8,2","7,0","85,4","2,0",13,10,"76,9",9,"69,2",2,2017
Stockholm,JENSEN Gymnasium Norra,38195284,Enskild,Jensen Education College AB,"25,2","13,0","51,6","4,0",27,18,"66,7",14,"51,9",4,2017
Stockholm,JENSEN Gymnasium Södra,97510495,Enskild,Jensen Education College AB,"20,8","18,5","88,7","4,0",24,19,"79,2",22,"91,7",4,2017
Stockholm,Klara Norra Gymnasium Sthlm,89461767,Enskild,Klaragymnasium AB,"13,2","9,0","68,5","3,0",16,13,"81,3",12,"75,0",3,2017
Stockholm,Klara Södra Gymnasium Sthlm,94717858,Enskild,Klaragymnasium AB,"21,6","15,9","73,6","4,0",25,19,"76,0",18,"72,0",4,2017
Stockholm,Kulturama gymnasium,78422467,Enskild,Medborgarskolan Stockholmsregionen,"27,1","22,7","83,8","5,9",49,39,"79,6",38,"77,6",8,2017
Stockholm,Kulturama Gymnasium Natur,37802196,Enskild,Medborgarskolans Friskolor i Stockholm AB,"2,3","2,2","97,4","0,3",10,9,"90,0",9,"90,0",2,2017
Stockholm,Kungl. Svenska Balettskolan gy 38683336,38683336,Kommunal,Stockholm,"1,6","1,1","69,1",.,5,4,"80,0",4,"80,0",.,2017
Stockholm,Kungsh gy/Sthlms Musikgy 36288955,36288955,Kommunal,Stockholm,"22,5","15,1","67,0","3,3",33,25,"75,8",25,"75,8",5,2017
Stockholm,Kungsh gy/Sthlms Musikgy 74812809,74812809,Kommunal,Stockholm,"13,8","12,2","88,6","1,2",25,24,"96,0",22,"88,0",2,2017
Stockholm,Kungsh gy/Sthlms Musikgy 88839172,88839172,Kommunal,Stockholm,"24,8","24,8","100,0","3,2",39,35,"89,7",39,"100,0",4,2017
Stockholm,Kungsholmens Västra Gymnasium 48412612,48412612,Kommunal,Stockholm,"36,4","29,7","81,5","12,0",42,36,"85,7",37,"88,1",12,2017
Stockholm,Kungsholmens Västra Gymnasium 95618280,95618280,Kommunal,Stockholm,"8,4","4,7","55,3","2,0",10,8,"80,0",5,"50,0",2,2017
Stockholm,Kungstensgymnasiet,75075402,Enskild,Folkuniversitetet Stift Kursverksamheten Vid Stockholms Universitet,"17,2","15,1","88,1","4,0",24,19,"79,2",19,"79,2",4,2017
Stockholm,Kunskapsgymnasiet Globen,26326048,Enskild,Kunskapsskolan i Sverige Aktiebolag,"18,1","15,5","85,7","2,9",27,25,"92,6",24,"88,9",4,2017
Stockholm,Kärrtorps gymnasium 37839488,37839488,Kommunal,Stockholm,"32,8","28,8","87,8","5,0",43,40,"93,0",39,"90,7",5,2017
Stockholm,LBS Ljud & Bildskolan Stockholm,46256929,Enskild,Ljud & Bildskolan Lbs AB,"11,4","9,7","84,9","2,9",15,13,"86,7",13,"86,7",3,2017
Stockholm,Lilla Akademiens Musikgymn.,83374651,Enskild,Musikskolan Lilla Akademien AB,"15,8","5,4","34,2","1,5",60,21,"35,0",17,"28,3",4,2017
Stockholm,Magelungens gymnasium Södermalm,24147242,Enskild,Magelungen Utveckling AB,"15,5","8,2","53,3",.,21,15,"71,4",12,"57,1",.,2017
Stockholm,Midsommarkransens gy 17675502,17675502,Kommunal,Stockholm,"15,8","15,1","95,1","2,0",20,19,"95,0",20,"100,0",2,2017
Stockholm,Midsommarkransens gy 75600007,75600007,Kommunal,Stockholm,"14,8","10,1","68,5","1,7",20,12,"60,0",13,"65,0",2,2017
Stockholm,Nordiska Musikgymnasiet,30762346,Enskild,Nordiska Musikgymnasiet AB,"5,6","3,4","60,8","0,8",11,5,"45,5",5,"45,5",1,2017
Stockholm,Norra Real 82964090,82964090,Kommunal,Stockholm,"26,6","25,2","94,9","3,8",37,36,"97,3",37,"100,0",4,2017
Stockholm,Norra Real 88955893,88955893,Kommunal,Stockholm,"16,8","16,2","96,6","3,4",25,25,"100,0",24,"96,0",4,2017
Stockholm,NTI Handelsgymnasiet Stockholm,15278518,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),"8,3","6,4","77,0","3,0",12,9,"75,0",9,"75,0",3,2017
Stockholm,NTI Vetenskapsgymnasiet,50644850,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),"3,5","3,1","89,9",.,7,6,"85,7",6,"85,7",.,2017
Stockholm,NTI-gymnasiet Stockholm,15390992,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),"23,0","20,4","88,7","4,7",27,24,"88,9",24,"88,9",6,2017
Stockholm,Odenplansgymnasiet,63943560,Enskild,"Värmdö Tekniska Utbildningar Aktiebolag, Vtu","9,9","5,4","54,4",.,14,9,"64,3",8,"57,1",.,2017
Stockholm,P A Fogelströms gymnasium 24650116,24650116,Kommunal,Stockholm,"7,9","7,3","92,1",.,10,8,"80,0",8,"80,0",.,2017
Stockholm,Plusgymnasiet Stockholm,85516596,Enskild,Plusgymnasiet AB,"13,1","8,1","62,1","4,0",19,15,"78,9",13,"68,4",4,2017
Stockholm,Praktiska Bromma,31998226,Enskild,Praktiska Sverige AB,"1,3","0,8","61,5",.,6,3,"50,0",3,"50,0",.,2017
Stockholm,Praktiska Liljeholmen,38236800,Enskild,Praktiska Sverige AB,"9,9","3,7","37,4","1,0",13,6,"46,2",5,"38,5",1,2017
Stockholm,"ProCivitas Privata Gymnasium, Stockholm",59359012,Enskild,ProCivitas Privata Gymnasium AB,"4,8","4,5","92,3",.,9,7,"77,8",7,"77,8",.,2017
Stockholm,Profilgymnasiet,46282895,Enskild,Uni-Partner Aktiebolag,"0,8","0,4","43,8",.,5,4,"80,0",3,"60,0",.,2017
Stockholm,Påhlmans gymnasium,16784385,Enskild,Medborgarskolans Friskolor i Stockholm AB,"15,0","14,2","94,5","2,2",21,18,"85,7",18,"85,7",3,2017
Stockholm,Realgymnasiet Stockholm,59026584,Enskild,Lärande i Sverige AB,"15,0","10,5","69,9","1,9",18,11,"61,1",13,"72,2",2,2017
Stockholm,REFIS Rörentr. friskola Sthlm,79829846,Enskild,REFIS Rörentreprenörernas Friskola i Stockholm A,"4,8","3,8","78,1","2,0",6,6,"100,0",4,"66,7",2,2017
Stockholm,"RGRH Stockholm, Riksgymnasium  för rörelsehindrade elever 89963319",89963319,Kommunal,Stockholm,"6,8","6,4","94,4","3,0",7,7,"100,0",7,"100,0",3,2017
Stockholm,Sjölins gymnasium Södermalm,24339566,Enskild,Sjölins Gymnasium AB,"22,8","17,1","75,2","3,8",30,22,"73,3",22,"73,3",4,2017
Stockholm,Sjömansskolan,20061769,Enskild,Sjömansskolan Stockholm AB,"3,1","1,5","49,0","0,8",5,3,"60,0",3,"60,0",1,2017
Stockholm,Snitz Gymnasium,95154882,Enskild,PPS Power Planning System Aktiebolag,"8,5","7,3","85,3","2,0",11,10,"90,9",9,"81,8",2,2017
Stockholm,Sofiaängens skola gy,25074310,Enskild,Sofiaängen AB,"4,3","2,9","66,7",.,8,7,"87,5",7,"87,5",.,2017
Stockholm,Spånga Gymnasium 52333875,52333875,Kommunal,Stockholm,"20,4","19,3","95,0","2,0",31,26,"83,9",28,"90,3",2,2017
Stockholm,S:t Eriks gymnasium 28519815,28519815,Kommunal,Stockholm,"18,8","16,6","88,0","5,4",38,34,"89,5",33,"86,8",8,2017
Stockholm,S:t Eriks gymnasium 65666808,65666808,Kommunal,Stockholm,"11,6","11,3","97,9","4,7",27,25,"92,6",26,"96,3",6,2017
Stockholm,S:t Eriks gymnasium 69543519,69543519,Kommunal,Stockholm,"15,0","12,3","82,2","3,8",29,27,"93,1",26,"89,7",6,2017
Stockholm,Sthlm hotell & restaurangsk 24397215,24397215,Kommunal,Stockholm,"8,4","8,3","98,9","4,0",13,13,"100,0",12,"92,3",5,2017
Stockholm,Sthlm hotell & restaurangsk 30677562,30677562,Kommunal,Stockholm,"8,5","7,3","85,0","1,9",12,12,"100,0",10,"83,3",2,2017
Stockholm,Sthlm Transp&Fordon 85054102,85054102,Kommunal,Stockholm,"4,0","1,8","45,0","1,0",4,2,"50,0",2,"50,0",1,2017
Stockholm,Sthlm Transp&Fordon 87274273,87274273,Kommunal,Stockholm,"0,6","0,6","100,0","0,9",1,1,"100,0",1,"100,0",1,2017
Stockholm,"Stiftelsen KFUM Söder Fryshuset, Fryshusets Gymnasium",24759907,Enskild,Stiftelsen Fryshuset,"47,5","34,2","72,1","3,0",56,39,"69,6",40,"71,4",3,2017
Stockholm,"Stockholm Science & Innovation School 78433202, SSIS",78433202,Kommunal,Stockholm,"8,4","6,4","76,1","2,0",10,7,"70,0",7,"70,0",2,2017
Stockholm,Stockholms byggtekniska gymnasium 41631104,41631104,Kommunal,Stockholm,"5,0","5,0","100,0",.,5,5,"100,0",5,"100,0",.,2017
Stockholm,Stockholms Estetiska Gymnasium,35366805,Enskild,Stockholms Estetiska Gymnasium Ek. För.,"17,3","13,7","79,6","3,0",28,21,"75,0",19,"67,9",3,2017
Stockholm,Stockholms Idrottsgymnasium,31315191,Enskild,Stockholms Idrottsgymnasium AB,"14,8","9,8","66,2","2,0",16,11,"68,8",11,"68,8",2,2017
Stockholm,Stockholms Internationella Restaurang- och Hotellskola,56653353,Enskild,Klaragymnasium AB,"5,3","3,3","61,6","3,0",8,4,"50,0",6,"75,0",3,2017
Stockholm,Stockholms Tillskärarakademis Gymnasium,80357110,Enskild,Medborgarskolans Friskolor i Stockholm AB,"0,8","0,6","66,3","1,1",8,7,"87,5",7,"87,5",2,2017
Stockholm,Säkerhetsgymnasiet,23270781,Enskild,Säkerhetsgymnasiet i Stockholm AB,"1,0","1,0","100,0",.,1,1,"100,0",1,"100,0",.,2017
Stockholm,Södra Latins gymnasium 42775003,42775003,Kommunal,Stockholm,"21,7","21,0","96,8","4,8",28,26,"92,9",27,"96,4",5,2017
Stockholm,Södra Latins gymnasium 56670842,56670842,Kommunal,Stockholm,"18,6","17,0","91,3",.,21,19,"90,5",20,"95,2",.,2017
Stockholm,Södra Latins gymnasium 89370947,89370947,Kommunal,Stockholm,"28,0","19,2","68,6","3,0",51,34,"66,7",30,"58,8",3,2017
Stockholm,Teknik & Service Gymnasiet,18451445,Enskild,Ludus AB,"3,5","2,2","63,7","0,7",5,3,"60,0",4,"80,0",1,2017
Stockholm,Thoren Business School Stockholm,48555205,Enskild,Thorengruppen AB,"27,2","23,2","85,1","6,8",32,29,"90,6",27,"84,4",7,2017
Stockholm,Thoren Innovation School Stockholm,31313926,Enskild,Thoren Innovation School AB,"9,2","7,1","76,6","2,0",12,9,"75,0",9,"75,0",2,2017
Stockholm,Thorildsplans gymnasium 30312720,30312720,Kommunal,Stockholm,"18,9","18,6","98,4",.,21,20,"95,2",21,"100,0",.,2017
Stockholm,Thorildsplans gymnasium 32116280,32116280,Kommunal,Stockholm,"16,1","14,0","86,9","1,0",17,17,"100,0",16,"94,1",1,2017
Stockholm,Thorildsplans gymnasium 57143976,57143976,Kommunal,Stockholm,"23,5","20,2","86,0","3,0",26,20,"76,9",23,"88,5",3,2017
Stockholm,Thorildsplans gymnasium 93367005,93367005,Kommunal,Stockholm,"24,2","21,2","87,6",.,28,27,"96,4",25,"89,3",.,2017
Stockholm,Viktor Rydberg gy. Jarlaplan,64388538,Enskild,Stiftelsen Viktor Rydbergs Skola,"29,8","26,1","87,6","4,7",38,34,"89,5",34,"89,5",5,2017
Stockholm,Viktor Rydberg gy. Odenplan,52153758,Enskild,Stiftelsen Viktor Rydbergs Skola,"33,8","29,6","87,6","4,3",44,38,"86,4",40,"90,9",5,2017
Stockholm,Yrkesgymnasiet Stockholm,16501673,Enskild,Thorengruppen AB,"4,0","1,8","45,0","1,0",4,1,"25,0",2,"50,0",1,2017
Stockholm,Yrkesplugget,26298615,Enskild,Yrkesplugget i Sverige AB,"6,7","5,7","85,0",.,7,6,"85,7",6,"85,7",.,2017
Stockholm,Östra Reals gymnasium 22116645,22116645,Kommunal,Stockholm,"30,2","26,1","86,4","3,0",33,30,"90,9",29,"87,9",3,2017
Stockholm,Östra Reals gymnasium 99755443,99755443,Kommunal,Stockholm,"26,5","24,8","93,4","6,0",33,31,"93,9",30,"90,9",6,2017
Storfors,Lundsbergs gymnasieskola,30167976,Enskild,Stiftelsen Lundsbergs Skola,"11,7","6,8","58,2",.,15,11,"73,3",10,"66,7",.,2017
Storuman,Luspengymnasiet,50104466,Kommunal,Storuman,"15,9","9,1","57,0","1,0",21,16,"76,2",13,"61,9",1,2017
