skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_fli_tcv140,skolverket_andel_fli_tcv140,skolverket_and_uppn_alla_amnen_fli_tcv140,skolverket_and_behorig_fli_tcv140,skolverket_gmv_fli_tcv140,skolverket_antal_poj_tcv140,skolverket_andel_poj_tcv140,skolverket_and_uppn_alla_amnen_poj_tcv140,skolverket_and_behorig_poj_tcv140,skolverket_gmv_poj_tcv140,year
Mark,Montessoriskolan Pärlan,Enskild,Montessoriskolan i Skene AB,80072686,..,..,..,..,..,..,..,..,..,..,2014
Mark,Skogsbrynets resursskola,Enskild,Skogsbrynets HVB AB,30894215,..,..,.,.,..,..,..,.,..,..,2014
Markaryd,Huneskolan,Kommunal,Markaryd,79075195,29,"53,7","82,8",~100,"219,5",25,"46,3","88,0",~100,"209,0",2014
Markaryd,Strömsnässkolan,Kommunal,Markaryd,59001324,22,"48,9","68,2","68,2","191,9",23,"51,1","56,5","73,9","180,2",2014
Mellerud,Rådaskolan,Kommunal,Mellerud,53764779,45,"43,7","86,7","86,7","232,5",58,"56,3","70,7","79,3","189,4",2014
Mjölby,Blåklintskolan,Kommunal,Mjölby,27259736,20,"52,6","60,0","70,0","181,8",18,"47,4","61,1",~100,"193,2",2014
Mjölby,Lagmansskolan Beta MH,Kommunal,Mjölby,10609045,47,"54,0","66,0","78,7","208,5",40,"46,0","60,0","77,5","169,1",2014
Mjölby,Trojenborgsskolan MH,Kommunal,Mjölby,37310404,32,"50,8","75,0","84,4","209,8",31,"49,2","48,4","67,7","177,7",2014
Mjölby,Vifolkaskolan 7-9,Kommunal,Mjölby,16727370,28,"37,8","85,7",~100,"226,8",46,"62,2","78,3","87,0","197,2",2014
Mora,Morkarlbyhöjdens skola 7-9,Kommunal,Mora,95649680,38,"35,8","71,1","78,9","199,1",68,"64,2","70,6","80,9","185,8",2014
Mora,Noretsskolan 7-9,Kommunal,Mora,68663553,48,"53,9","85,4","87,5","231,6",41,"46,1","63,4","65,9","193,9",2014
Motala,Karin Boye-skolan,Enskild,AcadeMedia fria grundskolor AB,11664326,21,"43,8","90,5",~100,"238,3",27,"56,3","88,9",~100,"213,1",2014
Motala,Fria InterMilia skolan,Enskild,Fria Intermilia Skolan,11700203,..,..,..,..,..,..,..,..,..,..,2014
Motala,Hällaskolan,Kommunal,Motala,87963970,28,"44,4","64,3","82,1","198,0",35,"55,6","51,4","71,4","185,5",2014
Motala,Mariebergsskolan,Kommunal,Motala,87531665,28,"43,8","85,7",~100,"231,3",36,"56,3","69,4","77,8","187,9",2014
Motala,Skolgårda skola 7-9,Kommunal,Motala,82224915,37,"46,3","89,2",~100,"220,1",43,"53,8","76,7","86,0","202,7",2014
Motala,Södra skolan 7-9,Kommunal,Motala,69769596,21,"35,0","81,0",~100,"240,7",39,"65,0","59,0","82,1","193,0",2014
Motala,Zederslundsskolan,Kommunal,Motala,98031467,32,"49,2","71,9",~100,"212,9",33,"50,8","57,6","78,8","191,3",2014
Mullsjö,Trollehöjdskolan,Kommunal,Mullsjö,28156767,26,"37,7","92,3",~100,"226,1",43,"62,3","90,7",~100,"193,1",2014
Munkedal,Kungsmarksskolan,Kommunal,Munkedal,44650086,50,"46,7","78,0","84,0","207,3",57,"53,3","66,7","87,7","190,0",2014
Munkfors,Forsnässkolan 6-9,Kommunal,Munkfors,70083827,14,"46,7","71,4",~100,"203,4",16,"53,3",..,~100,"172,2",2014
Mölndal,Växthuset,Enskild,AcadeMedia fria grundskolor AB,42908622,..,..,"71,4","76,2","214,4",..,..,..,..,..,2014
Mölndal,Montessoriskolan Kvarnhjulet,Enskild,"Montessoriskolan Kvarnhjulet, Ek. För.",64490264,14,"56,0","100,0","100,0","259,8",11,"44,0","90,9",~100,"241,6",2014
Mölndal,Almåsskolan,Kommunal,Mölndal,40577779,31,"57,4","71,0","83,9","219,0",23,"42,6","78,3",~100,"215,2",2014
Mölndal,Ekhagaskolan,Kommunal,Mölndal,92538683,36,"35,0","63,9","86,1","216,5",67,"65,0","61,2","73,1","179,1",2014
Mölndal,Hallenskolan,Kommunal,Mölndal,32309720,18,"58,1","94,4",~100,"255,0",13,"41,9","100,0","100,0","227,1",2014
Mölndal,Katrinebergsskolan,Kommunal,Mölndal,13050305,14,"24,6","85,7",~100,"213,8",43,"75,4","58,1","81,4","198,0",2014
Mölndal,Kvarnbyskolan,Kommunal,Mölndal,67822057,72,"51,1","93,1",~100,"245,2",69,"48,9","89,9",~100,"225,6",2014
Mölndal,Sinntorpsskolan 4-9,Kommunal,Mölndal,90949251,28,"44,4","85,7",~100,"254,3",35,"55,6","71,4",~100,"209,6",2014
Mölndal,Skånhällaskolan 4-9,Kommunal,Mölndal,91907164,24,"46,2","87,5","100,0","221,0",28,"53,8","89,3","100,0","222,1",2014
Mölndal,Streteredsskolan,Kommunal,Mölndal,54881559,20,"37,7","95,0","100,0","224,4",33,"62,3","84,8",~100,"200,1",2014
Mölndal,Svalan,Kommunal,Mölndal,23620456,.,.,.,.,.,10,"100,0",.,.,"17,0",2014
Mölndal,Sörgårdsskolan,Kommunal,Mölndal,53442807,46,"48,9","80,4",~100,"244,1",48,"51,1","83,3",~100,"228,8",2014
Mönsterås,Krungårdsskolan,Kommunal,Mönsterås,72714150,32,"58,2","81,3",~100,"210,8",23,"41,8","65,2",~100,"191,0",2014
Mönsterås,Parkskolan,Kommunal,Mönsterås,84285512,42,"47,2","64,3","76,2","206,5",47,"52,8","61,7","83,0","183,8",2014
Mörbylånga,Ölands Friskola,Enskild,Friskolan Öland AB,28562125,..,..,"100,0","100,0","233,9",..,..,..,..,..,2014
Mörbylånga,Skansenskolan,Kommunal,Mörbylånga,69905940,52,"45,6","96,2","100,0","224,5",62,"54,4","88,7","91,9","202,1",2014
Nacka,Engelska Skolan i Nacka,Enskild,Internationella Engelska Skolan i Sverige AB,74358019,77,"52,0","93,5","100,0","258,3",71,"48,0","87,3",~100,"248,0",2014
Nacka,Kunskapsskolan Nacka,Enskild,Kunskapsskolan i Sverige AB,87425546,32,"41,6","96,9","100,0","270,5",45,"58,4","97,8",~100,"256,9",2014
Nacka,Kunskapsskolan Saltsjöbaden,Enskild,Kunskapsskolan i Sverige AB,11496096,14,"48,3","92,9","100,0","282,9",15,"51,7","100,0","100,0","279,5",2014
Nacka,Maestroskolan Nacka,Enskild,Maestro Svindersvik AB,64065898,..,..,.,.,.,..,..,..,..,..,2014
Nacka,Alphyddeskolan,Kommunal,Nacka,30066063,..,..,.,.,.,..,..,.,.,.,2014
Nacka,Björknässkolan,Kommunal,Nacka,75834458,53,"42,4","83,0",~100,"233,6",72,"57,6","86,1",~100,"240,6",2014
Nacka,Centrumskolan,Kommunal,Nacka,35986188,..,..,.,.,..,..,..,.,..,..,2014
Nacka,Eklidens skola,Kommunal,Nacka,47243834,112,"54,1","89,3","93,8","250,8",95,"45,9","90,5","93,7","239,6",2014
Nacka,Myrsjöskolan,Kommunal,Nacka,84884375,63,"38,0","93,7",~100,"261,8",103,"62,0","93,2",~100,"239,5",2014
Nacka,Saltsjöbadens samskola,Kommunal,Nacka,11777750,51,"45,5","78,4","86,3","241,8",61,"54,5","82,0","85,2","219,9",2014
Nacka,Skuru skola,Kommunal,Nacka,85321366,52,"42,3","84,6",~100,"244,1",71,"57,7","88,7","90,1","219,8",2014
Nacka,Stavsborgsskolan,Kommunal,Nacka,14040970,25,"30,9","80,0",~100,"235,6",56,"69,1","78,6",~100,"210,4",2014
Nacka,Snitz Grundskola Nacka,Enskild,PPS Power Planning System AB,82438535,..,..,.,..,..,..,..,..,..,..,2014
Nacka,Johannes Petri skola,Enskild,Pysslingen Förskolor och Skolor AB,32965692,36,"53,7","94,4",~100,"258,1",31,"46,3","96,8",~100,"238,1",2014
Nacka,Montessorisk. Castello Nacka,Enskild,Pysslingen Förskolor och Skolor AB,34135484,11,"44,0","100,0","100,0","257,3",14,"56,0","100,0","100,0","237,1",2014
Nacka,Vittra Saltsjö-Boo,Enskild,Vittraskolorna AB,44802890,..,..,..,..,..,..,..,..,..,..,2014
Nora,Karlsängsskolan,Kommunal,Nora,40684137,71,"53,8","81,7","90,1","212,5",61,"46,2","73,8","85,2","184,4",2014
Norberg,Norbergs skolor,Kommunal,Norberg,50485280,37,"53,6","78,4","83,8","210,9",32,"46,4","78,1",~100,"199,6",2014
Nordanstig,Bergsjö Centralskola år 7-9,Kommunal,Nordanstig,95045408,27,"50,9","77,8","81,5","206,4",26,"49,1","53,8","76,9","188,8",2014
Nordanstig,Hosiannaskolan,Enskild,Stiftelsen Nordanstigs Kristna Center,21342606,..,..,..,..,..,..,..,..,..,..,2014
Nordmaling,Artediskolan åk 7-9,Kommunal,Nordmaling,58185455,30,"43,5","73,3","80,0","214,8",39,"56,5","61,5","76,9","185,2",2014
Norrköping,Jönsbergska Idrottsskolan,Enskild,Jönsbergska Idrottsskolan Norrköping AB,61454000,19,"36,5","100,0","100,0","262,1",33,"63,5","100,0","100,0","235,1",2014
Norrköping,Kunskapsskolan Norrköping,Enskild,Kunskapsskolan i Sverige AB,77437748,50,"51,5","100,0","100,0","237,5",47,"48,5","87,2",~100,"224,4",2014
Norrköping,Erlaskolan Norrköping Södra,Enskild,Lärande i Sverige AB,72526185,10,"47,6",..,..,"202,0",11,"52,4","90,9","100,0","218,6",2014
Norrköping,Erlaskolan Norrköping Östra,Enskild,Lärande i Sverige AB,90838156,31,"64,6","90,3",~100,"219,3",17,"35,4","70,6",~100,"193,7",2014
Norrköping,Borgsmoskolan,Kommunal,Norrköping,26387738,26,"38,8","50,0","65,4","167,4",41,"61,2","48,8","70,7","172,2",2014
Norrköping,Djäkneparksskolan 7 och 9,Kommunal,Norrköping,59526276,87,"49,7","66,7","70,1","190,9",88,"50,3","63,6","76,1","183,2",2014
Norrköping,Ektorpsskolan,Kommunal,Norrköping,37133485,42,"37,8","69,0","83,3","199,9",69,"62,2","63,8","76,8","194,0",2014
Norrköping,Enebyskolan H,Kommunal,Norrköping,35609364,46,"42,2","87,0","87,0","236,0",63,"57,8","74,6","77,8","192,1",2014
Norrköping,Hagaskolan 7-9,Kommunal,Norrköping,17315625,64,"59,3","67,2","84,4","215,3",44,"40,7","50,0","75,0","176,5",2014
Norrköping,Hultdalskolan,Kommunal,Norrköping,40393888,35,"51,5","94,3",~100,"230,1",33,"48,5","84,8",~100,"218,3",2014
Norrköping,Mosstorpsskolan,Kommunal,Norrköping,41484780,32,"54,2","90,6","100,0","213,0",27,"45,8","66,7",~100,"201,2",2014
Norrköping,Navestadsskolan 7-9,Kommunal,Norrköping,81182971,55,"43,7","67,3","67,3","198,8",71,"56,3","66,2","71,8","186,8",2014
Norrköping,Råsslaskolan 5-9,Kommunal,Norrköping,80621158,23,"41,8","95,7",~100,"236,2",32,"58,2","81,3",~100,"204,5",2014
Norrköping,Söderporten 4-9,Kommunal,Norrköping,24979620,33,"50,8","60,6","66,7","195,1",32,"49,2","46,9","53,1","170,3",2014
Norrköping,Vikbolandsskolan,Kommunal,Norrköping,34784374,21,"39,6","76,2",~100,"209,9",32,"60,4","81,3",~100,"189,1",2014
Norrköping,"Prolympia, Norrköping",Enskild,Prolympia AB,16013826,49,"39,5","87,8",~100,"225,2",75,"60,5","73,3","84,0","181,0",2014
Norrköping,"Rudolf Steinerskolan, gr",Enskild,Rudolf Steinerskolan,33530590,..,..,..,..,..,..,..,..,..,..,2014
Norrköping,Johannesskolan Norrkpg Kr Sk,Enskild,Stiftelsen Församlingen Agape,57529996,..,..,..,..,..,..,..,..,..,..,2014
Norrköping,Stegehus Waldorfskola,Enskild,Stiftelsen Steget,73656861,..,..,.,.,..,..,..,..,..,..,2014
Norrköping,Vittra Röda stan,Enskild,Vittraskolorna AB,38936292,22,"53,7","90,9",~100,"238,7",19,"46,3","63,2",~100,"192,6",2014
Norrtälje,"Ekebyholmsskolan, gr",Enskild,Ekebyholmsskolan AB,98239828,..,..,..,~100,"225,6",..,..,..,..,..,2014
Norrtälje,Freinetskolan Hugin,Enskild,Freinetskolan Hugin Ek. För.,89692072,..,..,..,..,"219,8",..,..,..,..,..,2014
Norrtälje,Freinetskolan Mimer,Enskild,Freinetskolan Mimer Ek. För.,45133950,..,..,..,..,..,..,..,..,..,..,2014
Norrtälje,Montessoriskolan i Norrtälje,Enskild,Montessoriskolan i Norrtälje AB,99665701,..,..,..,..,..,..,..,..,..,..,2014
Norrtälje,Bålbro skola,Kommunal,Norrtälje,45874608,17,"50,0","82,4",~100,"247,8",17,"50,0","100,0","100,0","230,1",2014
Norrtälje,Grindskolan,Kommunal,Norrtälje,29416145,..,..,..,..,..,..,..,"76,5",~100,"193,5",2014
Norrtälje,Hallsta skola,Kommunal,Norrtälje,24146389,35,"62,5","80,0","82,9","214,6",21,"37,5","66,7",~100,"185,6",2014
Norrtälje,Lommarskolan,Kommunal,Norrtälje,15312030,12,"35,3",..,~100,"213,5",22,"64,7",..,"54,5","171,1",2014
Norrtälje,Långsjöskolan,Kommunal,Norrtälje,99749462,14,"43,8",..,~100,"194,1",18,"56,3",..,"61,1","158,1",2014
Norrtälje,Länna skola,Kommunal,Norrtälje,72471883,..,..,..,..,..,..,..,"90,9",~100,"220,2",2014
Norrtälje,Norrsund-Elmstaskolan,Kommunal,Norrtälje,61218902,15,"38,5","93,3",~100,"253,6",24,"61,5","83,3",~100,"232,2",2014
Norrtälje,Roslagsskolan,Kommunal,Norrtälje,31851256,90,"53,6","72,2","83,3","213,2",78,"46,4","83,3","91,0","213,5",2014
Norrtälje,Rådmansö skola,Kommunal,Norrtälje,50905672,..,..,..,..,..,..,..,..,..,"185,3",2014
Norrtälje,Svanbergaskolan,Kommunal,Norrtälje,59975651,26,"53,1","84,6",~100,"223,4",23,"46,9","95,7",~100,"229,2",2014
Norrtälje,Viby friskola,Enskild,Ogenholts Friskola AB,54806839,..,..,..,..,..,..,..,..,..,..,2014
Norsjö,Norsjöskolan 6-9,Kommunal,Norsjö,65848878,21,"42,9","81,0",~100,"223,6",28,"57,1","71,4","75,0","191,2",2014
Nybro,Alsterbro skola,Kommunal,Nybro,62698200,..,..,..,..,..,..,..,..,..,..,2014
Nybro,Madesjöskolan Ma02,Kommunal,Nybro,38198417,39,"52,7","87,2","87,2","229,9",35,"47,3","82,9","85,7","197,1",2014
Nybro,Paradisskolan Pa02,Kommunal,Nybro,79650118,52,"53,1","80,8","86,5","218,4",46,"46,9","87,0","89,1","203,8",2014
Nykvarn,Lillhagaskolan,Kommunal,Nykvarn,99640618,50,"46,7","94,0",~100,"248,0",57,"53,3","87,7",~100,"206,9",2014
Nyköping,Båktorp skolan,Enskild,Båktorp AB,17393295,..,..,.,..,..,..,..,.,.,..,2014
Nyköping,Studiero,Enskild,HVB Lappetorp AB,98693413,..,..,.,.,.,..,..,.,..,..,2014
Nyköping,Kunskapsskolan Nyköping,Enskild,Kunskapsskolan i Sverige AB,88046003,61,"61,0","88,5",~100,"235,2",39,"39,0","94,9",~100,"223,7",2014
Nyköping,Fokusskolan,Enskild,Nyfo AB,18915192,..,..,..,..,..,..,..,..,..,..,2014
Nyköping,Borgmästarhagsskolan,Kommunal,Nyköping,98253969,107,"45,0","85,0","89,7","232,5",131,"55,0","70,2","80,9","198,5",2014
Nyköping,Långbergsskolan H,Kommunal,Nyköping,71976383,26,"56,5","61,5","73,1","198,4",20,"43,5","55,0","70,0","191,2",2014
Nyköping,Nicolaiskolan,Kommunal,Nyköping,92637603,18,"32,7",..,~100,"176,7",37,"67,3","51,4","81,1","174,0",2014
Nyköping,Oppebyskolan,Kommunal,Nyköping,11808146,33,"45,2","84,8",~100,"235,6",40,"54,8","70,0","80,0","184,8",2014
Nyköping,Mikaeliskolan,Enskild,Stiftelsen Mikaeliskolan i Nyköping,75746018,..,..,..,..,..,..,..,..,..,..,2014
Nyköping,Vittra Kungshagen,Enskild,Vittraskolorna AB,50698424,12,"46,2","83,3",~100,"207,3",14,"53,8","78,6",~100,"213,0",2014
Nynäshamn,Gröndalsskolan F-9,Kommunal,Nynäshamn,65717061,38,"49,4","71,1","84,2","199,8",39,"50,6","87,2",~100,"207,2",2014
Nynäshamn,Sunnerbyskolan 1-9,Kommunal,Nynäshamn,78703073,26,"44,1","76,9",~100,"197,2",33,"55,9","69,7","78,8","183,6",2014
Nynäshamn,Vanstaskolan 4-9,Kommunal,Nynäshamn,73184416,18,"37,5","66,7","72,2","212,6",30,"62,5","66,7","76,7","200,4",2014
Nynäshamn,Viaskolan 6-9,Kommunal,Nynäshamn,34814578,23,"41,8","87,0","100,0","235,9",32,"58,2","78,1",~100,"192,3",2014
Nässjö,Centralskolan,Kommunal,Nässjö,27489659,39,"37,9","82,1",~100,"228,1",64,"62,1","76,6","85,9","192,3",2014
Nässjö,Norråsaskolan,Kommunal,Nässjö,19118399,69,"48,6","69,6","78,3","210,8",73,"51,4","46,6","65,8","163,8",2014
Nässjö,Parkskolan,Kommunal,Nässjö,97882848,28,"38,9","89,3",~100,"231,7",44,"61,1","63,6","75,0","185,7",2014
Nässjö,Rosenholmsskolan,Kommunal,Nässjö,66394964,..,..,..,..,..,..,..,..,..,..,2014
Ockelbo,Perslundaskolan,Kommunal,Ockelbo,40000547,29,"50,9","89,7",~100,"234,4",28,"49,1","89,3",~100,"202,1",2014
Olofström,Högavångsskolan,Kommunal,Olofström,53603984,61,"42,7","86,9","91,8","213,0",82,"57,3","74,4","84,1","187,2",2014
Orsa,Orsaskolan,Kommunal,Orsa,19694910,21,"37,5","66,7","71,4","196,2",35,"62,5","68,6","80,0","177,9",2014
Orust,Henåns skola år 7-9,Kommunal,Orust,76943513,40,"38,1","75,0","85,0","220,6",65,"61,9","66,2","75,4","186,7",2014
Orust,Ängås 7-9 skola,Kommunal,Orust,34557677,35,"52,2","65,7",~100,"217,9",32,"47,8","71,9",~100,"215,2",2014
Orust,Orust Waldorfskola,Enskild,Waldorfpedagogik På Orust Ek. För.,57712538,..,..,..,..,..,..,..,..,..,..,2014
Osby,Hasslarödsskolan 7-9,Kommunal,Osby,25927535,37,"52,9","75,7","83,8","217,0",33,"47,1","78,8","81,8","198,9",2014
Osby,Parkskolan 7-9 E,Kommunal,Osby,16078764,..,..,..,..,..,..,..,..,~100,"181,0",2014
Osby,Parkskolan F-9 D,Kommunal,Osby,28242140,10,"45,5",..,..,"221,5",12,"54,5",..,~100,"190,8",2014
Osby,Visslan,Kommunal,Osby,65486343,..,..,..,..,..,..,..,..,..,..,2014
Osby,Örkenedsskolan 7-9,Kommunal,Osby,99562575,18,"40,9","88,9",~100,"245,3",26,"59,1","42,3","57,7","130,0",2014
Oskarshamn,Kristinebergskolan 7-9,Kommunal,Oskarshamn,73392316,31,"42,5","77,4","77,4","211,7",42,"57,5","95,2",~100,"211,7",2014
Oskarshamn,Rödsleskolan 7-9,Kommunal,Oskarshamn,40041600,34,"50,7","85,3",~100,"229,6",33,"49,3","81,8",~100,"193,6",2014
Oskarshamn,Vallhallaskolan 7-9,Kommunal,Oskarshamn,46592871,51,"50,0","80,4","84,3","213,8",51,"50,0","60,8","72,5","167,8",2014
Ovanåker,Alftaskolan 7-9,Kommunal,Ovanåker,92304123,27,"51,9","70,4","77,8","190,6",25,"48,1","60,0","72,0","169,2",2014
Ovanåker,Celsiusskolan 7-9,Kommunal,Ovanåker,43362307,25,"41,7","64,0","76,0","215,7",35,"58,3","57,1","71,4","200,4",2014
Oxelösund,Breviksskolan åk 6-9,Kommunal,Oxelösund,34893654,28,"48,3","75,0",~100,"199,6",30,"51,7","53,3","83,3","165,5",2014
Pajala,Kangos Kultur- o ekologiskola,Enskild,Kangos Kultur och Ekologiskola,35837794,..,..,.,.,.,..,..,..,..,..,2014
Pajala,Gårdbyskolan,Kommunal,Pajala,55662841,..,..,..,..,..,..,..,..,..,..,2014
Pajala,Junosuando Centralskola,Kommunal,Pajala,80594830,..,..,.,.,..,..,..,..,..,..,2014
Pajala,Pajala Centralskola,Kommunal,Pajala,12443258,20,"51,3","80,0",~100,"234,3",19,"48,7","68,4","73,7","216,6",2014
Pajala,Tärendö Centralskola,Kommunal,Pajala,37347252,..,..,..,..,..,..,..,.,.,.,2014
Partille,Casa Montessori,Enskild,Montessoristiftelsen i Partille,68358072,..,..,..,..,..,..,..,"100,0","100,0","235,7",2014
Partille,Björndammens skola 6-9,Kommunal,Partille,98209377,20,"48,8","85,0",~100,"235,5",21,"51,2","52,4",~100,"190,1",2014
Partille,Furulunds skola 6-9,Kommunal,Partille,89146220,35,"56,5","88,6",~100,"234,1",27,"43,5","81,5",~100,"206,8",2014
Partille,Lexby skola 6-9,Kommunal,Partille,51610240,55,"44,0","96,4",~100,"239,4",70,"56,0","80,0","92,9","201,4",2014
Partille,Ugglums skola 5-9,Kommunal,Partille,78100490,29,"50,9","96,6",~100,"261,2",28,"49,1","92,9",~100,"230,2",2014
Partille,Vallhamra skola 7-9,Kommunal,Partille,92848832,32,"39,5","81,3",~100,"227,5",49,"60,5","75,5","85,7","186,9",2014
Partille,Öjersjö Brunn skola 4-9,Kommunal,Partille,49402521,31,"49,2","100,0","100,0","260,0",32,"50,8","87,5",~100,"227,4",2014
Perstorp,Centralskolan 1,Kommunal,Perstorp,97348759,31,"44,9","74,2",~100,"217,3",38,"55,1","68,4","81,6","196,7",2014
Piteå,Christina skolenhet,Kommunal,Piteå,94591900,33,"42,3","87,9",~100,"250,6",45,"57,7","93,3",~100,"209,2",2014
Piteå,Hortlax skolenhet,Kommunal,Piteå,10185533,42,"40,4","95,2",~100,"233,8",62,"59,6","88,7",~100,"206,7",2014
Piteå,Pitholm skolenhet 7-9,Kommunal,Piteå,18339846,39,"45,9","84,6","100,0","222,6",46,"54,1","95,7",~100,"224,8",2014
Piteå,Porsnäs skolenhet,Kommunal,Piteå,18748381,26,"47,3","88,5",~100,"215,8",29,"52,7","82,8",~100,"205,7",2014
Piteå,Sjulnässkolan,Kommunal,Piteå,42296356,20,"37,0","100,0","100,0","250,1",34,"63,0","82,4",~100,"203,3",2014
Piteå,Solanderskolan 7-9 skolenhet,Kommunal,Piteå,56399220,19,"39,6","78,9",~100,"195,3",29,"60,4","89,7",~100,"208,2",2014
Ragunda,Anders-Olofskolan,Kommunal,Ragunda,78545687,18,"58,1","61,1",~100,"179,3",13,"41,9",..,..,"168,1",2014
Ragunda,Hansåkerskolan,Kommunal,Ragunda,22316816,10,"41,7","100,0","100,0","263,5",14,"58,3",..,..,"162,1",2014
Robertsfors,Tundalsskolan åk 4-9,Kommunal,Robertsfors,16553934,30,"48,4","76,7","83,3","224,7",32,"51,6","56,3","65,6","172,0",2014
Ronneby,Karl-Oskarskolan i Ronneby,Enskild,Karl-Oskar Utbildning AB,38449858,26,"42,6","84,6",~100,"234,2",35,"57,4","80,0","82,9","195,6",2014
Ronneby,Kallingeskolan 7-9,Kommunal,Ronneby,53155267,33,"51,6","78,8",~100,"216,1",31,"48,4","71,0","83,9","204,8",2014
Ronneby,Snäckebacksskolan,Kommunal,Ronneby,73745566,69,"50,4","88,4","89,9","226,7",68,"49,6","66,2","80,9","196,1",2014
Rättvik,Furudals centralskola,Kommunal,Rättvik,30917018,..,..,..,..,..,..,..,"85,7",~100,"212,0",2014
Rättvik,Rättviksskolan,Kommunal,Rättvik,73451967,38,"52,1","94,7",~100,"234,5",35,"47,9","94,3","100,0","204,7",2014
Sala,Ekebyskolan,Kommunal,Sala,36193586,51,"52,0","80,4",~100,"223,7",47,"48,0","72,3","85,1","190,7",2014
Sala,Vallaskolan 7-9,Kommunal,Sala,64954528,54,"46,6","81,5","90,7","225,9",62,"53,4","72,6","82,3","193,0",2014
Salem,Nytorpsskolan,Kommunal,Salem,36262199,14,"50,0","100,0","100,0","279,3",14,"50,0","78,6",~100,"220,4",2014
Salem,Rönninge skola,Kommunal,Salem,71677992,34,"59,6","97,1",~100,"258,0",23,"40,4","95,7","100,0","232,5",2014
Salem,Skogsängsskolan,Kommunal,Salem,58385274,34,"57,6","55,9","67,6","200,5",25,"42,4","72,0","80,0","200,8",2014
Salem,Säbytorp,Kommunal,Salem,92406445,27,"45,0","70,4",~100,"220,8",33,"55,0","78,8",~100,"232,7",2014
Salem,Söderby friskola,Enskild,Söderby Friskola Ek. För.,56858061,13,"52,0","92,3",~100,"237,7",12,"48,0",..,~100,"198,1",2014
Sandviken,Prosperitas utbildning,Enskild,Prosperitas Utbildning AB,91119383,..,..,..,..,..,..,..,..,..,..,2014
Sandviken,Hedängskolan 7-9,Kommunal,Sandviken,23876630,32,"49,2","81,3",~100,"220,6",33,"50,8","84,8",~100,"206,1",2014
Sandviken,Jernvallsskolan 4-9,Kommunal,Sandviken,30006957,20,"36,4","85,0",~100,"227,9",35,"63,6","77,1","82,9","223,3",2014
Sandviken,Murgårdsskolan  I,Kommunal,Sandviken,93190753,30,"51,7","50,0","63,3","173,6",28,"48,3","39,3","57,1","156,4",2014
Sandviken,Murgårdsskolan II,Kommunal,Sandviken,36589800,12,"46,2",..,..,"186,8",14,"53,8",..,..,"133,8",2014
Sandviken,Söderskolan I,Kommunal,Sandviken,95475697,18,"64,3","55,6","66,7","201,7",10,"35,7",..,"100,0","194,3",2014
Sandviken,Söderskolan II,Kommunal,Sandviken,58929072,41,"53,9","63,4","73,2","193,7",35,"46,1","37,1","54,3","144,5",2014
Sandviken,Österfärnebo skola,Kommunal,Sandviken,73076578,..,..,..,..,..,..,..,..,..,..,2014
Sandviken,Sandvikens Montessoriskola,Enskild,Sandvikens Montessoriskolas Ek. För.,17233525,..,..,..,..,..,..,..,..,..,"153,9",2014
Sigtuna,Ekillaskolan,Kommunal,Sigtuna,14261356,71,"48,6","76,1","78,9","224,3",75,"51,4","78,7","84,0","209,0",2014
Sigtuna,S:t Olof,Kommunal,Sigtuna,13579948,52,"41,6","88,5",~100,"232,1",73,"58,4","86,3","93,2","225,2",2014
Sigtuna,Valstaskolan,Kommunal,Sigtuna,61234191,36,"46,8","66,7","75,0","201,9",41,"53,2","65,9","73,2","194,0",2014
Sigtuna,Skolan Bergius,Enskild,Sigtuna Friskola AB,35008423,17,"28,3","100,0","100,0","254,1",43,"71,7","95,3","100,0","235,1",2014
Sigtuna,"Sigtunaskolan hum. läroverket, gr",Enskild,Sigtuna Skolstiftelse,70883860,22,"55,0","95,5","100,0","260,2",18,"45,0","83,3",~100,"217,4",2014
Sigtuna,"Josefinaskolan, grundskola",Enskild,Stiftelsen Josefinaskolan,55508705,13,"56,5","84,6",~100,"222,9",10,"43,5",..,..,"212,8",2014
Simrishamn,Famn,Enskild,"Familjebehandlingsalternativ i Nätverk, Famn AB",68370166,..,..,.,..,..,..,..,.,..,..,2014
Simrishamn,Nils Holgerssonskolan,Enskild,Föräldrakooperativet Nils Holgerssonskolan Ek. För.,24445412,..,..,"94,4","100,0","267,5",..,..,..,..,..,2014
Simrishamn,Skolområde Korsavad,Kommunal,Simrishamn,66350640,83,"52,5","83,1","86,7","219,7",75,"47,5","76,0","86,7","205,7",2014
Simrishamn,Sophiaskolan,Enskild,"Stiftelsen Sophiaskolan, Österlens Waldorfskola",59958745,..,..,"90,9","100,0","246,8",..,..,..,..,..,2014
Sjöbo,Vollsjö Friskola,Enskild,Almaröd Friskola AB,78396564,..,..,.,.,.,..,..,..,..,..,2014
Sjöbo,Emanuelskolan,Kommunal,Sjöbo,37998000,18,"46,2","72,2",~100,"233,6",21,"53,8","81,0",~100,"216,4",2014
Sjöbo,"Färsinga lärcentrum, åk 4-9",Kommunal,Sjöbo,17176734,40,"53,3","75,0","87,5","209,5",35,"46,7","45,7","74,3","173,9",2014
Sjöbo,Storkskolan,Kommunal,Sjöbo,55675413,21,"55,3","81,0",~100,"217,7",17,"44,7","58,8",~100,"197,1",2014
