skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_elever_tcv139,skolverket_andel_natt_malen_alla_amnen_tcv139,skolverket_and_beh_yrk_tcv139,skolverket_gnm_meritvarde_tcv139,year
Karlskoga,Österledskolan,Kommunal,Karlskoga,34767418,86,"62,8","82,6","198,7",2014
Karlskrona,Galären Dator o Teknik,Enskild,AcadeMedia fria grundskolor AB,64959079,18,"66,7","100,0","211,1",2014
Karlskrona,"Galären, grundskola",Enskild,AcadeMedia fria grundskolor AB,10662754,33,"78,8",~100,"219,4",2014
Karlskrona,Galären Hälsa och Idrott,Enskild,AcadeMedia fria grundskolor AB,66984600,41,"80,5",~100,"220,9",2014
Karlskrona,Piggelinen,Enskild,Friskolan PANEA AB,99469094,26,"88,5",~100,"213,3",2014
Karlskrona,Friskolan Svettpärlan,Enskild,Friskolan Svettpärlan AB,93964634,25,"100,0","100,0","216,0",2014
Karlskrona,Jändelskolan 7-9,Kommunal,Karlskrona,20104552,74,"81,1","86,5","210,0",2014
Karlskrona,Nättrabyskolan 7-9,Kommunal,Karlskrona,26209081,50,"84,0",~100,"223,0",2014
Karlskrona,Rosenholmskolan Sport College 7-9,Kommunal,Karlskrona,89523926,49,"100,0","100,0","235,3",2014
Karlskrona,Rödebyskolan 7-9,Kommunal,Karlskrona,32421136,87,"72,4","82,8","196,2",2014
Karlskrona,Sunnadalskolan 7-9,Kommunal,Karlskrona,68263602,39,"46,2","51,3","154,1",2014
Karlskrona,Vedebyskolan 7-9,Kommunal,Karlskrona,55709634,72,"68,1","77,8","192,1",2014
Karlskrona,Wämöskolan 7-9,Kommunal,Karlskrona,63323984,87,"85,1","90,8","225,5",2014
Karlskrona,Karlskrona Montessorifriskola,Enskild,Karlskrona Montessorifriskola AB,67509465,21,"100,0","100,0","249,9",2014
Karlskrona,Musikugglan,Enskild,Tant Grön AB,93919365,27,"85,2",~100,"232,2",2014
Karlstad,Engelska Skolan i Karlstad,Enskild,Internationella Engelska Skolan i Sverige AB,93730568,140,"96,4",~100,"246,5",2014
Karlstad,Frödingskolan 7-9,Kommunal,Karlstad,29058107,59,"57,6","67,8","174,2",2014
Karlstad,Hultsbergsskolan 6-9,Kommunal,Karlstad,99406709,58,"86,2",~100,"224,0",2014
Karlstad,Ilandaskolan,Kommunal,Karlstad,27418903,123,"91,1",~100,"216,4",2014
Karlstad,Mariebergsskolan,Kommunal,Karlstad,81424988,89,"61,8","79,8","182,4",2014
Karlstad,Norrstrandsskolan Terra Ignis,Kommunal,Karlstad,83999935,94,"88,3",~100,"216,9",2014
Karlstad,Norrstrandsskolan Ventus Aqua,Kommunal,Karlstad,57635312,75,"86,7",~100,"224,0",2014
Karlstad,Nyeds skola 4-9,Kommunal,Karlstad,32255602,35,"65,7","74,3","206,2",2014
Karlstad,Rudsskolan Atl/Dan,Kommunal,Karlstad,85833115,56,"92,9",~100,"231,4",2014
Karlstad,Rudsskolan Oceania,Kommunal,Karlstad,91487596,89,"79,8","85,4","207,5",2014
Karlstad,Vålbergsskolan 4-9,Kommunal,Karlstad,80659104,50,"80,0","88,0","204,8",2014
Katrineholm,Floda friskola,Enskild,Flodabygdens Friskoleförening,42354333,31,"64,5","67,7","188,7",2014
Katrineholm,Nyhemsskolan 7-9,Kommunal,Katrineholm,19216121,61,"49,2","60,7","180,1",2014
Katrineholm,Södra skolan,Kommunal,Katrineholm,43723580,141,"62,4","82,3","195,8",2014
Katrineholm,Tallåsskolan,Kommunal,Katrineholm,14164796,112,"68,8","78,6","198,3",2014
Katrineholm,Kunskapsskolan Katrineholm,Enskild,Kunskapsskolan i Sverige AB,16603772,25,"76,0",~100,"204,0",2014
Kil,Sannerudsskolan 7-9,Kommunal,Kil,17665080,140,"65,0","83,6","200,2",2014
Kinda,Värgårdsskolan,Kommunal,Kinda,75296593,92,"87,0","92,4","204,8",2014
Kiruna,Abisko skolan,Kommunal,Kiruna,76026322,..,.,.,..,2014
Kiruna,Högalidskolan 7-9,Kommunal,Kiruna,80693905,97,"77,3","82,5","211,2",2014
Kiruna,Karesuando skola,Kommunal,Kiruna,79467784,18,"88,9",~100,"216,4",2014
Kiruna,Raketskolan 6-9,Kommunal,Kiruna,43351950,80,"82,5","88,8","216,1",2014
Kiruna,Språkcentrum,Kommunal,Kiruna,77403120,..,.,.,..,2014
Kiruna,Svappavaara skola,Kommunal,Kiruna,21462543,..,..,..,..,2014
Kiruna,Triangelskolan,Kommunal,Kiruna,14938538,23,"87,0",~100,"234,8",2014
Kiruna,Vittangi skola,Kommunal,Kiruna,76314428,12,..,..,"202,1",2014
Kiruna,Friluftsskolan Vargen,Enskild,Vargen i Kiruna AB,73281949,22,"100,0","100,0","252,4",2014
Klippan,Ljungbyhedsskolan 1,Kommunal,Klippan,75091646,52,"80,8","84,6","206,9",2014
Klippan,Snyggatorpsskolan 2,Kommunal,Klippan,71644999,103,"72,8","81,6","204,9",2014
Klippan,"PeterSvenskolan, Klippan",Enskild,Pysslingen Förskolor och Skolor AB,39391255,..,..,..,..,2014
Knivsta,Alsike skola,Kommunal,Knivsta,49742321,27,"96,3","100,0","228,8",2014
Knivsta,Thunmanskolan,Kommunal,Knivsta,92364234,93,"83,9","88,2","219,7",2014
Knivsta,Margarethaskolan,Enskild,Knivsta Friskola Ek. För.,51867275,13,"76,9",~100,"237,5",2014
Kramfors,Gudmundråskolan,Kommunal,Kramfors,11159060,94,"73,4","80,9","204,4",2014
Kramfors,Högakustenskolan,Kommunal,Kramfors,75515918,49,"87,8",~100,"235,6",2014
Kramfors,Ytterlännässkolan,Kommunal,Kramfors,30403490,54,"70,4","81,5","205,0",2014
Kristianstad,Antonskolan,Enskild,Antonskolan Blekedamm AB,14555807,21,"90,5",~100,"211,2",2014
Kristianstad,Antonskolan Österäng,Enskild,Antonskolan Österäng AB,57538739,17,"76,5",~100,"194,4",2014
Kristianstad,Axonaskolan i Tollarp,Enskild,Axona Dendron AB,81452013,..,..,..,..,2014
Kristianstad,Degebergaskolan,Kommunal,Kristianstad,54930405,47,"93,6",~100,"224,7",2014
Kristianstad,Fjälkinge skola MH,Kommunal,Kristianstad,13867770,40,"82,5",~100,"217,1",2014
Kristianstad,Fröknegårdskolan H1,Kommunal,Kristianstad,80871896,74,"55,4","71,6","190,7",2014
Kristianstad,Fröknegårdskolan H2,Kommunal,Kristianstad,97438636,56,"60,7","82,1","216,0",2014
Kristianstad,Norretullskolan,Kommunal,Kristianstad,59782586,67,"65,7","73,1","185,4",2014
Kristianstad,Nosabyskolan,Kommunal,Kristianstad,69725960,77,"71,4","79,2","216,9",2014
Kristianstad,Rönnowskolan H,Kommunal,Kristianstad,13756290,51,"88,2",~100,"236,1",2014
Kristianstad,Slättängsskolan H,Kommunal,Kristianstad,63356940,67,"68,7","86,6","203,9",2014
Kristianstad,Spängerskolan,Kommunal,Kristianstad,64694970,21,"66,7","76,2","206,8",2014
Kristianstad,Sånnaskolan H,Kommunal,Kristianstad,85853304,61,"86,9",~100,"217,0",2014
Kristianstad,Tollarps skola MH,Kommunal,Kristianstad,45430802,52,"76,9","88,5","203,9",2014
Kristianstad,Väskolan MH,Kommunal,Kristianstad,75922665,44,"79,5","86,4","206,9",2014
Kristianstad,Öllsjöskolan H,Kommunal,Kristianstad,46211392,55,"85,5","100,0","221,9",2014
Kristianstad,Önnestads skola H,Kommunal,Kristianstad,18636287,40,"70,0","75,0","212,3",2014
Kristianstad,Lejonskolan,Enskild,Lejonskolan AB,26843745,16,"68,8",~100,"168,8",2014
Kristianstad,Kristianstads Montessoriskola,Enskild,Pysslingen Förskolor och Skolor AB,72491525,27,"96,3","100,0","242,4",2014
Kristinehamn,Djurgårdsskolan 7-9,Kommunal,Kristinehamn,41433169,91,"72,5","78,0","197,9",2014
Kristinehamn,Stenstalidskolan 7-9,Kommunal,Kristinehamn,14885908,76,"78,9","89,5","200,7",2014
Kristinehamn,Södermalmsskolan 7-9,Kommunal,Kristinehamn,16272625,85,"71,8","85,9","208,7",2014
Krokom,Cederbergskolan,Kommunal,Krokom,64778601,15,"80,0",~100,"203,5",2014
Krokom,Nyhedens skola,Kommunal,Krokom,40025257,73,"78,1","82,2","205,2",2014
Krokom,Ås skola 4-9,Kommunal,Krokom,54952732,28,"96,4",~100,"232,6",2014
Krokom,Änge skola,Kommunal,Krokom,25036714,30,"83,3",~100,"208,3",2014
Kumla,Kumlaby skola 6-9,Kommunal,Kumla,75692870,59,"84,7",~100,"211,1",2014
Kumla,Skogstorpsskolan 6-9,Kommunal,Kumla,44243725,92,"82,6","84,8","210,7",2014
Kumla,Vialundskolan,Kommunal,Kumla,99992013,90,"65,6","78,9","202,2",2014
Kungsbacka,Kullaviks Montessoriskola,Enskild,Kullaviks Montessoriskola Ek. För.,10902849,24,"100,0","100,0","251,9",2014
Kungsbacka,Frillesåsskolan 4-9,Kommunal,Kungsbacka,10927868,34,"88,2",~100,"229,1",2014
Kungsbacka,Fullriggaren Malevik 4-9,Kommunal,Kungsbacka,33170625,25,"96,0","100,0","268,8",2014
Kungsbacka,Hedeskolan 4-9,Kommunal,Kungsbacka,11231816,45,"97,8","100,0","238,2",2014
Kungsbacka,Hålabäcksskolan 6-9,Kommunal,Kungsbacka,99688470,48,"81,3","83,3","215,6",2014
Kungsbacka,Kapareskolan A-D,Kommunal,Kungsbacka,28803215,71,"87,3",~100,"219,2",2014
Kungsbacka,Kapareskolan E-H,Kommunal,Kungsbacka,84111198,95,"84,2","92,6","213,1",2014
Kungsbacka,Kullaviksskolan 7-9,Kommunal,Kungsbacka,75835202,59,"93,2",~100,"250,9",2014
Kungsbacka,Kullenskolan,Kommunal,Kungsbacka,77574230,..,..,..,..,2014
Kungsbacka,Smedingeskolan A,Kommunal,Kungsbacka,68861484,76,"71,1","80,3","198,8",2014
Kungsbacka,Särö skola 4-9,Kommunal,Kungsbacka,72090315,51,"88,2",~100,"239,9",2014
Kungsbacka,Toråsskolan 4-9,Kommunal,Kungsbacka,14101582,62,"95,2",~100,"226,8",2014
Kungsbacka,Varlaskolan norra,Kommunal,Kungsbacka,37101902,95,"82,1","93,7","218,9",2014
Kungsbacka,Varlaskolan södra,Kommunal,Kungsbacka,70143574,70,"87,1",~100,"235,0",2014
Kungsbacka,Åsa Gårds skola 4-9,Kommunal,Kungsbacka,16824824,29,"100,0","100,0","230,9",2014
Kungsbacka,Åsaskolan 4-9,Kommunal,Kungsbacka,18035112,43,"90,7",~100,"236,6",2014
Kungsbacka,Älvsåkersskolan 4-9,Kommunal,Kungsbacka,74587667,44,"90,9",~100,"220,9",2014
Kungsbacka,Nova Montessoriskola,Enskild,Montenova Montessoriskola Ek. För.,47832100,27,"100,0","100,0","240,1",2014
Kungsbacka,Onsala Montessoriskola,Enskild,Montessoriskolan i Onsala Ek. För.,90784555,..,..,..,..,2014
Kungsbacka,Vittra Forsgläntan,Enskild,Vittraskolorna AB,42568760,49,"95,9",~100,"248,6",2014
Kungsör,Kung Karls skola,Kommunal,Kungsör,46834580,79,"68,4","79,7","189,2",2014
Kungälv,"Fredkullaskolan ,waldorfskola,",Enskild,Föreningen För Waldorfpedagogik i Kungälv,38353942,17,"88,2","100,0","236,2",2014
Kungälv,Munkegärdeskolan,Kommunal,Kungälv,51596946,81,"85,2","90,1","212,8",2014
Kungälv,Thorildskolan,Kommunal,Kungälv,73505986,131,"70,2","86,3","201,2",2014
Kungälv,Ytterbyskolan 1,Kommunal,Kungälv,63621283,146,"89,7","95,9","219,9",2014
Kungälv,Friskolan i Kärna,Enskild,Mona Hurtig Skol AB,25790317,24,"91,7",~100,"227,8",2014
Kungälv,Montessoriskolan Älvkullen,Enskild,Stiftelsen Montessori För Alla Barn,49323438,11,..,"100,0","197,5",2014
Kungälv,Strandskolan,Enskild,"Strandskolan, Montessoriföreningen i Kungälv",21917957,25,"96,0","100,0","241,2",2014
Kävlinge,Björkenässkolan,Enskild,AcadeMedia fria grundskolor AB,19504051,63,"87,3",~100,"217,0",2014
Kävlinge,Barsebäcks Montessoriskola,Enskild,Barsebäcks Montessori Ek. För.,22957852,..,..,..,..,2014
Kävlinge,Korsbackaskolan,Kommunal,Kävlinge,46107605,128,"78,1","89,8","219,6",2014
Kävlinge,Tolvåkerskolan,Kommunal,Kävlinge,13578112,90,"84,4",~100,"213,0",2014
Köping,Karlbergsskolan,Kommunal,Köping,31319179,120,"83,3","91,7","212,2",2014
Köping,Malmaskolan 3-9,Kommunal,Köping,49665496,54,"83,3","100,0","216,3",2014
Köping,Scheeleskolan,Kommunal,Köping,24379201,96,"54,2","74,0","188,5",2014
Laholm,Lagaholmsskolan,Kommunal,Laholm,50150550,114,"79,8","88,6","214,1",2014
Laholm,Veingeskolan 7-9,Kommunal,Laholm,95134514,76,"77,6","84,2","213,9",2014
Laholm,Våxtorpsskolan,Kommunal,Laholm,35795213,35,"94,3","100,0","222,4",2014
Landskrona,Möllebackskolan,Enskild,"Föreningen Fogdaröd omsorg, vård & utbildning utan personligt ansvar",29167021,..,.,.,..,2014
Landskrona,Kunskapsskolan Landskrona,Enskild,Kunskapsskolan i Sverige AB,60956248,38,"97,4","100,0","236,8",2014
Landskrona,Asmundtorps skola 7-9,Kommunal,Landskrona,70803452,38,"78,9","84,2","217,8",2014
Landskrona,Glumslövs skola,Kommunal,Landskrona,30917121,41,"95,1","100,0","247,6",2014
Landskrona,Sandåkerskolan 2,Kommunal,Landskrona,50566943,72,"79,2","87,5","212,9",2014
Landskrona,Seminarieskolan 7-9,Kommunal,Landskrona,22078228,102,"44,1","57,8","189,4",2014
Landskrona,Västervångskolan 7-9,Kommunal,Landskrona,29541747,127,"74,8","83,5","207,2",2014
Landskrona,Dianaskolan,Enskild,Landskrona BOIS Fotbolls Akademi AB,70072964,27,"59,3",~100,"227,5",2014
Landskrona,Säbyholms Montessoriskola,Enskild,Landskrona Montessoriförening Ek.Förening,42908219,20,"95,0",~100,"235,8",2014
Laxå,Centralskolan,Kommunal,Laxå,24748604,50,"74,0","84,0","206,4",2014
Lekeberg,Lekebergsskolan 7-9,Kommunal,Lekeberg,97648883,75,"74,7","92,0","201,8",2014
Leksand,Sammilsdalskolan 7-9,Kommunal,Leksand,99792496,92,"82,6","90,2","216,5",2014
Leksand,Åkerö skola 7-9,Kommunal,Leksand,28235575,84,"77,4","86,9","212,8",2014
Leksand,Banérskolan,Enskild,Stiftelsen Segerbaneret,89749001,..,..,..,..,2014
Lerum,Alléskolan skolenhet Ask,Kommunal,Lerum,51403955,75,"85,3","89,3","221,0",2014
Lerum,Alléskolan skolenhet Bok,Kommunal,Lerum,57470446,51,"76,5","86,3","208,4",2014
Lerum,Ljungviksskolan skolenhet A,Kommunal,Lerum,44095064,29,"79,3",~100,"203,2",2014
Lerum,Rydsbergsskolan grundskola,Kommunal,Lerum,24103764,64,"87,5",~100,"225,0",2014
Lerum,Röselidsskolan skolenhet B,Kommunal,Lerum,38539206,46,"73,9","82,6","204,7",2014
Lerum,Stenkulan 4-9,Kommunal,Lerum,49419497,38,"81,6",~100,"217,8",2014
Lerum,Torpskolan skolenhet 1,Kommunal,Lerum,21176313,77,"88,3","100,0","231,4",2014
Lerum,Torpskolan skolenhet 2,Kommunal,Lerum,20361674,52,"88,5",~100,"229,8",2014
Lerum,Montessoriskolan Floda säteri,Enskild,Montessoriskolan Floda Säteri,82651095,30,"93,3",~100,"237,4",2014
Lessebo,Bikupan,Kommunal,Lessebo,74218950,83,"75,9","84,3","199,7",2014
Lidingö,"Futuraskolan, Lidingö",Enskild,Futuraskolan AB,47937226,35,"91,4",~100,"282,1",2014
Lidingö,Bodals skola,Kommunal,Lidingö,98780182,30,"80,0",~100,"236,9",2014
Lidingö,Högsätra skola 6-9,Kommunal,Lidingö,49631077,70,"81,4","92,9","231,2",2014
Lidingö,Källängens skola,Kommunal,Lidingö,69329486,126,"96,0","100,0","256,3",2014
Lidingö,Käppala skola 5-9,Kommunal,Lidingö,20137688,58,"94,8",~100,"240,0",2014
Lidingö,Torsviks skola 7-9,Kommunal,Lidingö,45104329,123,"95,9",~100,"253,1",2014
Lidingö,Vittra på Lidingö,Enskild,Vittraskolorna AB,46585145,18,"100,0","100,0","250,6",2014
Lidköping,Broholmskolan,Enskild,Broholmskolans Ek. För.,98083121,35,"85,7",~100,"210,9",2014
Lidköping,Dalängskolan,Kommunal,Lidköping,37707717,146,"86,3","91,8","226,0",2014
Lidköping,Fredriksdalskolan,Kommunal,Lidköping,25486432,98,"89,8","92,9","222,7",2014
Lidköping,Rudenschöldskolan,Kommunal,Lidköping,52152242,133,"78,9","88,0","213,8",2014
Lilla Edet,Fuxernaskolan 7-9,Kommunal,Lilla Edet,22512947,73,"69,9","80,8","198,8",2014
Lilla Edet,Tingbergsskolan 4-9,Kommunal,Lilla Edet,48148032,55,"56,4","76,4","183,9",2014
Lilla Edet,"Nya Skolan, Lilla Edet",Enskild,Nya Skolan Trollhättan AB,74771085,13,"84,6",~100,"232,5",2014
Lindesberg,Fröviskolan 7-9,Kommunal,Lindesberg,81993942,72,"61,1","81,9","191,5",2014
Lindesberg,Stadsskogsskolan 1,Kommunal,Lindesberg,11576148,79,"59,5","73,4","192,1",2014
Lindesberg,Stadsskogsskolan 2,Kommunal,Lindesberg,29424201,83,"61,4","72,3","186,7",2014
Lindesberg,Storåskolan,Kommunal,Lindesberg,88486410,32,"68,8","78,1","202,2",2014
Linköping,Engelska Skolan i Linköping,Enskild,Internationella Engelska Skolan i Sverige AB,82086591,126,"96,0","100,0","256,4",2014
Linköping,Kunskapsskolan Linköping,Enskild,Kunskapsskolan i Sverige AB,67505597,17,"58,8","70,6","222,2",2014
Linköping,Berzeliusskolan 5,Kommunal,Linköping,20474564,181,"88,4","95,0","221,2",2014
Linköping,Berzeliusskolan 6,Kommunal,Linköping,39169577,..,..,..,..,2014
Linköping,Ekholmsskolan,Kommunal,Linköping,96360048,83,"73,5","80,7","212,9",2014
Linköping,Folkungaskolan grundskola,Kommunal,Linköping,65857121,99,"99,0","100,0","261,9",2014
Linköping,Internationella skolan Atlas,Kommunal,Linköping,84408578,48,"89,6","100,0","263,1",2014
Linköping,Kungsbergsskolan 7-9,Kommunal,Linköping,69901106,122,"81,1","92,6","214,3",2014
Linköping,Kärna skola 7-9,Kommunal,Linköping,61094173,54,"87,0",~100,"212,8",2014
Linköping,Linghemsskolan,Kommunal,Linköping,93274980,72,"88,9",~100,"214,7",2014
Linköping,Ljungsbro skola 7-9,Kommunal,Linköping,85992138,49,"71,4",~100,"189,7",2014
Linköping,Nya Rydsskolan 7-9,Kommunal,Linköping,28438233,31,"51,6","67,7","189,3",2014
Linköping,Skäggetorpskolan,Kommunal,Linköping,46577157,68,"45,6","57,4","165,4",2014
Linköping,Slussenskolan,Kommunal,Linköping,77844194,..,.,..,..,2014
Linköping,Stångåskolan,Kommunal,Linköping,25519969,..,.,.,..,2014
Linköping,Tinnerbäcksskolan,Kommunal,Linköping,24877681,..,.,.,..,2014
Linköping,Tokarpsskolan 6-9,Kommunal,Linköping,68326694,60,"85,0","91,7","222,0",2014
Linköping,Tornhagsskolan 6-9,Kommunal,Linköping,75688028,80,"70,0","91,3","221,0",2014
Linköping,Ånestadsskolan 7-9,Kommunal,Linköping,94866114,96,"54,2","58,3","175,1",2014
Linköping,Nya Munken,Enskild,Nya Munken AB,76521863,175,"88,0","95,4","225,9",2014
Linköping,Pandionskolan,Enskild,Pandion Omsorg AB,16928929,..,.,..,..,2014
Linköping,Dar Al Uloum skola,Enskild,Stiftelsen Dar Al Uloum i Linköping,80769468,..,..,..,..,2014
Linköping,Björkö friskola,Enskild,Stiftelsen Waldorfpedagogik i Vreta Kloster,78992223,25,"84,0",~100,"221,4",2014
Linköping,Klara Privata skola Linköping,Enskild,Theducation AB,31658010,25,"52,0",~100,"206,0",2014
Linköping,Vittra Lambohov,Enskild,Vittraskolorna AB,26255239,26,"88,5",~100,"240,2",2014
Ljungby,"Karl-Oskarskolan, Ljungby",Enskild,Karl-Oskar Utbildning AB,59021648,17,"88,2",~100,"225,1",2014
Ljungby,Astradskolan 1,Kommunal,Ljungby,83388272,103,"94,2","100,0","240,0",2014
Ljungby,Kungshögsskolan 2,Kommunal,Ljungby,87262274,24,"75,0","79,2","196,5",2014
Ljungby,Kungshögsskolan 3,Kommunal,Ljungby,96958960,95,"80,0","89,5","220,1",2014
Ljungby,Åbyskolan 2,Kommunal,Ljungby,75853223,57,"87,7",~100,"219,2",2014
Ljusdal,Friskolan Vintergatan,Enskild,Friskolan Vintergatan Ek. För.,62270371,35,"88,6",~100,"210,9",2014
Ljusdal,Färila skola,Kommunal,Ljusdal,36425969,29,"82,8",~100,"198,6",2014
Ljusdal,Los skola,Kommunal,Ljusdal,87366152,..,..,..,..,2014
Ljusdal,Ramsjö skola,Kommunal,Ljusdal,27980866,..,..,..,..,2014
Ljusdal,Stenhamreskolan 7-9,Kommunal,Ljusdal,48142004,47,"55,3","76,6","182,5",2014
Ljusdal,Öjeskolan,Kommunal,Ljusdal,47378558,42,"76,2","83,3","207,0",2014
Ljusdal,Tallbacken,Enskild,Tallbackenhuset AB,84673347,21,"90,5",~100,"231,0",2014
Ljusnarsberg,Kyrkbacksskolan,Kommunal,Ljusnarsberg,82038420,51,"47,1","76,5","174,4",2014
Lomma,Bjärehovskolan,Kommunal,Lomma,41254600,78,"94,9",~100,"243,8",2014
Lomma,Pilängskolan,Kommunal,Lomma,15610637,116,"89,7","94,0","231,6",2014
Lomma,Rutsborgskolan,Kommunal,Lomma,19570704,45,"95,6",~100,"236,6",2014
Lomma,Montessoriskolan i Bjärred,Enskild,Montessori-Bjerred Ek. För.,52025747,20,"85,0",~100,"239,4",2014
Ludvika,Fredriksbergs skola,Kommunal,Ludvika,88233361,..,..,..,..,2014
Ludvika,Kyrkskolan 7-9,Kommunal,Ludvika,28230949,128,"68,8","81,3","192,1",2014
Ludvika,Lorensbergaskolan 7-9,Kommunal,Ludvika,47736072,109,"72,5","82,6","191,5",2014
Ludvika,Parkskolan,Kommunal,Ludvika,61260328,42,"61,9","76,2","181,0",2014
Luleå,Nya Läroverket,Enskild,B&G Läroverket AB,82183259,43,"97,7","100,0","243,8",2014
Luleå,Nya Läroverket Bergnäset,Enskild,B&G Läroverket AB,52734580,..,..,..,..,2014
Luleå,Bergskolan,Kommunal,Luleå,72942852,64,"93,8",~100,"226,2",2014
Luleå,Björkskataskolan,Kommunal,Luleå,89477984,98,"91,8","94,9","228,1",2014
Luleå,Hertsöskolan 7-9,Kommunal,Luleå,15579589,67,"86,6","92,5","222,8",2014
Luleå,Kråkbergsskolan,Kommunal,Luleå,46323920,55,"98,2","100,0","242,7",2014
Luleå,Montessori,Kommunal,Luleå,35085794,31,"83,9",~100,"222,5",2014
Luleå,Residensskolan 7-9,Kommunal,Luleå,73462793,49,"79,6","89,8","221,3",2014
Luleå,Råneskolan 7-9,Kommunal,Luleå,22462490,51,"86,3","90,2","214,3",2014
Luleå,Stadsöskolan 7-9,Kommunal,Luleå,95536453,70,"94,3",~100,"233,0",2014
Luleå,Tunaskolan 7-9,Kommunal,Luleå,43539193,43,"79,1","86,0","206,5",2014
Luleå,Örnässkolan 7-9,Kommunal,Luleå,20104143,66,"80,3","92,4","205,0",2014
Luleå,Norrskenets Friskola i Luleå,Enskild,Pysslingen Förskolor och Skolor AB,55520065,62,"90,3","90,3","234,3",2014
Lund,Bilingual Montes.school  Lund,Enskild,Bilingual Montessori School Of Lund Ek. För.,75154610,17,"100,0","100,0","273,1",2014
Lund,Freinetskolan i Lund,Enskild,"Freinetskolan i Lund, Ideell Förening",60492534,16,"87,5",~100,"228,1",2014
Lund,Lunds Montessorigrundskola,Enskild,Föreningen Lunds Montessorigrundskola,70044059,21,"95,2",~100,"257,6",2014
Lund,Kunskapsskolan Lund,Enskild,Kunskapsskolan i Sverige AB,52037312,76,"96,1",~100,"249,1",2014
Lund,Ekelundsskolan,Kommunal,Lund,15466912,..,..,..,..,2014
Lund,Fågelskolan,Kommunal,Lund,91670988,42,"76,2","85,7","208,5",2014
Lund,Fågelskolan LIG,Kommunal,Lund,37859279,..,.,.,..,2014
Lund,Fåglasång,Kommunal,Lund,88136040,..,.,.,..,2014
Lund,Fäladsgården,Kommunal,Lund,54391347,89,"79,8","92,1","233,7",2014
Lund,Fäladsgården LIG,Kommunal,Lund,52748045,..,..,..,..,2014
Lund,Genarps skola,Kommunal,Lund,42589243,28,"67,9","82,1","211,3",2014
Lund,Gunnesboskolan,Kommunal,Lund,91672607,56,"85,7",~100,"227,6",2014
Lund,"Höjebroskolan, LSR",Kommunal,Lund,28257733,..,.,.,.,2014
Lund,Järnåkraskolan 4-9,Kommunal,Lund,39307298,88,"87,5","90,9","236,7",2014
Lund,Killebäckskolan,Kommunal,Lund,88266589,86,"90,7","94,2","233,2",2014
Lund,Lerbäckskolan,Kommunal,Lund,81923307,78,"91,0",~100,"240,0",2014
Lund,Lerbäckskolan BG,Kommunal,Lund,95230714,..,.,.,..,2014
Lund,Nya Almelundsskolan,Kommunal,Lund,92834089,..,.,..,..,2014
Lund,Nyvångskolan,Kommunal,Lund,29004993,72,"88,9",~100,"242,4",2014
Lund,Nyvångskolan LIG,Kommunal,Lund,83378388,..,.,..,..,2014
Lund,Svaleboskolan,Kommunal,Lund,53063984,77,"96,1",~100,"240,4",2014
Lund,Svaneskolan,Kommunal,Lund,67020135,90,"87,8","94,4","252,2",2014
Lund,Tunaskolan,Kommunal,Lund,46811001,76,"88,2",~100,"250,6",2014
Lund,Tunaskolan LIG,Kommunal,Lund,11731664,..,..,..,..,2014
Lund,Vikingaskolan,Kommunal,Lund,68201054,32,"71,9","81,3","224,5",2014
Lund,Vikingaskolan BG,Kommunal,Lund,91962201,..,.,.,..,2014
Lund,Värpingeskolan,Kommunal,Lund,15421898,..,.,..,..,2014
Lund,Önneslövskolan,Kommunal,Lund,41615217,..,..,..,..,2014
Lund,Östratornskolan,Kommunal,Lund,41430370,47,"85,1",~100,"245,8",2014
Lund,Maria Montessori-skolan,Enskild,Pysslingen Förskolor och Skolor AB,40248457,21,"85,7",~100,"256,4",2014
Lund,Lunds Waldorfskola,Enskild,Stift. Lunds waldorfskola 845000-8415,96533068,17,"82,4","100,0","243,7",2014
Lund,Sankt Thomas Skola,Enskild,Stiftelsen S:T Thomas Skola,28753548,..,..,..,..,2014
Lycksele,Finnbacksskolan,Kommunal,Lycksele,35637430,134,"76,9","90,3","207,1",2014
Lysekil,Gullmarsskolan 7-9,Kommunal,Lysekil,12247315,142,"71,1","80,3","206,9",2014
Malmö,Videdals privatskolor,Enskild,AB Videdals Privatskolor,31996111,15,"100,0","100,0","278,5",2014
Malmö,Bladins grundskola,Enskild,"Bladins Skola, Stiftelsen",57534630,23,"95,7","100,0","263,8",2014
Malmö,Bladins Intern School of Malmö,Enskild,"Bladins Skola, Stiftelsen",78986228,44,.,.,.,2014
Malmö,Europaportens grundskola,Enskild,Europaportens Skolor AB,24339301,21,"95,2",~100,"275,0",2014
Malmö,Backaskolan,Enskild,Föreningen Backaskolan,55040455,27,"77,8","100,0","243,8",2014
Malmö,Kastanjeskolan,Enskild,Föreningen Kastanjeskolan,19024032,22,"77,3",~100,"217,6",2014
Malmö,Malmö Montessoriskola,Enskild,"Hemgårdar i Malmö, Föreningen",13299659,30,"93,3",~100,"254,5",2014
Malmö,Boukefs Privatskola,Enskild,Hergla Fastighetsbolag AB,68849385,12,"100,0","100,0","238,5",2014
Malmö,Humfryskolan,Enskild,Humfry Utbildning AB,91823719,29,"75,9",~100,"223,1",2014
Malmö,Kilowattskolan i Malmö,Enskild,Kilowatt AB,61317595,11,..,..,"136,0",2014
