skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_elever_tcv139,skolverket_andel_natt_malen_alla_amnen_tcv139,skolverket_and_beh_yrk_tcv139,skolverket_gnm_meritvarde_tcv139,year
Skövde,Eriksdalskolan 483,Kommunal,Skövde,97361837,62,"79,0","88,7","201,9",2014
Skövde,Helenaskolan 475,Kommunal,Skövde,54790414,167,"81,4","91,0","214,2",2014
Skövde,Rydskolan 459,Kommunal,Skövde,79244614,67,"52,2","74,6","183,9",2014
Skövde,Stöpenskolan,Kommunal,Skövde,89477299,116,"75,9","85,3","210,3",2014
Skövde,Vasaskolan 477,Kommunal,Skövde,96989994,70,"90,0",~100,"226,5",2014
Skövde,Vasaskolan 478,Kommunal,Skövde,77296118,64,"79,7","90,6","210,4",2014
Smedjebacken,Bergaskolan,Kommunal,Smedjebacken,81136807,66,"63,6","83,3","185,4",2014
Smedjebacken,Kyrkskolan,Kommunal,Smedjebacken,68814096,18,"66,7","72,2","180,4",2014
Sollefteå,Junsele skola,Kommunal,Sollefteå,49748045,21,"71,4",~100,"193,8",2014
Sollefteå,Ramsele skola,Kommunal,Sollefteå,20197159,12,"83,3",~100,"221,5",2014
Sollefteå,Vallaskolan 4-9,Kommunal,Sollefteå,74074564,144,"71,5","81,9","199,2",2014
Sollentuna,Mikaelskolan,Enskild,Föreningen Mikaelskolan,85777315,14,"92,9","100,0","255,5",2014
Sollentuna,Norrvikens skola,Enskild,Norrviken Utbildning AB,47462120,67,"88,1",~100,"232,9",2014
Sollentuna,"Djupdalsskolan, RH-enhet",Kommunal,Sollentuna,91730309,..,..,..,..,2014
Sollentuna,Edsbergsskolan,Kommunal,Sollentuna,38076081,107,"90,7",~100,"241,6",2014
Sollentuna,Edsbergsskolans Förberedelsekl,Kommunal,Sollentuna,85230659,..,.,.,..,2014
Sollentuna,Förberedelseklasser,Kommunal,Sollentuna,91113722,..,.,.,..,2014
Sollentuna,Gärdesskolan,Kommunal,Sollentuna,77585025,60,"98,3",~100,"247,6",2014
Sollentuna,Helenelundsskolan,Kommunal,Sollentuna,15572902,119,"97,5",~100,"255,4",2014
Sollentuna,Häggviksskolan,Kommunal,Sollentuna,96594250,30,"86,7",~100,"233,8",2014
Sollentuna,Häggviksskolan LSI,Kommunal,Sollentuna,68505032,..,..,..,..,2014
Sollentuna,Runbacka skolor/Fenix,Kommunal,Sollentuna,43236825,..,.,..,..,2014
Sollentuna,Runbacka skolor/Runan,Kommunal,Sollentuna,62737044,50,"94,0",~100,"236,2",2014
Sollentuna,Sofielundsskolan,Kommunal,Sollentuna,68288321,56,"69,6","91,1","217,5",2014
Sollentuna,Sollentuna internat. school,Kommunal,Sollentuna,27740655,38,"78,9","81,6","237,3",2014
Sollentuna,Sollentuna musikklasser,Kommunal,Sollentuna,21871265,63,"98,4","100,0","268,1",2014
Sollentuna,Tal- o språkcentrum/Brageskola,Kommunal,Sollentuna,12092203,..,..,..,..,2014
Sollentuna,Utbildning Rotebro/Gillboskola,Kommunal,Sollentuna,59955409,69,"87,0",~100,"236,7",2014
Sollentuna,"Utbildning Silverdal, gr",Kommunal,Sollentuna,67346137,38,"92,1","100,0","270,6",2014
Sollentuna,"Utbildning Silverdal, gr asp",Kommunal,Sollentuna,76880740,..,..,..,..,2014
Sollentuna,Vibyskolan,Enskild,Vibyskolan Ek. För.,15547680,29,"100,0","100,0","252,8",2014
Sollentuna,Vittra Sollentuna,Enskild,Vittraskolorna AB,58102266,35,"94,3",~100,"255,8",2014
Solna,"Ingridskolan, grundskola",Enskild,Ingridskolan AB,53259263,12,..,..,"192,5",2014
Solna,MBC Skolan Solna,Enskild,Magelungen Utveckling AB,48791751,..,.,..,..,2014
Solna,Alfaskolan,Enskild,Pysslingen Förskolor och Skolor AB,27323097,27,"100,0","100,0","273,2",2014
Solna,Bagartorpsskolan 4-9,Kommunal,Solna,39508236,41,"80,5",~100,"229,1",2014
Solna,Bergshamraskolan,Kommunal,Solna,43133926,28,"78,6",~100,"229,0",2014
Solna,Råsundaskolan 6-9,Kommunal,Solna,10775896,104,"97,1",~100,"235,8",2014
Solna,Skytteholmsskolan 4-9,Kommunal,Solna,75017455,46,"76,1","82,6","216,5",2014
Solna,Tallbackaskolan,Kommunal,Solna,73581523,74,"59,5","87,8","211,7",2014
Solna,Ängkärrskolan i Solna,Enskild,Stiftelsen Nya Ängkärrsskolan,98515782,27,"59,3","70,4","166,3",2014
Solna,Svedenskolan Bergshamra,Enskild,Utvecklingspedagogik Sverige AB,89893224,..,..,..,..,2014
Solna,Vittra Frösunda,Enskild,Vittraskolorna AB,48760074,43,"93,0",~100,"264,5",2014
Sorsele,Vindelälvsskolan 7-9,Kommunal,Sorsele,94589976,34,"50,0","64,7","151,2",2014
Sotenäs,Sotenässkolan,Kommunal,Sotenäs,78294346,94,"90,4",~100,"216,1",2014
Staffanstorp,Skånska Småstadens Kulturskola,Enskild,Skånska Småstadens Kulturskolas Ek. För.,85506411,17,"64,7",~100,"209,4",2014
Staffanstorp,Baldersskolan,Kommunal,Staffanstorp,86546038,40,"70,0","82,5","195,4",2014
Staffanstorp,Hagalidskolan,Kommunal,Staffanstorp,28784410,119,"72,3","83,2","206,9",2014
Staffanstorp,Hjärupslundsskolan,Kommunal,Staffanstorp,46191968,70,"88,6","92,9","238,1",2014
Stenungsund,Kristinedalskolan,Kommunal,Stenungsund,36819548,69,"91,3","92,8","225,1",2014
Stenungsund,Stenungskolan,Kommunal,Stenungsund,30707344,113,"77,9","89,4","200,7",2014
Stenungsund,Stora Högaskolan,Kommunal,Stenungsund,59097955,99,"82,8","90,9","209,1",2014
Stenungsund,Stenungsunds Montessoriskola,Enskild,Stenungsunds Montessori Ek. För.,38786895,11,"90,9",~100,"245,0",2014
Stockholm,Al-Azharskolan,Enskild,Al-Azhar Stiftelsen,90711097,42,"64,3",~100,"233,5",2014
Stockholm,Alzahraa Idealiska akademi,Enskild,Al-Zahraa Idealiska Akademi AB,77656740,46,"54,3","82,6","204,7",2014
Stockholm,Aspdammskolan,Enskild,Aspdammskolan AB,93301103,..,..,..,..,2014
Stockholm,Beta School,Enskild,Betaschool HB,16061350,..,..,..,..,2014
Stockholm,Bågenskolan,Enskild,Distans Strateg Sweden AB,35784391,12,..,..,"120,4",2014
Stockholm,Drakenskolan,Enskild,Distans Strateg Sweden AB,76324672,..,..,..,..,2014
Stockholm,Mosebackeskolan,Enskild,Distans Strateg Sweden AB,34880783,..,.,.,..,2014
Stockholm,Elma School,Enskild,Elma School AB,11532790,23,"73,9",~100,"220,3",2014
Stockholm,Engelska Skolan Norr,Enskild,Engelska Skolan Norr AB,29725531,50,"92,0",~100,"282,2",2014
Stockholm,"Enskilda gymnasiet, gr",Enskild,Enskilda Gymnasiet,92750123,60,"100,0","100,0","288,3",2014
Stockholm,Estniska Skolan i Stockholm,Enskild,Estniska Skolan i Stockholm,34540901,20,"75,0",~100,"248,4",2014
Stockholm,Studemaskolan,Enskild,Föreningen Aktiva Studier,91352227,13,..,..,"244,2",2014
Stockholm,Carlssons skola,Enskild,Föreningen För Carlssons Skola,35547286,62,"95,2","100,0","274,9",2014
Stockholm,Stefanskolan,Enskild,Föreningen Stefanskolan,53147557,..,..,..,..,2014
Stockholm,Engelska skolan på Kungsholmen,Enskild,Global Bridge i Sverige AB,66455663,11,..,~100,"194,5",2014
Stockholm,Alla Nationers Fria Skola,Enskild,Ideella Föreningen För Alla Nationers Fria Skola,82838118,13,"76,9",~100,"214,8",2014
Stockholm,Sv Interkulturella grundskolan,Enskild,Interkulturell Utbildning i Stockholm AB,98705470,13,..,..,"178,5",2014
Stockholm,Sthlms Int. Montessoriskola,Enskild,International Montessori School Sweden AB,45553352,37,"100,0","100,0","289,5",2014
Stockholm,Raoul Wallenbergskolan Bromma,Enskild,International Swedish School AB,50848996,120,"83,3","93,3","235,8",2014
Stockholm,Engelska Skolan i Bromma,Enskild,Internationella Engelska Skolan i Sverige AB,90732940,155,"90,3",~100,"273,5",2014
Stockholm,Engelska Skolan i Enskede gr,Enskild,Internationella Engelska Skolan i Sverige AB,38935587,155,"95,5",~100,"250,3",2014
Stockholm,Engelska skolan i Hässelby,Enskild,Internationella Engelska Skolan i Sverige AB,74482611,91,"84,6",~100,"252,3",2014
Stockholm,JENSEN grundskola Vasastan Sthlm,Enskild,JENSEN education college AB,87377212,31,"67,7",~100,"234,1",2014
Stockholm,Kunskapsskolan Enskede,Enskild,Kunskapsskolan i Sverige AB,16426165,121,"95,9",~100,"248,5",2014
Stockholm,Kunskapsskolan Fruängen,Enskild,Kunskapsskolan i Sverige AB,63954028,94,"94,7",~100,"242,7",2014
Stockholm,Kunskapsskolan Kista,Enskild,Kunskapsskolan i Sverige AB,98098631,36,"58,3","77,8","213,0",2014
Stockholm,Kunskapsskolan Spånga,Enskild,Kunskapsskolan i Sverige AB,46796995,122,"86,9","94,3","239,0",2014
Stockholm,Kunskapsskolan Tyresö,Enskild,Kunskapsskolan i Sverige AB,81266343,123,"96,7",~100,"252,1",2014
Stockholm,Kunskapsskolans Resursskola,Enskild,Kunskapsskolan i Sverige AB,24671487,..,..,..,..,2014
Stockholm,"Lycée Francais Saint Louis, gr",Enskild,Lycée Francais Saint-Louis,40610606,57,.,"54,4","203,0",2014
Stockholm,MBC skolan Södermalm,Enskild,Magelungen Utveckling AB,57034070,17,.,..,"79,6",2014
Stockholm,MBC skolan Älvsjö,Enskild,Magelungen Utveckling AB,38096510,10,..,..,..,2014
Stockholm,Kulturama gr. Hammarby Sjöstad,Enskild,Medborgarskolan Stockholmsregionen,23066257,75,"85,3",~100,"249,1",2014
Stockholm,Grundskolan Metapontum,Enskild,Metapontum AB,90850620,18,"100,0","100,0","267,5",2014
Stockholm,Stockholm Internat. Academy,Enskild,Mubarak Utbildning & Service,11442396,18,..,..,"182,1",2014
Stockholm,Musikskolan Lilla Akademien,Enskild,Musikskolan Lilla Akademien AB,36066067,30,"86,7",~100,"277,2",2014
Stockholm,Snitz Grundskola Odenplan,Enskild,PPS Power Planning System AB,57510246,19,..,"63,2","157,9",2014
Stockholm,Primaskolan Farsta,Enskild,Primaskolan i Sverige AB,26568390,17,"64,7",~100,"191,9",2014
Stockholm,Skolgrunden,Enskild,Skolgrunden AB,23414344,..,..,..,..,2014
Stockholm,Sofiaängens skola,Enskild,Sofiaängen AB,86086213,..,.,..,..,2014
Stockholm,Fredrikshovs slotts skola,Enskild,Stiftelsen Carpe Diem,64065082,31,"100,0","100,0","289,4",2014
Stockholm,Europaskolan på Södermalm,Enskild,Stiftelsen Docendo Discimus,79969356,48,"91,7","100,0","261,9",2014
Stockholm,"Ellen Keyskolan, gr",Enskild,Stiftelsen Ellen Keyskolan,16394249,21,"95,2","100,0","251,7",2014
Stockholm,Franska Skolan/Ecole francaise,Enskild,Stiftelsen Franska Skolan,42328518,64,"98,4","100,0","273,9",2014
Stockholm,Stiftelsen Islamiska skolan,Enskild,Stiftelsen Islamiska Skolan,72684556,18,"94,4","100,0","254,0",2014
Stockholm,"Fryshusets grundskola, Sthlm",Enskild,Stiftelsen Kfum Söder Fryshuset,19657993,78,"73,1",~100,"215,0",2014
Stockholm,"Kristofferskolan, gr",Enskild,Stiftelsen Kristofferskolan,98760751,55,"87,3",~100,"255,4",2014
Stockholm,Maria Elementarskola,Enskild,Stiftelsen Maria Elementarskola,73893187,26,"96,2","100,0","264,2",2014
Stockholm,Martinskolan Söders waldorfsk,Enskild,Stiftelsen Martinskolan Söders Waldorfskola,82854505,25,"96,0","100,0","238,7",2014
Stockholm,S:t Eriks Katolska Skola,Enskild,Stiftelsen s:t Eriks Katolska Skola,94943347,23,"65,2","100,0","239,1",2014
Stockholm,Abrahamsbergsskolan,Kommunal,Stockholm,44673074,68,"92,6",~100,"249,2",2014
Stockholm,Adolf Fredriks musikklasser,Kommunal,Stockholm,99648792,180,"99,4",~100,"279,7",2014
Stockholm,Akalla grundskola F-9,Kommunal,Stockholm,37796564,56,"64,3","75,0","201,3",2014
Stockholm,Alviksskolan,Kommunal,Stockholm,72627865,121,"78,5","82,6","223,3",2014
Stockholm,Aspuddens skola,Kommunal,Stockholm,72672270,112,"82,1","94,6","224,6",2014
Stockholm,Bagarmossens skola,Kommunal,Stockholm,13679897,51,"76,5","84,3","220,7",2014
Stockholm,Björkhagens skola,Kommunal,Stockholm,43088454,96,"89,6",~100,"238,3",2014
Stockholm,Blommensbergsskolan,Kommunal,Stockholm,82140090,110,"89,1","94,5","235,4",2014
Stockholm,Bredängsskolan,Kommunal,Stockholm,14121892,63,"39,7","63,5","178,1",2014
Stockholm,Bäckahagens skola,Kommunal,Stockholm,20683111,49,"51,0","75,5","211,6",2014
Stockholm,Enbacksskolan,Kommunal,Stockholm,43632318,36,"72,2","86,1","212,4",2014
Stockholm,Engelbrektsskolan,Kommunal,Stockholm,87521048,101,"75,2","94,1","224,9",2014
Stockholm,Enskede skola,Kommunal,Stockholm,72248694,119,"87,4","92,4","231,3",2014
Stockholm,Eriksdalsskolan,Kommunal,Stockholm,59249600,191,"64,9","77,5","207,3",2014
Stockholm,Farsta grundskola,Kommunal,Stockholm,38758770,80,"51,3","78,8","204,0",2014
Stockholm,Fruängens skola,Kommunal,Stockholm,19353396,49,"67,3","75,5","185,3",2014
Stockholm,Grimstaskolan,Kommunal,Stockholm,51341279,49,"61,2","75,5","205,3",2014
Stockholm,Gubbängsskolan,Kommunal,Stockholm,93412255,103,"76,7","89,3","210,8",2014
Stockholm,Gärdesskolan,Kommunal,Stockholm,41176931,139,"92,1",~100,"255,1",2014
Stockholm,Hagsätraskolan,Kommunal,Stockholm,82110758,56,"46,4","55,4","178,4",2014
Stockholm,Hammarbyskolan Södra,Kommunal,Stockholm,23618510,..,.,..,..,2014
Stockholm,Hjulsta skola,Kommunal,Stockholm,69266159,97,"26,8","50,5","152,3",2014
Stockholm,Husbygårdsskolan F-9,Kommunal,Stockholm,42149666,52,"55,8","73,1","198,4",2014
Stockholm,Hägerstensåsens skola,Kommunal,Stockholm,70329261,..,..,..,..,2014
Stockholm,Hässelby Villastads skola,Kommunal,Stockholm,86597125,97,"84,5","91,8","240,6",2014
Stockholm,Hässelbygårdsskolan,Kommunal,Stockholm,87838841,73,"50,7","63,0","183,9",2014
Stockholm,Högalidsskolan,Kommunal,Stockholm,24716970,53,"86,8",~100,"235,0",2014
Stockholm,Höglandsskolan,Kommunal,Stockholm,36281817,30,"96,7",~100,"278,3",2014
Stockholm,Hökarängsskolan,Kommunal,Stockholm,57184925,79,"55,7","65,8","187,3",2014
Stockholm,International School of the Stockholm Region,Kommunal,Stockholm,26172429,25,.,"44,0","204,7",2014
Stockholm,Johan Skytteskolan,Kommunal,Stockholm,97683561,135,"88,9","94,1","241,4",2014
Stockholm,Katarina Norra skola,Kommunal,Stockholm,23617768,67,"95,5","100,0","247,8",2014
Stockholm,Kungliga Svenska Balettskolan,Kommunal,Stockholm,63321041,15,"93,3","100,0","258,5",2014
Stockholm,Kungsholmens grundskola,Kommunal,Stockholm,29410344,47,"85,1",~100,"234,8",2014
Stockholm,Lillholmsskolan,Kommunal,Stockholm,46581319,67,"67,2","76,1","219,3",2014
Stockholm,Mariaskolan,Kommunal,Stockholm,69895255,86,"86,0","90,7","232,5",2014
Stockholm,Matteusskolan,Kommunal,Stockholm,16348406,70,"91,4",~100,"243,1",2014
Stockholm,Mälarhöjdens skola,Kommunal,Stockholm,46165232,121,"94,2",~100,"259,9",2014
Stockholm,Nya Elementar,Kommunal,Stockholm,83828066,136,"90,4","95,6","247,5",2014
Stockholm,Nytorpsskolan/Österholm grund,Kommunal,Stockholm,34047582,..,..,..,..,2014
Stockholm,Rinkebyskolan,Kommunal,Stockholm,37416253,142,"28,9","48,6","148,5",2014
Stockholm,Rågsvedsskolan,Kommunal,Stockholm,60382920,60,"25,0","26,7","124,4",2014
Stockholm,Rålambshovsskolan,Kommunal,Stockholm,61686233,148,"96,6",~100,"248,6",2014
Stockholm,Rödabergsskolan,Kommunal,Stockholm,97686250,78,"91,0","93,6","257,4",2014
Stockholm,Sjöstadsskolan,Kommunal,Stockholm,15331669,57,"84,2",~100,"241,1",2014
Stockholm,Sjöängsskolan,Kommunal,Stockholm,13124830,86,"77,9","87,2","208,1",2014
Stockholm,Skarpatorpsskolan 4-9,Kommunal,Stockholm,95801750,54,"68,5","83,3","203,5",2014
Stockholm,Skarpnäcks skola,Kommunal,Stockholm,53075005,54,"85,2","90,7","221,1",2014
Stockholm,Slättgårdsskolan,Kommunal,Stockholm,59468219,34,"61,8","73,5","197,0",2014
Stockholm,Smedshagsskolan,Kommunal,Stockholm,50060022,22,"50,0","63,6","187,5",2014
Stockholm,Sofia skola,Kommunal,Stockholm,45436515,111,"80,2","85,6","227,2",2014
Stockholm,Solbergaskolan,Kommunal,Stockholm,34671128,11,.,.,..,2014
Stockholm,Spånga grundskola,Kommunal,Stockholm,17640364,129,"80,6","93,0","233,6",2014
Stockholm,Sturebyskolan,Kommunal,Stockholm,91816093,116,"90,5","94,0","236,4",2014
Stockholm,Sundbyskolan,Kommunal,Stockholm,44046131,48,"66,7","70,8","227,0",2014
Stockholm,Sätraskolan,Kommunal,Stockholm,21724208,54,"50,0","61,1","166,3",2014
Stockholm,Söderholmsskolan,Kommunal,Stockholm,18064456,50,"74,0","82,0","217,3",2014
Stockholm,Södermalmsskolan,Kommunal,Stockholm,75614609,88,"83,0","90,9","228,4",2014
Stockholm,Södra Ängby skola,Kommunal,Stockholm,88795871,87,"86,2","94,3","235,3",2014
Stockholm,Trollbodaskolan,Kommunal,Stockholm,89605548,119,"85,7","91,6","229,7",2014
Stockholm,Vasa Real,Kommunal,Stockholm,52863414,189,"95,2","100,0","257,9",2014
Stockholm,Vinstagårdsskolan,Kommunal,Stockholm,82850292,83,"67,5","81,9","221,7",2014
Stockholm,Vällingbyskolan,Kommunal,Stockholm,36031993,92,"75,0","76,1","217,7",2014
Stockholm,Årstaskolan,Kommunal,Stockholm,48328583,52,"78,8","84,6","207,9",2014
Stockholm,Åsö grundskola,Kommunal,Stockholm,94864296,167,"82,0","91,0","234,2",2014
Stockholm,Äppelviksskolan,Kommunal,Stockholm,15594566,156,"98,7","100,0","271,5",2014
Stockholm,Ärvingeskolan,Kommunal,Stockholm,11218326,62,"77,4","88,7","201,1",2014
Stockholm,Dialogskolan,Enskild,Stockholm Lära AB,92127007,22,"54,5",~100,"212,8",2014
Stockholm,Lunaskolan,Enskild,Stockholms Barn & Ungdomsstöd AB,72509254,24,"50,0","62,5","169,8",2014
Stockholm,Lunaskolan Södra,Enskild,Stockholms Barn & Ungdomsstöd AB,67731691,..,.,.,.,2014
Stockholm,Sverigefinska skolan Sthlm,Enskild,Sverigefinska Skolan i Stockholm AB,78508835,29,"82,8",~100,"254,6",2014
Stockholm,Södermalmskyrkans Kristna sk.,Enskild,Södermalmskyrkan,14472068,20,"95,0",~100,"245,9",2014
Stockholm,Tasava skola,Enskild,Tasava AB,82448624,..,.,.,..,2014
Stockholm,Stift. Sthlm Intern. School gr,Enskild,The International School Of Stockholm,85670099,57,.,.,.,2014
Stockholm,Tornadoskolan,Enskild,Tornadoskolan AB,29796042,15,"66,7",~100,"216,7",2014
Stockholm,Tyska skolan,Enskild,Tyska Skolföreningen,53175499,41,.,.,.,2014
Stockholm,Profilskolan,Enskild,UNI-PARTNER AB,10360193,17,"58,8",~100,"215,7",2014
Stockholm,Vasastans Montessoriskola,Enskild,Vasastans Montessoriförskola,75656508,12,"100,0","100,0","238,5",2014
Stockholm,Vintertullsskolan i Stockholm,Enskild,Vintertullsskolan i Stockholm AB,28138418,15,..,~100,"168,5",2014
Stockholm,Vittra Sjöstaden,Enskild,Vittraskolorna AB,28778917,26,"88,5",~100,"253,0",2014
Stockholm,Vittra Södermalm,Enskild,Vittraskolorna AB,59900714,65,"66,2","86,2","208,8",2014
Stockholm,Västbergaskolan,Enskild,Västbergaskolan AB,64736967,65,"80,0","92,3","226,8",2014
Stockholm,Västerholms friskola,Enskild,Västerholms Friskola AB,35890890,87,"28,7","64,4","189,1",2014
Storfors,Lundsbergs grundskola,Enskild,Stiftelsen Lundsbergs Skola,26377128,13,"76,9",~100,"221,3",2014
Storfors,Vargbroskolan,Kommunal,Storfors,24306424,44,"75,0","79,5","199,9",2014
Storuman,Röbroskolan,Kommunal,Storuman,87510386,51,"60,8","80,4","192,1",2014
Storuman,Skytteanska skolan,Kommunal,Storuman,52561988,16,"100,0","100,0","221,3",2014
Strängnäs,Europaskolan Rogge,Enskild,Europaskolan Grundskola AB,31980822,56,"92,9",~100,"232,0",2014
Strängnäs,Friskolan Asken,Enskild,Friskolan Asken AB,63423770,53,"94,3",~100,"224,4",2014
Strängnäs,Lagmansskolan resurssk autisti,Kommunal,Strängnäs,28218473,..,.,.,..,2014
Strängnäs,Mariefreds skola,Kommunal,Strängnäs,64620570,72,"86,1",~100,"227,1",2014
Strängnäs,Paulinska skolan,Kommunal,Strängnäs,21086074,70,"51,4","78,6","179,2",2014
Strängnäs,Stallarholmsskolan,Kommunal,Strängnäs,42957784,37,"83,8",~100,"221,2",2014
Strängnäs,Åkerskolan,Kommunal,Strängnäs,74265915,43,"67,4","79,1","191,5",2014
Strängnäs,Strängnäs Montessoriskola,Enskild,Strängnäs Montessoriskola Ek. För.,30181143,40,"97,5",~100,"237,8",2014
Strömstad,Strömstiernaskolan,Kommunal,Strömstad,47464666,105,"85,7","86,7","218,6",2014
Strömsund,Centralskolan Hoting,Kommunal,Strömsund,20930818,15,..,..,"177,0",2014
Strömsund,Fjällsjöskolan,Kommunal,Strömsund,82584417,13,"76,9",~100,"199,4",2014
Strömsund,Frostviksskolan,Kommunal,Strömsund,76970830,..,..,..,..,2014
Strömsund,Grevåkerskolan Hammerdal,Kommunal,Strömsund,54719506,15,"86,7",~100,"219,8",2014
Strömsund,Vattudalsskolan,Kommunal,Strömsund,71396086,59,"69,5","91,5","206,0",2014
Sundbyberg,Kulturama Grundsk. Sundbyberg,Enskild,Medborgarskolan Stockholmsregionen,37112288,76,"90,8",~100,"252,6",2014
Sundbyberg,Grönkullaskolan,Kommunal,Sundbyberg,93968806,42,"42,9","71,4","186,0",2014
Sundbyberg,Ängskolan 7-9,Kommunal,Sundbyberg,65775192,119,"74,8","82,4","216,9",2014
Sundsvall,Mimerskolan,Enskild,Föreningen Mimers Brunn,10023937,60,"93,3","100,0","248,5",2014
Sundsvall,Heliås Naturvetenskaplig Frisk,Enskild,Heliås Lärcentrum AB,21250086,35,"91,4","100,0","243,8",2014
Sundsvall,Engelska Skolan i Sundsvall,Enskild,Internationella Engelska Skolan i Sverige AB,54802332,128,"85,9",~100,"238,8",2014
Sundsvall,Njurunda Friskola,Enskild,Njurunda Friskola AB,65125762,18,"88,9",~100,"217,1",2014
Sundsvall,Bergsåkers skola 2,Kommunal,Sundsvall,68493050,85,"77,6","87,1","202,7",2014
Sundsvall,Geijerskolan,Kommunal,Sundsvall,55838201,..,..,..,..,2014
Sundsvall,Hagaskolan 2,Kommunal,Sundsvall,92913189,112,"51,8","72,3","167,2",2014
Sundsvall,Höglundaskolan 2,Kommunal,Sundsvall,52845715,101,"51,5","74,3","188,1",2014
Sundsvall,Lidens skola,Kommunal,Sundsvall,64029211,24,"100,0","100,0","219,1",2014
Sundsvall,Ljustadalens skola 2,Kommunal,Sundsvall,43793902,..,.,..,..,2014
Sundsvall,Matfors skola 2,Kommunal,Sundsvall,86927239,53,"77,4","86,8","206,8",2014
Sundsvall,Nivrenaskolan 1,Kommunal,Sundsvall,55740795,76,"63,2","76,3","188,5",2014
Sundsvall,Nivrenaskolan 2,Kommunal,Sundsvall,64815453,50,"38,0","48,0","143,5",2014
Sundsvall,Stöde skola 1,Kommunal,Sundsvall,11181258,22,"68,2",~100,"205,1",2014
Sundsvall,Sundsvalls Montessoriskola,Kommunal,Sundsvall,78495763,14,"85,7",~100,"225,4",2014
Sundsvall,Vibackeskolan 2,Kommunal,Sundsvall,64221308,71,"60,6","81,7","179,6",2014
Sundsvall,"Prolympia, Sundsvall",Enskild,ULNO AB,18952472,26,"65,4",~100,"193,6",2014
Sundsvall,Kunskapsakademin,Enskild,Utbildningsföretaget Scandiacus AB,57722644,43,"83,7",~100,"203,3",2014
Sunne,Fryxellska skolan,Kommunal,Sunne,25636648,139,"74,8","89,2","197,8",2014
Surahammar,Hammarskolan,Kommunal,Surahammar,74582871,90,"73,3","84,4","204,1",2014
Svalöv,"Blichers friskola, Axelvold",Enskild,Blichergruppen AB,55186820,..,.,.,..,2014
Svalöv,"Blichers friskola, Norrvidinge",Enskild,Blichergruppen AB,81535814,17,..,"64,7","146,6",2014
Svalöv,Linåkerskolan,Kommunal,Svalöv,44263951,103,"71,8","81,6","198,5",2014
Svalöv,Svalövs Montessoriskola,Enskild,Svalövs Montessori Ek. För.,58981647,17,"64,7","64,7","205,4",2014
Svedala,Klågerupsskolan,Kommunal,Svedala,99748375,46,"84,8",~100,"208,3",2014
Svedala,Naverlönnskolan,Kommunal,Svedala,65569784,119,"74,8","86,6","209,9",2014
Svedala,Nils Fredriksson- utb grund,Kommunal,Svedala,58811019,..,.,..,..,2014
Svedala,Spångholmsskolan,Kommunal,Svedala,83516023,43,"93,0",~100,"234,1",2014
Svenljunga,"Mogaskolan, 7-9",Kommunal,Svenljunga,35242545,108,"65,7","88,0","189,7",2014
Säffle,Höglundaskolan 7-9,Kommunal,Säffle,17254626,49,"77,6","79,6","213,4",2014
Säffle,Tegnérskolan,Kommunal,Säffle,40517936,123,"74,0","83,7","203,5",2014
Säter,Klockarskolan,Kommunal,Säter,60111640,100,"69,0","83,0","198,4",2014
Sävsjö,Sävsjö kristna skola,Enskild,Stiftelsen Guds Kraft,28504550,..,..,..,..,2014
Sävsjö,Hofgårdsskolan,Kommunal,Sävsjö,59983229,91,"82,4","84,6","220,0",2014
Sävsjö,Rörviks skola,Kommunal,Sävsjö,74170440,28,"78,6",~100,"202,5",2014
Söderhamn,HamnaSkolan,Enskild,Ellithan AB,99882962,10,..,..,"185,0",2014
Söderhamn,Bergvikskolan,Kommunal,Söderhamn,32721673,65,"67,7","78,5","189,7",2014
Söderhamn,Norrtullskolan C,Kommunal,Söderhamn,35139330,98,"70,4","83,7","208,6",2014
Söderhamn,Stenbergaskolan,Kommunal,Söderhamn,26147333,37,"78,4",~100,"215,6",2014
Söderhamn,Vågbroskolan,Kommunal,Söderhamn,95878068,38,"94,7",~100,"229,9",2014
Söderköping,Söderköpings Waldorfskola,Enskild,Stiftelsen Söderköpings Waldorfskola,70789823,13,..,~100,"193,1",2014
Söderköping,Ramunderskolan,Kommunal,Söderköping,99361107,136,"78,7","86,0","207,9",2014
Södertälje,Mariaskolan,Enskild,Föreningen Maria Magdalena,31528772,..,..,..,..,2014
Södertälje,Mikaelgården Läkeped. Institut,Enskild,Föreningen Mikaelgårdens Läkepedagogiska Inst,73075913,..,..,..,..,2014
Södertälje,Örjanskolan grund,Enskild,Föreningen Örjanskolan,10661388,18,"72,2",~100,"242,5",2014
Södertälje,Järna friskola,Enskild,Järna Friskola AB,41584790,23,"87,0",~100,"230,7",2014
Södertälje,Kringlaskolan,Enskild,Kringlaskolan AB,74489639,47,"74,5",~100,"198,9",2014
Södertälje,MBC skolan Södertälje,Enskild,Magelungen Utveckling AB,14872951,..,.,..,..,2014
Södertälje,Nyckelskolan,Enskild,Nyckelknippan Förskole AB,16068461,28,"96,4","100,0","251,3",2014
Södertälje,Solvikskolan,Enskild,Stödföreningen För Solvikskolan,45994471,21,"90,5","100,0","241,1",2014
Södertälje,Blombackaskolan,Kommunal,Södertälje,34148887,116,"62,1","80,2","201,6",2014
