skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_foraldr_utb_tcv95,skolverket_and_utl_bakgr_tcv95,skolverket_andel_pojkar_tcv95,skolverket_ver_and_uppn_malen_tcv95,skolverket_ber_and_uppn_malen_tcv95,skolverket_sal_and_uppn_malen_tcv95,skolverket_ver_meritvarde_tcv95,skolverket_ber_meritvarde_tcv95,skolverket_sal_meritvarde_tcv95,year
Stockholm,Fruängens skola,Kommunal,Stockholm,19353396,"2,1",4,58,62,72,-10,199,202,-3,2013
Stockholm,"Fryshusets grundskola, Sthlm",Enskild,,19657993,"2,17",0,45,77,78,-1,204,214,-10,2013
Stockholm,Första Sportskolan gr,Enskild,,10360193,"2,21",0,67,67,79,-12,227,211,17,2013
Stockholm,Grimstaskolan,Kommunal,Stockholm,51341279,"2,02",10,49,53,63,-10,200,193,8,2013
Stockholm,Grundskolan Metapontum,Enskild,,90850620,"2,69",13,56,81,82,-1,252,231,21,2013
Stockholm,Gubbängsskolan,Kommunal,Stockholm,93412255,"2,24",1,66,61,79,-18,208,211,-3,2013
Stockholm,Gärdesskolan,Kommunal,Stockholm,41176931,"2,61",1,48,80,92,-12,241,240,1,2013
Stockholm,Hagsätraskolan,Kommunal,Stockholm,82110758,"2,04",11,52,63,62,1,191,192,-1,2013
Stockholm,Hjulsta skola,Kommunal,Stockholm,69266159,"1,75",17,50,24,46,-22,155,167,-12,2013
Stockholm,Husbygårdsskolan F-9,Kommunal,Stockholm,42149666,"1,74",21,42,44,42,2,169,164,5,2013
Stockholm,Hässelby Villastads skola,Kommunal,Stockholm,86597125,"2,48",0,61,78,88,-10,232,230,3,2013
Stockholm,Hässelbygårdsskolan,Kommunal,Stockholm,87838841,"2,09",22,43,68,52,16,206,186,20,2013
Stockholm,Högalidsskolan,Kommunal,Stockholm,24716970,"2,3",0,25,91,83,8,247,228,19,2013
Stockholm,Höglandsskolan,Kommunal,Stockholm,36281817,"2,83",0,59,100,100,0,288,253,35,2013
Stockholm,Hökarängsskolan,Kommunal,Stockholm,57184925,"2,12",16,51,54,60,-6,174,192,-19,2013
Stockholm,JENSEN grundskola Gärdet Sthlm,Enskild,,87377212,"2,51",5,50,85,84,1,255,229,25,2013
Stockholm,Johan Skytteskolan,Kommunal,Stockholm,97683561,"2,47",2,45,83,87,-4,224,232,-7,2013
Stockholm,Katarina Norra skola,Kommunal,Stockholm,23617768,"2,55",3,54,87,88,-1,234,233,1,2013
Stockholm,Kristofferskolan,Enskild,,98760751,"2,72",0,54,93,97,-4,256,247,9,2013
Stockholm,Kulturama gr. Hammarby Sjöstad,Enskild,,23066257,"2,49",0,28,85,90,-5,243,240,3,2013
Stockholm,Kulturskolan Raketen,Enskild,,24172067,"2,52",0,58,88,90,-2,255,233,22,2013
Stockholm,Kungl. Svenska Balettskolan gr,Kommunal,Stockholm,63321041,"2,58",0,17,89,93,-4,261,249,12,2013
Stockholm,Kungsholmens grundskola,Kommunal,Stockholm,29410344,"2,24",2,71,86,78,8,235,209,26,2013
Stockholm,Kunskapsskolan Enskede,Enskild,,16426165,"2,38",1,50,95,84,11,244,226,18,2013
Stockholm,Kunskapsskolan Fruängen,Enskild,,63954028,"2,48",0,47,92,89,3,245,233,11,2013
Stockholm,Kunskapsskolan Kista,Enskild,,98098631,"1,73",0,56,53,63,-10,189,182,7,2013
Stockholm,Kunskapsskolan Spånga,Enskild,,46796995,"2,35",0,50,83,84,-1,234,224,10,2013
Stockholm,Kunskapsskolan Tyresö,Enskild,,81266343,"2,41",0,38,97,86,11,254,231,22,2013
Stockholm,Lillholmsskolan,Kommunal,Stockholm,46581319,"1,97",14,47,65,57,8,220,186,34,2013
Stockholm,Maria Elementarskola,Enskild,,73893187,"2,5",3,52,100,86,14,273,230,43,2013
Stockholm,Mariaskolan,Kommunal,Stockholm,69895255,"2,48",0,53,82,88,-6,227,232,-5,2013
Stockholm,Martinskolan Söders waldorfsk,Enskild,,82854505,"2,57",0,46,88,91,-3,246,239,7,2013
Stockholm,Matteusskolan,Kommunal,Stockholm,16348406,"2,43",0,53,83,87,-4,234,229,6,2013
Stockholm,Musikskolan Lilla Akademien,Enskild,,36066067,"2,67",0,34,93,95,-2,281,250,32,2013
Stockholm,Mälarhöjdens skola,Kommunal,Stockholm,46165232,"2,64",2,53,94,92,2,251,241,10,2013
Stockholm,Nya Elementar,Kommunal,Stockholm,83828066,"2,54",0,66,84,90,-6,227,232,-5,2013
Stockholm,Nytorpsskolan,Kommunal,Stockholm,23618510,"1,92",0,65,69,69,0,192,192,0,2013
Stockholm,Raoul Wallenbergskolan Bromma,Enskild,,50848996,"2,26",1,42,68,80,-12,218,219,-1,2013
Stockholm,Rinkebyskolan,Kommunal,Stockholm,37416253,"1,7",19,49,39,42,-3,175,162,13,2013
Stockholm,Rågsvedsskolan,Kommunal,Stockholm,60382920,"2,05",53,56,18,19,-1,154,147,7,2013
Stockholm,Rålambshovsskolan,Kommunal,Stockholm,61686233,"2,47",0,46,87,88,-1,243,233,10,2013
Stockholm,Rödabergsskolan,Kommunal,Stockholm,97686250,"2,67",11,61,86,83,3,252,230,21,2013
Stockholm,Sjöstadsskolan,Kommunal,Stockholm,15331669,"2,39",0,56,78,85,-7,216,225,-9,2013
Stockholm,Sjöängsskolan,Kommunal,Stockholm,13124830,"2,29",4,44,71,78,-7,207,218,-11,2013
Stockholm,Skarpnäcks skola,Kommunal,Stockholm,53075005,"2,38",0,49,89,85,4,238,226,12,2013
Stockholm,Slättgårdsskolan,Kommunal,Stockholm,59468219,"2,24",0,59,69,80,-11,216,214,1,2013
Stockholm,Smedshagsskolan,Kommunal,Stockholm,50060022,"1,76",5,48,71,59,12,205,182,23,2013
Stockholm,Sofia skola,Kommunal,Stockholm,45436515,"2,49",4,51,82,85,-3,228,229,-1,2013
Stockholm,Solbergaskolan,Kommunal,Stockholm,34671128,"1,83",10,62,57,56,1,170,177,-6,2013
Stockholm,Spånga grundskola,Kommunal,Stockholm,17640364,"2,39",0,37,90,86,4,247,231,16,2013
Stockholm,S:t Eriks Katolska Skola,Enskild,,94943347,"2,53",0,30,70,91,-21,243,241,2,2013
Stockholm,Sturebyskolan,Kommunal,Stockholm,91816093,"2,47",3,66,93,85,8,237,225,12,2013
Stockholm,Sundbyskolan,Kommunal,Stockholm,44046131,"2,22",1,52,83,78,5,231,214,17,2013
Stockholm,Sv Interkulturella grundskolan,Enskild,,98705470,"1,8",0,33,29,66,-37,177,193,-16,2013
Stockholm,Sverigefinska skolan Sthlm,Enskild,,78508835,"2,52",4,33,79,86,-7,246,236,10,2013
Stockholm,Sätraskolan,Kommunal,Stockholm,21724208,"1,85",9,66,57,58,-1,183,178,5,2013
Stockholm,Söderholmsskolan,Kommunal,Stockholm,18064456,"1,93",9,51,54,61,-7,220,187,33,2013
Stockholm,Södermalmskyrkans Kristna sk.,Enskild,,14472068,"2,42",0,36,100,87,13,267,233,34,2013
Stockholm,Södermalmsskolan,Kommunal,Stockholm,75614609,"2,51",1,41,87,88,-1,238,236,2,2013
Stockholm,Södra Ängby skola F-9,Kommunal,Stockholm,88795871,"2,43",6,45,85,81,4,236,224,12,2013
Stockholm,Tornadoskolan,Enskild,,29796042,"2,35",0,43,87,84,3,233,226,7,2013
Stockholm,Trollbodaskolan,Kommunal,Stockholm,89605548,"2,29",0,65,81,82,-1,213,216,-3,2013
Stockholm,Vasa Real,Kommunal,Stockholm,52863414,"2,55",0,49,83,91,-8,249,238,11,2013
Stockholm,Vinstagårdsskolan,Kommunal,Stockholm,82850292,"2,07",4,59,62,70,-8,221,199,22,2013
Stockholm,Vittra Södermalm,Enskild,,59900714,"2,39",0,51,71,85,-14,217,226,-10,2013
Stockholm,Vällingbyskolan,Kommunal,Stockholm,36031993,"2,26",6,50,69,75,-6,214,212,2,2013
Stockholm,Västbergaskolan,Enskild,,64736967,"2,29",0,45,79,82,-3,230,222,8,2013
Stockholm,Västerholms friskola,Enskild,,35890890,"1,84",4,54,47,62,-15,214,185,29,2013
Stockholm,Årstaskolan,Kommunal,Stockholm,48328583,"2,01",12,59,71,60,11,199,187,12,2013
Stockholm,Åsö grundskola,Kommunal,Stockholm,94864296,"2,45",2,57,76,85,-9,232,227,5,2013
Stockholm,Äppelviksskolan,Kommunal,Stockholm,15594566,"2,79",0,51,96,99,-3,258,253,6,2013
Stockholm,Ärvingeskolan,Kommunal,Stockholm,11218326,"1,97",7,59,66,64,2,207,190,17,2013
Storfors,Lundsbergs skola,Enskild,,26377128,"2,53",0,41,100,91,9,244,239,5,2013
Storfors,Vargbroskolan,Kommunal,Storfors,24306424,2,10,52,74,61,13,195,190,5,2013
Storuman,Röbroskolan,Kommunal,Storuman,87510386,"2,2",2,41,84,78,6,212,215,-3,2013
Storuman,Skytteanska skolan,Kommunal,Storuman,52561988,"2,16",0,65,100,77,23,215,207,7,2013
Strängnäs,Friskolan Asken,Enskild,,63423770,"2,38",0,36,95,86,9,231,230,0,2013
Strängnäs,Mariefreds skola 4-9,Kommunal,Strängnäs,91506877,"2,23",0,56,74,80,-6,213,215,-2,2013
Strängnäs,Paulinska skolan,Kommunal,Strängnäs,21086074,"2,05",12,64,65,61,4,204,188,15,2013
Strängnäs,Roggeskolan Strängnäs,Enskild,,31980822,"2,33",0,45,88,84,4,239,224,15,2013
Strängnäs,Stallarholmsskolan,Kommunal,Strängnäs,42957784,"2,16",3,51,74,75,-1,203,209,-5,2013
Strängnäs,Strängnäs Montessoriskola,Enskild,,30181143,"2,4",0,24,83,87,-4,241,235,6,2013
Strängnäs,Åkerskolan,Kommunal,Strängnäs,74265915,"2,1",3,61,75,72,3,204,202,2,2013
Strömstad,Strömstiernaskolan,Kommunal,Strömstad,47464666,"2,04",4,46,76,69,7,205,201,5,2013
Strömsund,Centralskolan Hoting,Kommunal,Strömsund,20930818,"2,17",11,47,84,67,17,220,202,18,2013
Strömsund,Grevåkerskolan Hammerdal,Kommunal,Strömsund,54719506,"2,13",7,66,76,69,7,213,197,15,2013
Strömsund,Vattudalsskolan,Kommunal,Strömsund,71396086,"2,12",5,49,77,71,6,203,204,-1,2013
Sundbyberg,Kulturama Grundsk. Sundbyberg,Enskild,,37112288,"2,44",0,22,84,88,-4,246,238,8,2013
Sundbyberg,Rissneskolan,Kommunal,Sundbyberg,76870977,"1,81",13,63,36,53,-17,157,172,-15,2013
Sundbyberg,Ängskolan,Kommunal,Sundbyberg,22847273,"2,2",6,55,75,72,3,217,206,10,2013
Sundsvall,Bergsåkers skola 2,Kommunal,Sundsvall,68493050,"2,33",1,49,85,82,3,219,222,-3,2013
Sundsvall,Engelska Skolan i Sundsvall,Enskild,,54802332,"2,48",0,45,86,89,-3,237,234,3,2013
Sundsvall,Hagaskolan 2,Kommunal,Sundsvall,92913189,"2,22",7,53,55,72,-17,173,207,-34,2013
Sundsvall,Heliås Naturvetenskaplig Frisk,Enskild,,21250086,"2,43",0,43,93,87,6,216,231,-15,2013
Sundsvall,Höglundaskolan 2,Kommunal,Sundsvall,52845715,"2,25",0,47,55,81,-26,191,219,-28,2013
Sundsvall,Kunskapsakademin,Enskild,,57722644,"2,51",0,39,94,90,4,229,238,-9,2013
Sundsvall,Matfors skola 2,Kommunal,Sundsvall,86927239,"2,22",0,54,66,80,-14,207,215,-8,2013
Sundsvall,Mimerskolan,Enskild,,10023937,"2,58",0,66,92,91,1,228,234,-7,2013
Sundsvall,Nivrenaskolan 1,Kommunal,Sundsvall,55740795,"2,11",7,59,73,68,5,189,198,-9,2013
Sundsvall,Njurunda Friskola,Enskild,,65125762,"2,37",0,47,87,85,2,223,226,-4,2013
Sundsvall,"Prolympia 6-9, Sundsvall",Enskild,,18952472,"2,34",0,56,81,84,-3,205,222,-17,2013
Sundsvall,Stöde skola,Kommunal,Sundsvall,11181258,"2,14",0,32,82,78,4,200,215,-16,2013
Sundsvall,Sundsvalls Montessoriskola,Kommunal,Sundsvall,78495763,"2,58",0,30,70,92,-22,213,245,-32,2013
Sundsvall,Vibackeskolan 2,Kommunal,Sundsvall,64221308,"2,27",0,55,70,81,-11,188,218,-30,2013
Sunne,Fryxellska skolan,Kommunal,Sunne,25636648,"2,26",1,51,75,80,-5,206,217,-11,2013
Surahammar,Hammarskolan,Kommunal,Surahammar,74582871,"2,1",9,49,70,67,3,194,199,-5,2013
Surahammar,Virsboskolan,Kommunal,Surahammar,36302522,"1,86",0,59,55,67,-12,180,190,-10,2013
Svalöv,Linåkerskolan,Kommunal,Svalöv,44263951,"2,08",3,61,63,72,-9,193,200,-7,2013
Svedala,Klågerupsskolan,Kommunal,Svedala,99748375,"2,16",0,50,87,78,9,216,212,4,2013
Svedala,Naverlönnskolan,Kommunal,Svedala,65569784,"2,22",0,51,81,80,1,217,216,1,2013
Svedala,Spångholmsskolan,Kommunal,Svedala,83516023,"2,28",0,42,85,82,3,223,222,1,2013
Svenljunga,"Mogaskolan, 7-9",Kommunal,Svenljunga,35242545,"2,05",2,50,68,72,-4,198,203,-4,2013
Säffle,Tegnérskolan,Kommunal,Säffle,40517936,"2,1",4,54,57,71,-14,189,202,-13,2013
Säter,Klockarskolan,Kommunal,Säter,60111640,"2,15",2,56,74,75,-1,200,207,-6,2013
Sävsjö,Hofgårdsskolan,Kommunal,Sävsjö,59983229,"2,04",6,47,72,68,4,203,199,4,2013
Sävsjö,Rörviks skola,Kommunal,Sävsjö,74170440,"2,3",4,59,85,78,7,233,214,19,2013
Söderhamn,Bergvikskolan,Kommunal,Söderhamn,32721673,"2,07",0,61,65,74,-9,189,203,-14,2013
Söderhamn,Norrtullskolan C,Kommunal,Söderhamn,35139330,"2,17",5,44,68,73,-5,198,208,-10,2013
Söderhamn,Stenbergaskolan,Kommunal,Söderhamn,26147333,"2,13",2,52,87,74,13,220,207,13,2013
Söderhamn,Vågbroskolan,Kommunal,Söderhamn,95878068,"2,1",0,50,82,76,6,206,208,-3,2013
Söderköping,Ramunderskolan 12,Kommunal,Söderköping,99361107,"2,21",1,54,78,79,-1,217,213,4,2013
Söderköping,Söderköpings Waldorfskola,Enskild,,70789823,"2,23",0,50,56,80,-24,185,217,-31,2013
Södertälje,Blombackaskolan,Kommunal,Södertälje,34148887,"2,07",7,56,61,67,-6,190,196,-6,2013
Södertälje,Brunnsängskolan,Kommunal,Södertälje,60570294,"2,06",4,56,80,70,10,222,199,23,2013
Södertälje,Hovsjöskolan,Kommunal,Södertälje,82137009,"1,75",29,48,40,33,7,190,155,36,2013
Södertälje,Hölöskolan,Kommunal,Södertälje,79466321,"2,03",0,50,88,73,15,209,203,5,2013
Södertälje,Järna friskola,Enskild,,41584790,"2,46",0,40,96,88,8,253,234,19,2013
Södertälje,Järna grundskola,Kommunal,Södertälje,97655739,"2,19",0,58,88,79,9,224,212,12,2013
Södertälje,Kringlaskolan,Enskild,,74489639,"1,9",2,67,63,66,-3,186,188,-1,2013
Södertälje,Lina grundskola,Kommunal,Södertälje,62288230,"1,98",14,32,50,57,-7,196,190,6,2013
Södertälje,Nyckelskolan,Enskild,,16068461,"2,33",0,48,87,83,4,241,223,18,2013
Södertälje,Pershagenskolan,Kommunal,Södertälje,38653015,"2,19",0,54,71,79,-8,198,213,-15,2013
Södertälje,Ronnaskolan,Kommunal,Södertälje,51210001,"1,88",9,60,51,59,-8,196,181,15,2013
Södertälje,Rosenborgskolan,Kommunal,Södertälje,11914814,"2,23",9,54,61,71,-10,194,206,-12,2013
Södertälje,Södertälje friskola,Enskild,,38394561,"2,02",4,67,67,69,-2,176,194,-18,2013
Södertälje,Vittra Östertälje,Enskild,,12757193,"2,3",0,56,96,82,14,219,219,0,2013
Södertälje,Wasaskolan,Kommunal,Södertälje,56568612,"1,79",21,42,42,43,-1,183,168,16,2013
Södertälje,Örjanskolan,Enskild,,10661388,"2,69",0,59,93,95,-2,265,243,21,2013
Sölvesborg,Bokelundsskolan H,Kommunal,Sölvesborg,94309839,"2,3",1,44,79,82,-3,215,222,-7,2013
Sölvesborg,Mjällby skola H,Kommunal,Sölvesborg,24822447,"2,09",0,36,79,76,3,207,211,-4,2013
Tanum,Hamburgsundskolan,Kommunal,Tanum,81072495,"2,1",2,45,71,73,-2,200,207,-6,2013
Tanum,Tanumskolan,Kommunal,Tanum,74079446,"2,14",3,51,85,74,11,212,208,4,2013
Tibro,Nyboskolan arbetslag A,Kommunal,Tibro,24564454,"2,19",0,57,74,78,-4,201,212,-11,2013
Tidaholm,Forsenskolan 7-9,Kommunal,Tidaholm,40717964,"2,11",0,46,70,76,-6,200,210,-10,2013
Tidaholm,Hökensåsskolan 7-9,Kommunal,Tidaholm,42899954,"2,11",1,41,72,75,-3,195,210,-15,2013
Tierp,Aspenskolan,Kommunal,Tierp,15416514,"2,08",2,47,65,73,-8,199,205,-6,2013
Tierp,Centralskolan,Kommunal,Tierp,17240817,"2,09",0,55,70,75,-5,200,206,-6,2013
Tierp,Ol Andersskolan,Kommunal,Tierp,65153737,"2,2",0,58,80,79,1,202,212,-10,2013
Tierp,Örbyhus skola,Kommunal,Tierp,69241995,"2,03",0,57,74,73,1,202,201,0,2013
Timrå,Ala skola,Kommunal,Timrå,59092675,"2,18",0,57,73,78,-5,201,211,-10,2013
Timrå,Arenaskolan,Kommunal,Timrå,81784662,"2,2",8,49,69,71,-2,196,206,-10,2013
Timrå,Mariedalsskolan,Kommunal,Timrå,23957720,"2,14",0,56,77,77,0,200,209,-9,2013
Tingsryd,Dackeskolan 5-9,Kommunal,Tingsryd,56361478,"2,07",10,52,66,64,2,194,195,-1,2013
Tingsryd,Idekulla skola,Enskild,,66342347,"2,05",0,41,95,74,21,250,207,43,2013
Tjörn,Bleketskolan,Kommunal,Tjörn,16656370,"2,28",0,45,90,82,8,230,221,9,2013
Tjörn,Häggvallskolan,Kommunal,Tjörn,23228302,"2,23",1,46,85,79,6,228,216,12,2013
Tomelilla,Kastanjeskolan,Kommunal,Tomelilla,90360196,"2,08",2,52,77,73,4,204,203,0,2013
Torsby,Frykenskolan,Kommunal,Torsby,21568934,"2,24",3,57,78,77,1,208,212,-4,2013
Torsby,Kvistbergsskolan,Kommunal,Torsby,83025413,"2,06",7,56,74,66,8,198,196,2,2013
Torsås,Torskolan H,Kommunal,Torsås,99636909,"2,18",4,45,88,74,14,207,210,-3,2013
Tranemo,Tranängskolan 7-9,Kommunal,Tranemo,33759766,"2,02",2,60,76,70,6,214,198,17,2013
Tranås,Junkaremålsskolan 7-9,Kommunal,Tranås,18476537,"2,23",0,54,86,80,6,215,216,0,2013
Tranås,Ängarydsskolan,Kommunal,Tranås,10155751,"2,07",1,57,71,73,-2,191,202,-12,2013
Trelleborg,Fågelbäckskolan,Kommunal,Trelleborg,94965726,"2,06",2,60,62,72,-10,198,200,-2,2013
Trelleborg,Kunskapsskolan Trelleborg,Enskild,,65892623,"2,4",0,63,77,85,-8,225,224,1,2013
Trelleborg,Liljeborgsskolan 7-9,Kommunal,Trelleborg,42096980,"2,14",3,47,75,74,1,214,208,6,2013
Trelleborg,Vannhögskolan,Kommunal,Trelleborg,92281801,"2,19",0,62,87,78,9,215,210,5,2013
Trelleborg,Väståkraskolan,Kommunal,Trelleborg,45448758,"2,11",3,47,79,73,6,218,206,12,2013
Trollhättan,"Fridaskolan, Trollhättan",Enskild,,56884611,"2,37",0,45,91,85,6,213,227,-14,2013
Trollhättan,Hjortmosseskolan 6-9,Kommunal,Trollhättan,66644468,"2,13",2,50,67,74,-7,217,207,10,2013
Trollhättan,Kronan 7-9,Kommunal,Trollhättan,63750711,"1,71",31,53,16,30,-14,139,149,-10,2013
Trollhättan,Lyrfågelskolan 4-9,Kommunal,Trollhättan,12667629,"2,15",0,57,83,77,6,210,209,1,2013
Trollhättan,"Nya Skolan, Trollhättan",Enskild,,11588924,"2,33",0,58,92,83,9,219,221,-1,2013
Trollhättan,Paradisskolan 7-9,Kommunal,Trollhättan,38786603,"2,5",2,30,89,88,1,236,238,-2,2013
Trollhättan,Sjuntorp skolan 4-9,Kommunal,Trollhättan,39396701,"2,36",0,50,92,85,7,230,225,5,2013
Trollhättan,Skogshöjdens skola,Kommunal,Trollhättan,77954455,"2,34",0,41,91,84,7,239,226,13,2013
Trollhättan,Stavreskolan 4-9,Kommunal,Trollhättan,49525819,"2,23",0,39,82,81,1,223,220,3,2013
Trollhättan,Strömslundsskolan 7-9,Kommunal,Trollhättan,96091081,"2,3",0,49,82,82,0,209,221,-12,2013
Trollhättan,Sylteskolan 7-9,Kommunal,Trollhättan,66414430,"1,99",8,36,63,64,-1,197,196,1,2013
Trosa,Hedebyskolan,Kommunal,Trosa,45500152,"2,07",0,39,85,75,10,209,209,-1,2013
Trosa,Tomtaklintskolan,Kommunal,Trosa,51044218,"2,33",0,49,84,84,0,222,223,-1,2013
Tyresö,Dalskolan,Kommunal,Tyresö,56130729,"2,27",0,52,83,82,1,214,219,-5,2013
Tyresö,Kumla skola,Kommunal,Tyresö,37147254,"2,39",5,58,85,80,5,228,220,8,2013
Tyresö,Nyboda skola,Kommunal,Tyresö,31281674,"2,12",8,50,58,68,-10,186,201,-15,2013
Tyresö,Strandskolan,Kommunal,Tyresö,87665835,"2,33",0,41,80,84,-4,212,226,-13,2013
Tyresö,Tyresö skola,Kommunal,Tyresö,83020784,"2,15",0,46,82,77,5,215,212,3,2013
Täby,Byängsskolan,Enskild,,65839656,"2,32",0,54,98,83,15,247,221,26,2013
Täby,Engelska Skolan i Täby,Enskild,,12332278,"2,66",0,55,97,94,3,260,243,17,2013
Täby,Enhagenskolan,Enskild,,32231541,"2,5",0,34,95,90,5,248,238,10,2013
Täby,Futuraskolan Bergtorp,Enskild,,24142153,"2,7",0,48,95,96,-1,245,247,-2,2013
Täby,Gribby Gård,Kommunal,Täby,20587249,"2,5",2,67,91,86,5,228,227,1,2013
Täby,Kunskapsskolan Täby,Enskild,,25309669,"2,27",2,47,89,79,10,236,218,18,2013
Täby,Nya Tidens Montessorisk. Täby,Enskild,,89424201,"2,66",0,20,75,95,-20,250,253,-3,2013
Täby,Näsbydalskolan,Kommunal,Täby,22807677,"2,75",5,50,91,92,-1,253,244,9,2013
Täby,Näsbyparksskolan,Kommunal,Täby,96330648,"2,6",0,49,92,93,-1,239,241,-3,2013
Täby,Skarpängsskolan,Kommunal,Täby,83454509,"2,73",0,55,97,97,0,232,247,-15,2013
Täby,Skolhagenskolan,Kommunal,Täby,69088221,"2,54",0,58,100,90,10,245,234,10,2013
Täby,Vallatorpsskolan,Kommunal,Täby,57206066,"2,33",7,44,78,76,2,220,216,4,2013
Töreboda,Töreboda Centralskola,Kommunal,Töreboda,94707451,"2,02",0,53,72,73,-1,193,202,-9,2013
Uddevalla,"Fridaskolan, Uddevalla",Enskild,,27489448,"2,41",0,36,84,86,-2,233,232,1,2013
Uddevalla,Linnéaskolan,Enskild,,92086024,"2,43",0,73,75,86,-11,228,223,6,2013
Uddevalla,Norgårdenskolan 7-9,Kommunal,Uddevalla,10405686,"2,28",0,50,79,82,-3,201,219,-19,2013
Uddevalla,Ramnerödsskolan,Kommunal,Uddevalla,83416307,"1,99",5,58,60,66,-6,197,193,4,2013
Uddevalla,Västerskolan,Kommunal,Uddevalla,62222568,"2,42",0,42,92,87,5,235,231,4,2013
Uddevalla,Äsperödsskolan 7-9,Kommunal,Uddevalla,45535775,"2,19",0,57,78,79,-1,207,212,-4,2013
Ulricehamn,Stenbocksskolan ST 1 + 2,Kommunal,Ulricehamn,68980697,"2,12",4,47,73,72,1,204,206,-2,2013
Ulricehamn,Stenbocksskolan ST 3 + 4,Kommunal,Ulricehamn,53032398,"2,18",7,51,71,71,0,212,206,7,2013
Ulricehamn,Ätradalsskolan,Kommunal,Ulricehamn,28080863,"2,07",10,45,72,64,8,215,197,18,2013
Umeå,Bräntbergsskolan,Kommunal,Umeå,44391304,"2,46",2,53,87,86,1,233,228,4,2013
Umeå,Carlshöjdsskolan,Kommunal,Umeå,16095592,"2,64",7,53,76,86,-10,199,234,-35,2013
Umeå,Ersängsskolan,Kommunal,Umeå,96783420,"2,37",4,56,71,81,-10,217,219,-3,2013
Umeå,Grubbeskolan,Kommunal,Umeå,21768043,"2,58",0,43,96,92,4,234,241,-7,2013
Umeå,Hagaskolan,Kommunal,Umeå,53016523,"2,47",5,41,72,83,-11,220,229,-9,2013
Umeå,Hannaskolan,Enskild,,68950088,"2,57",0,44,81,92,-11,229,240,-11,2013
Umeå,Hörnefors Centralskola,Kommunal,Umeå,60878225,"2,12",0,51,87,76,11,207,209,-2,2013
Umeå,Linneaskolan,Kommunal,Umeå,39117429,"2,38",0,55,80,85,-5,212,225,-13,2013
Umeå,Minervaskolan,Enskild,,75713343,"2,76",0,43,91,98,-7,242,253,-11,2013
Umeå,Obbola skola,Kommunal,Umeå,84519587,"2,27",0,56,89,81,8,213,217,-4,2013
Umeå,"Prolympia, Umeå",Enskild,,28958120,"2,55",0,64,91,90,1,214,233,-19,2013
Umeå,Sjöfruskolan,Kommunal,Umeå,11834732,"2,6",0,44,79,93,-14,225,242,-18,2013
Umeå,Storsjöskolan,Kommunal,Umeå,82985120,"2,36",0,53,79,84,-5,209,224,-15,2013
Umeå,Sävar skola,Kommunal,Umeå,90639590,"2,39",1,51,72,84,-12,207,225,-18,2013
Umeå,Tegs centralskola,Kommunal,Umeå,96517991,"2,42",0,54,84,87,-3,222,228,-5,2013
Umeå,Umeå Waldorfskola,Enskild,,16183719,"2,74",4,33,81,94,-13,224,250,-27,2013
Umeå,Västangårds skola,Kommunal,Umeå,36171517,"2,28",0,59,69,81,-12,216,217,-1,2013
Umeå,Ålidhemsskolan,Kommunal,Umeå,42752416,"2,58",11,59,77,80,-3,228,225,3,2013
Upplands Väsby,Grimsta skola,Kommunal,Upplands Väsby,44227469,"2,31",1,58,80,82,-2,211,218,-7,2013
Upplands Väsby,Runby skola,Kommunal,Upplands Väsby,77624936,"1,98",7,51,57,64,-7,178,192,-14,2013
Upplands Väsby,Sandbergska skolan,Enskild,,97762139,"2,14",0,86,55,76,-21,191,200,-9,2013
Upplands Väsby,Södervikskolan,Enskild,,49021135,"2,21",2,57,79,77,2,218,211,7,2013
Upplands Väsby,Vittra Väsby,Enskild,,24374886,"2,11",0,51,54,76,-22,182,208,-26,2013
Upplands Väsby,Väsby skola,Kommunal,Upplands Väsby,31018677,"2,08",24,45,41,50,-9,172,183,-11,2013
Upplands-Bro,Broskolan,Kommunal,Upplands-Bro,16983719,"2,06",5,44,63,70,-7,219,202,17,2013
Upplands-Bro,Ekhammarskolan,Kommunal,Upplands-Bro,92284588,"2,18",4,53,66,74,-8,204,208,-4,2013
Upplands-Bro,Hagnässkolan,Kommunal,Upplands-Bro,16969143,"2,22",0,45,73,80,-7,210,217,-7,2013
Upplands-Bro,Källskolan,Enskild,,69098787,"2,37",7,53,33,78,-45,177,217,-41,2013
Uppsala,Almunge skola,Kommunal,Uppsala,99056007,"1,99",2,56,78,70,8,216,197,18,2013
Uppsala,Björkvallsskolan,Kommunal,Uppsala,89112467,"2,16",0,52,73,78,-5,201,211,-10,2013
Uppsala,Brantingsskolan,Kommunal,Uppsala,54035395,"2,11",0,56,71,76,-5,197,207,-10,2013
Uppsala,Engelska skolan i Uppsala,Enskild,,83401016,"2,63",4,43,88,89,-1,243,240,4,2013
Uppsala,Eriksbergsskolan,Kommunal,Uppsala,18733789,"2,59",4,59,81,88,-7,230,233,-3,2013
Uppsala,Gluntens Montessoriskola,Enskild,,57484572,"2,76",0,31,90,98,-8,260,256,4,2013
Uppsala,Gottsundaskolan 2,Kommunal,Uppsala,93042073,"2,44",6,69,79,80,-1,219,218,1,2013
Uppsala,Gränbyskolan,Kommunal,Uppsala,60782519,"2,19",3,62,75,76,-1,215,208,7,2013
