skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_foraldr_utb_tcv95,skolverket_and_utl_bakgr_tcv95,skolverket_andel_pojkar_tcv95,skolverket_ver_and_uppn_malen_tcv95,skolverket_ber_and_uppn_malen_tcv95,skolverket_sal_and_uppn_malen_tcv95,skolverket_ver_meritvarde_tcv95,skolverket_ber_meritvarde_tcv95,skolverket_sal_meritvarde_tcv95,year
Kiruna,Raketskolan 6-9,Kommunal,Kiruna,43351950,"2,2",1,56,65,78,-13,191,212,-21,2013
Kiruna,Triangelskolan,Kommunal,Kiruna,14938538,"2,18",0,52,70,78,-8,205,213,-8,2013
Klippan,Ljungbyhedsskolan 1,Kommunal,Klippan,75091646,"2,06",2,63,76,72,4,208,200,9,2013
Klippan,Snyggatorpsskolan 1,Kommunal,Klippan,10822811,"2,05",0,58,71,74,-3,213,202,11,2013
Klippan,Snyggatorpsskolan 2,Kommunal,Klippan,71644999,"1,98",3,49,72,68,4,202,197,5,2013
Knivsta,Alsike skola,Kommunal,Knivsta,49742321,"2,37",0,74,81,84,-3,223,219,4,2013
Knivsta,Margarethaskolan,Enskild,,51867275,"2,63",0,20,95,94,1,240,251,-10,2013
Knivsta,Thunmanskolan,Kommunal,Knivsta,92364234,"2,29",2,53,90,80,10,228,218,11,2013
Kramfors,Gudmundråskolan,Kommunal,Kramfors,11159060,"2,1",7,58,70,69,1,191,199,-8,2013
Kramfors,Högakustenskolan,Kommunal,Kramfors,75515918,"2,23",0,33,89,81,8,228,221,7,2013
Kramfors,Ytterlännässkolan,Kommunal,Kramfors,30403490,"2,22",7,43,87,73,14,209,211,-2,2013
Kristianstad,Antonskolan,Enskild,,14555807,"2,66",0,45,90,95,-5,212,246,-34,2013
Kristianstad,Degebergaskolan 3-9,Kommunal,Kristianstad,54930405,"2,18",3,51,81,75,6,196,210,-13,2013
Kristianstad,Fjälkinge skola,Kommunal,Kristianstad,12725451,"2,15",0,47,81,78,3,224,212,12,2013
Kristianstad,Fröknegårdskolan LM,Kommunal,Kristianstad,51988106,"2,13",12,44,59,64,-5,200,199,1,2013
Kristianstad,Kristianstads Montessoriskola,Enskild,,72491525,"2,59",0,52,83,92,-9,239,239,0,2013
Kristianstad,Lejonskolan,Enskild,,26843745,"2,02",0,52,61,73,-12,186,202,-16,2013
Kristianstad,Norretullskolan,Kommunal,Kristianstad,59782586,"2,22",5,58,69,74,-5,184,208,-24,2013
Kristianstad,Nosabyskolan,Kommunal,Kristianstad,69725960,"2,31",2,50,68,81,-13,213,219,-6,2013
Kristianstad,Rönnowskolan LM,Kommunal,Kristianstad,51801312,"2,43",0,51,92,87,5,224,229,-5,2013
Kristianstad,Slättängsskolan LM,Kommunal,Kristianstad,50316106,"2,1",11,55,57,64,-7,181,195,-14,2013
Kristianstad,Spängerskolan,Kommunal,Kristianstad,64694970,"2,31",0,56,59,83,-24,174,220,-46,2013
Kristianstad,Sånnaskolan LM,Kommunal,Kristianstad,41261089,"2,41",0,58,92,86,6,216,226,-10,2013
Kristianstad,Tollarps skola L,Kommunal,Kristianstad,75994251,"2,08",0,30,80,76,4,219,213,7,2013
Kristianstad,Väskolan L,Kommunal,Kristianstad,70339689,"2,25",0,50,85,81,4,217,218,-1,2013
Kristianstad,Öllsjöskolan LM,Kommunal,Kristianstad,88024354,"2,21",0,45,81,80,1,219,216,3,2013
Kristianstad,Önnestads skola LM,Kommunal,Kristianstad,55252770,"2,18",0,43,81,78,3,223,215,8,2013
Kristinehamn,Djurgårdsskolan 7-9,Kommunal,Kristinehamn,41433169,"2,22",1,46,78,78,0,214,215,-2,2013
Kristinehamn,Stenstalidskolan 7-9,Kommunal,Kristinehamn,14885908,"2,29",4,57,78,78,0,204,214,-10,2013
Kristinehamn,Södermalmsskolan 7-9,Kommunal,Kristinehamn,16272625,"2,06",4,62,73,70,3,198,198,0,2013
Krokom,Cederbergskolan,Kommunal,Krokom,64778601,"1,98",0,24,90,72,18,211,207,4,2013
Krokom,Nyhedens skola,Kommunal,Krokom,40025257,"2,13",7,53,74,69,5,205,202,3,2013
Krokom,Ås skola,Kommunal,Krokom,25036442,"2,55",0,45,97,91,6,229,239,-10,2013
Krokom,Änge skola,Kommunal,Krokom,25036714,"2,17",0,47,72,78,-6,207,213,-6,2013
Kumla,Kumlaby skola 6-9,Kommunal,Kumla,75692870,"2,06",10,48,70,64,6,197,196,1,2013
Kumla,Skogstorpsskolan 6-9,Kommunal,Kumla,44243725,"2,25",4,49,84,77,7,215,214,1,2013
Kumla,Vialundskolan,Kommunal,Kumla,99992013,"1,99",3,45,56,69,-13,195,199,-4,2013
Kungsbacka,Frillesåsskolan 6-9,Kommunal,Kungsbacka,10927868,"2,07",0,52,89,75,14,219,205,14,2013
Kungsbacka,Fullriggaren Malevik 4-9,Kommunal,Kungsbacka,33170625,"2,79",0,64,97,98,-1,246,249,-3,2013
Kungsbacka,Hedeskolan 4-9,Kommunal,Kungsbacka,11231816,"2,54",2,41,93,88,5,230,236,-6,2013
Kungsbacka,Hålabäcksskolan,Kommunal,Kungsbacka,99688470,"2,19",3,47,76,76,0,205,212,-7,2013
Kungsbacka,Kapareskolan A-D,Kommunal,Kungsbacka,28803215,"2,52",0,39,85,90,-5,217,238,-21,2013
Kungsbacka,Kapareskolan E-H,Kommunal,Kungsbacka,84111198,"2,42",0,44,84,87,-3,201,230,-29,2013
Kungsbacka,Kullaviks Montessoriskola,Enskild,,10902849,"2,89",0,48,100,102,-2,256,260,-4,2013
Kungsbacka,Kullaviksskolan Nidingen,Kommunal,Kungsbacka,75835202,"2,56",0,66,90,91,-1,242,234,8,2013
Kungsbacka,Nova Montessoriskola,Enskild,,47832100,"2,56",0,42,97,92,5,237,240,-3,2013
Kungsbacka,Presseskolan 7-9,Kommunal,Kungsbacka,28271314,"2,26",0,55,90,81,9,224,217,7,2013
Kungsbacka,Smedingeskolan B,Kommunal,Kungsbacka,29293076,"2,16",0,54,83,78,5,202,211,-9,2013
Kungsbacka,Särö skola 4-9,Kommunal,Kungsbacka,72090315,"2,54",0,52,94,91,3,235,236,-1,2013
Kungsbacka,Toråsskolan 4-9,Kommunal,Kungsbacka,14101582,"2,31",0,59,88,83,5,201,219,-18,2013
Kungsbacka,Varlaskolan norra,Kommunal,Kungsbacka,37101902,"2,36",0,54,83,84,-1,221,224,-3,2013
Kungsbacka,Varlaskolan södra,Kommunal,Kungsbacka,70143574,"2,36",1,49,86,83,3,229,224,5,2013
Kungsbacka,Vittra Forsgläntan,Enskild,,42568760,"2,55",0,48,97,91,6,255,238,17,2013
Kungsbacka,Åsa Gårds skola 4-9,Kommunal,Kungsbacka,16824824,"2,17",0,54,79,78,1,210,212,-2,2013
Kungsbacka,Åsaskolan 4-9,Kommunal,Kungsbacka,18035112,"2,35",0,59,83,84,-1,212,222,-10,2013
Kungsbacka,Älvsåkersskolan 4-9,Kommunal,Kungsbacka,74587667,"2,24",0,56,82,80,2,222,215,7,2013
Kungsör,Kung Karls skola,Kommunal,Kungsör,46834580,"2,19",0,54,79,79,0,205,213,-8,2013
Kungälv,Friskolan i Kärna,Enskild,,25790317,"2,43",0,47,93,87,6,224,231,-6,2013
Kungälv,Munkegärdeskolan,Kommunal,Kungälv,51596946,"2,3",0,46,82,82,0,217,222,-4,2013
Kungälv,Strandskolan,Enskild,,21917957,"2,74",0,50,92,97,-5,228,250,-21,2013
Kungälv,Thorildskolan,Kommunal,Kungälv,73505986,"2,2",0,55,69,79,-10,206,213,-7,2013
Kungälv,"Ytterbyskolan 1,2",Kommunal,Kungälv,94523247,"2,43",0,39,84,87,-3,228,233,-5,2013
Kungälv,"Ytterbyskolan 3,4",Kommunal,Kungälv,63621283,"2,28",0,47,89,82,7,216,221,-5,2013
Kävlinge,J B Sandhammaren,Enskild,,12203393,"2,47",0,59,84,88,-4,216,229,-13,2013
Kävlinge,JB Lödde,Enskild,,19504051,"2,41",0,46,96,86,10,238,230,9,2013
Kävlinge,Korsbackaskolan,Kommunal,Kävlinge,46107605,"2,2",2,52,81,77,4,204,212,-7,2013
Kävlinge,Tolvåkerskolan,Kommunal,Kävlinge,13578112,"2,43",0,41,86,87,-1,227,232,-5,2013
Köping,Karlbergsskolan,Kommunal,Köping,31319179,"2,25",2,46,67,79,-12,201,217,-16,2013
Köping,Malmaskolan 3-9,Kommunal,Köping,49665496,"2,2",0,54,88,79,9,215,213,2,2013
Köping,Scheeleskolan,Kommunal,Köping,24379201,"2,03",6,54,54,67,-13,178,196,-17,2013
Laholm,Lagaholmsskolan,Kommunal,Laholm,50150550,"2,22",3,43,74,77,-3,216,215,1,2013
Laholm,Veingeskolan 7-9,Kommunal,Laholm,95134514,"2,06",1,52,85,73,12,215,203,12,2013
Laholm,Våxtorpsskolan 7-9,Kommunal,Laholm,35795213,"2,11",3,50,84,73,11,208,205,3,2013
Landskrona,Asmundtorps skola 7-9,Kommunal,Landskrona,70803452,"2,2",0,36,76,80,-4,216,218,-2,2013
Landskrona,Dianaskolan,Enskild,,70072964,"2,18",0,75,88,78,10,227,206,20,2013
Landskrona,Glumslövs skola,Kommunal,Landskrona,30917121,"2,36",0,34,97,85,12,238,229,8,2013
Landskrona,Junior College,Kommunal,Landskrona,97823288,"1,57",0,48,38,58,-20,164,174,-10,2013
Landskrona,Kunskapsskolan Landskrona,Enskild,,60956248,"2,27",0,43,100,82,18,243,221,22,2013
Landskrona,Sandåkerskolan 1,Kommunal,Landskrona,65652546,"2,31",0,61,85,82,3,230,218,11,2013
Landskrona,Seminarieskolan 7-9,Kommunal,Landskrona,22078228,"1,74",13,42,50,51,-1,194,174,20,2013
Landskrona,Västervångskolan 7-9,Kommunal,Landskrona,29541747,"2,14",0,51,73,77,-4,213,210,3,2013
Laxå,Centralskolan,Kommunal,Laxå,24748604,"2,08",10,51,74,64,10,193,195,-3,2013
Lekeberg,Lekebergsskolan 7-9,Kommunal,Lekeberg,97648883,"2,06",0,62,73,74,-1,208,202,6,2013
Leksand,Insjöns skola,Kommunal,Leksand,62927602,"2,15",0,57,67,77,-10,197,209,-12,2013
Leksand,Sammilsdalskolan 7-9,Kommunal,Leksand,99792496,"2,37",2,48,91,83,8,217,224,-7,2013
Leksand,Åkerö skola 7-9,Kommunal,Leksand,28235575,"2,3",0,50,83,83,0,210,221,-11,2013
Lerum,Alléskolan,Kommunal,Lerum,17313432,"2,31",0,53,81,83,-2,221,221,0,2013
Lerum,Ljungviksskolan,Kommunal,Lerum,41823753,"2,25",0,52,95,81,14,209,217,-8,2013
Lerum,Montessoriskolan Floda säteri,Enskild,,82651095,"2,61",0,56,89,93,-4,232,240,-7,2013
Lerum,Rydsbergsskolan,Kommunal,Lerum,50281921,"2,56",0,57,83,91,-8,222,236,-14,2013
Lerum,Röselidsskolan,Kommunal,Lerum,63428977,"2,19",0,47,89,79,10,215,215,0,2013
Lerum,Stenkulan,Kommunal,Lerum,98561879,"2,24",0,51,76,80,-4,201,217,-16,2013
Lerum,Torpskolan,Kommunal,Lerum,76968645,"2,48",1,52,86,88,-2,218,231,-13,2013
Lessebo,Bikupan,Kommunal,Lessebo,74218950,"2,05",3,67,61,71,-10,168,197,-29,2013
Lidingö,Bodals skola,Kommunal,Lidingö,98780182,"2,42",0,28,89,87,2,251,235,15,2013
Lidingö,"Futuraskolan, Lidingö",Enskild,,47937226,"2,76",0,36,86,98,-12,269,255,14,2013
Lidingö,Högsätra skola 2,Kommunal,Lidingö,49631077,"2,55",8,32,85,83,2,234,234,0,2013
Lidingö,Källängens skola,Kommunal,Lidingö,69329486,"2,68",0,53,98,95,3,255,245,9,2013
Lidingö,Käppala skola 2,Kommunal,Lidingö,20137688,"2,64",0,61,95,93,2,238,240,-2,2013
Lidingö,Torsviks skola 3,Kommunal,Lidingö,45104329,"2,71",0,62,91,96,-5,248,244,4,2013
Lidingö,Vittra på Lidingö,Enskild,,46585145,"2,68",2,70,93,92,1,257,238,20,2013
Lidköping,Broholmskolan,Enskild,,98083121,"2,33",0,50,94,84,10,219,223,-4,2013
Lidköping,Dalängskolan,Kommunal,Lidköping,37707717,"2,3",1,52,86,82,4,217,219,-3,2013
Lidköping,Fredriksdalskolan,Kommunal,Lidköping,25486432,"2,19",3,55,73,75,-2,211,208,3,2013
Lidköping,Rudenschöldskolan,Kommunal,Lidköping,52152242,"2,37",1,45,83,84,-1,219,226,-7,2013
Lilla Edet,Fuxernaskolan 7-9,Kommunal,Lilla Edet,22512947,"2,05",2,70,66,72,-6,179,197,-18,2013
Lilla Edet,"Nya Skolan, Lilla Edet",Enskild,,74771085,"2,11",0,53,73,76,-3,202,207,-5,2013
Lilla Edet,Tingbergsskolan 7-9,Kommunal,Lilla Edet,48148032,"2,01",0,43,74,73,1,199,204,-5,2013
Lindesberg,Fröviskolan 7-9,Kommunal,Lindesberg,81993942,"2,19",4,56,57,74,-17,189,207,-19,2013
Lindesberg,Stadsskogsskolan 1,Kommunal,Lindesberg,11576148,"2,19",9,46,78,70,8,206,205,0,2013
Lindesberg,Stadsskogsskolan 2,Kommunal,Lindesberg,29424201,"2,13",3,55,59,74,-15,183,206,-22,2013
Lindesberg,Storåskolan,Kommunal,Lindesberg,88486410,"2,05",3,63,74,71,3,195,198,-3,2013
Linköping,Berzeliusskolan grundskola,Kommunal,Linköping,62868366,"2,41",1,61,85,84,1,223,223,-1,2013
Linköping,Björkö friskola,Enskild,,78992223,"2,39",0,58,79,85,-6,211,225,-14,2013
Linköping,Ekholmsskolan,Kommunal,Linköping,96360048,"2,3",2,57,83,80,3,218,216,2,2013
Linköping,Engelska Skolan i Linköping,Enskild,,82086591,"2,65",1,46,97,94,3,248,244,4,2013
Linköping,Folkungaskolan grundskola,Kommunal,Linköping,65857121,"2,66",0,32,98,95,3,263,250,13,2013
Linköping,Internationella skolan Atlas,Kommunal,Linköping,84408578,"2,58",4,50,98,88,10,256,235,20,2013
Linköping,Kungsbergsskolan,Kommunal,Linköping,69901106,"2,2",0,62,73,79,-6,196,211,-15,2013
Linköping,Kärna skola,Kommunal,Linköping,36579596,"2,26",0,42,76,81,-5,207,221,-13,2013
Linköping,Linghemsskolan,Kommunal,Linköping,93274980,"2,29",0,54,82,82,0,209,219,-11,2013
Linköping,Ljungsbro skola,Kommunal,Linköping,53361064,"2,3",0,58,83,82,1,210,218,-9,2013
Linköping,Nya Munken,Enskild,,76521863,"2,54",0,53,83,90,-7,216,236,-20,2013
Linköping,Nya Rydsskolan,Kommunal,Linköping,94781421,"1,89",22,59,44,45,-1,181,169,13,2013
Linköping,Skäggetorpskolan,Kommunal,Linköping,46577157,"1,71",16,54,50,45,5,176,164,12,2013
Linköping,Tokarpsskolan,Kommunal,Linköping,76714455,"2,46",0,51,87,88,-1,219,231,-12,2013
Linköping,Tornhagsskolan,Kommunal,Linköping,49971344,"2,13",1,45,72,75,-3,213,210,3,2013
Linköping,Vittra Lambohov,Enskild,,26255239,"2,59",0,48,87,92,-5,258,240,17,2013
Linköping,Ånestadsskolan,Kommunal,Linköping,76049947,"2,13",17,47,53,59,-6,190,192,-2,2013
Ljungby,Astradskolan 2,Kommunal,Ljungby,90628474,"2,22",3,47,73,77,-4,213,214,-1,2013
Ljungby,"Karl-Oskarskolan, Ljungby",Enskild,,59021648,"2,36",0,54,96,84,12,229,224,6,2013
Ljungby,Kungshögsskolan 2,Kommunal,Ljungby,87262274,"2,11",7,56,73,69,4,219,200,19,2013
Ljungby,Kungshögsskolan 3,Kommunal,Ljungby,96958960,"2,16",2,56,76,76,0,206,208,-3,2013
Ljungby,Åbyskolan 2,Kommunal,Ljungby,75853223,"2,18",3,56,87,76,11,210,209,1,2013
Ljusdal,Friskolan Vintergatan,Enskild,,62270371,"2,3",0,54,83,82,1,231,220,12,2013
Ljusdal,Färila skola,Kommunal,Ljusdal,36425969,"2,09",6,48,91,69,22,214,201,13,2013
Ljusdal,Stenhamreskolan 7-9,Kommunal,Ljusdal,48142004,"1,98",15,52,57,56,1,183,184,-1,2013
Ljusdal,Tallbacken,Enskild,,84673347,"2,18",0,53,79,78,1,205,213,-8,2013
Ljusdal,Öjeskolan,Kommunal,Ljusdal,47378558,"2,13",0,60,77,76,1,216,207,9,2013
Ljusnarsberg,Kyrkbacksskolan,Kommunal,Ljusnarsberg,82038420,"2,11",4,52,60,72,-12,177,204,-27,2013
Lomma,Bjärehovskolan,Kommunal,Lomma,41254600,"2,62",1,44,96,92,4,247,242,5,2013
Lomma,Montessoriskolan i Bjärred,Enskild,,52025747,"2,7",0,65,88,95,-7,234,243,-8,2013
Lomma,Pilängskolan,Kommunal,Lomma,15610637,"2,47",0,61,92,88,4,236,229,7,2013
Lomma,Rutsborgskolan,Kommunal,Lomma,19570704,"2,62",0,51,93,93,0,249,242,8,2013
Ludvika,Kyrkskolan 7-9,Kommunal,Ludvika,28230949,"2,24",3,54,73,77,-4,198,212,-14,2013
Ludvika,Lorensbergaskolan 7-9,Kommunal,Ludvika,47736072,"2,18",8,51,70,70,0,193,204,-11,2013
Ludvika,Parkskolan,Kommunal,Ludvika,61260328,2,0,61,77,72,5,189,198,-9,2013
Luleå,Bergskolan,Kommunal,Luleå,72942852,"2,37",0,55,90,85,5,225,224,1,2013
Luleå,Björkskataskolan,Kommunal,Luleå,89477984,"2,37",2,44,74,83,-9,191,225,-35,2013
Luleå,Hertsöskolan 7-9,Kommunal,Luleå,15579589,"2,16",3,49,65,75,-10,199,210,-11,2013
Luleå,Kråkbergsskolan,Kommunal,Luleå,46323920,"2,45",0,56,94,87,7,241,229,12,2013
Luleå,Montessori 7-9,Kommunal,Luleå,35085794,"2,56",0,58,88,91,-3,227,236,-8,2013
Luleå,Norrskenets Friskola i Luleå,Enskild,,55520065,"2,27",0,71,65,81,-16,197,213,-17,2013
Luleå,Nya Läroverket,Enskild,,82183259,"2,48",0,45,98,89,9,232,234,-2,2013
Luleå,Residensskolan 7-9,Kommunal,Luleå,73462793,"2,33",4,46,81,79,2,226,220,6,2013
Luleå,Råneskolan 7-9,Kommunal,Luleå,22462490,"2,2",2,52,76,77,-1,200,211,-11,2013
Luleå,Stadsöskolan 7-9,Kommunal,Luleå,95536453,"2,42",0,42,93,87,6,230,231,-1,2013
Luleå,Tunaskolan 7-9,Kommunal,Luleå,43539193,"2,17",4,58,73,74,-1,205,206,-1,2013
Luleå,Örnässkolan 7-9,Kommunal,Luleå,20104143,"2,22",6,53,85,73,12,199,208,-9,2013
Lund,Bilingual Montes.schoolLund,Enskild,,75154610,"2,76",6,56,89,92,-3,256,244,12,2013
Lund,Fågelskolan,Kommunal,Lund,91670988,"2,4",3,62,79,83,-4,213,221,-8,2013
Lund,Fäladsgården,Kommunal,Lund,54391347,"2,68",0,46,87,95,-8,236,247,-10,2013
Lund,Gunnesboskolan,Kommunal,Lund,91672607,"2,51",0,54,93,90,3,235,234,1,2013
Lund,Humfryskolan i Lund,Enskild,,96068989,"2,28",0,17,83,83,0,243,229,14,2013
Lund,Järnåkraskolan 4-9,Kommunal,Lund,39307298,"2,59",0,62,85,92,-7,235,237,-1,2013
Lund,Killebäckskolan,Kommunal,Lund,88266589,"2,47",0,53,89,88,1,227,231,-4,2013
Lund,Kunskapsskolan Lund,Enskild,,52037312,"2,57",1,47,99,90,9,236,238,-2,2013
Lund,Lerbäckskolan,Kommunal,Lund,81923307,"2,71",1,51,92,95,-3,241,246,-6,2013
Lund,Lunds Montessorigrundskola,Enskild,,70044059,"2,8",0,50,95,99,-4,253,253,-1,2013
Lund,Lunds Waldorfskola,Enskild,,96533068,"2,63",0,44,94,94,0,251,244,7,2013
Lund,Nyvångskolan,Kommunal,Lund,29004993,"2,64",0,48,87,94,-7,241,244,-2,2013
Lund,Svaleboskolan,Kommunal,Lund,53063984,"2,39",0,45,85,86,-1,226,228,-2,2013
Lund,Svaneskolan,Kommunal,Lund,67020135,"2,74",2,43,77,95,-18,238,249,-11,2013
Lund,Tunaskolan,Kommunal,Lund,46811001,"2,9",0,49,85,103,-18,247,260,-14,2013
Lund,Vikingaskolan,Kommunal,Lund,68201054,"1,97",12,82,59,58,1,189,178,11,2013
Lycksele,Finnbacksskolan,Kommunal,Lycksele,35637430,"2,22",6,45,82,74,8,218,211,6,2013
Lycksele,Forsdalaskolan F-9,Kommunal,Lycksele,15825322,"2,3",0,62,86,82,4,212,218,-6,2013
Lysekil,Gullmarsskolan 7-9,Kommunal,Lysekil,12247315,"2,22",1,58,82,78,4,216,212,5,2013
Malmö,Apelgårdsskolan 4-9,Kommunal,Malmö,56672773,"1,92",14,43,31,55,-24,188,183,5,2013
Malmö,Augustenborgsskolan 7-9 A B,Kommunal,Malmö,89876778,"2,22",0,44,61,80,-19,200,217,-17,2013
Malmö,Augustenborgsskolan 7-9 C D,Kommunal,Malmö,58647704,"1,93",2,51,55,68,-13,191,195,-3,2013
Malmö,Backaskolan,Enskild,,55040455,"2,54",0,35,96,91,5,241,241,0,2013
Malmö,Bergaskolan 6-9,Kommunal,Malmö,40035084,"2,54",1,48,91,90,1,241,236,5,2013
Malmö,Bladins grundskola,Enskild,,57534630,"2,69",0,54,96,95,1,267,245,22,2013
Malmö,Boukefs Privatskola,Enskild,,68849385,"1,85",0,76,67,67,0,204,184,20,2013
Malmö,Bäckagårdsskolan,Kommunal,Malmö,12636945,"2,37",0,46,96,85,11,244,226,18,2013
Malmö,Dammfri skolenhet 3,Kommunal,Malmö,23710967,"2,14",0,50,52,77,-25,187,210,-24,2013
Malmö,Dammfri skolenhet 4,Kommunal,Malmö,31438378,"2,08",2,62,46,73,-27,186,201,-16,2013
Malmö,Europaportens grundskola,Enskild,,24339301,"2,43",0,35,100,87,13,264,234,30,2013
Malmö,Humfryskolan,Enskild,,91823719,"2,3",0,36,89,83,6,228,225,3,2013
Malmö,Höjaskolan,Kommunal,Malmö,99835038,"1,98",2,54,82,70,12,225,197,28,2013
Malmö,Johannesskolan,Kommunal,Malmö,82797662,"1,99",13,47,42,58,-16,194,187,6,2013
Malmö,Kastanjeskolan,Enskild,,19024032,"2,3",0,59,73,82,-9,227,218,9,2013
Malmö,Kilowattskolan i Malmö,Enskild,,61317595,"1,85",0,53,18,67,-49,136,191,-55,2013
Malmö,Kirsebergsskolan 7-9,Kommunal,Malmö,25054799,"2,08",6,59,59,68,-9,185,197,-13,2013
Malmö,Lindeborgsskolan 6-9 EH,Kommunal,Malmö,22509001,"1,98",2,56,72,70,2,209,197,13,2013
Malmö,Lindeborgsskolan 6-9 GI,Kommunal,Malmö,83001556,"2,1",13,56,58,62,-4,197,192,4,2013
Malmö,Lindängeskolan 7-9,Kommunal,Malmö,75875503,"1,8",13,50,48,52,-4,183,175,8,2013
Malmö,Linnéskolan,Kommunal,Malmö,63951601,"2,14",2,49,58,76,-18,199,209,-10,2013
Malmö,Malmö Idrottsgrundskola,Kommunal,Malmö,71454628,"2,29",0,64,84,82,2,234,216,18,2013
Malmö,Malmö Montessoriskola,Enskild,,13299659,"2,68",0,52,97,95,2,259,245,13,2013
Malmö,Mariaskolan,Enskild,,67272295,"2,55",0,50,95,91,4,243,237,6,2013
Malmö,Munkhätteskolan 7-9,Kommunal,Malmö,74972690,"1,84",12,54,37,54,-17,165,177,-12,2013
Malmö,Möllevångsskolan 2,Kommunal,Malmö,23491494,"1,67",0,65,29,61,-32,170,176,-6,2013
Malmö,Oxievångsskolan 1,Kommunal,Malmö,64402572,"2,09",0,63,78,75,3,205,204,2,2013
Malmö,Oxievångsskolan 2,Kommunal,Malmö,51192874,"2,13",1,51,78,75,3,212,208,4,2013
Malmö,Rosengårdsskolan 7-9,Kommunal,Malmö,90085480,"1,62",16,56,24,43,-19,131,158,-27,2013
Malmö,Runstyckets skola,Enskild,,57386343,"2,37",0,35,100,85,15,233,230,3,2013
Malmö,Rönnenskolan,Kommunal,Malmö,93599910,"2,23",0,33,82,81,1,228,221,7,2013
Malmö,"Rörsjöskolan,Zenith 6-9",Kommunal,Malmö,83861471,"2,14",0,53,53,77,-24,199,209,-10,2013
Malmö,Slottsstaden skolenhet 1,Kommunal,Malmö,92862757,"2,67",0,48,94,95,-1,253,246,7,2013
Malmö,Slottsstaden skolenhet 2,Kommunal,Malmö,29860678,"2,55",0,50,88,91,-3,248,237,11,2013
Malmö,Sofielundsskolan 1,Kommunal,Malmö,65836771,"1,61",5,45,26,54,-28,139,172,-33,2013
Malmö,Sorgenfriskolan 3,Kommunal,Malmö,48409491,"1,99",2,55,64,69,-5,188,197,-9,2013
Malmö,Stenkulaskolan 3,Kommunal,Malmö,82859678,"1,93",15,60,44,54,-10,181,179,3,2013
Malmö,Strandskolan 7-9,Kommunal,Malmö,13262181,"2,24",0,63,85,80,5,244,213,30,2013
Malmö,Sundsbroskolan 6-9,Kommunal,Malmö,56363473,"2,34",5,62,75,78,-3,220,214,6,2013
Malmö,Söderkulla Internationella sk.,Kommunal,Malmö,59841622,"2,5",18,53,76,71,5,237,214,23,2013
Malmö,Söderkullaskolan 7-9 B,Kommunal,Malmö,23073987,"2,12",1,55,63,75,-12,227,207,20,2013
Malmö,Videdals privatskolor,Enskild,,31996111,"2,57",0,53,93,91,2,274,237,36,2013
Malmö,Videdalsskolan,Kommunal,Malmö,37324136,"2,19",1,55,66,77,-11,204,211,-7,2013
Malmö,Vittra Västra hamnen,Enskild,,13495830,"2,25",0,61,71,80,-9,237,214,23,2013
Malmö,Värner Rydénskolan 7-9,Kommunal,Malmö,65099615,"1,83",0,42,37,67,-30,170,193,-23,2013
Malmö,Västra Hamnens skola,Kommunal,Malmö,28640213,"2,53",0,47,88,90,-2,242,237,5,2013
Malmö,Ängsdals skola,Enskild,,34314029,"2,48",0,58,100,88,12,253,230,23,2013
Malmö,Örtagårdskolan 7-9,Kommunal,Malmö,80490565,"1,67",2,43,45,59,-14,186,180,7,2013
Malmö,Östra Skolan,Enskild,,40470449,2,0,43,67,73,-6,209,203,6,2013
Malung-Sälen,Centralskolan,Kommunal,Malung-Sälen,83084730,"2,15",3,52,85,74,11,198,207,-9,2013
Malung-Sälen,Ungärde skola,Kommunal,Malung-Sälen,17208837,"2,03",0,61,100,73,27,224,200,24,2013
Malå,Nilaskolan 7-9,Kommunal,Malå,28454424,"2,09",0,48,93,75,18,215,208,7,2013
Mariestad,Ekhamraskolan,Enskild,,29289355,"2,3",0,57,98,82,16,212,219,-7,2013
Mariestad,Högelidsskolan 7-9,Kommunal,Mariestad,62694008,"2,21",0,53,78,79,-1,214,214,-1,2013
Mariestad,Tunaholmsskolan,Kommunal,Mariestad,48016437,"2,19",2,37,78,77,1,216,215,1,2013
Mark,Fritslaskolan 3-9,Kommunal,Mark,10100177,"2,25",4,48,83,76,7,217,214,3,2013
Mark,Lyckeskolan,Kommunal,Mark,10428442,"2,18",3,53,71,75,-4,201,209,-8,2013
Mark,Sätilaskolan 6-9,Kommunal,Mark,90548647,"2,21",0,44,75,80,-5,214,217,-3,2013
Mark,Ängskolan,Kommunal,Mark,13666864,"2,15",1,53,70,76,-6,204,209,-4,2013
Mark,Örbyskolan 6-9,Kommunal,Mark,76300443,"1,99",0,40,79,72,7,209,204,6,2013
Markaryd,Huneskolan,Kommunal,Markaryd,79075195,"1,93",3,53,74,66,8,202,192,10,2013
Markaryd,Strömsnässkolan,Kommunal,Markaryd,59001324,"1,97",0,32,54,72,-18,210,205,5,2013
Mellerud,Rådaskolan,Kommunal,Mellerud,53764779,"2,09",4,50,70,71,-1,209,203,6,2013
Mjölby,Blåklintskolan,Kommunal,Mjölby,27259736,"1,86",0,68,70,67,3,207,188,19,2013
Mjölby,Lagmansskolan Alfa MH,Kommunal,Mjölby,66224705,"2,26",1,51,83,80,3,207,217,-10,2013
Mjölby,Trojenborgsskolan MH,Kommunal,Mjölby,37310404,"2,07",0,57,65,74,-9,198,204,-6,2013
