skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_fli_tcv140,skolverket_andel_fli_tcv140,skolverket_and_uppn_alla_amnen_fli_tcv140,skolverket_and_behorig_fli_tcv140,skolverket_gmv_fli_tcv140,skolverket_antal_poj_tcv140,skolverket_andel_poj_tcv140,skolverket_and_uppn_alla_amnen_poj_tcv140,skolverket_and_behorig_poj_tcv140,skolverket_gmv_poj_tcv140,year
Sundsvall,Stöde skola,Kommunal,Sundsvall,11181258,10,"47,6",..,..,"175,3",11,"52,4","100,0","100,0","233,6",2015
Sundsvall,Sundsvalls Montessoriskola,Kommunal,Sundsvall,78495763,..,..,..,..,..,..,..,"88,2","100,0","231,0",2015
Sundsvall,Vibackeskolan 2,Kommunal,Sundsvall,64221308,40,"50,0","77,5","82,5","229,1",40,"50,0","80,0","87,5","197,4",2015
Sundsvall,"Prolympia, Sundsvall",Enskild,Ulno AB,18952472,18,"41,9","72,2","72,2","199,3",25,"58,1","72,0",~100,"204,1",2015
Sundsvall,Kunskapsakademin,Enskild,Utbildningsföretaget Scandiacus AB,57722644,20,"46,5","80,0",~100,"207,8",23,"53,5","82,6","100,0","220,2",2015
Sunne,Fryxellska skolan,Kommunal,Sunne,25636648,64,"46,0","70,3","87,5","225,0",75,"54,0","62,7","76,0","197,6",2015
Surahammar,Hammarskolan,Kommunal,Surahammar,74582871,29,"40,3","96,6",~100,"250,6",43,"59,7","60,5","81,4","201,3",2015
Svalöv,"Blichers friskola, Norrvidinge",Enskild,Blichergruppen AB,81535814,..,..,..,..,..,..,..,..,..,"165,5",2015
Svalöv,Linåkerskolan,Kommunal,Svalöv,44263951,59,"46,1","78,0",~100,"238,9",69,"53,9","68,1","73,9","195,0",2015
Svalöv,Svalövs Montessoriskola,Enskild,Svalövs Montessori Ekonomisk förening,58981647,..,..,..,..,..,..,..,..,..,..,2015
Svedala,Klågerupsskolan,Kommunal,Svedala,99748375,23,"52,3","82,6",~100,"257,1",21,"47,7","85,7",~100,"222,6",2015
Svedala,Naverlönnskolan,Kommunal,Svedala,65569784,78,"53,4","74,4","84,6","204,3",68,"46,6","76,5","83,8","213,6",2015
Svedala,Nils Fredriksson- utb grund,Kommunal,Svedala,58811019,..,..,.,.,.,..,..,.,.,..,2015
Svedala,Spångholmsskolan,Kommunal,Svedala,83516023,17,"41,5","88,2",~100,"252,9",24,"58,5","91,7","100,0","223,3",2015
Svenljunga,"Mogaskolan, 7-9",Kommunal,Svenljunga,35242545,55,"46,6","72,7","83,6","229,0",63,"53,4","50,8","68,3","182,5",2015
Säffle,Höglundaskolan 7-9,Kommunal,Säffle,17254626,24,"43,6","87,5",~100,"251,8",31,"56,4","64,5","77,4","198,4",2015
Säffle,Tegnérskolan,Kommunal,Säffle,40517936,59,"50,0","64,4","74,6","207,1",59,"50,0","61,0","69,5","170,2",2015
Säter,Klockarskolan,Kommunal,Säter,60111640,49,"54,4","93,9",~100,"245,5",41,"45,6","58,5","68,3","180,2",2015
Sävsjö,Sävsjö kristna skola,Enskild,Stiftelsen Guds Kraft,28504550,..,..,..,..,..,..,..,..,..,..,2015
Sävsjö,Hofgårdsskolan,Kommunal,Sävsjö,59983229,38,"41,8","73,7","84,2","233,4",53,"58,2","58,5","77,4","181,2",2015
Sävsjö,Rörviks skola,Kommunal,Sävsjö,74170440,11,"40,7",..,"100,0","258,9",16,"59,3","75,0",~100,"212,3",2015
Söderhamn,HamnaSkolan,Enskild,Ellithan AB,99882962,..,..,..,..,..,..,..,..,..,..,2015
Söderhamn,Bergvikskolan,Kommunal,Söderhamn,32721673,17,"40,5","64,7",~100,"187,1",25,"59,5","76,0","80,0","210,0",2015
Söderhamn,Norrtullskolan C,Kommunal,Söderhamn,35139330,40,"34,8","70,0","72,5","224,1",75,"65,2","72,0","80,0","200,4",2015
Söderhamn,Stenbergaskolan,Kommunal,Söderhamn,26147333,13,"56,5","92,3",~100,"254,8",10,"43,5",..,..,"177,5",2015
Söderhamn,Vågbroskolan,Kommunal,Söderhamn,95878068,19,"55,9","89,5",~100,"240,0",15,"44,1","86,7",~100,"195,0",2015
Söderköping,Söderköpings Waldorfskola,Enskild,Stiftelsen Söderköpings Waldorfskola,70789823,..,..,..,..,..,..,..,..,..,..,2015
Söderköping,Ramunderskolan,Kommunal,Söderköping,99361107,69,"46,9","87,0","89,9","251,1",78,"53,1","76,9","84,6","215,9",2015
Södertälje,Mariaskolan,Enskild,Föreningen Maria Magdalena,31528772,..,..,..,..,..,..,..,..,..,..,2015
Södertälje,Mikaelgården Läkeped. Institut,Enskild,Föreningen Mikaelgårdens Läkepedagogiska Inst,73075913,..,..,.,..,..,..,..,..,..,..,2015
Södertälje,Örjanskolan grund,Enskild,Föreningen Örjanskolan,10661388,..,..,"81,3",~100,"251,9",..,..,..,..,..,2015
Södertälje,Järna friskola,Enskild,Järna Friskola Aktiebolag,41584790,..,..,..,..,..,..,..,"88,2","100,0","238,8",2015
Södertälje,Kringlaskolan,Enskild,Kringlaskolan AB,74489639,21,"44,7","76,2",~100,"229,6",26,"55,3","76,9",~100,"225,7",2015
Södertälje,Magelungens grundskola Södertälje,Enskild,Magelungen Utveckling AB,14872951,..,..,.,..,..,..,..,..,..,..,2015
Södertälje,Nyckelskolan,Enskild,Nyckelknippan Förskole Aktiebolag,16068461,11,"39,3","100,0","100,0","275,5",17,"60,7","94,1",~100,"260,1",2015
Södertälje,Blombackaskolan,Kommunal,Södertälje,34148887,58,"60,4","60,3","69,0","226,8",38,"39,6","63,2","73,7","196,5",2015
Södertälje,Brunnsängskolan,Kommunal,Södertälje,60570294,40,"47,1","80,0","82,5","229,6",45,"52,9","77,8","84,4","201,2",2015
Södertälje,Fornbackaskolan,Kommunal,Södertälje,71992738,..,..,.,.,.,..,..,.,.,..,2015
Södertälje,Hovsjöskolan,Kommunal,Södertälje,82137009,40,"61,5","50,0","70,0","191,1",25,"38,5","52,0","64,0","180,7",2015
Södertälje,Hölöskolan,Kommunal,Södertälje,79466321,25,"61,0","92,0",~100,"252,4",16,"39,0","93,8",~100,"210,8",2015
Södertälje,Järna grundskolor,Kommunal,Södertälje,97655739,43,"41,0","86,0","88,4","248,4",62,"59,0","74,2","82,3","213,4",2015
Södertälje,Lina grundskola,Kommunal,Södertälje,62288230,24,"51,1","79,2",~100,"225,7",23,"48,9","82,6",~100,"219,5",2015
Södertälje,Oxbacksskolan,Kommunal,Södertälje,99842607,24,"49,0","91,7",~100,"255,3",25,"51,0","68,0",~100,"208,6",2015
Södertälje,Pershagenskolan,Kommunal,Södertälje,38653015,22,"47,8","95,5",~100,"245,3",24,"52,2","100,0","100,0","257,8",2015
Södertälje,Ronnaskolan,Kommunal,Södertälje,51210001,25,"42,4","40,0","40,0","178,5",34,"57,6","32,4","44,1","165,0",2015
Södertälje,Rosenborgskolan,Kommunal,Södertälje,11914814,69,"54,8","63,8","75,4","221,1",57,"45,2","64,9","82,5","213,3",2015
Södertälje,Soldalaskolan,Kommunal,Södertälje,40175889,15,"38,5","80,0",~100,"226,7",24,"61,5","58,3",~100,"211,8",2015
Södertälje,Wasaskolan,Kommunal,Södertälje,56568612,38,"53,5","55,3","73,7","206,5",33,"46,5","63,6","72,7","201,0",2015
Södertälje,Södertälje friskola,Enskild,Södertälje Friskola Aktiebolag,38394561,..,..,..,..,..,..,..,"92,3","100,0","245,4",2015
Södertälje,Vittra Östertälje,Enskild,Vittraskolorna AB,12757193,25,"44,6","100,0","100,0","278,0",31,"55,4","87,1",~100,"220,5",2015
Sölvesborg,Bokelundsskolan H,Kommunal,Sölvesborg,94309839,40,"46,0","82,5",~100,"237,1",47,"54,0","66,0","89,4","198,3",2015
Sölvesborg,Mjällby skola H,Kommunal,Sölvesborg,24822447,30,"44,1","80,0","83,3","227,0",38,"55,9","78,9","84,2","198,3",2015
Tanum,Hamburgsundskolan,Kommunal,Tanum,81072495,22,"44,9","90,9",~100,"227,5",27,"55,1","77,8",~100,"208,4",2015
Tanum,Tanumskolan,Kommunal,Tanum,74079446,44,"56,4","81,8","86,4","225,7",34,"43,6","67,6","85,3","186,3",2015
Tibro,Nyboskolan arbetslag A,Kommunal,Tibro,97306690,19,"41,3",..,..,"159,5",27,"58,7","63,0","77,8","198,7",2015
Tibro,Nyboskolan arbetslag B,Kommunal,Tibro,24564454,35,"50,0","68,6","77,1","221,3",35,"50,0","71,4","85,7","203,1",2015
Tidaholm,Forsenskolan 5-9,Kommunal,Tidaholm,40717964,36,"50,0","80,6","83,3","227,1",36,"50,0","88,9",~100,"209,6",2015
Tidaholm,Hökensåsskolan 7-9,Kommunal,Tidaholm,42899954,36,"43,9","80,6",~100,"214,9",46,"56,1","67,4","76,1","193,3",2015
Tierp,Aspenskolan,Kommunal,Tierp,15416514,29,"44,6","41,4","55,2","196,0",36,"55,4","30,6","55,6","164,7",2015
Tierp,Centralskolan,Kommunal,Tierp,17240817,29,"50,9","65,5",~100,"233,9",28,"49,1","60,7",~100,"212,4",2015
Tierp,Ol Andersskolan,Kommunal,Tierp,65153737,19,"46,3","68,4",~100,"236,8",22,"53,7","77,3",~100,"189,8",2015
Tierp,Örbyhus skola,Kommunal,Tierp,69241995,17,"43,6","70,6",~100,"221,6",22,"56,4","68,2",~100,"195,6",2015
Timrå,Ala skola,Kommunal,Timrå,59092675,13,"28,9","76,9",~100,"216,3",32,"71,1","71,9","81,3","195,4",2015
Timrå,Arenaskolan,Kommunal,Timrå,81784662,64,"47,1","71,9","79,7","219,2",72,"52,9","61,1","80,6","178,2",2015
Tingsryd,Idekulla skola,Enskild,Idekulla Skola Handelsbolag,66342347,11,"50,0","100,0","100,0","263,2",11,"50,0","100,0","100,0","248,6",2015
Tingsryd,Dackeskolan 4-9,Kommunal,Tingsryd,56361478,54,"49,5","66,7","77,8","220,2",55,"50,5","63,6","70,9","195,0",2015
Tjörn,Bleketskolan,Kommunal,Tjörn,16656370,34,"46,6","88,2",~100,"249,0",39,"53,4","89,7",~100,"222,1",2015
Tjörn,Häggvallskolan,Kommunal,Tjörn,23228302,43,"53,1","88,4",~100,"232,7",38,"46,9","76,3",~100,"206,3",2015
Tomelilla,Kastanjeskolan,Kommunal,Tomelilla,90360196,47,"45,2","72,3","76,6","201,1",57,"54,8","56,1","75,4","177,8",2015
Torsby,Frykenskolan,Kommunal,Torsby,21568934,47,"44,8","72,3","83,0","233,2",58,"55,2","51,7","69,0","161,9",2015
Torsby,Kvistbergsskolan,Kommunal,Torsby,83025413,10,"43,5",..,..,"236,8",13,"56,5",..,~100,"216,3",2015
Torsås,Torskolan H,Kommunal,Torsås,99636909,25,"41,0","80,0","80,0","238,0",36,"59,0","69,4","80,6","188,5",2015
Tranemo,Tranängskolan 7-9,Kommunal,Tranemo,33759766,64,"41,8","75,0","89,1","230,5",89,"58,2","62,9","78,7","192,0",2015
Tranås,Junkaremålsskolan 7-9,Kommunal,Tranås,18476537,52,"54,7","90,4",~100,"251,3",43,"45,3","81,4","88,4","219,7",2015
Tranås,Ängarydsskolan,Kommunal,Tranås,10155751,43,"51,2","58,1","74,4","183,8",41,"48,8","90,2",~100,"223,5",2015
Trelleborg,Kunskapsskolan Trelleborg,Enskild,Kunskapsskolan i Sverige Aktiebolag,65892623,35,"59,3","94,3","100,0","266,7",24,"40,7","83,3",~100,"245,8",2015
Trelleborg,Fågelbäcksskolan 6-9,Kommunal,Trelleborg,94965726,23,"48,9","78,3",~100,"235,8",24,"51,1","87,5",~100,"221,7",2015
Trelleborg,Liljeborgsskolan 7-9,Kommunal,Trelleborg,42096980,57,"41,0","80,7","91,2","246,4",82,"59,0","76,8","91,5","224,5",2015
Trelleborg,Pilevallskolan F-9,Kommunal,Trelleborg,24947938,..,..,"75,0",~100,"212,8",..,..,..,..,..,2015
Trelleborg,Vannhögskolan 6-9,Kommunal,Trelleborg,92281801,32,"46,4","81,3",~100,"232,3",37,"53,6","83,8",~100,"225,4",2015
Trelleborg,Väståkraskolan F-9,Kommunal,Trelleborg,16081769,27,"46,6","96,3",~100,"251,9",31,"53,4","90,3",~100,"225,3",2015
Trollhättan,"Fridaskolan, Trollhättan",Enskild,Fridaskolorna AB,56884611,35,"46,1","94,3","100,0","260,6",41,"53,9","87,8",~100,"220,5",2015
Trollhättan,"Nya Skolan, Trollhättan",Enskild,Nya Skolan Trollhättan Aktiebolag,11588924,14,"43,8","85,7",~100,"251,3",18,"56,3","88,9",~100,"228,1",2015
Trollhättan,Hjortmosseskolan 7-9,Kommunal,Trollhättan,66644468,47,"62,7","55,3","74,5","208,9",28,"37,3","53,6","60,7","192,0",2015
Trollhättan,Kronan 7-9,Kommunal,Trollhättan,63750711,26,"48,1",..,"61,5","201,8",28,"51,9",..,"42,9","188,8",2015
Trollhättan,Lyrfågelskolan 7-9,Kommunal,Trollhättan,81052393,44,"44,0","84,1",~100,"251,9",56,"56,0","87,5","91,1","215,7",2015
Trollhättan,Paradisskolan 7-9,Kommunal,Trollhättan,38786603,34,"50,7","58,8","73,5","220,2",33,"49,3","72,7","78,8","217,1",2015
Trollhättan,Sjuntorpskolan 4-9,Kommunal,Trollhättan,39396701,25,"61,0","76,0","76,0","229,0",16,"39,0","81,3",~100,"200,5",2015
Trollhättan,Stavreskolan 4-9,Kommunal,Trollhättan,49525819,35,"49,3","82,9",~100,"230,7",36,"50,7","77,8",~100,"225,1",2015
Trollhättan,Strömslundsskolan 7-9,Kommunal,Trollhättan,96091081,38,"56,7","81,6",~100,"217,6",29,"43,3","82,8",~100,"201,6",2015
Trollhättan,Sylteskolan 7-9,Kommunal,Trollhättan,66414430,37,"46,8",..,"56,8","199,9",42,"53,2","40,5","54,8","166,7",2015
Trosa,Hedebyskolan,Kommunal,Trosa,45500152,21,"41,2","81,0",~100,"222,1",30,"58,8","93,3","100,0","233,7",2015
Trosa,Tomtaklintskolan,Kommunal,Trosa,51044218,47,"49,5","87,2",~100,"251,3",48,"50,5","81,3","85,4","232,2",2015
Tyresö,Dalskolan,Kommunal,Tyresö,56130729,44,"50,6","93,2","100,0","251,2",43,"49,4","83,7","88,4","225,0",2015
Tyresö,Kumla skola,Kommunal,Tyresö,37147254,64,"49,6","85,9",~100,"243,1",65,"50,4","87,7","92,3","222,2",2015
Tyresö,Nyboda skola,Kommunal,Tyresö,31281674,57,"50,9","75,4","87,7","233,6",55,"49,1","67,3","81,8","198,6",2015
Tyresö,Strandskolan,Kommunal,Tyresö,87665835,29,"45,3","86,2",~100,"253,8",35,"54,7","82,9",~100,"216,7",2015
Tyresö,Tyresö skola,Kommunal,Tyresö,83020784,43,"58,1","95,3",~100,"243,1",31,"41,9","100,0","100,0","252,0",2015
Täby,Byängsskolan,Enskild,Byängsskolan AB,65839656,37,"50,0","100,0","100,0","275,9",37,"50,0","97,3",~100,"243,8",2015
Täby,Mellansjö skola,Enskild,Enigma Omsorg Aktiebolag,54332921,..,..,.,.,..,..,..,.,.,..,2015
Täby,Futuraskolan Bergtorp,Enskild,Futuraskolan AB,24142153,86,"56,2","97,7",~100,"278,4",67,"43,8","98,5",~100,"249,8",2015
Täby,Engelska Skolan i Täby,Enskild,Internationella Engelska Skolan i Sverige AB,12332278,88,"47,8","100,0","100,0","289,1",96,"52,2","99,0",~100,"264,9",2015
Täby,Solhagaskolan Jag Kan,Enskild,Jag Kan skolan AB,34125463,..,..,.,.,.,..,..,.,.,..,2015
Täby,Kunskapsskolan Täby,Enskild,Kunskapsskolan i Sverige Aktiebolag,25309669,23,"41,8","82,6",~100,"251,1",32,"58,2","96,9",~100,"258,3",2015
Täby,Nya Tidens Montessorisk. Täby,Enskild,Nya Tidens Montessoriskola i Täby Aktiebolag,89424201,..,..,..,..,..,..,..,"94,4",~100,"273,6",2015
Täby,Milstensskolan,Enskild,Pysslingen Förskolor och Skolor AB,23312767,12,"48,0","100,0","100,0","301,5",13,"52,0","92,3","100,0","252,1",2015
Täby,Kristinaskolan,Enskild,Specialpedagogiskt Forum Trt Aktiebolag,16244673,..,..,.,.,.,..,..,..,..,..,2015
Täby,Svalnäs skola,Enskild,"Svalnäs, ekonomisk förening",84230778,..,..,.,.,.,..,..,.,..,..,2015
Täby,Attundaskolan,Kommunal,Täby,85045274,..,..,.,..,..,..,..,.,..,..,2015
Täby,Gribby Gård,Kommunal,Täby,20587249,..,..,.,.,.,..,..,..,..,..,2015
Täby,Näsbydalskolan,Kommunal,Täby,22807677,44,"40,0","97,7","100,0","265,5",66,"60,0","92,4",~100,"246,2",2015
Täby,Näsbyparksskolan,Kommunal,Täby,96330648,22,"52,4","90,9",~100,"255,0",20,"47,6","75,0","75,0","214,3",2015
Täby,Skarpängsskolan,Kommunal,Täby,83454509,44,"50,6","97,7","100,0","243,2",43,"49,4","95,3",~100,"229,6",2015
Täby,Skolhagenskolan,Kommunal,Täby,69088221,33,"46,5","97,0",~100,"249,8",38,"53,5","97,4","100,0","238,9",2015
Täby,Vallatorpsskolan,Kommunal,Täby,57206066,22,"48,9","81,8",~100,"224,1",23,"51,1","91,3",~100,"229,1",2015
Täby,Täby Friskola-Enhagen,Enskild,Täby Friskola Aktiebolag,32231541,57,"66,3","100,0","100,0","287,8",29,"33,7","100,0","100,0","260,9",2015
Täby,Helleborusskolan,Enskild,ZACU AB,45984740,..,..,..,..,..,..,..,"64,7",~100,"190,6",2015
Töreboda,Töreboda Centralskola,Kommunal,Töreboda,94707451,46,"47,9","89,1",~100,"245,8",50,"52,1","60,0","80,0","192,4",2015
Uddevalla,"Fridaskolan, Uddevalla",Enskild,Fridaskolorna AB,27489448,35,"49,3","88,6",~100,"242,9",36,"50,7","69,4",~100,"219,2",2015
Uddevalla,Hällebergsskolan,Enskild,Hällebergsförsamlingen,52464734,..,..,..,..,..,..,..,..,..,..,2015
Uddevalla,Linnéaskolan,Enskild,Linnéaskolan AB,92086024,31,"50,8","90,3",~100,"252,7",30,"49,2","83,3",~100,"214,2",2015
Uddevalla,Stenbackeskolan,Enskild,Stiftelsen Uddevalla Kristna Skola,77005811,..,..,..,..,..,..,..,..,..,..,2015
Uddevalla,Norgårdenskolan 7-9,Kommunal,Uddevalla,10405686,53,"61,6","75,5",~100,"230,5",33,"38,4","81,8",~100,"198,9",2015
Uddevalla,Ramnerödsskolan,Kommunal,Uddevalla,83416307,35,"44,9","57,1","68,6","187,9",43,"55,1","41,9","72,1","172,2",2015
Uddevalla,Sommarhemsskolan 7-9,Kommunal,Uddevalla,45535775,41,"50,6","63,4","68,3","217,4",40,"49,4","70,0","85,0","181,4",2015
Uddevalla,Västerskolan,Kommunal,Uddevalla,62222568,78,"52,3","83,3",~100,"241,5",71,"47,7","85,9",~100,"223,3",2015
Ulricehamn,Stenbocksskolan,Kommunal,Ulricehamn,39517088,74,"42,0","74,3","82,4","230,0",102,"58,0","67,6","80,4","210,8",2015
Ulricehamn,Ätradalsskolan,Kommunal,Ulricehamn,28080863,44,"55,7","65,9","72,7","213,5",35,"44,3","68,6","82,9","214,1",2015
Umeå,Minervaskolan,Enskild,Minervaskolan i Umeå AB,75713343,43,"53,1","97,7",~100,"275,2",38,"46,9","92,1",~100,"247,2",2015
Umeå,Språkskolan,Enskild,Språkskolan i Umeå Ek. För.,55815397,..,..,..,..,..,..,..,..,..,..,2015
Umeå,"Umeå Waldorfskola, gr",Enskild,Stiftelsen Umeå Waldorfskola R Karlsson Mfl,16183719,..,..,"81,3",~100,"220,6",..,..,..,..,..,2015
Umeå,"Prolympia, Umeå",Enskild,Ulno AB,28958120,35,"46,1","88,6",~100,"244,7",41,"53,9","97,6","100,0","233,6",2015
Umeå,Bräntbergsskolan 1,Kommunal,Umeå,44391304,..,..,..,..,..,..,..,..,~100,"210,4",2015
Umeå,Bräntbergsskolan 2,Kommunal,Umeå,51963791,30,"50,0","83,3","83,3","248,8",30,"50,0","80,0",~100,"213,8",2015
Umeå,Carlshöjdsskolan 2,Kommunal,Umeå,42259280,25,"50,0","84,0",~100,"236,6",25,"50,0","88,0",~100,"237,9",2015
Umeå,Ersängsskolan 7-9,Kommunal,Umeå,96783420,33,"51,6","72,7","78,8","232,1",31,"48,4","64,5","74,2","214,8",2015
Umeå,Grubbeskolan 1,Kommunal,Umeå,21768043,28,"54,9","92,9","100,0","274,3",23,"45,1","87,0",~100,"226,6",2015
Umeå,Grubbeskolan 2,Kommunal,Umeå,89248713,35,"45,5","88,6",~100,"256,3",42,"54,5","73,8","88,1","207,0",2015
Umeå,Hagaskolan 7-9,Kommunal,Umeå,53016523,41,"46,6","82,9",~100,"242,7",47,"53,4","78,7",~100,"214,9",2015
Umeå,Hörnefors Centralskola 7-9,Kommunal,Umeå,85438284,20,"57,1","75,0",~100,"235,9",15,"42,9","86,7",~100,"210,2",2015
Umeå,Linneaskolan,Kommunal,Umeå,39117429,26,"55,3","92,3",~100,"261,3",21,"44,7","81,0",~100,"188,6",2015
Umeå,Obbola skola 6-9,Kommunal,Umeå,31716818,13,"41,9","84,6",~100,"259,8",18,"58,1","83,3",~100,"234,6",2015
Umeå,Sjöfruskolan Supra,Kommunal,Umeå,77062355,29,"55,8","82,8",~100,"258,1",23,"44,2","87,0",~100,"243,3",2015
Umeå,Storsjöskolan 2,Kommunal,Umeå,10954341,18,"34,6","83,3",~100,"244,2",34,"65,4","88,2",~100,"221,3",2015
Umeå,Sävar skola 1,Kommunal,Umeå,90639590,35,"50,0","80,0",~100,"219,4",35,"50,0","74,3",~100,"212,6",2015
Umeå,Tegs centralskola 1,Kommunal,Umeå,96517991,36,"51,4","66,7","75,0","207,5",34,"48,6","70,6","76,5","184,2",2015
Umeå,Tegs centralskola 2,Kommunal,Umeå,74820849,45,"57,7","88,9",~100,"258,3",33,"42,3","84,8",~100,"204,8",2015
Umeå,Västangårds skola 1-9,Kommunal,Umeå,36171517,..,..,..,..,..,..,..,"83,3","100,0","206,7",2015
Umeå,Ålidhemsskolan 6-9,Kommunal,Umeå,42752416,16,"42,1","68,8",~100,"237,7",22,"57,9","77,3","77,3","224,5",2015
Umeå,Mariaskolan,Enskild,Umeå Kristna Friskoleförening,23470743,..,..,.,..,..,..,..,..,..,..,2015
Umeå,Hannaskolan,Enskild,Umeå Kristna Skolförening,68950088,..,..,..,..,..,..,..,..,..,..,2015
Upplands Väsby,Sandbergska Competens,Enskild,Sandbergska Competens AB,97762139,14,"58,3","71,4",~100,"199,8",10,"41,7",..,..,"223,0",2015
Upplands Väsby,"Sverigefinska sk, Uppl Väsby",Enskild,Stift Sverigefinska Skolan i Uppl-Väsby,68403656,..,..,..,..,..,..,..,..,..,..,2015
Upplands Väsby,Södervikskolan,Enskild,Södervikskolan AB,49021135,39,"36,4","92,3",~100,"253,7",68,"63,6","88,2",~100,"231,2",2015
Upplands Väsby,Grimsta skola,Kommunal,Upplands Väsby,44227469,39,"47,6","82,1","84,6","253,0",43,"52,4","67,4","74,4","204,5",2015
Upplands Väsby,Runby skola,Kommunal,Upplands Väsby,77624936,23,"42,6","73,9",~100,"219,9",31,"57,4","54,8","74,2","199,5",2015
Upplands Väsby,Smedby skola,Kommunal,Upplands Väsby,36789655,10,"38,5",..,..,"204,5",16,"61,5",..,..,"177,3",2015
Upplands Väsby,Väsby skola,Kommunal,Upplands Väsby,31018677,37,"48,7","54,1","56,8","210,1",39,"51,3",..,"46,2","172,9",2015
Upplands Väsby,Vittra Väsby,Enskild,Vittraskolorna AB,24374886,20,"58,8","85,0",~100,"224,9",14,"41,2","71,4",~100,"214,6",2015
Upplands-Bro,Källskolan,Enskild,Föreningen För Kristen Skola i Upplands-Bro,69098787,..,..,..,..,..,..,..,..,..,..,2015
Upplands-Bro,Broskolan,Kommunal,Upplands-Bro,16983719,38,"40,9","71,1","84,2","243,6",55,"59,1","65,5","76,4","195,9",2015
Upplands-Bro,Ekhammarskolan,Kommunal,Upplands-Bro,92284588,37,"45,7","91,9",~100,"254,2",44,"54,3","79,5",~100,"226,6",2015
Upplands-Bro,Hagnässkolan,Kommunal,Upplands-Bro,16969143,18,"43,9","88,9","100,0","272,2",23,"56,1","95,7","100,0","237,0",2015
Uppsala,Gluntens Montessoriskola,Enskild,Gluntens Montessoriskola Ek För,57484572,23,"69,7","78,3","100,0","249,3",10,"30,3","100,0","100,0","284,5",2015
Uppsala,Katarinaskolan,Enskild,Heliga Katarinas Skolstiftelse,71951060,45,"46,4","93,3",~100,"269,1",52,"53,6","90,4",~100,"260,3",2015
Uppsala,Raoul Wallenbergskolan Uppsala,Enskild,International Swedish School AB,56867001,17,"37,8","82,4",~100,"214,7",28,"62,2","75,0","82,1","209,9",2015
Uppsala,Engelska skolan i Uppsala,Enskild,Internationella Engelska Skolan i Sverige AB,83401016,40,"45,5","85,0",~100,"265,7",48,"54,5","83,3",~100,"243,4",2015
Uppsala,JENSEN grundskola Uppsala,Enskild,Jensen Education College AB,25730446,25,"69,4","72,0","72,0","238,1",11,"30,6",..,..,"230,9",2015
Uppsala,Kajan Friskola AB,Enskild,Kajan Friskola AB,82442662,..,..,.,.,..,..,..,.,..,..,2015
Uppsala,Kunskapsskolan Uppsala,Enskild,Kunskapsskolan i Sverige Aktiebolag,73947432,56,"57,1","92,9",~100,"261,7",42,"42,9","85,7",~100,"255,4",2015
Uppsala,Kunskapsskolan Uppsala Norra,Enskild,Kunskapsskolan i Sverige Aktiebolag,73806643,22,"45,8","100,0","100,0","272,0",26,"54,2","96,2","100,0","263,8",2015
Uppsala,LOKS                   Kyrkskolan 7-9,Enskild,LOKS AB,35561766,27,"46,6","81,5",~100,"237,7",31,"53,4","80,6",~100,"217,3",2015
Uppsala,Samsaskolan grundskola,Enskild,Samsa AB,49262000,..,..,.,..,..,..,..,.,..,..,2015
Uppsala,Uppsala Musikklasser,Enskild,Stiftelsen Uppsala Musikklasser,89387408,44,"58,7","93,2",~100,"274,2",31,"41,3","100,0","100,0","267,9",2015
Uppsala,Uppsala waldorfskola,Enskild,Stiftelsen Uppsala Waldorfskola,69405762,..,..,..,..,..,..,..,..,..,..,2015
Uppsala,Almunge skola,Kommunal,Uppsala,99056007,22,"44,9","86,4","100,0","270,2",27,"55,1","88,9",~100,"216,9",2015
Uppsala,Björkvallsskolan,Kommunal,Uppsala,89112467,35,"43,8","85,7",~100,"243,2",45,"56,3","80,0","86,7","195,3",2015
Uppsala,Eriksbergsskolan,Kommunal,Uppsala,18733789,50,"51,0","84,0","86,0","239,1",48,"49,0","81,3",~100,"224,3",2015
Uppsala,Förberedelseskolan,Kommunal,Uppsala,45618443,..,..,.,.,.,..,..,.,.,..,2015
Uppsala,Gottsundaskolan,Kommunal,Uppsala,93042073,39,"36,4","71,8","84,6","250,3",68,"63,6","76,5","83,8","228,4",2015
Uppsala,Gränbyskolan,Kommunal,Uppsala,60782519,59,"48,4","84,7","86,4","233,9",63,"51,6","65,1","74,6","200,2",2015
Uppsala,Gåvsta skola,Kommunal,Uppsala,12275851,11,"40,7",..,..,"253,3",16,"59,3","100,0","100,0","241,1",2015
Uppsala,Kvarngärdesskolan,Kommunal,Uppsala,61003071,18,"45,0","83,3",~100,"278,2",22,"55,0","72,7","77,3","242,3",2015
Uppsala,Nannaskolan,Kommunal,Uppsala,29677535,60,"71,4","85,0","90,0","228,3",24,"28,6","83,3",~100,"204,9",2015
Uppsala,Stavby skola,Kommunal,Uppsala,72802066,..,..,..,..,..,..,..,..,..,..,2015
Uppsala,Stordammen,Kommunal,Uppsala,95132430,26,"41,3","80,8",~100,"238,0",37,"58,7","75,7",~100,"215,9",2015
Uppsala,Tiundaskolan Eriksspåret,Kommunal,Uppsala,92713811,30,"51,7","100,0","100,0","289,3",28,"48,3","96,4",~100,"267,1",2015
Uppsala,Tiundaskolan Sverkerspåret,Kommunal,Uppsala,12733075,29,"46,8","79,3",~100,"244,3",33,"53,2","97,0","100,0","257,7",2015
