skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_fli_tcv140,skolverket_andel_fli_tcv140,skolverket_and_uppn_alla_amnen_fli_tcv140,skolverket_and_behorig_fli_tcv140,skolverket_gmv_fli_tcv140,skolverket_antal_poj_tcv140,skolverket_andel_poj_tcv140,skolverket_and_uppn_alla_amnen_poj_tcv140,skolverket_and_behorig_poj_tcv140,skolverket_gmv_poj_tcv140,year
Mariestad,Tunaholmsskolan,Kommunal,Mariestad,48016437,60,"54,1","75,0","80,0","212,2",51,"45,9","72,5","82,4","185,8",2015
Mark,Skogsbrynets resursskola,Enskild,Caremore Vård och Behandling AB,30894215,..,..,.,.,.,..,..,.,..,..,2015
Mark,Leteboskolan,Enskild,Letebo Utbildning AB,79844557,..,..,..,..,..,..,..,..,..,..,2015
Mark,Fritslaskolan,Kommunal,Mark,33369644,18,"52,9","66,7","72,2","221,0",16,"47,1","68,8",~100,"230,5",2015
Mark,Lyckeskolan,Kommunal,Mark,10428442,33,"43,4","78,8",~100,"233,3",43,"56,6","62,8","86,0","196,1",2015
Mark,Sätilaskolan 7-9,Kommunal,Mark,90548647,30,"48,4","83,3",~100,"230,9",32,"51,6","84,4",~100,"219,0",2015
Mark,Ängskolan,Kommunal,Mark,13666864,74,"45,7","73,0","87,8","234,2",88,"54,3","71,6","84,1","212,0",2015
Mark,Örbyskolan 7-9,Kommunal,Mark,76300443,24,"51,1","83,3",~100,"230,4",23,"48,9","52,2","69,6","196,7",2015
Mark,Montessoriskolan Pärlan,Enskild,Montessoriskolan i Skene Aktiebolag,80072686,..,..,..,..,..,..,..,.,.,.,2015
Markaryd,Markaryds skola 7-9,Kommunal,Markaryd,18834522,29,"58,0","79,3",~100,"233,6",21,"42,0","76,2",~100,"207,3",2015
Markaryd,Strömsnässkolan,Kommunal,Markaryd,59001324,23,"57,5","78,3",~100,"224,8",17,"42,5","82,4",~100,"231,3",2015
Mellerud,Rådaskolan,Kommunal,Mellerud,53764779,24,"41,4","95,8",~100,"245,0",34,"58,6","67,6","70,6","200,6",2015
Mjölby,Blåklintskolan,Kommunal,Mjölby,27259736,20,"43,5","65,0",~100,"198,3",26,"56,5","73,1",~100,"205,1",2015
Mjölby,Lagmansskolan Beta MH,Kommunal,Mjölby,10609045,37,"48,7","83,8",~100,"243,0",39,"51,3","74,4","79,5","209,9",2015
Mjölby,Trojenborgsskolan MH,Kommunal,Mjölby,37310404,32,"58,2","78,1",~100,"240,5",23,"41,8","52,2","69,6","188,8",2015
Mjölby,Vifolkaskolan 7-9,Kommunal,Mjölby,16727370,40,"49,4","92,5",~100,"241,2",41,"50,6","63,4","65,9","195,9",2015
Mora,Morkarlbyhöjdens skola 7-9,Kommunal,Mora,95649680,44,"51,8","79,5","84,1","225,2",41,"48,2","75,6","85,4","209,9",2015
Mora,Noretsskolan 7-9,Kommunal,Mora,68663553,46,"46,5","78,3","87,0","236,0",53,"53,5","62,3","67,9","193,1",2015
Motala,Karin Boye-skolan,Enskild,AcadeMedia fria grundskolor AB,11664326,30,"46,9","100,0","100,0","262,5",34,"53,1","79,4",~100,"210,4",2015
Motala,Fria InterMilia skolan,Enskild,Fria Intermilia Skolan,11700203,..,..,..,..,..,..,..,..,..,"216,0",2015
Motala,Hällaskolan,Kommunal,Motala,87963970,39,"53,4","92,3",~100,"232,4",34,"46,6","85,3",~100,"203,1",2015
Motala,Mariebergsskolan,Kommunal,Motala,87531665,24,"42,9","91,7",~100,"258,9",32,"57,1","75,0",~100,"206,6",2015
Motala,Skolgårda skola 7-9,Kommunal,Motala,82224915,44,"53,7","93,2",~100,"258,1",38,"46,3","89,5",~100,"218,5",2015
Motala,Södra skolan 7-9,Kommunal,Motala,69769596,19,"40,4","89,5",~100,"243,7",28,"59,6","57,1","82,1","200,6",2015
Motala,Zederslundsskolan,Kommunal,Motala,98031467,32,"41,6","87,5",~100,"229,2",45,"58,4","68,9","82,2","187,6",2015
Mullsjö,Trollehöjdskolan,Kommunal,Mullsjö,28156767,32,"44,4","81,3","84,4","229,2",40,"55,6","75,0","87,5","202,4",2015
Munkedal,Kungsmarksskolan,Kommunal,Munkedal,44650086,45,"42,1","66,7","82,2","200,1",62,"57,9","80,6","83,9","202,1",2015
Munkfors,Forsnässkolan 6-9,Kommunal,Munkfors,70083827,19,"55,9","68,4",~100,"239,9",15,"44,1",..,"66,7","178,5",2015
Mölndal,Växthuset,Enskild,AcadeMedia fria grundskolor AB,42908622,..,..,..,..,..,..,..,"72,7","72,7","206,1",2015
Mölndal,Montessoriskolan Kvarnhjulet,Enskild,"Montessoriskolan Kvarnhjulet,Ekonomisk Förening",64490264,..,..,..,..,..,..,..,..,..,..,2015
Mölndal,Almåsskolan,Kommunal,Mölndal,40577779,35,"52,2","82,9","85,7","230,1",32,"47,8","75,0",~100,"226,7",2015
Mölndal,Ekhagaskolan,Kommunal,Mölndal,92538683,23,"39,0","65,2","78,3","213,3",36,"61,0","63,9","75,0","187,0",2015
Mölndal,Hallenskolan,Kommunal,Mölndal,32309720,10,"40,0",..,..,"246,5",15,"60,0","66,7",~100,"223,0",2015
Mölndal,Katrinebergsskolan,Kommunal,Mölndal,13050305,19,"41,3","57,9","73,7","190,4",27,"58,7","59,3","70,4","184,3",2015
Mölndal,Kvarnbyskolan,Kommunal,Mölndal,67822057,65,"48,1","90,8",~100,"263,2",70,"51,9","91,4",~100,"231,8",2015
Mölndal,Sinntorpsskolan 4-9,Kommunal,Mölndal,90949251,36,"65,5","97,2","100,0","262,6",19,"34,5","89,5",~100,"223,4",2015
Mölndal,Skånhällaskolan 4-9,Kommunal,Mölndal,91907164,32,"53,3","87,5",~100,"252,7",28,"46,7","71,4","78,6","192,1",2015
Mölndal,Streteredsskolan,Kommunal,Mölndal,54881559,39,"54,2","84,6",~100,"227,0",33,"45,8","72,7","81,8","209,8",2015
Mölndal,Svalan,Kommunal,Mölndal,23620456,..,..,.,.,..,..,..,.,.,..,2015
Mölndal,Sörgårdsskolan,Kommunal,Mölndal,53442807,67,"56,3","88,1",~100,"269,7",52,"43,7","86,5",~100,"243,3",2015
Mönsterås,Krungårdsskolan 7-9,Kommunal,Mönsterås,40299433,22,"42,3","77,3",~100,"228,0",30,"57,7","53,3",~100,"169,6",2015
Mönsterås,Parkskolan,Kommunal,Mönsterås,84285512,25,"39,7","72,0",~100,"221,8",38,"60,3","65,8","76,3","195,7",2015
Mörbylånga,Ölands Friskola,Enskild,Friskolan Öland AB,28562125,38,"74,5","92,1","100,0","231,4",13,"25,5",..,~100,"213,1",2015
Mörbylånga,Skansenskolan 4-9,Kommunal,Mörbylånga,39083762,57,"56,4","89,5",~100,"228,0",44,"43,6","75,0","86,4","198,8",2015
Nacka,Engelska Skolan i Nacka,Enskild,Internationella Engelska Skolan i Sverige AB,74358019,93,"62,8","96,8",~100,"293,6",55,"37,2","92,7",~100,"262,2",2015
Nacka,Kunskapsskolan Nacka,Enskild,Kunskapsskolan i Sverige Aktiebolag,87425546,56,"54,9","94,6",~100,"287,1",46,"45,1","100,0","100,0","267,7",2015
Nacka,Kunskapsskolan Saltsjöbaden,Enskild,Kunskapsskolan i Sverige Aktiebolag,11496096,20,"46,5","100,0","100,0","321,3",23,"53,5","100,0","100,0","280,7",2015
Nacka,Maestroskolan Nacka,Enskild,Maestro Svindersvik Aktiebolag,64065898,..,..,..,..,..,..,..,..,..,..,2015
Nacka,Alphyddeskolan,Kommunal,Nacka,30066063,..,..,..,..,..,..,..,.,.,.,2015
Nacka,Björknässkolan,Kommunal,Nacka,75834458,38,"43,2","73,7","84,2","250,0",50,"56,8","84,0",~100,"234,8",2015
Nacka,Centrumskolan,Kommunal,Nacka,35986188,..,..,.,..,..,..,..,.,..,..,2015
Nacka,Eklidens skola,Kommunal,Nacka,47243834,136,"63,0","97,8",~100,"261,2",80,"37,0","88,8",~100,"231,9",2015
Nacka,Myrsjöskolan,Kommunal,Nacka,84884375,100,"49,0","95,0",~100,"276,7",104,"51,0","96,2",~100,"254,4",2015
Nacka,Saltsjöbadens samskola,Kommunal,Nacka,11777750,37,"41,1","89,2",~100,"255,3",53,"58,9","88,7",~100,"251,2",2015
Nacka,Skuru skola,Kommunal,Nacka,85321366,43,"39,1","86,0",~100,"265,9",67,"60,9","89,6",~100,"248,9",2015
Nacka,Stavsborgsskolan,Kommunal,Nacka,14040970,39,"47,0","89,7",~100,"269,7",44,"53,0","86,4",~100,"234,3",2015
Nacka,Snitz Grundskola Nacka,Enskild,PPS Power Planning System Aktiebolag,82438535,..,..,.,..,..,..,..,..,..,..,2015
Nacka,Johannes Petri skola,Enskild,Pysslingen Förskolor och Skolor AB,32965692,25,"54,3","92,0",~100,"265,7",21,"45,7","81,0",~100,"235,5",2015
Nacka,Montessorisk. Castello Nacka,Enskild,Pysslingen Förskolor och Skolor AB,34135484,10,"50,0",..,"100,0","293,5",10,"50,0","100,0","100,0","282,5",2015
Nacka,Vittra Saltsjö-Boo,Enskild,Vittraskolorna AB,44802890,..,..,..,..,..,..,..,..,..,..,2015
Nora,Karlsängsskolan,Kommunal,Nora,40684137,37,"42,5","78,4","83,8","238,8",50,"57,5","78,0","86,0","209,7",2015
Norberg,Centralskolan,Kommunal,Norberg,22347371,26,"46,4","88,5",~100,"201,6",30,"53,6","50,0","73,3","177,7",2015
Nordanstig,Bergsjö Centralskola år 7-9,Kommunal,Nordanstig,95045408,33,"50,0","78,8",~100,"226,9",33,"50,0","69,7","75,8","196,0",2015
Nordmaling,Artediskolan åk 7-9,Kommunal,Nordmaling,58185455,39,"54,9","87,2",~100,"235,5",32,"45,1","78,1",~100,"213,4",2015
Norrköping,Jönsbergska Idrottsskolan,Enskild,Jönsbergska Idrottsskolan Norrköping AB,61454000,22,"42,3","95,5","100,0","277,4",30,"57,7","93,3",~100,"254,8",2015
Norrköping,Kunskapsskolan Norrköping,Enskild,Kunskapsskolan i Sverige Aktiebolag,77437748,61,"56,0","100,0","100,0","283,7",48,"44,0","91,7","100,0","247,1",2015
Norrköping,Erlaskolan Norrköping Södra,Enskild,Lärande i Sverige AB,72526185,29,"65,9","82,8","82,8","247,9",15,"34,1",..,~100,"187,0",2015
Norrköping,Erlaskolan Norrköping Östra,Enskild,Lärande i Sverige AB,90838156,20,"45,5","70,0",~100,"224,6",24,"54,5","83,3",~100,"210,3",2015
Norrköping,Borgsmoskolan,Kommunal,Norrköping,26387738,33,"44,0","54,5","69,7","169,3",42,"56,0","47,6","59,5","164,5",2015
Norrköping,Djäkneparksskolan 7 och 9,Kommunal,Norrköping,59526276,74,"45,1","62,2","73,0","220,5",90,"54,9","62,2","68,9","192,7",2015
Norrköping,Ektorpsskolan,Kommunal,Norrköping,37133485,60,"48,4","61,7","85,0","222,0",64,"51,6","56,3","82,8","192,2",2015
Norrköping,Ektorpsskolans grundsärskola,Kommunal,Norrköping,12079022,..,..,.,.,.,..,..,..,..,..,2015
Norrköping,Enebyskolan H A+C,Kommunal,Norrköping,35609364,11,"40,7","90,9","100,0","274,8",16,"59,3","75,0",~100,"207,2",2015
Norrköping,Enebyskolan H B+D,Kommunal,Norrköping,24625357,29,"46,8","69,0",~100,"233,0",33,"53,2","63,6","72,7","209,8",2015
Norrköping,Hagaskolan 7-9,Kommunal,Norrköping,17315625,56,"61,5","87,5",~100,"243,5",35,"38,5","62,9","68,6","188,8",2015
Norrköping,Hultdalskolan,Kommunal,Norrköping,40393888,37,"46,3","83,8",~100,"236,2",43,"53,8","90,7",~100,"214,4",2015
Norrköping,Mosstorpsskolan,Kommunal,Norrköping,41484780,30,"46,9","83,3",~100,"241,7",34,"53,1","70,6",~100,"201,9",2015
Norrköping,Navestadsskolan 7-9,Kommunal,Norrköping,81182971,63,"53,4","58,7","63,5","188,8",55,"46,6","67,3","80,0","201,0",2015
Norrköping,Råsslaskolan 6-9,Kommunal,Norrköping,80621158,17,"37,0","82,4",~100,"224,6",29,"63,0","82,8",~100,"205,3",2015
Norrköping,Söderporten 4-9,Kommunal,Norrköping,24979620,43,"57,3","53,5","67,4","194,2",32,"42,7","56,3","65,6","188,2",2015
Norrköping,Vikbolandsskolan 4-9,Kommunal,Norrköping,86323840,23,"46,0","87,0",~100,"245,7",27,"54,0","77,8",~100,"208,8",2015
Norrköping,"Prolympia, Norrköping",Enskild,Prolympia AB,16013826,33,"33,0","84,8",~100,"239,6",67,"67,0","76,1","83,6","198,3",2015
Norrköping,"Rudolf Steinerskolan, gr",Enskild,Rudolf Steinerskolan,33530590,..,..,..,..,"213,9",..,..,..,..,..,2015
Norrköping,Johannesskolan Norrkpg Kr Sk,Enskild,Stiftelsen Församlingen Agape,57529996,..,..,..,..,..,..,..,..,..,..,2015
Norrköping,Stegehus Waldorfskola,Enskild,Stiftelsen Steget,73656861,..,..,.,.,..,..,..,.,.,.,2015
Norrköping,Vittra Röda stan,Enskild,Vittraskolorna AB,38936292,..,..,..,~100,"200,3",..,..,..,..,..,2015
Norrtälje,"Ekebyholmsskolan, gr",Enskild,Ekebyholmsskolan Aktiebolag,98239828,14,"51,9","92,9","100,0","247,7",13,"48,1","100,0","100,0","240,8",2015
Norrtälje,Freinetskolan Hugin,Enskild,Freinetskolan Hugin Ekonomisk förening,89692072,..,..,"100,0","100,0","269,8",..,..,..,..,..,2015
Norrtälje,Freinetskolan Mimer,Enskild,Freinetskolan Mimer ekonomisk förening,45133950,13,"54,2","100,0","100,0","282,1",11,"45,8",..,~100,"205,2",2015
Norrtälje,Montessoriskolan i Norrtälje,Enskild,Montessori i Norrtälje AB,99665701,..,..,"92,3","100,0","254,6",..,..,..,..,..,2015
Norrtälje,Bålbro skola,Kommunal,Norrtälje,45874608,12,"46,2","100,0","100,0","242,9",14,"53,8",..,~100,"227,7",2015
Norrtälje,Grindskolan,Kommunal,Norrtälje,29416145,..,..,..,..,..,..,..,"94,1",~100,"243,8",2015
Norrtälje,Hallsta skola,Kommunal,Norrtälje,24146389,28,"65,1","85,7",~100,"237,2",15,"34,9",..,~100,"184,2",2015
Norrtälje,Lommarskolan,Kommunal,Norrtälje,15312030,..,..,..,..,..,..,..,"52,4",~100,"189,9",2015
Norrtälje,Långsjöskolan,Kommunal,Norrtälje,99749462,15,"39,5",..,"66,7","207,3",23,"60,5","60,9","65,2","193,1",2015
Norrtälje,Länna skola,Kommunal,Norrtälje,72471883,13,"38,2","76,9",~100,"230,6",21,"61,8","90,5",~100,"209,5",2015
Norrtälje,Norrsundsskolan,Kommunal,Norrtälje,39351914,14,"45,2","85,7",~100,"274,4",17,"54,8","88,2",~100,"247,8",2015
Norrtälje,Roslagsskolan,Kommunal,Norrtälje,31851256,65,"39,9","81,5","87,7","235,3",98,"60,1","65,3","80,6","195,3",2015
Norrtälje,Rådmansö skola,Kommunal,Norrtälje,50905672,..,..,..,~100,"242,1",..,..,..,..,..,2015
Norrtälje,Svanbergaskolan,Kommunal,Norrtälje,59975651,18,"52,9","72,2","72,2","211,6",16,"47,1",..,"68,8","164,2",2015
Norrtälje,Viby friskola,Enskild,Ogenholts Friskola AB,54806839,..,..,..,..,..,..,..,..,..,..,2015
Norsjö,Norsjöskolan 6-9,Kommunal,Norsjö,65848878,19,"40,4","73,7",~100,"238,1",28,"59,6","57,1","64,3","184,2",2015
Nybro,Alsterbro skola,Kommunal,Nybro,62698200,..,..,..,..,..,..,..,..,..,..,2015
Nybro,Madesjöskolan Ma02,Kommunal,Nybro,38198417,33,"43,4","97,0",~100,"251,0",43,"56,6","83,7",~100,"215,6",2015
Nybro,Paradisskolan Pa02,Kommunal,Nybro,79650118,29,"33,3","75,9","82,8","220,9",58,"66,7","69,0","75,9","203,4",2015
Nykvarn,Lillhagaskolan,Kommunal,Nykvarn,99640618,59,"52,7","94,9",~100,"256,4",53,"47,3","90,6",~100,"213,4",2015
Nyköping,Båktorp skolan,Enskild,Båktorp AB,17393295,..,..,.,.,.,..,..,.,.,.,2015
Nyköping,Studiero,Enskild,HVB Lappetorp AB,98693413,..,..,.,.,..,..,..,.,.,..,2015
Nyköping,Kunskapsskolan Nyköping,Enskild,Kunskapsskolan i Sverige Aktiebolag,88046003,54,"55,1","90,7",~100,"253,4",44,"44,9","93,2",~100,"236,4",2015
Nyköping,Fokusskolan,Enskild,Nyfo AB,18915192,..,..,"100,0","100,0","258,4",..,..,..,..,..,2015
Nyköping,Nykopings högstadium Alpha,Kommunal,Nyköping,12096817,78,"41,5","82,1","87,2","222,3",110,"58,5","65,5","88,2","203,8",2015
Nyköping,Nyköpings högstadium Omega,Kommunal,Nyköping,99757444,80,"39,4","85,0","88,8","244,6",123,"60,6","61,8","72,4","201,8",2015
Nyköping,Nyköpings Friskola,Enskild,Pysslingen Förskolor och Skolor AB,20254025,..,..,..,..,..,..,..,"90,9",~100,"211,8",2015
Nyköping,Vittra Kungshagen,Enskild,Vittraskolorna AB,50698424,..,..,..,~100,"208,8",..,..,..,..,..,2015
Nynäshamn,Gröndalsskolan F-9,Kommunal,Nynäshamn,65717061,37,"44,6","94,6","100,0","255,1",46,"55,4","84,8","89,1","205,2",2015
Nynäshamn,Sunnerbyskolan F-9,Kommunal,Nynäshamn,78703073,21,"46,7","71,4",~100,"228,1",24,"53,3","45,8","54,2","166,7",2015
Nynäshamn,Vanstaskolan 4-9,Kommunal,Nynäshamn,73184416,23,"41,1","69,6","73,9","217,8",33,"58,9","66,7","75,8","232,8",2015
Nynäshamn,Viaskolan 6-9,Kommunal,Nynäshamn,34814578,24,"40,7","91,7",~100,"253,4",35,"59,3","77,1",~100,"212,8",2015
Nässjö,Brinells högstadium,Kommunal,Nässjö,27489659,43,"44,3","76,7","79,1","205,5",54,"55,7","74,1","90,7","208,0",2015
Nässjö,Norråsaskolan,Kommunal,Nässjö,19118399,51,"44,0","58,8","68,6","207,9",65,"56,0","52,3","67,7","187,1",2015
Nässjö,Parkskolan,Kommunal,Nässjö,97882848,28,"50,9","85,7",~100,"242,7",27,"49,1","66,7",~100,"188,3",2015
Nässjö,Rosenholmsskolan,Kommunal,Nässjö,66394964,..,..,..,..,..,..,..,"82,4",~100,"212,4",2015
Ockelbo,Perslundaskolan,Kommunal,Ockelbo,40000547,17,"34,0","82,4",~100,"250,9",33,"66,0","84,8","84,8","211,1",2015
Olofström,Högavångsskolan,Kommunal,Olofström,53603984,50,"42,7","80,0","84,0","220,5",67,"57,3","77,6","85,1","205,0",2015
Orsa,Orsaskolan,Kommunal,Orsa,19694910,28,"40,6","82,1",~100,"250,5",41,"59,4","61,0","75,6","189,1",2015
Orust,Henåns skola år 7-9,Kommunal,Orust,76943513,32,"39,5","87,5",~100,"240,7",49,"60,5","61,2","87,8","199,4",2015
Orust,Ängås 7-9 skola,Kommunal,Orust,34557677,26,"41,3","80,8",~100,"251,5",37,"58,7","81,1","83,8","203,1",2015
Orust,Orust Waldorfskola,Enskild,Waldorfpedagogik på Orust ekonomisk förening,57712538,..,..,..,..,..,..,..,..,..,..,2015
Osby,Hasslarödsskolan 4-9,Kommunal,Osby,25927535,36,"50,0","83,3","86,1","241,1",36,"50,0","61,1","80,6","198,1",2015
Osby,Parkskolan F-9,Kommunal,Osby,67946840,17,"43,6","64,7",~100,"238,4",22,"56,4","77,3",~100,"207,9",2015
Osby,Visslan,Kommunal,Osby,65486343,..,..,.,.,.,..,..,.,.,..,2015
Osby,Örkenedsskolan 4-9,Kommunal,Osby,99562575,10,"37,0",..,..,"223,5",17,"63,0","70,6",~100,"182,4",2015
Oskarshamn,Kristinebergskolan 7-9,Kommunal,Oskarshamn,73392316,42,"53,2","81,0","85,7","224,3",37,"46,8","67,6","75,7","207,7",2015
Oskarshamn,Rödsleskolan 7-9,Kommunal,Oskarshamn,40041600,49,"54,4","81,6","89,8","234,1",41,"45,6","78,0","85,4","197,3",2015
Oskarshamn,Vallhallaskolan 7-9,Kommunal,Oskarshamn,46592871,48,"49,0","89,6",~100,"246,3",50,"51,0","68,0","70,0","197,7",2015
Ovanåker,Alftaskolan 7-9,Kommunal,Ovanåker,92304123,18,"43,9","83,3",~100,"230,4",23,"56,1","69,6","73,9","214,2",2015
Ovanåker,Celsiusskolan 7-9,Kommunal,Ovanåker,43362307,37,"52,1","73,0","78,4","207,8",34,"47,9","58,8","67,6","178,8",2015
Oxelösund,Breviksskolan åk 6-9,Kommunal,Oxelösund,34893654,48,"55,2","70,8","75,0","206,2",39,"44,8","64,1","79,5","178,0",2015
Pajala,Gårdbyskolan,Kommunal,Pajala,55662841,..,..,..,..,..,..,..,..,..,..,2015
Pajala,Junosuando Centralskola,Kommunal,Pajala,80594830,..,..,..,..,..,..,..,..,..,..,2015
Pajala,Pajala Centralskola,Kommunal,Pajala,12443258,17,"41,5","94,1",~100,"248,5",24,"58,5","87,5",~100,"214,9",2015
Pajala,Tärendö Centralskola,Kommunal,Pajala,37347252,..,..,..,..,..,..,..,..,..,..,2015
Partille,Casa Montessori,Enskild,Montessoristiftelsen i Partille,68358072,11,"52,4","100,0","100,0","282,7",10,"47,6","100,0","100,0","256,0",2015
Partille,Björndammens skola 4-9,Kommunal,Partille,98209377,16,"38,1","75,0",~100,"220,5",26,"61,9","69,2","80,8","227,6",2015
Partille,Furulunds skola 6-9,Kommunal,Partille,89146220,43,"55,8","79,1","83,7","231,0",34,"44,2","64,7","73,5","187,4",2015
Partille,Lexby skola 6-9,Kommunal,Partille,51610240,53,"47,7","86,8","90,6","243,2",58,"52,3","79,3",~100,"213,3",2015
Partille,Ugglums skola 5-9,Kommunal,Partille,78100490,30,"54,5","100,0","100,0","271,8",25,"45,5","88,0",~100,"244,0",2015
Partille,Vallhamra skola 7-9,Kommunal,Partille,92848832,28,"35,0","78,6","78,6","218,7",52,"65,0","94,2",~100,"219,5",2015
Partille,Öjersjö Brunn skola 4-9,Kommunal,Partille,49402521,27,"45,8","92,6",~100,"261,5",32,"54,2","78,1",~100,"225,5",2015
Perstorp,Centralskolan 1,Kommunal,Perstorp,97348759,32,"48,5","75,0",~100,"238,8",34,"51,5","61,8",~100,"193,2",2015
Piteå,Christina skolenhet,Kommunal,Piteå,94591900,45,"56,3","91,1",~100,"249,3",35,"43,8","91,4",~100,"224,5",2015
Piteå,Hortlax skolenhet,Kommunal,Piteå,10185533,43,"45,7","95,3",~100,"253,5",51,"54,3","90,2",~100,"217,9",2015
Piteå,Pitholm skolenhet 7-9,Kommunal,Piteå,18339846,26,"38,2","76,9",~100,"245,2",42,"61,8","88,1","100,0","223,6",2015
Piteå,Porsnäs skolenhet,Kommunal,Piteå,18748381,25,"46,3","64,0","80,0","199,1",29,"53,7","89,7","100,0","227,9",2015
Piteå,Sjulnässkolan,Kommunal,Piteå,42296356,22,"43,1","100,0","100,0","271,3",29,"56,9","86,2","100,0","233,4",2015
Piteå,Solanderskolan 4-9 skolenhet,Kommunal,Piteå,69993304,25,"44,6","84,0",~100,"230,4",31,"55,4","80,6","83,9","208,8",2015
Piteå,Solanderskolan HÖ skolenhet,Kommunal,Piteå,69238669,..,..,.,.,.,..,..,.,.,..,2015
Ragunda,Anders-Olofskolan,Kommunal,Ragunda,78545687,23,"63,9","73,9","78,3","217,7",13,"36,1",..,..,"192,3",2015
Ragunda,Hansåkerskolan,Kommunal,Ragunda,22316816,..,..,..,..,..,..,..,"84,6",~100,"206,5",2015
Robertsfors,Tundalsskolan åk 7-9,Kommunal,Robertsfors,74131494,27,"45,0","74,1","74,1","244,8",33,"55,0","48,5","66,7","181,9",2015
Ronneby,Karl-Oskarskolan i Ronneby,Enskild,Karl-Oskar Utbildning AB,38449858,30,"46,2","86,7",~100,"243,4",35,"53,8","85,7",~100,"212,1",2015
Ronneby,Kallingeskolan 7-9,Kommunal,Ronneby,53155267,31,"41,3","54,8","83,9","209,8",44,"58,7","63,6","79,5","197,6",2015
Ronneby,Snäckebacksskolan,Kommunal,Ronneby,73745566,71,"47,3","77,5","85,9","226,8",79,"52,7","63,3","74,7","195,0",2015
Rättvik,Furudals centralskola,Kommunal,Rättvik,30917018,..,..,..,..,..,..,..,"90,0",~100,"225,1",2015
Rättvik,Rättviksskolan,Kommunal,Rättvik,73451967,46,"48,9","80,4",~100,"225,7",48,"51,1","75,0","83,3","191,9",2015
Sala,Ekebyskolan,Kommunal,Sala,36193586,57,"52,8","84,2",~100,"238,6",51,"47,2","76,5",~100,"210,7",2015
Sala,Vallaskolan 7-9,Kommunal,Sala,64954528,66,"57,9","81,8","87,9","236,7",48,"42,1","77,1",~100,"211,1",2015
Salem,Nytorpsskolan,Kommunal,Salem,36262199,15,"50,0","93,3","100,0","261,2",15,"50,0","100,0","100,0","252,0",2015
Salem,Rönninge skola,Kommunal,Salem,71677992,18,"45,0","94,4","100,0","264,6",22,"55,0","90,9",~100,"241,2",2015
Salem,Skogsängsskolan,Kommunal,Salem,58385274,21,"37,5","81,0",~100,"211,0",35,"62,5","77,1","85,7","216,2",2015
Salem,Säbyskolan,Kommunal,Salem,92406445,17,"48,6","94,1",~100,"232,6",18,"51,4","72,2",~100,"208,5",2015
Salem,Söderby friskola,Enskild,Söderby Friskola Ekonomisk Förening,56858061,13,"52,0",..,~100,"210,0",12,"48,0",..,"100,0","237,9",2015
Sandviken,Prosperitas utbildning,Enskild,Prosperitas Utbildning AB,91119383,..,..,..,..,"223,0",..,..,..,..,..,2015
Sandviken,Hedängskolan 7-9,Kommunal,Sandviken,23876630,22,"42,3","72,7",~100,"223,4",30,"57,7","73,3",~100,"211,4",2015
Sandviken,Jernvallsskolan 4-9,Kommunal,Sandviken,30006957,24,"47,1","75,0","79,2","206,5",27,"52,9","59,3","74,1","185,9",2015
Sandviken,Murgårdsskolan  7-9,Kommunal,Sandviken,26036265,56,"58,3","66,1","76,8","216,7",40,"41,7","40,0","60,0","154,1",2015
Sandviken,Söderskolan 7-9,Kommunal,Sandviken,17988128,54,"44,6","74,1","81,5","221,0",67,"55,4","70,1","80,6","202,3",2015
Sandviken,Österfärnebo skola,Kommunal,Sandviken,73076578,10,"45,5",..,..,"223,3",12,"54,5",..,..,"121,7",2015
Sandviken,Sandvikens Montessoriskola,Enskild,Sandvikens Montessoriskolas Ekonomiska Förening,17233525,..,..,"76,9","100,0","257,1",..,..,..,..,..,2015
Sigtuna,Ekillaskolan,Kommunal,Sigtuna,14261356,97,"55,1","73,2","78,4","231,8",79,"44,9","54,4","62,0","190,8",2015
Sigtuna,S:t Olofs skola,Kommunal,Sigtuna,13579948,49,"41,5","89,8",~100,"244,3",69,"58,5","87,0","92,8","214,6",2015
Sigtuna,Valstaskolan,Kommunal,Sigtuna,61234191,50,"50,5","66,0","74,0","204,0",49,"49,5","55,1","69,4","185,4",2015
Sigtuna,Skolan Bergius,Enskild,Sigtuna Friskola AB,35008423,25,"41,0","88,0","100,0","277,2",36,"59,0","80,6",~100,"228,7",2015
Sigtuna,"Sigtunaskolan hum. läroverket, gr",Enskild,Sigtuna Skolstiftelse,70883860,24,"50,0","91,7","100,0","260,0",24,"50,0","70,8",~100,"212,5",2015
Sigtuna,"Josefinaskolan, grundskola",Enskild,Stiftelsen Josefinaskolan,55508705,..,..,..,..,"251,7",..,..,..,..,..,2015
Simrishamn,Famn,Enskild,"Familjebehandlingsalternativ i Nätverk, Famn AB",68370166,..,..,.,..,..,..,..,.,..,..,2015
Simrishamn,Nils Holgerssonskolan,Enskild,Föräldrakooperativet Nils Holgerssonskolan Ek Fö,24445412,14,"53,8","85,7",~100,"254,1",12,"46,2","91,7",~100,"214,0",2015
Simrishamn,Korsavadsskolan,Kommunal,Simrishamn,66350640,60,"48,4","90,0",~100,"250,8",64,"51,6","60,9","78,1","192,7",2015
Simrishamn,Sophiaskolan,Enskild,"Stift Sophiaskolan, Österlens Waldorfskola",59958745,..,..,"83,3","100,0","261,9",..,..,..,..,..,2015
